sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
5,0,5,0,0,0,0,0,,,,,,220.35660649999045,None,1.711473996202145,both,708.0,-0.3320262048330475,4.266224469843651e-05,0,28,[],0.012742766761220992,None,None,221.39622210001107,None,0.21128196676727384,1.9227559629694189,221.60366330004763,None,,209.86937680002302,None,0.16666666666666666,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,1.711473996202145,both,631.0,-0.2729101786161604,4.9497071641622285e-05,0,29,[],0.00872026663273573,None,None,223.34536769997794,223.34536769997794,0.21215706667862833,1.9236310628807733,223.56187680002768,223.34536769997794,,,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.711473996202145,both,562.0,-0.8159503796436598,5.623398861247727e-05,0,30,[],0.009296666830778122,None,['space'],225.29747770004906,225.29747770004906,0.21703056676778942,1.9285045629699344,225.50886589998845,225.29747770004906,[-1.4581307000480592],,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,1.711473996202145,both,501.0,0.04513424781461516,7.166009715008011e-05,0,31,[],0.009217166574671865,None,['space'],227.24365870002657,227.24365870002657,0.21668206667527556,1.9281560628774206,227.45903030002955,227.24365870002657,[-1.5482660999987274],,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,1.711473996202145,both,446.0,1.3468785037037734,8.665044320561811e-05,0,32,[],0.00914856675080955,None,['space'],229.1946194000775,229.1946194000775,0.21926316677127033,1.9307371629734154,229.40945919998921,229.1946194000775,[-1.54751139995642],,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,1.711473996202145,both,,,,1,32,[],0.001823666738346219,None,None,231.14398940000683,231.14398940000683,0.2022056666901335,1.9136796628922785,231.3605663999915,231.14398940000683,,,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,1.711473996202145,both,354.0,0.0,8.849638639228378e-05,0,33,[],0.010439166682772338,None,['space'],233.10366660007276,233.10366660007276,0.21723396668676287,1.928707962888908,233.31728700001258,233.10366660007276,[-1.408802599995397],,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.711473996202145,both,315.0,4.642720197018251,0.00016830848631976635,0,34,[],0.00808926671743393,None,['space'],235.0568400999764,235.0568400999764,0.2118073666933924,1.9232813628955374,235.27716020005755,235.0568400999764,[-1.5372903000097722],,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.711473996202145,both,281.0,2.5234006410499195,0.00018003108336244605,0,35,[],0.008809266611933708,None,['space'],237.01744169997983,237.01744169997983,0.2147778666112572,1.9262518628134022,237.2259744000621,237.01744169997983,[-1.5301364000188187],,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,1.711473996202145,both,250.0,1.3343365688021769,0.00019529307009490422,0,36,[],0.006168666761368513,None,['space'],238.96270550007466,238.96270550007466,0.2094759667525068,1.9209499629546518,239.1822634000564,238.96270550007466,[-1.491700999904424],,,,,,,,ddmfvc,001,fr,0,2022-05-05_11h06.59.144,Continuous,2022.1.1,None,
