sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_frequency,Audiogram_time,Audiogram_none,Audiogram_both,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
6,0,6,0,4,0,4,0,,,,,,,,2.7803658910992444,both,602.0,-2.2799722283164865,4.2711995815422864e-05,0,29,[],0.009926666505634785,None,None,241.6561551000923,241.6561551000923,0.23490236653015018,3.0152682576293945,241.88342310022563,241.6561551000923,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
6,0,6,0,5,0,5,0,,,,,,,,2.7803658910992444,both,478.0,-5.7171229042696865,3.7574564420794095e-05,0,30,[],0.008195466827601194,0.20299466652795672,['space'],244.69064840022475,244.69064840022475,0.20299466652795672,2.983360557627201,244.90256670024246,244.69064840022475,[-2.0182229997590184],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
6,0,6,0,6,0,6,0,,,,,,,,2.7803658910992444,both,379.0,-8.0,3.264724102951903e-05,0,31,[],0.004857566673308611,None,"['space', 'space']",247.7017332999967,247.7017332999967,0.2207443662919104,3.001110257391155,247.92838519997895,247.7017332999967,"[-2.381350299809128, -0.46940970001742244]",,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
6,0,6,0,7,0,7,0,,,,,,,,2.7803658910992444,both,301.0,2.313783963598387,0.00014808281290088683,0,32,[],0.008252366445958614,0.20185516634956002,"['space', 'space']",250.7304386002943,250.7304386002943,0.20185516634956002,2.9822210574488044,250.94219730002806,250.7304386002943,"[-2.018081999849528, -0.026346399914473295]",,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
6,0,6,0,8,0,8,0,,,,,,,,2.7803658910992444,both,239.0,-7.832391467945172,7.672199983029515e-05,0,33,[],0.004475167021155357,0.19204666698351502,['space'],253.74110820004717,253.74110820004717,0.19204666698351502,2.9724125580827594,253.94714249996468,253.74110820004717,[-1.3553594998084009],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
6,0,6,0,9,0,9,0,,,,,,,,2.7803658910992444,both,190.0,-5.775940184504378,0.000155242787710801,0,34,[],0.008227566722780466,0.20074006682261825,['space'],256.75715370010585,256.75715370010585,0.20074006682261825,2.9811059579218626,256.96414529997855,256.75715370010585,[-2.2445283997803926],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
6,0,6,0,10,0,10,0,,,,,,,,2.7803658910992444,both,151.0,1.2752702593328658,0.0005689356286666713,0,35,[],0.008295666892081499,None,"['space', 'space']",259.77679290017113,259.77679290017113,0.2022120668552816,2.982577957954526,259.988665800076,259.77679290017113,"[-1.4241494997404516, 0.01577110029757023]",,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,0,0,0,0,,,,,,265.89605510002,None,2.0328097764384765,time,,,,1,44,[],0.013009566348046064,None,['space'],266.9330277000554,None,0.21417766623198986,2.2469874426704664,267.1414673002437,None,[-0.7793276002630591],262.80003469996154,None,"[0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334]",,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,1,0,1,0,,,,,,,,2.0328097764384765,time,1073.0,-11.94483255050857,1.1907839565346631e-05,0,45,[],0.009213066194206476,None,None,269.2054523001425,269.2054523001425,0.22543186647817492,2.2582416429166514,269.428037900012,269.2054523001425,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,2,0,2,0,,,,,,,,2.0328097764384765,time,568.0,-13.079868771151197,1.3494972831851002e-05,0,46,[],0.0003812662325799465,0.188166166190058,None,271.4843607000075,271.4843607000075,0.188166166190058,2.2209759426285345,271.69776830030605,271.4843607000075,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,3,0,3,0,,,,,,,,2.0328097764384765,time,379.0,-17.0,1.1583678238809086e-05,0,47,[],0.008056366350501776,0.20301026618108153,['space'],273.7558496003039,273.7558496003039,0.20301026618108153,2.235820042619558,273.96715039992705,273.7558496003039,[0.09321139985695481],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,4,0,4,0,,,,,,,,2.0328097764384765,time,301.0,-16.120817818351256,1.773268773301795e-05,0,48,[],0.007532366551458836,0.20244476664811373,None,276.0264429003,276.0264429003,0.20244476664811373,2.23525454308659,276.23753300029784,276.0264429003,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,5,0,5,0,,,,,,,,2.0328097764384765,time,190.0,-15.75493385807862,4.921095001288596e-05,0,49,[],0.006389467045664787,0.20107006700709462,None,278.2980347000994,278.2980347000994,0.20107006700709462,2.233879843445571,278.50461740000173,278.2980347000994,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,6,0,6,0,,,,,,,,2.0328097764384765,time,213.0,-6.633041636763854,0.00011181751829409107,0,50,[],0.007882067002356052,0.20030976692214608,['space'],280.5660239001736,280.5660239001736,0.20030976692214608,2.2331195433606226,280.7739838003181,280.5660239001736,[-1.254136999603361],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,7,0,7,0,,,,,,,,2.0328097764384765,time,2703.0,-4.945198342342845,4.1469407848548424e-05,0,51,[],0.006967166438698769,None,None,282.8388853999786,282.8388853999786,0.2244523665867746,2.257262143025251,283.0609548999928,282.8388853999786,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,8,0,8,0,,,,,,,,2.0328097764384765,time,1204.0,-13.909092872823642,1.0602510123000027e-05,0,52,[],0.007758766878396273,None,['space'],285.1157408999279,285.1157408999279,0.20021946681663394,2.2330292432551104,285.3247092003003,285.1157408999279,[-1.7392137995921075],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,9,0,9,0,,,,,,,,2.0328097764384765,time,716.0,-4.385991944683637,2.6327929358671607e-05,0,53,[],0.007413266692310572,0.19887206656858325,['space'],287.38634219998494,287.38634219998494,0.19887206656858325,2.2316818430070597,287.5930456002243,287.38634219998494,[-0.3695507002994418],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,10,0,10,0,,,,,,,,2.0328097764384765,time,169.0,-6.378754315789718,0.00018153007710958652,0,54,[],0.007425967138260603,0.19794376706704497,None,289.65879649994895,289.65879649994895,0.19794376706704497,2.2307535435055215,289.86168579990044,289.65879649994895,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,11,0,11,0,,,,,,,,2.0328097764384765,time,268.0,-9.648628705817384,4.8869911980450545e-05,0,55,[],0.007572466507554054,0.20003686659038067,None,291.9243455999531,291.9243455999531,0.20003686659038067,2.232846643028857,292.12934440001845,291.9243455999531,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
7,0,7,0,12,0,12,0,,,,,,,,2.0328097764384765,time,239.0,-12.803095755139111,4.328971237018404e-05,0,56,[],0.0075553664937615395,0.19785746652632952,['space'],294.19371289992705,294.19371289992705,0.19785746652632952,2.230667242964806,294.398859300185,294.19371289992705,[0.13469159975647926],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,0,0,0,0,,,,,0.16666666666666666,299.9083275999874,None,2.1201879639590278,frequency,8000.0,6.0,0.00036221798003749513,0,55,[],0.011041266843676567,0.20606996677815914,None,300.9274002001621,None,0.20606996677815914,2.326257930737187,301.1274542999454,None,,296.4672381002456,None,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,1,0,1,0,,,,,,,,1.8459725967459986,frequency,7127.0,4.524277358317903,0.00026107143049867423,0,56,[],0.0030487668700516224,None,['space'],303.2786111002788,303.2786111002788,0.2138798669911921,2.0598524637371907,303.5074201002717,303.2786111002788,[-1.750033499673009],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,2,0,2,0,,,,,,,,2.392633396009675,frequency,6349.0,4.897361529029129,0.0002310849443261672,0,57,[],0.007182266563177109,0.19732226664200425,['space'],305.3778611999005,305.3778611999005,0.19732226664200425,2.589955662651679,305.5811862000264,305.3778611999005,[-1.449948599562049],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,3,0,3,0,,,,,,,,1.206254424410186,frequency,5656.0,5.4076552337489225,0.00023959203064401484,0,58,[],0.01612713374197483,None,['space'],308.0070696002804,308.0070696002804,0.22360733337700367,1.4298617577871897,308.2349497000687,308.0070696002804,[-2.1511234999634326],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,4,0,4,0,,,,,,,,2.94251468477498,frequency,5039.0,2.0912863064658813,0.000192497839230386,0,59,[],0.004952366463840008,0.19511306658387184,['space'],309.4660458001308,309.4660458001308,0.19511306658387184,3.1376277513588517,309.669329599943,309.4660458001308,[-1.129724099766463],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,5,0,5,0,,,,,,,,1.4286720189066109,frequency,4489.0,5.181244198837537,0.0002135102856128806,0,60,[],0.007119566202163696,0.20148966601118445,['space'],312.6443894999102,312.6443894999102,0.20148966601118445,1.6301616849177953,312.8518901001662,312.6443894999102,[-2.764197299722582],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,6,0,6,0,,,,,,,,2.190151140822582,frequency,3999.0,0.634324439269629,9.028079908423362e-05,0,61,[],0.0015141665935516357,None,['space'],314.3115508002229,314.3115508002229,0.2116815666668117,2.401832707489394,314.53585179988295,314.3115508002229,[-1.3754603997804224],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,7,0,7,0,,,,,,,,2.2390963883295956,frequency,3563.0,-0.7968955298086948,6.958307306246991e-05,0,62,[],0.006975766737014055,None,['space'],316.75138440029696,316.75138440029696,0.1998249664902687,2.4389213548198643,316.95970189990476,316.75138440029696,[-1.9832653999328613],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
8,0,8,0,8,0,8,0,,,,,,,,2.852694466514702,frequency,,,,1,62,[],0.0038876663893461227,0.19056346639990807,['space'],319.22607470024377,319.22607470024377,0.19056346639990807,3.04325793291461,319.42582180025056,319.22607470024377,[-2.0014606998302042],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,0,0,0,0,,,,,,325.18481850018725,None,2.9362317747463162,none,,,,1,35,[],0.012550966814160347,None,None,326.2148922001943,None,0.23499516677111387,3.17122694151743,326.4373906003311,None,,322.31174489995465,None,"[0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,1,0,1,0,,,,,,,,1.200753324647227,none,341.0,3.8650806001028633,0.00014336195240928506,0,36,[],0.008397967088967562,0.20086686685681343,['space'],329.3972221999429,329.3972221999429,0.20086686685681343,1.4016201915040405,329.60430700005963,329.3972221999429,[0.05877320049330592],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,2,0,2,0,,,,,,,,1.3146024158121814,none,608.0,0.8431685369116714,6.016230740849593e-05,0,37,[],0.0028528664261102676,None,None,330.82681669993326,330.82681669993326,0.19197756657376885,1.5065799823859503,331.03470520023257,330.82681669993326,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,3,0,3,0,,,,,,,,2.0399647211579883,none,203.0,4.0,0.00041138224990017137,0,38,[],0.016172233503311872,None,None,332.38341420004144,332.38341420004144,0.22931313328444958,2.269277854442438,332.59728990029544,332.38341420004144,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,4,0,4,0,,,,,,,,1.0563509272352845,none,161.0,3.2041656851057416,0.000589269395753329,0,39,[],0.006950066424906254,None,['space'],334.6702914000489,334.6702914000489,0.2311592665500939,1.2875101937853783,334.8967186002992,334.6702914000489,[-1.390506399795413],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,5,0,5,0,,,,,,,,1.502416478841314,none,430.0,3.637625536377647,0.00011404253160681398,0,40,[],0.004809666890650988,0.19390316680073738,['space'],335.9780995999463,335.9780995999463,0.19390316680073738,1.6963196456420513,336.1782579999417,335.9780995999463,[-0.7455732999369502],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,6,0,6,0,,,,,,,,2.734221977793964,none,304.0,3.8623428302238687,0.00017202547756349027,0,41,[],0.006887266878038645,None,['space'],337.7108279000968,337.7108279000968,0.2018322665244341,2.936054244318398,337.9143322999589,337.7108279000968,[-0.4945233999751508],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,7,0,7,0,,,,,,,,1.643770848672986,none,542.0,2.0314609891098776,8.199148936757101e-05,0,42,[],0.0053947665728628635,0.19379926659166813,['space'],340.68143310025334,340.68143310025334,0.19379926659166813,1.8375701152646542,340.88694320013747,340.68143310025334,[-1.049180899746716],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
9,0,9,0,8,0,8,0,,,,,,,,2.4531638045771462,none,181.0,0.923540632828849,0.0003721813599207209,0,43,[],0.006731666624546051,0.19703396642580628,['space'],342.5642400002107,342.5642400002107,0.19703396642580628,2.6501977710029525,342.7663501999341,342.5642400002107,[-1.411863399669528],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,0,0,0,0,,,,,0.3333333333333333,348.9113779999316,None,2.8896454423660103,frequency,932.0,2.1721034228509026,5.408676913963764e-05,0,63,[],0.012978566344827414,None,"['space', 'space']",349.9430170003325,None,0.2082458664663136,3.097891308832324,350.14195830002427,None,"[-1.991017600055784, -1.044751700013876]",345.2506317999214,None,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,1,0,1,0,,,,,,,,2.9650779122902886,frequency,740.0,0.6317467650940842,4.465072337480242e-05,0,64,[],0.002191966399550438,None,"['space', 'space']",353.06374280015007,353.06374280015007,0.21080706641077995,3.1758849787010686,353.28988730022684,353.06374280015007,"[-2.7435425999574363, -0.8395048999227583]",,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,2,0,2,0,,,,,,,,1.4654004272409034,frequency,587.0,0.7122371123753203,6.281817887806485e-05,0,65,[],0.005592566914856434,0.19512416701763868,['space'],356.2809484000318,356.2809484000318,0.19512416701763868,1.660524594258542,356.485570800025,356.2809484000318,[-2.0487609999254346],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,3,0,3,0,,,,,,,,1.6555783927696186,frequency,466.0,1.0731163073702241,8.28056585160033e-05,0,66,[],0.006063266657292843,0.19598706671968102,None,357.98358489992097,357.98358489992097,0.19598706671968102,1.8515654594892996,358.1876680999994,357.98358489992097,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,4,0,4,0,,,,,,,,2.646098235734299,frequency,370.0,2.3321549192226536,0.0001103201770650094,0,67,[],0.002140866592526436,None,None,359.87254470027983,359.87254470027983,0.21106206672266126,2.8571603024569603,360.08986659999937,359.87254470027983,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,5,0,5,0,,,,,,,,1.12502791083798,frequency,294.0,3.142735198863627,0.00017356042350131703,0,68,[],0.002161666750907898,0.18790156673640013,None,362.7602821001783,362.7602821001783,0.18790156673640013,1.31292947757438,362.9625136000104,362.7602821001783,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,6,0,6,0,,,,,,,,2.597932765687805,frequency,233.0,2.0,0.0002527783121180966,0,69,[],0.006321066990494728,0.19561386667191982,None,364.1220637001097,364.1220637001097,0.19561386667191982,2.7935466323597247,364.3263671998866,364.1220637001097,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,7,0,7,0,,,,,,,,1.7130524333015247,frequency,185.0,0.9459911647011816,0.00035690044274870977,0,70,[],0.006341366562992334,0.19868726655840874,None,366.9556199000217,366.9556199000217,0.19868726655840874,1.9117396998599334,367.1630496000871,366.9556199000217,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,8,0,8,0,,,,,,,,1.7081500594613417,frequency,147.0,1.9153716728850896,0.0006568438037931529,0,71,[],0.0022520669735968113,None,['space'],368.8969753002748,368.8969753002748,0.19874026672914624,1.906890326190488,369.11469609988853,368.8969753002748,[-1.3531856997869909],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
10,0,10,0,9,0,9,0,,,,,,,,2.537816502731385,frequency,,,,1,71,[],0.01508263312280178,None,['space'],370.858228799887,370.858228799887,0.2270324327982962,2.764848935529681,371.0802148003131,370.858228799887,[-1.5224811998195946],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,0,0,0,0,,,,,0.16666666666666666,377.4012572001666,None,1.2888534256519062,both,7818.0,2.1938858086663995,0.00022660092099468398,0,36,[],0.012956366874277592,None,['space'],378.4225651002489,None,0.20998806692659855,1.4988414925785047,378.63401179993525,None,[-0.8463922999799252],373.63840540032834,None,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,1,0,1,0,,,,,,,,1.2888534256519062,both,6965.0,0.5558690341486268,0.00016009000996980625,0,37,[],0.005729166325181723,None,None,379.95637500006706,379.95637500006706,0.19926756666973233,1.4881209923216385,380.17177150025964,379.95637500006706,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,2,0,2,0,,,,,,,,1.2888534256519062,both,6205.0,1.4747569342458107,0.000148760755457889,0,38,[],0.005996466614305973,None,None,381.4862172999419,381.4862172999419,0.19669776689261198,1.4855511925445182,381.6914709000848,381.4862172999419,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,3,0,3,0,,,,,,,,1.2888534256519062,both,,,,1,38,[],0.0024029663763940334,0.18823286658152938,['space'],383.0123042999767,383.0123042999767,0.18823286658152938,1.4770862922334356,383.2103540999815,383.0123042999767,[-0.9481009002774954],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,4,0,4,0,,,,,,,,1.2888534256519062,both,4925.0,0.0,0.00014758561655417712,0,39,[],0.0036894669756293297,None,['space'],384.5309399999678,384.5309399999678,0.20817336672917008,1.4970267923810763,384.7559324000031,384.5309399999678,[-0.24301719991490245],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,5,0,5,0,,,,,,,,1.2888534256519062,both,4388.0,-0.526886997841689,0.00010412512622358792,0,40,[],0.005384466610848904,0.19653056655079126,['space'],386.07709249993786,386.07709249993786,0.19653056655079126,1.4853839922026975,386.28089060029015,386.07709249993786,[-0.9243614999577403],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,6,0,6,0,,,,,,,,1.2888534256519062,both,3909.0,-1.2624169640155285,7.120404467044154e-05,0,41,[],0.005585366860032082,None,['space'],387.5965732000768,387.5965732000768,0.20012576691806316,1.4889791925699694,387.80352750001475,387.5965732000768,[-1.2122391001321375],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,7,0,7,0,,,,,,,,1.2888534256519062,both,3483.0,-1.8529990411631692,6.0482162145082234e-05,0,42,[],0.015479333233088255,None,['space'],389.12686270009726,389.12686270009726,0.2267664331011474,1.5156198587530536,389.35265200026333,389.12686270009726,[-1.0709979995153844],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,8,0,8,0,,,,,,,,1.2888534256519062,both,3103.0,-1.8219795368493366,5.235291878603424e-05,0,43,[],0.005588666535913944,None,None,390.6667487001978,390.6667487001978,0.19843926653265953,1.4872926921845657,390.88048999989405,390.6667487001978,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,9,0,9,0,,,,,,,,1.2888534256519062,both,2764.0,-0.3010752785742823,6.712223937970396e-05,0,44,[],0.0009337672963738441,0.18468136712908745,['space'],392.1928344001062,392.1928344001062,0.18468136712908745,1.4735347927809936,392.39104480016977,392.1928344001062,[-1.048218599986285],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,10,0,10,0,,,,,,,,1.2888534256519062,both,2462.0,-0.12253267521134897,8.386163484615326e-05,0,45,[],0.01374673331156373,None,['space'],393.71541010029614,393.71541010029614,0.22568793315440416,1.5145413588063104,393.9394971001893,393.71541010029614,[-0.8912756997160614],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,11,0,11,0,,,,,,,,1.2888534256519062,both,2193.0,0.864265703123063,8.736454631072704e-05,0,46,[],0.00543596688657999,None,['space'],395.25478410022333,395.25478410022333,0.19778836704790592,1.4866417926998121,395.4596783001907,395.25478410022333,[-1.0463626999408007],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
11,0,11,0,12,0,12,0,,,,,,,,1.2888534256519062,both,1954.0,1.095037853837058,8.250756747827775e-05,0,47,[],0.01663403306156397,None,"['space', 'space']",396.7834385000169,396.7834385000169,0.23017003294080496,1.5190234585927112,397.00996430031955,396.7834385000169,"[-1.0471234996803105, 0.20106920041143894]",,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
12,0,12,0,0,0,0,0,,,,,,407.88070720015094,None,1.7168586953571991,none,2071.0,1.229790479855034,8.800378571188655e-05,0,44,[],0.01251076627522707,None,None,408.9019629000686,None,0.2135312664322555,1.9303899617894547,409.11100149992853,None,,398.3230082001537,None,"[0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333]",,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
12,0,12,0,1,0,1,0,,,,,,,,1.1362995699432747,none,,,,1,44,[],0.002089765854179859,0.1877773660235107,['space'],410.86076710000634,410.86076710000634,0.1877773660235107,1.3240769359667854,411.0654011000879,410.86076710000634,[-1.4930727002210915],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
12,0,12,0,2,0,2,0,,,,,,,,2.052086291870392,none,6965.0,1.6087567587517002,0.00018072099869218103,0,45,[],0.0019373665563762188,None,None,412.2293548001908,412.2293548001908,0.19841656647622585,2.250502858346618,412.4452039003372,412.2293548001908,,,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
12,0,12,0,3,0,3,0,,,,,,,,1.4284812396265971,none,2609.0,-0.10247495589291522,7.81938464583758e-05,0,46,[],0.004269866738468409,0.19500956684350967,['space'],414.52542329998687,414.52542329998687,0.19500956684350967,1.6234908064701068,414.7311161002144,414.52542329998687,[-1.7408206998370588],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
12,0,12,0,4,0,4,0,,,,,,,,1.5365208682848694,none,6205.0,1.4461103819259904,0.00014827094228320043,0,47,[],0.005047166720032692,0.1965460665524006,['space'],416.1935982001014,416.1935982001014,0.1965460665524006,1.73306693483727,416.3988550999202,416.1935982001014,[-1.2168625998310745],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
12,0,12,0,5,0,5,0,,,,,,,,1.6424449331305753,none,922.0,1.331105969461579,4.876415175540115e-05,0,48,[],0.0015978668816387653,0.18732496676966548,['space'],417.96743790013716,417.96743790013716,0.18732496676966548,1.8297698999002407,418.1734239999205,417.96743790013716,[-1.2314078002236784],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
12,0,12,0,6,0,6,0,,,,,,,,2.3926209740306716,none,1382.0,2.7768163842544817,7.053147296125662e-05,0,49,[],0.005231666378676891,None,['space'],419.844503399916,419.844503399916,0.2048031664453447,2.5974241404760163,420.04852640023455,419.844503399916,[-1.3721230002120137],,,,,,,,,,eqdcwr,001,fr,0,2022-05-24_15h17.18.728,Continuous,2022.1.1,None,
