practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blank_txt.started,blank_txt.stopped,practice_frequency,practice_level,psychopy_volume,tProbe.started,tProbe.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_early.keys,tToo_early.corr,tToo_early.started,tToo_early.stopped,tToo_late.keys,tToo_late.corr,tToo_late.started,tToo_late.stopped,you_done_goofed.started,you_done_goofed.stopped,tToo_early.rt,Init_phase,Frequency,Level,Psychopy_Volume,Catch trial,probe.started,probe.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,too_late.keys,too_late.corr,too_late.started,too_late.stopped,too_late.rt,Audiogram,participant,session,Language (english or french),Tone duration (ms),date,expName,psychopyVersion,frameRate,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [6000, 30], [8000, 10], [8000, 20], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.01529423356987536,None,None,0,,152.2186644000467,153.2261642999947,None,1,153.2261642999947,152.2186644000467,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [6000, 30], [8000, 10], [8000, 20], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",125,-10,0.0002285440948074376,False,0.012398899998515844,0.20731249987147748,None,0,,154.75345339998603,155.77162170014344,None,1,155.77162170014344,154.75345339998603,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [6000, 30], [8000, 10], [8000, 20], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10], [125, -10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",125,0,0.000722719885372964,False,0.005628400016576052,None,None,0,,157.86378980008885,158.87048070016317,None,1,158.87048070016317,157.86378980008885,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [6000, 30], [8000, 10], [8000, 20], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10], [125, -10], [125, 0]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",125,10,0.002285440948074376,False,0.008007300086319447,None,['space'],1,[0.5576174999587238],161.2645324000623,162.27618529996835,None,1,162.27618529996835,161.2645324000623,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [6000, 30], [8000, 10], [8000, 20], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10], [125, -10], [125, 0], [125, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",,,,True,0.010622733272612095,None,None,0,,164.57313939998858,165.5724781001918,None,1,165.5724781001918,164.57313939998858,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,"{'x': [[1000, 60], [1000, 40], [1000, 20], [1000, 0], [1000, -20], [1500, -10], [1500, 10], [2000, -10], [2000, 10], [3000, -10], [3000, 10], [4000, -10], [4000, 10], [6000, -10], [6000, 10], [6000, 30], [8000, 10], [8000, 20], [750, -10], [750, 10], [500, -10], [500, 10], [250, -10], [250, 10], [125, -10], [125, 0], [125, 10]], 'y': [[1], [1], [1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [1], [-1], [-1], [1]], 'audiogram': {}, 'is_init_phase': True, 'is_exam_finished': False, 'threshold_uncertainty_db': 6}",353.5533905932738,2.0,0.0001115563142959358,False,0.008065866772085428,0.20249486668035388,None,0,,167.99373760004528,169.0026918000076,['space'],0,169.0026918000076,167.99373760004528,[1.1950284000486135],,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,189.4645708137998,3.0,0.00042914588322824827,False,0.015773933148011565,None,None,0,,171.43384800013155,172.43754930002615,None,1,172.43754930002615,171.43384800013155,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,2297.3967099940687,2.0,0.00010248188763469557,False,0.011163400020450354,None,None,0,,175.70972499996424,176.71968290000223,None,1,176.71968290000223,175.70972499996424,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.014754033414646983,None,None,0,,179.61988140014,180.6312365999911,None,1,180.6312365999911,179.61988140014,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,659.7539553864473,1.0,5.448010532290496e-05,False,0.00934346648864448,None,None,0,,183.92449190001935,184.93377660005353,None,1,184.93377660005353,183.92449190001935,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,1414.213562373095,1.0,5.658601622533208e-05,False,0.0035318664740771055,None,None,0,,188.53062800015323,189.53302850015461,None,1,189.53302850015461,188.53062800015323,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,3732.1319661472303,5.0,0.00014090733556340547,False,0.006280733505263925,None,['space'],1,[0.4060631000902504],193.1993062000256,194.21068520005792,None,1,194.21068520005792,193.1993062000256,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.012861333321779966,None,None,0,,196.64289680006914,197.6470443001017,None,1,197.6470443001017,196.64289680006914,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,353.5533905932738,6.0,0.00017680484310368102,False,0.001023000106215477,0.19135800004005432,['space'],1,[0.453977599972859],201.06324120005593,202.07389670005068,None,1,202.07389670005068,201.06324120005593,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,164.93848884661182,7.0,0.0008801206631839937,False,0.006233133375644684,None,['space'],1,[0.4683296999428421],206.23484070017003,207.2455443001818,None,1,207.2455443001818,206.23484070017003,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,933.0329915368076,0.0,4.214911765470246e-05,False,0.011335866758599877,None,None,0,,210.2128855001647,211.22666659997776,None,1,211.22666659997776,210.2128855001647,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,535.8867312681471,5.0,0.00011709321645346851,False,0.015544933266937733,None,['space'],1,[0.5044488999992609],215.5747378000524,216.58802710007876,None,1,216.58802710007876,215.5747378000524,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,2828.42712474619,3.0,9.250138600417529e-05,False,0.004210966872051358,None,['space'],1,[0.47595139988698065],220.2735679000616,221.29173110006377,None,1,221.29173110006377,220.2735679000616,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.01398813328705728,None,None,0,,223.79423260013573,224.8085154001601,None,1,224.8085154001601,223.79423260013573,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,4594.793419988137,6.0,0.00024913936787087656,False,0.004840466659516096,None,['space'],1,[0.36273219995200634],228.60364670003764,229.61140740010887,None,1,229.61140740010887,228.60364670003764,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,13.0,0.0008109050486794653,False,0.005694899708032608,None,None,0,,233.9919408999849,235.00753220007755,None,1,235.00753220007755,233.9919408999849,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,125.0,5.0,0.0012851978913844323,False,0.004748800070956349,0.1947028001304716,['space'],1,[0.61349630006589],237.6803033000324,238.71018759999424,None,1,238.71018759999424,237.6803033000324,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.014702133368700743,None,None,0,,239.8442470000591,240.85729370010085,None,1,240.85729370010085,239.8442470000591,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,250.0,5.0,0.0002978310717645052,False,0.0030268332920968533,None,['space'],1,[0.5526036999654025],244.60501589998603,245.6232561999932,None,1,245.6232561999932,244.60501589998603,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,3732.1319661472303,-1.0,7.062095770881294e-05,False,0.005689666606485844,None,None,0,,248.54307820019312,249.55877080000937,None,1,249.55877080000937,248.54307820019312,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,1624.5047927124701,5.0,0.0001028859265210038,False,0.016420266358181834,None,['space'],1,[0.46296610007993877],253.15064640017226,254.16443580016494,None,1,254.16443580016494,253.15064640017226,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.01215613353997469,None,None,0,,256.45608060015365,257.4678285000846,None,1,257.4678285000846,256.45608060015365,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,466.5164957684038,3.0,0.0001033350262649392,False,0.010186666622757912,0.2062754665967077,['space'],1,[0.4788480999413878],260.4151813001372,261.43455950007774,None,1,261.43455950007774,260.4151813001372,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,15.0,0.001020868972334765,False,0.009674299973994493,0.20422680000774562,None,0,,264.0868004001677,265.1049065999687,None,1,265.1049065999687,264.0868004001677,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,757.8582832551998,3.0,5.690296941495141e-05,False,0.008484199875965714,None,None,0,,268.5039466000162,269.51131710014306,['space'],0,269.51131710014306,268.5039466000162,[0.9580922001041472],,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,1071.7734625362941,2.0,5.9238132426713154e-05,False,0.005247300025075674,None,None,0,,273.1992962001823,274.2168960000854,None,1,274.2168960000854,273.1992962001823,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,5656.85424949238,11.0,0.0004560192465694116,False,0.0010207334998995066,None,None,0,,277.2509071000386,278.26326530007645,['space'],0,278.26326530007645,277.2509071000386,[0.08627090021036565],,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,267.9433656340732,3.0,0.00020972419135141431,False,0.012555899797007442,None,['space'],1,[0.7776105999946594],282.0513047000859,283.06863280013204,None,1,283.06863280013204,282.0513047000859,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,4.0,0.00011856868528308277,False,0.0007911664433777332,None,['space'],1,[0.46798809990286827],287.6898707000073,288.70830870000646,None,1,288.70830870000646,287.6898707000073,,,wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,4.0,0.00011856868528308277,False,None,None,None,0,,None,None,None,1,None,None,,"{'estimation': [[125.0, 2.9005290529470518], [127.75388705847176, 3.0], [133.9716828170366, 3.209535673652339], [143.5872943746293, 3.543286576825257], [153.89305166811442, 3.822047904124806], [164.93848884661162, 3.9636765463102304], [176.77669529663666, 3.907445772281816], [189.46457081379947, 3.645744284578136], [203.0630990890585, 3.223996358287932], [209.36103624204654, 3.0], [217.63764082403046, 2.7162738125939643], [233.25824788420132, 2.239338797167371], [243.90635409016485, 2.0], [249.99999999999937, 1.8670261638144354], [267.94336563407256, 1.654204264418274], [287.1745887492579, 1.5907166908590604], [307.78610333622805, 1.6185001199287137], [329.87697769322244, 1.6603595551984365], [353.55339059327247, 1.6522197336160553], [378.9291416275985, 1.5728495747588518], [406.12619817811606, 1.456078813461326], [435.2752816480601, 1.3791784015213704], [466.5164957684015, 1.4331776455629386], [499.9999999999975, 1.6856280927371508], [523.7273726474416, 2.0], [535.8867312681438, 2.1548854456414825], [574.3491774985143, 2.7693028550336636], [588.325877394992, 3.0], [615.5722066724546, 3.429214537568849], [659.7539553864432, 3.985472887324471], [661.6791015073076, 4.0], [707.1067811865431, 4.32701667480872], [757.8582832551941, 4.380278878836704], [812.2523963562301, 4.154520051482689], [832.4685857148672, 4.0], [870.5505632961181, 3.721021261585459], [933.0329915368008, 3.204935392988056], [960.6076980038631, 3.0], [999.9999999999926, 2.7172119853790937], [1071.773462536285, 2.370891759669666], [1148.698354997026, 2.212626858769866], [1231.1444133449063, 2.251987933046766], [1319.5079107728832, 2.456175848159125], [1414.2135623730828, 2.7702672405238915], [1476.7899786773808, 3.0], [1515.7165665103846, 3.1380323635008915], [1624.5047927124563, 3.4855070207885834], [1741.1011265922318, 3.7612694337334522], [1866.065983073597, 3.918086234917742], [1999.9999999999827, 3.9114133504734534], [2143.5469250725646, 3.7151073346456105], [2297.396709994046, 3.328888324295758], [2392.5725743590456, 3.0], [2462.2888266898062, 2.769482273595966], [2639.01582154576, 2.11134830558945], [2669.2091421718474, 2.0], [2828.427124746159, 1.4379257771402547], [2984.7798584987017, 1.0], [3031.4331330207615, 0.8725277315485014], [3249.0095854249043, 0.5475658654801253], [3482.2022531844555, 0.5820631896149651], [3692.1121787808597, 1.0], [3732.1319661471844, 1.0760965167535743], [3979.112154848862, 2.0], [3999.9999999999504, 2.074548775468193], [4174.041088146481, 3.0], [4287.093850145118, 3.57224287805517], [4355.486402648154, 4.0], [4510.03385569067, 5.0], [4594.793419988081, 5.505687850120704], [4669.160270430011, 6.0], [4810.6021648083915, 7.0], [4924.577653379601, 7.736546265981808], [4965.792843682158, 8.0], [5110.4663913873255, 9.0], [5262.712941445592, 10.0], [5278.031643091506, 10.091853608225032], [5428.420518397437, 11.0], [5591.861419510081, 12.0], [5656.854249492303, 12.360263733267555], [5787.1836612522775, 13.0], [5988.737679377425, 14.0], [6062.866266041508, 14.338897332561363], [6247.905898509778, 15.0], [6498.019170849792, 15.854201360753667], [6566.656314866844, 16.0], [6964.404506368902, 16.802176100514853], [7256.9210335385615, 17.0], [7464.2639322943505, 17.136494232287795], [7737.974262448293, 17.0], [7999.999999999882, 16.874503533923686]], 'plus_line': [[125.0, -0.02193317873641698], [125.45268588007599, 0.0], [133.9716828170366, 0.3453468289332555], [143.5872943746292, 0.6619512956897329], [153.8930516681143, 0.9197727891256291], [160.3969888762476, 1.0], [164.93848884661162, 1.0470811369211075], [175.44450335569343, 1.0], [176.77669529663666, 0.9932286307274663], [189.46457081379947, 0.7152419099442273], [203.0630990890585, 0.2915224319497741], [211.71906743458845, 0.0], [217.6376408240306, -0.21149881366093398], [233.25824788420132, -0.6830765065959737], [249.14563573027368, -1.0], [249.99999999999937, -1.0186826851579198], [267.94336563407256, -1.2328373622621176], [287.1745887492579, -1.298596817194339], [307.78610333622805, -1.2830609330065754], [329.87697769322244, -1.2604615110855817], [353.55339059327247, -1.2896399120135533], [378.929141627598, -1.385840012988405], [406.12619817811606, -1.5096648579007965], [435.2752816480601, -1.58378454383232], [466.5164957684015, -1.5213351388602492], [499.9999999999981, -1.2475756901346422], [516.7811569895523, -1.0], [535.8867312681438, -0.7548397638357909], [574.3491774985143, -0.09460151468465354], [579.4058841807756, 0.0], [615.5722066724546, 0.5971083029742563], [643.0490003659006, 1.0], [659.7539553864432, 1.2164091429168031], [707.1067811865431, 1.58619432471112], [757.8582832551941, 1.6592463836324314], [812.2523963562301, 1.429002845106785], [869.597743036803, 1.0], [870.5505632961181, 0.9922376276434455], [933.0329915368008, 0.4186102026885563], [988.3669940226166, 0.0], [999.9999999999926, -0.09485808340967194], [1071.773462536285, -0.49236967007922067], [1148.698354997026, -0.6669731321300162], [1231.1444133449063, -0.6237376620427566], [1319.5079107728832, -0.3927021424292716], [1414.2135623730828, -0.026207627660108094], [1420.7124758345524, 0.0], [1515.7165665103846, 0.32680762381282247], [1624.5047927124563, 0.6345356005832322], [1741.1011265922318, 0.8567798774036439], [1866.065983073597, 0.9625251398253999], [1999.9999999999802, 0.9288978580167034], [2143.5469250725646, 0.7373102935880174], [2297.396709994046, 0.3844159474150515], [2421.493849225767, 0.0], [2462.2888266898035, -0.13214101324667243], [2639.01582154576, -0.7848403752409483], [2698.8958199258436, -1.0], [2828.427124746159, -1.4749356855663365], [3021.937964941073, -2.0], [3031.433133020758, -2.027407004351668], [3249.0095854249043, -2.3626468860852023], [3482.2022531844555, -2.294934887043861], [3609.8938084683105, -2.0], [3732.1319661471844, -1.7527445456755344], [3922.5125415662615, -1.0], [3999.9999999999504, -0.7080692028491493], [4135.090006714578, 0.0], [4287.093850145118, 0.836301412005016], [4315.094127132407, 1.0], [4474.992953505796, 2.0], [4594.793419988076, 2.7940644614841634], [4629.370768197109, 3.0], [4780.661946078274, 4.0], [4916.768931621148, 5.0], [4924.577653379601, 5.049715087832743], [5083.169636551662, 6.0], [5220.525845721898, 7.0], [5278.031643091506, 7.374124275761516], [5396.733359674456, 8.0], [5555.638503056832, 9.0], [5656.854249492303, 9.61085422281079], [5745.012615659602, 10.0], [5946.362074444803, 11.0], [6062.866266041516, 11.56956202546765], [6188.475742696742, 12.0], [6463.632286303951, 13.0], [6498.019170849792, 13.11669026075298], [6908.687740581355, 14.0], [6964.404506368894, 14.113506381481868], [7464.2639322943505, 14.472978195425508], [7999.999999999882, 14.170386255894396]], 'minus_line': [[125.0, 5.808471304678629], [133.18070817514473, 6.0], [133.9716828170366, 6.01996124086635], [143.5872943746293, 6.3943935888059835], [153.89305166811442, 6.709553456459065], [164.93848884661162, 6.862953576618397], [176.77669529663666, 6.806444510982126], [189.46457081379947, 6.538082963339078], [203.0630990890585, 6.0777777755336375], [204.996567881429, 6.0], [217.6376408240306, 5.557902450576844], [233.25824788420132, 5.024252215260928], [234.15370009400718, 5.0], [249.99999999999937, 4.635753895236964], [267.94336563407256, 4.408164968821026], [287.1745887492579, 4.34751110699442], [307.78610333622805, 4.398727465118813], [329.87697769322244, 4.469106236400885], [353.55339059327247, 4.481497502514305], [378.929141627598, 4.407650280374942], [406.12619817811606, 4.279371605864944], [435.2752816480601, 4.1827357384790655], [466.5164957684015, 4.228219861864117], [499.9999999999975, 4.486350919294967], [535.8867312681438, 4.944842858233274], [539.2152000825043, 5.0], [574.3491774985143, 5.595182604585075], [599.7014567802592, 6.0], [615.5722066724546, 6.264106388718741], [659.7539553864432, 6.82121237193704], [685.1966093743797, 7.0], [707.1067811865431, 7.169092007468929], [757.8582832551941, 7.236334159260052], [812.2523963562301, 7.008296949315279], [813.3090691644444, 7.0], [870.5505632961181, 6.614387642143169], [933.0329915368008, 6.099377852694632], [946.0083641607805, 6.0], [999.9999999999926, 5.639958154880788], [1071.773462536285, 5.301615573758858], [1148.6983549970246, 5.131188465559118], [1231.1444133449063, 5.146129611848121], [1319.5079107728832, 5.314550807721624], [1414.2135623730828, 5.586911300630669], [1515.7165665103846, 5.921602393627458], [1538.3848799229938, 6.0], [1624.5047927124563, 6.31936443102435], [1741.1011265922318, 6.659394439928952], [1866.065983073597, 6.86910066001378], [1999.9999999999827, 6.8923845041555785], [2143.5469250725646, 6.696115372144957], [2297.396709994046, 6.27261059853023], [2367.922661396226, 6.0], [2462.2888266898062, 5.675984495265114], [2631.888924548502, 5.0], [2639.01582154576, 4.973821036602394], [2828.427124746159, 4.306133440275386], [2928.9603351642277, 4.0], [3031.4331330207615, 3.72144827020571], [3249.0095854249043, 3.3720701320604514], [3482.2022531844555, 3.363652611263387], [3732.1319661471844, 3.800554687674489], [3785.433446140095, 4.0], [3999.9999999999504, 4.771929238977981], [4041.989393247057, 5.0], [4229.502710651763, 6.0], [4287.093850145118, 6.275556638105375], [4392.682038800622, 7.0], [4552.92414448208, 8.0], [4594.793419988081, 8.230163925379866], [4696.723431564787, 9.0], [4836.28012723795, 10.0], [4924.577653379601, 10.519453225002941], [4991.055601294889, 11.0], [5122.441174064996, 12.0], [5278.031643091506, 12.929113825573992], [5289.4006757609895, 13.0], [5433.116386909103, 13.999999999999998], [5600.219527062652, 15.0], [5656.854249492303, 15.294484559372828], [5786.400181961679, 16.0], [5986.52675044586, 17.0], [6062.866266041508, 17.335130976354172], [6240.863593177827, 18.0], [6498.019170849792, 18.853593575028317], [6570.980195715619, 19.0], [6964.404506368894, 19.762323395602323], [7413.77115302958, 20.0], [7464.2639322943505, 20.029276077247545], [7527.721142603366, 20.0], [7999.999999999872, 19.817775263472527]]}",wxbjqe,002,fr,200,2022-05-16_17h14.12.264,Bayesian,2022.1.1,None,
