sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_frequency,Audiogram_time,Audiogram_both,Audiogram_none,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,1,0,1,0,,,,,,,,1.192404148428519,both,1124.0,19.963678687169452,0.000490335368314404,0,27,[],0.010206466642557643,None,['space'],94.28708199999528,94.28708199999528,0.21015436665038578,1.4025585150789048,94.49938949999341,94.28708199999528,[-0.9610138999996707],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,2,0,2,0,,,,,,,,1.192404148428519,both,892.0,18.103638194102114,0.00032944614467557003,0,28,[],0.003882366669131443,None,['space'],95.69614659999206,95.69614659999206,0.196432366661611,1.38883651509013,95.9082655999955,95.69614659999206,[-0.7699439999996684],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,3,0,3,0,,,,,,,,1.192404148428519,both,708.0,18.819683481809832,0.00038692713416500687,0,29,[],0.010965166671667248,0.20929586666170508,['space'],97.10307769999781,97.10307769999781,0.20929586666170508,1.4017000150902241,97.31314479999128,97.10307769999781,[-0.5923815999994986],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,4,0,4,0,,,,,,,,1.192404148428519,both,562.0,18.984357617798295,0.0005495589542981749,0,30,[],0.010936466671410017,None,['space'],98.5100672999979,98.5100672999979,0.21091796667315066,1.4033221151016697,98.71797189999779,98.5100672999979,[-0.8153998000052525],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,5,0,5,0,,,,,,,,1.192404148428519,both,446.0,18.877330543590592,0.0006520687545088275,0,31,[],0.00590146666218061,0.19491046667099,['space'],99.91322029998992,99.91322029998992,0.19491046667099,1.387314615099509,100.11802880000323,99.91322029998992,[-0.8742949000006774],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,6,0,6,0,,,,,,,,1.192404148428519,both,354.0,18.0,0.0007029517838246072,0,32,[],0.010986066656187177,None,None,101.31317829999898,101.31317829999898,0.2117122666531941,1.4041164150817131,101.5217302999954,101.31317829999898,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,7,0,7,0,,,,,,,,1.192404148428519,both,281.0,18.044606773210734,0.0010749983595803143,0,33,[],0.0108944666426396,None,['space'],102.7151501999906,102.7151501999906,0.20759306664695032,1.3999972150754694,102.91986139999062,102.7151501999906,[-0.9564238999882946],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,8,0,8,0,,,,,,,,1.192404148428519,both,223.0,18.52626373901449,0.0018598890716812436,0,34,[],0.010671266660210676,None,['space'],104.11451089999173,104.11451089999173,0.2113599666627124,1.4037641150912314,104.32077879999997,104.11451089999173,[-0.8836930999968899],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,9,0,9,0,,,,,,,,1.192404148428519,both,,,,1,34,[],0.010823966658790596,None,None,105.51610989999608,105.51610989999608,0.211541466662311,1.40394561509083,105.7214690999972,105.51610989999608,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
2,0,2,0,10,0,10,0,,,,,,,,1.192404148428519,both,140.0,20.520220827710375,0.006255431917503971,0,35,[],0.011972666645306163,None,None,106.91276669999934,106.91276669999934,0.21163186665216926,1.4040360150806883,107.12257799999497,106.91276669999934,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,0,0,0,0,,,,,0.5833333333333334,111.88610209999024,None,2.8753572956929334,frequency,5527.0,16.915546499994804,0.0009346463819320908,0,40,[],0.012469866662286222,None,None,112.9008782000019,None,0.21388556665624492,3.0892428623491783,113.12102469999809,None,,108.31338809999579,None,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,1,0,1,0,,,,,,,,1.7484251994735898,frequency,3689.0,20.046418717421222,0.000789014112823327,0,41,[],0.010331166646210477,None,['space'],115.98883529999875,115.98883529999875,0.21208356665738393,1.9605087661309737,116.19625900000392,115.98883529999875,[-2.5335044999956153],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,2,0,2,0,,,,,,,,2.915927679518255,frequency,2462.0,19.0,0.0007580362217193046,0,42,[],0.007569866662379354,None,['space'],117.94790579999972,117.94790579999972,0.19999046665907372,3.1159181461773287,118.15681249999034,117.94790579999972,[-1.5179470000002766],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,3,0,3,0,,,,,,,,1.8456196658792965,frequency,1643.0,23.397267353072873,0.0008678470594911588,0,43,[],0.010452766669914126,None,['space'],121.07784539999557,121.07784539999557,0.20936456666095182,2.0549842325402485,121.29601259999617,121.07784539999557,[-2.2791143000067677],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,4,0,4,0,,,,,,,,1.3967468191345775,frequency,1097.0,19.647332456231783,0.0004619543307204568,0,44,[],0.01034256664570421,None,['space'],123.13554669999576,123.13554669999576,0.20867346665181685,1.6054202857863944,123.34559149999404,123.13554669999576,[-1.6648958000005223],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,5,0,5,0,,,,,,,,1.3525973434934337,frequency,732.0,19.236349110568018,0.00038666568033344335,0,45,[],0.0103128666523844,None,None,124.74435880000237,124.74435880000237,0.21072886665933765,1.5633262101527714,124.95875720000186,124.74435880000237,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,6,0,6,0,,,,,,,,1.6001825868802786,frequency,489.0,19.05338092349674,0.0006457171620298841,0,46,[],0.010230066676740535,None,['space'],126.31313339999178,126.31313339999178,0.21014266667771153,1.8103252535579901,126.5348140999995,126.31313339999178,[-1.2262579999951413],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,7,0,7,0,,,,,,,,2.331437279927864,frequency,326.0,19.13639568780995,0.0008670189377219628,0,47,[],0.010152166651096195,None,['space'],128.1303545999981,128.1303545999981,0.21195976666058414,2.5433970465884483,128.34694069999387,128.1303545999981,[-1.2510573999898043],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,8,0,8,0,,,,,,,,1.6595534570243469,frequency,218.0,19.0,0.0020514529000819704,0,48,[],0.003674766674521379,0.19438486667058896,['space'],130.68265539999993,130.68265539999993,0.19438486667058896,1.8539383236949358,130.8933216000005,130.68265539999993,[-2.0441046000050846],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
3,0,3,0,9,0,9,0,,,,,,,,2.447951201590306,frequency,,,,1,48,[],0.008193866655346937,0.2014442666550167,None,132.54617499999586,132.54617499999586,0.2014442666550167,2.6493954682453227,132.75667699999758,132.54617499999586,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,0,0,0,0,,,,,0.5833333333333334,139.63536709999607,None,2.863507593581897,frequency,8000.0,10.0,0.0005740768107484417,0,49,[],0.008591866673668846,0.2023051666765241,None,140.66579859999183,None,0.2023051666765241,3.0658127602584213,140.8825208999915,None,,135.20636909999303,None,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,1,0,1,0,,,,,,,,2.1613985759006713,frequency,5339.0,11.444922987586512,0.0005237613903349065,0,50,[],0.0012063666508765891,0.19568846665788442,['space'],143.7492099999945,143.7492099999945,0.19568846665788442,2.3570870425585557,143.96212280000327,143.7492099999945,[-2.6470057999977143],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,2,0,2,0,,,,,,,,2.2930101125565967,frequency,3563.0,20.412519403132723,0.00079978702015861,0,51,[],0.01000266666233074,None,None,146.1252744999947,146.1252744999947,0.21064396666770335,2.5036540792243,146.3343756999966,146.1252744999947,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,3,0,3,0,,,,,,,,2.7986824131007846,frequency,2378.0,13.697780480207754,0.0004026849806965757,0,52,[],0.008887966658221558,0.20359666665899567,['space'],148.6295814000041,148.6295814000041,0.20359666665899567,3.0022790797597803,148.83463709999342,148.6295814000041,[-1.8790110999980243],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,4,0,4,0,,,,,,,,1.8485076312015407,frequency,1587.0,16.967792835159344,0.0003925299226019681,0,53,[],0.004136266667046584,0.1942961666645715,None,151.63685399999667,151.63685399999667,0.1942961666645715,2.042803797866112,151.84860409999965,151.63685399999667,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,5,0,5,0,,,,,,,,1.871434147567226,frequency,1059.0,18.987876268494333,0.00041403380040577374,0,54,[],0.009809766648686491,0.20845266665855888,['space'],153.70026929999585,153.70026929999585,0.20845266665855888,2.0798868142257847,153.90634030000365,153.70026929999585,[-1.6377940999955172],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,6,0,6,0,,,,,,,,2.518610940449002,frequency,707.0,12.360528465684585,0.0001843018963309003,0,55,[],0.009692166655440815,None,None,155.7808764999936,155.7808764999936,0.20870696665951982,2.727317907108522,155.9977060999954,155.7808764999936,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,7,0,7,0,,,,,,,,1.0248160957063654,frequency,472.0,15.084864553395548,0.0004138321437265898,0,56,[],0.009254566655727103,None,None,158.51820859999862,158.51820859999862,0.20749526665895246,1.232311362365318,158.7348256999976,158.51820859999862,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
4,0,4,0,8,0,8,0,,,,,,,,1.8462324192810802,frequency,,,,1,56,[],0.009673166670836508,None,None,159.75754229999438,159.75754229999438,0.20911426667589694,2.055346685956977,159.96512880000228,159.75754229999438,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,0,0,0,0,,,,,,167.49390279999352,None,2.9245070628352514,none,,,,1,25,[],0.013082666671834886,None,None,168.52216199999384,None,0.21536106667190325,3.1398681295071547,168.74322920000122,None,,161.8136158999987,None,"[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334]",,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,1,0,1,0,,,,,,,,2.409771500261959,none,149.0,20.2072315301914,0.005213435219002567,0,26,[],0.010422666658996604,None,None,171.6597497999901,171.6597497999901,0.2112052666489035,2.6209767669108626,171.88052259999677,171.6597497999901,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,2,0,2,0,,,,,,,,1.5734834162799374,none,281.0,18.561451503283305,0.0011409064569753138,0,27,[],0.009384666656842455,None,['space'],174.28955879999558,174.28955879999558,0.20770436665043235,1.7811877829303697,174.50110609999683,174.28955879999558,[-2.146333200013032],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,3,0,3,0,,,,,,,,2.074261998676225,none,223.0,18.999495816128164,0.001964032393398506,0,28,[],0.005345266661606729,0.19418216666963417,None,176.07706559999497,176.07706559999497,0.19418216666963417,2.2684441653458594,176.2814384999947,176.07706559999497,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,4,0,4,0,,,,,,,,2.6559520512283243,none,945.0,18.96686896492325,0.0003772440797665128,0,29,[],0.00847936667560134,None,None,178.36176010000054,178.36176010000054,0.2091687666688813,2.8651208178972056,178.5770126999996,178.36176010000054,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,5,0,5,0,,,,,,,,1.2969794594082493,none,2122.0,21.05830339291133,0.0008756037016313693,0,30,[],0.004801666655112058,0.19336966665287036,None,181.23314240000036,181.23314240000036,0.19336966665287036,1.4903491260611197,181.44113369999104,181.23314240000036,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,6,0,6,0,,,,,,,,2.6298473997921965,none,595.0,19.315099809683357,0.0005233119087963808,0,31,[],0.008566266653360799,None,['space'],182.74447520000103,182.74447520000103,0.21838576665322762,2.848233166445424,182.9650294000021,182.74447520000103,[-1.0177306000114186],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,7,0,7,0,,,,,,,,2.5697423153023524,none,750.0,18.119917877885097,0.0003273149923677367,0,32,[],0.006231366656720638,0.19777296665415633,None,185.58782020000217,185.58782020000217,0.19777296665415633,2.7675152819565088,185.7944936999993,185.58782020000217,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,8,0,8,0,,,,,,,,1.2232666991346592,none,1416.0,20.884446131473453,0.0005578909667598774,0,33,[],0.009049566651810892,None,None,188.36986540000362,188.36986540000362,0.20854906666500028,1.4318157657996595,188.58145050000167,188.36986540000362,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,9,0,9,0,,,,,,,,2.484349607088762,none,397.0,18.80840741401393,0.0006741962806418639,0,34,[],0.005642766656819731,0.19744466665724758,['space'],189.80753059999552,189.80753059999552,0.19744466665724758,2.6817942737460094,190.0148906999966,189.80753059999552,[-0.9445679999917047],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
5,0,5,0,10,0,10,0,,,,,,,,1.9763998669865994,none,354.0,18.0,0.0007029517838246072,0,35,[],0.009369466642965563,None,None,192.50363749999087,192.50363749999087,0.20930486664292403,2.1857047336295237,192.7151473999984,192.50363749999087,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
