sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_frequency,Audiogram_time,Audiogram_both,Audiogram_none,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
6,0,6,0,0,0,0,0,,,,,,198.6085241999972,None,2.1258120807341943,time,,,,1,34,[],0.01265916666307021,None,None,199.63222630000382,None,0.2268640666588908,2.352676147393085,199.84861380000075,None,,194.69456190000346,None,"[0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666]",,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
6,0,6,0,1,0,1,0,,,,,,,,2.1258120807341943,time,3776.0,15.533850100182285,0.00047843876791140236,0,35,[],0.00804166667512618,0.20089036667195614,None,201.9694438000006,201.9694438000006,0.20089036667195614,2.3267024474061504,202.1769373999996,201.9694438000006,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
6,0,6,0,2,0,2,0,,,,,,,,2.1258120807341943,time,2997.0,14.666709825350992,0.0002977006696039198,0,36,[],0.008960366656538099,None,['space'],204.30239640000218,204.30239640000218,0.20872456666256767,2.334536647396762,204.51384620000317,204.30239640000218,[-1.407182399998419],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
6,0,6,0,3,0,3,0,,,,,,,,2.1258120807341943,time,4238.0,15.081901825020857,0.0005694626876760417,0,37,[],0.008244166660006158,None,None,206.64062219999323,206.64062219999323,0.20549806665803771,2.331310147392232,206.84994629998982,206.64062219999323,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
6,0,6,0,4,0,4,0,,,,,,,,2.1258120807341943,time,7127.0,9.802452875981814,0.0004793669902322825,0,38,[],0.005600166667136364,0.19561236666049808,['space'],208.9775537999958,208.9775537999958,0.19561236666049808,2.3214244473946923,209.1846213999961,208.9775537999958,[-0.5628933000116376],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
6,0,6,0,5,0,5,0,,,,,,,,2.1258120807341943,time,2670.0,19.953300838947946,0.0007492717978402039,0,39,[],0.005923466669628397,0.19845276666455902,None,211.31334659999993,211.31334659999993,0.19845276666455902,2.3242648473987533,211.52201929999865,211.31334659999993,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
6,0,6,0,6,0,6,0,,,,,,,,2.1258120807341943,time,2119.0,12.229000311236671,0.00031656995161438234,0,40,[],0.004432866669958457,0.19245336667518131,None,213.65053919999627,213.65053919999627,0.19245336667518131,2.3182654474093756,213.85559469999862,213.65053919999627,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
6,0,6,0,7,0,7,0,,,,,,,,2.1258120807341943,time,8000.0,11.0,0.000644124775846567,0,41,[],0.008804866665741429,None,None,215.98239710000053,215.98239710000053,0.20865096666966565,2.33446304740386,216.1916562999977,215.98239710000053,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
6,0,6,0,8,0,8,0,,,,,,,,2.1258120807341943,time,1888.0,16.4697150468755,0.0004645781958888627,0,42,[],0.006464966674684547,None,['space'],218.32032929999696,218.32032929999696,0.19889086666807998,2.3247029474022742,218.52984409999044,218.32032929999696,[-1.8736911000014516],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
7,0,7,0,0,0,0,0,,,,,,227.70355439999548,None,2.2921778119397302,time,1134.0,24.196856983683773,0.0008050553882062752,0,43,[],0.009745366667630151,None,None,228.71820659999503,None,0.20984456666337792,2.502022378603108,228.93665019999025,None,,220.658506199994,None,"[0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334]",,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
7,0,7,0,1,0,1,0,,,,,,,,2.2921778119397302,time,283.0,21.964856007308306,0.0016616192506090184,0,44,[],0.008372466676519252,None,['space'],231.2277463999926,231.2277463999926,0.20656116667669266,2.498738978616423,231.44050309999147,231.2277463999926,[-1.9970770000072662],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
7,0,7,0,2,0,2,0,,,,,,,,2.2921778119397302,time,,,,1,44,[],0.007650366664165631,None,['space'],233.73606660000223,233.73606660000223,0.20470476667105686,2.496882578610787,233.94946859999618,233.73606660000223,[-1.9938559000001987],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
7,0,7,0,3,0,3,0,,,,,,,,2.2921778119397302,time,357.0,21.14533867976989,0.0010008142348162353,0,45,[],0.004622666659997776,0.19652106665307656,None,236.24410149999312,236.24410149999312,0.19652106665307656,2.488698878592807,236.45477109999047,236.24410149999312,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
7,0,7,0,4,0,4,0,,,,,,,,2.2921778119397302,time,674.0,19.8524014616068,0.00046509092911742696,0,46,[],0.002612566648167558,None,['space'],238.74806659999012,238.74806659999012,0.1932228666410083,2.4854006785807385,238.95813060000364,238.74806659999012,[-2.093800300004659],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
7,0,7,0,5,0,5,0,,,,,,,,2.2921778119397302,time,189.0,25.0,0.005432714291414459,0,47,[],0.008378966653253883,0.20654446665139403,None,241.25492039999517,241.25492039999517,0.20654446665139403,2.4987222785911243,241.4644316999911,241.25492039999517,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
7,0,7,0,6,0,6,0,,,,,,,,2.2921778119397302,time,757.0,20.354028254225568,0.00042000732209921955,0,48,[],0.00833736667118501,None,['space'],243.7565520999924,243.7565520999924,0.21020636666798964,2.50238417860772,243.96931279999262,243.7565520999924,[-1.9977224000031129],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
7,0,7,0,7,0,7,0,,,,,,,,2.2921778119397302,time,535.0,22.123434229172297,0.0008425872026572688,0,49,[],0.006134166658739559,0.19938436667143833,['space'],246.26657290000003,246.26657290000003,0.19938436667143833,2.4915621786111686,246.4775285999931,246.26657290000003,[-1.9795135000022128],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,0,0,0,0,,,,,,257.6937459000037,None,2.756201456312713,none,999.0,17.068283521559046,0.00031412600493990446,0,36,[],0.012900966656161472,None,None,258.7412841000041,None,0.2053923666535411,2.961593822966254,258.9491707999987,None,,248.7706818000006,None,"[0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333]",,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,1,0,1,0,,,,,,,,1.862897299331661,none,2828.0,16.323286379137922,0.0004290308797831406,0,37,[],0.00804986666480545,None,None,261.70782480000344,261.70782480000344,0.20522766666545067,2.0681249659971117,261.9205062999972,261.70782480000344,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,2,0,2,0,,,,,,,,1.4439309727545457,none,5339.0,10.925977981746325,0.0004933853279005458,0,38,[],0.0041474666650174186,0.19606236666732002,None,263.7860184000019,263.7860184000019,0.19606236666732002,1.6399933394218658,264.0006985999935,263.7860184000019,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,3,0,3,0,,,,,,,,1.3983462191460898,none,529.0,19.29890921723378,0.0006173136107538059,0,39,[],0.008067166651017033,None,None,265.4475822999957,265.4475822999957,0.22284736664732918,1.621193585793419,265.6804462,265.4475822999957,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,4,0,4,0,,,,,,,,2.568470715195338,none,667.0,10.192183864740544,0.00015492666842781318,0,40,[],0.0014354666782310233,0.1909005666821031,['space'],267.0625815999956,267.0625815999956,0.1909005666821031,2.759371281877441,267.270863800004,267.0625815999956,[-1.1283739000064088],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,5,0,5,0,,,,,,,,1.1969104359278393,none,8000.0,10.0,0.0005740768107484417,0,41,[],0.007890866676461883,None,None,269.8407628999994,269.8407628999994,0.20535166667832527,1.4022621026061646,270.0467776000005,269.8407628999994,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,6,0,6,0,,,,,,,,2.0731440037627564,none,,,,1,41,[],0.004200466675683856,None,['space'],271.24599870000384,271.24599870000384,0.20224946667440236,2.275393470437159,271.46568449999904,271.24599870000384,[-0.7512505000049714],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,7,0,7,0,,,,,,,,2.3847720952422815,none,1259.0,18.293838397253857,0.00044604434233502896,0,42,[],0.009033866663230583,None,None,273.54315789999964,273.54315789999964,0.20767526666168123,2.5924473619039627,273.75348519999534,273.54315789999964,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
8,0,8,0,8,0,8,0,,,,,,,,2.708682995725611,none,3563.0,20.635283689082932,0.0008205642009718367,0,43,[],0.0077479666797444224,None,None,276.14537810000184,276.14537810000184,0.2067744666710496,2.9154574623966605,276.3539703999995,276.14537810000184,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,0,0,0,0,,,,,0.3333333333333333,282.57378599999356,None,1.290817116803629,both,6204.0,19.93812159802313,0.0012459296829325929,0,36,[],0.012982166648725979,0.20936956665536854,None,283.61382309999317,None,0.20936956665536854,1.5001866834589976,283.82019649998983,None,,279.06723069999134,None,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,1,0,1,0,,,,,,,,1.290817116803629,both,4924.0,16.342916694825494,0.0009682496510541952,0,37,[],0.003859866672428325,0.19477746666234452,['space'],285.108061299994,285.108061299994,0.19477746666234452,1.4855945834659736,285.32034189999104,285.108061299994,[-0.917698899997049],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,2,0,2,0,,,,,,,,1.290817116803629,both,,,,1,37,[],0.006155066657811403,None,['space'],286.60956139999325,286.60956139999325,0.20581606666382868,1.4966331834674578,286.8259536999976,286.60956139999325,[-1.0428792000020621],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,3,0,3,0,,,,,,,,1.290817116803629,both,3102.0,21.63288141448932,0.00077812072187527,0,38,[],0.008634166675619781,None,None,288.12108529999387,288.12108529999387,0.20637936667480972,1.4971964834784388,288.3340460000036,288.12108529999387,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,4,0,4,0,,,,,,,,1.290817116803629,both,2462.0,20.0,0.0008505306297983945,0,39,[],0.005507766662049107,0.19921656665974297,['space'],289.62914839999576,289.62914839999576,0.19921656665974297,1.490033683463372,289.83384799999476,289.62914839999576,[-1.0389449000067543],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,5,0,5,0,,,,,,,,1.290817116803629,both,1954.0,20.78905755044349,0.0007965164841523725,0,40,[],0.005907266648137011,0.19944746665714774,['space'],291.1311737999931,291.1311737999931,0.19944746665714774,1.4902645834607768,291.33446569999796,291.1311737999931,[-0.8771587999945041],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,6,0,6,0,,,,,,,,1.290817116803629,both,1551.0,20.485797403160944,0.0005563737239436439,0,41,[],0.007120166657841764,0.20464336665463634,['space'],292.6324878000014,292.6324878000014,0.20464336665463634,1.4954604834582654,292.83603890000086,292.6324878000014,[-1.066250800009584],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,7,0,7,0,,,,,,,,1.290817116803629,both,1231.0,21.098376737646568,0.0006095515630702411,0,42,[],0.007119466652511619,0.20508976666314993,None,294.13280900000245,294.13280900000245,0.20508976666314993,1.495906883466779,294.33693530000164,294.13280900000245,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,8,0,8,0,,,,,,,,1.290817116803629,both,977.0,19.857142390355566,0.00042690795965028466,0,43,[],0.007437266671331599,None,None,295.6331638999982,295.6331638999982,0.2076749666739488,1.498492083477578,295.8417897000036,295.6331638999982,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,9,0,9,0,,,,,,,,1.290817116803629,both,775.0,19.99444619091238,0.0003947954860968117,0,44,[],0.00418716664717067,0.19544396665878594,['space'],297.13800320000155,297.13800320000155,0.19544396665878594,1.486261083462415,297.34250440000324,297.13800320000155,[-1.0280216999963159],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,10,0,10,0,,,,,,,,1.290817116803629,both,615.0,19.83909559979872,0.0005252261608031504,0,45,[],0.006718166667269543,0.20532746666867752,['space'],298.63840450000134,298.63840450000134,0.20532746666867752,1.4961445834723066,298.8429254999937,298.63840450000134,[-1.071613400010392],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,11,0,11,0,,,,,,,,1.290817116803629,both,488.0,20.0,0.0007205785894458072,0,46,[],0.0054180666484171525,None,None,300.1396917999955,300.1396917999955,0.20945616664539557,1.5002732834490247,300.3555983999977,300.1396917999955,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
9,0,9,0,12,0,12,0,,,,,,,,1.290817116803629,both,387.0,19.93200552028348,0.0007930603377172647,0,47,[],0.007003166669164784,None,['space'],301.65385029999015,301.65385029999015,0.2160999666666612,1.5069170834702903,301.8715109999903,301.65385029999015,[-1.15953800000716],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,0,0,0,0,,,,,0.5833333333333334,311.02892630000133,None,2.125435509263544,frequency,7379.0,11.188031415479777,0.0005899690966611665,0,57,[],0.013099766671075486,None,None,312.0703341999906,None,0.21673626666597556,2.3421717759295198,312.2849053999962,None,,303.15880029999244,None,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,1,0,1,0,,,,,,,,1.1370746140016705,frequency,4925.0,17.0,0.0010448261507526356,0,58,[],0.006775766669306904,None,['space'],314.4148237999907,314.4148237999907,0.2080711666640127,1.3451457806656832,314.62163759999385,314.4148237999907,[-1.8403710999991745],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,2,0,2,0,,,,,,,,2.857566931267227,frequency,3287.0,20.237572422027238,0.0007340464656838511,0,59,[],0.005756466664024629,None,['space'],315.7781382999965,315.7781382999965,0.2029574666667031,3.0605243979339303,315.98378460000094,315.7781382999965,[-0.9324503999960143],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,3,0,3,0,,,,,,,,2.8230991678833135,frequency,2194.0,21.94554142208792,0.0009897390790896338,0,60,[],0.002945966669358313,None,['space'],318.8449096999975,318.8449096999975,0.19970936667232309,3.0228085345556366,319.06070940000063,318.8449096999975,[-2.510628700008965],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,4,0,4,0,,,,,,,,2.072684280445624,frequency,,,,1,60,[],0.007032066670944914,None,['space'],321.892937800003,321.892937800003,0.2074036666599568,2.2800879471055806,322.1018535000039,321.892937800003,[-2.614289299992379],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,5,0,5,0,,,,,,,,2.372438917963958,frequency,977.0,17.48000384771788,0.00032469628905805215,0,61,[],0.008024766648304649,None,None,324.18006030000106,324.18006030000106,0.20698846665618476,2.5794273846201428,324.39421459998994,324.18006030000106,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,6,0,6,0,,,,,,,,1.0549829563921265,frequency,652.0,19.059049473214056,0.00044180439785001136,0,62,[],0.00473696667177137,0.1985050666698953,None,326.76835589999973,326.76835589999973,0.1985050666698953,1.2534880230620218,326.972045100003,326.76835589999973,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,7,0,7,0,,,,,,,,1.5548506874590458,frequency,435.0,19.836916927748668,0.0007337530440777402,0,63,[],0.006121466678450815,None,None,328.03428110000095,328.03428110000095,0.20552566667902283,1.7603763541380686,328.24255789999734,328.03428110000095,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,8,0,8,0,,,,,,,,2.1396387085355597,frequency,290.0,18.422234253327957,0.001043256512188206,0,64,[],0.006560266672750004,None,['space'],329.8042762999976,329.8042762999976,0.20356176666973624,2.343200475205296,330.010469300003,329.8042762999976,[-1.2625129999942146],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
10,0,10,0,9,0,9,0,,,,,,,,1.8286811834417827,frequency,194.0,17.370236030345197,0.0021224549938649775,0,65,[],0.005458066676510498,0.20336066666641273,None,332.15689339999517,332.15689339999517,0.20336066666641273,2.0320418501081954,332.36849389999406,332.15689339999517,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
11,0,11,0,0,0,0,0,,,,,0.5833333333333334,340.25681809999514,None,2.7832604974754207,frequency,1411.0,22.05502554590731,0.0006399512520398793,0,66,[],0.010756666655652225,0.21086176665266976,None,341.286912399999,None,0.21086176665266976,2.9941222641280905,341.4947436999937,None,,334.194743,None,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
11,0,11,0,1,0,1,0,,,,,,,,1.728479602828892,frequency,942.0,21.386711604514694,0.0004974416740910654,0,67,[],0.006409066671039909,None,['space'],344.2789882999932,344.2789882999932,0.20721896666509565,1.9356985694939877,344.49086369998986,344.2789882999932,[-2.5532186000054935],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
11,0,11,0,2,0,2,0,,,,,,,,1.066165376872917,frequency,629.0,19.84601254641497,0.0005041883140393778,0,68,[],0.0023917666694615036,0.1919669666676782,['space'],346.22284149999905,346.22284149999905,0.1919669666676782,1.258132343540595,346.4296444999927,346.22284149999905,[-1.4878202000109013],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
11,0,11,0,3,0,3,0,,,,,,,,1.9817580359746605,frequency,420.0,21.609841768176725,0.000909129167853432,0,69,[],0.0060784666711697355,None,None,347.5046580999915,347.5046580999915,0.20622076666040812,2.187978802635069,347.71981880000385,347.5046580999915,,,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
11,0,11,0,4,0,4,0,,,,,,,,1.538172724871975,frequency,280.0,18.831862144279707,0.0011862450057287736,0,70,[],0.00621336666517891,None,['space'],349.7081255999947,349.7081255999947,0.20431026666483376,1.7424829915368087,349.9199582000001,349.7081255999947,[-1.78985339999781],,,,,,,,ttuwra,001,fr,0,2022-04-26_11h01.58.172,Continuous,2022.1.1,37.437030914475784,
