sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_frequency,Audiogram_none,Audiogram_both,Audiogram_time,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
6,0,6,0,4,0,4,0,,,,,,,,2.349068613141205,none,6498.0,-7.736483124271922,5.581438462631062e-05,0,41,[],0.020765569992363453,None,['space'],248.47716050001327,248.47716050001327,0.23172037000767887,2.5807889831488837,248.69974969991017,248.47716050001327,[-2.582881400012411],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,5,0,5,0,,,,,,,,2.625463452773677,none,966.0,3.481886769743859,6.433266351578917e-05,0,42,[],0.016526069957762957,None,None,251.07014219998382,251.07014219998382,0.21604696998838335,2.8415104227620605,251.2906807999825,251.07014219998382,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,6,0,6,0,,,,,,,,1.842267197975318,none,,,,1,42,[],0.020973569829948246,None,['space'],253.94678679993376,253.94678679993376,0.23150246986187994,2.073769667837198,254.16531850001775,253.94678679993376,[-2.3884088000049815],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,7,0,7,0,,,,,,,,2.7818677263302316,none,3647.0,-6.51898252334976,3.6704180757157824e-05,0,43,[],0.0215793700190261,None,None,256.03198540001176,256.03198540001176,0.22781366994604468,3.0096813962762763,256.2490672999993,256.03198540001176,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,8,0,8,0,,,,,,,,1.2414126601318705,none,7294.0,-2.939933887206646,0.00011415607371498778,0,44,[],0.018741970066912472,None,None,259.0597948000068,259.0597948000068,0.21995327004697174,1.4613659301788422,259.2811050999444,259.0597948000068,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,9,0,9,0,,,,,,,,2.5375877754348886,none,2168.0,-6.407587577674827,3.755681556687946e-05,0,45,[],0.019169169827364385,None,None,260.5667135999538,260.5667135999538,0.23048296989873052,2.768070745333619,260.7756115999073,260.5667135999538,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,10,0,10,0,,,,,,,,2.0379221815002317,none,3249.0,-8.131904485952553,2.7744353738871888e-05,0,46,[],0.014901369926519692,None,None,263.34039109991863,263.34039109991863,0.2206463699694723,2.258568551469704,263.55904299998656,263.34039109991863,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,11,0,11,0,,,,,,,,2.305767813351768,none,512.0,3.7373341757204326,0.00010698072233386199,0,47,[],0.01917046995367855,None,None,265.6166053999914,265.6166053999914,0.2232558699324727,2.5290236832842408,265.8365480999928,265.6166053999914,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,0,0,0,0,,,,,,271.4484951000195,None,1.2477125128093591,time,5401.0,-7.239705632860572,5.994647553726189e-05,0,36,[],0.024990470032207668,None,None,272.4711548999185,None,0.24799346993677318,1.4957059827461323,272.69765129999723,None,,268.16348390001804,None,"[0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334]",,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,1,0,1,0,,,,,,,,1.2477125128093591,time,1516.0,-1.7331278989545225,4.0672399927965466e-05,0,37,[],0.015665569924749434,None,None,273.9628040000098,273.9628040000098,0.218381269951351,1.4660937827607101,274.1778629999608,273.9628040000098,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,2,0,2,0,,,,,,,,1.2477125128093591,time,,,,1,37,[],0.020683769951574504,None,None,275.46157489996403,275.46157489996403,0.22736086999066174,1.4750733828000209,275.67573609994724,275.46157489996403,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,3,0,3,0,,,,,,,,1.2477125128093591,time,1702.0,-5.592385185781399,3.2228411063811486e-05,0,38,[],0.020062969997525215,None,['space'],276.94727140001487,276.94727140001487,0.22655026998836547,1.4742627827977246,277.1680649999762,276.94727140001487,[0.08259630005341023],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,4,0,4,0,,,,,,,,1.2477125128093591,time,4812.0,-9.657481887792374,4.59902600439182e-05,0,39,[],0.019881869899109006,None,None,278.4463713999139,278.4463713999139,0.20671746984589845,1.4544299826552576,278.64732849993743,278.4463713999139,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,5,0,5,0,,,,,,,,1.2477125128093591,time,1012.0,1.5373611542634134,5.318122739626376e-05,0,40,[],0.019990470027551055,None,None,279.9294969999464,279.9294969999464,0.22685997001826763,1.4745724828276268,280.1416091999272,279.9294969999464,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,6,0,6,0,,,,,,,,1.2477125128093591,time,2701.0,0.35388738992923585,7.645714465833524e-05,0,41,[],0.020098370034247637,None,['space'],281.4197704999242,281.4197704999242,0.229103869991377,1.4768163828007361,281.6371363999788,281.4197704999242,[-0.7736067000078037],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,7,0,7,0,,,,,,,,1.2477125128093591,time,4287.0,-7.0,4.631549657275313e-05,0,42,[],0.014629469835199416,None,None,282.907892899937,282.907892899937,0.2152372698765248,1.462949782685884,283.1270544999279,282.907892899937,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,8,0,8,0,,,,,,,,1.2477125128093591,time,3403.0,-6.012250746834061,3.676552392990599e-05,0,43,[],0.0162856699898839,0.21355936990585178,['space'],284.406707999995,284.406707999995,0.21355936990585178,1.461271882715211,284.6243220999604,284.406707999995,[-0.7841666999738663],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,9,0,9,0,,,,,,,,1.2477125128093591,time,2144.0,-2.1160654192169206,6.113823256406861e-05,0,44,[],0.012063469970598817,None,None,285.8982340999646,285.8982340999646,0.2119319699704647,1.4596444827798238,286.1142733999295,285.8982340999646,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
7,0,7,0,10,0,10,0,,,,,,,,1.2477125128093591,time,3032.0,-6.047297317920028,2.883734826253118e-05,0,45,[],0.01379316987004131,0.20318676996976137,None,287.3962271999335,287.3962271999335,0.20318676996976137,1.4508992827791205,287.610689299996,287.3962271999335,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
8,0,8,0,0,0,0,0,,,,,,295.03442499996163,None,1.4337833113403844,none,198.0,6.835482587628983,0.000599102255327853,0,48,[],0.02466577000450343,None,['space'],296.06630569999106,None,0.238576169940643,1.6723594812810274,296.2820568999741,None,[-1.6766483000246808],288.8899162999587,None,"[0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334]",,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
8,0,8,0,1,0,1,0,,,,,,,,2.3652850099347127,none,470.0,6.692525716117987,0.0001576942526777914,0,49,[],0.01920416997745633,None,None,297.7433248999296,297.7433248999296,0.22456627001520246,2.589851279949915,297.9556589999702,297.7433248999296,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
8,0,8,0,2,0,2,0,,,,,,,,1.0572212834911627,none,,,,1,49,[],0.019347069901414216,None,['space'],300.3540575999068,300.3540575999068,0.23077736992854625,1.287998653419709,300.5763364000013,300.3540575999068,[-2.2517676999559626],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
8,0,8,0,3,0,3,0,,,,,,,,2.627483548552311,none,125.0,7.0,0.0016179682846481417,0,50,[],0.01922667003236711,None,None,301.6564581999555,301.6564581999555,0.22549147007521242,2.8529750186275233,301.87899150000885,301.6564581999555,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
8,0,8,0,4,0,4,0,,,,,,,,2.2230544927571927,none,314.0,7.458959451098246,0.00023526557262132996,0,51,[],0.017190370010212064,None,None,304.53746989998035,304.53746989998035,0.22697366995271295,2.4500281627099056,304.75186449999455,304.53746989998035,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
8,0,8,0,5,0,5,0,,,,,,,,1.109283316330591,none,280.0,7.0,0.0003037954672864256,0,52,[],0.014803569996729493,None,None,306.9991106999805,306.9991106999805,0.2176364699844271,1.3269197863150182,307.2180404999526,306.9991106999805,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
8,0,8,0,6,0,6,0,,,,,,,,2.6277630529252303,none,157.0,8.693261427298378,0.001191155230736519,0,53,[],0.019784469972364604,None,['space'],308.35680569999386,308.35680569999386,0.2336188699118793,2.8613819228371096,308.57604569999967,308.35680569999386,[-0.7976855000015348],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
8,0,8,0,7,0,7,0,,,,,,,,1.80179067703691,none,222.0,6.756602851617326,0.0004840027441712028,0,54,[],0.019613770069554448,None,['space'],311.2290195999667,311.2290195999667,0.22614267002791166,2.0279333470648218,311.44917699997313,311.2290195999667,[0.16943909996189177],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,0,0,0,0,,,,,,317.4972400999395,None,2.979498305156782,none,3102.0,2.3274100086847462,8.42894870147726e-05,0,55,[],0.02509226999245584,None,None,318.51739249995444,None,0.24028137000277638,3.2197796751595584,318.73220570001286,None,,313.2805979999248,None,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333]",,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,1,0,1,0,,,,,,,,2.05488821662889,none,517.0,5.9711112573236,0.00013680370677824236,0,56,[],0.018918170011602342,None,['space'],321.7380881999852,321.7380881999852,0.24285396991763264,2.2977421865465226,321.96733439993113,321.7380881999852,[-2.7719623000593856],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,2,0,2,0,,,,,,,,2.1666573571639387,none,822.0,5.236425546343435,7.125443189008433e-05,0,57,[],0.018163469969294965,None,['space'],324.0456395999063,324.0456395999063,0.22285226988606155,2.3895096270500003,324.26463519991376,324.0456395999063,[-1.9114286999683827],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,3,0,3,0,,,,,,,,2.8829298021369647,none,,,,1,57,[],0.011757269967347383,None,['space'],326.45678889995907,326.45678889995907,0.21231786999851465,3.0952476721354794,326.67459999991115,326.45678889995907,[-1.9871803999412805],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,4,0,4,0,,,,,,,,1.3241599909140134,none,1551.0,1.4268796021614623,6.200414470899954e-05,0,58,[],0.01672886998858303,None,None,329.5872184999753,329.5872184999753,0.21793336991686374,1.5420933608308771,329.8072877000086,329.5872184999753,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,5,0,5,0,,,,,,,,1.9171596673055806,none,5855.0,2.404362409318219,0.00015987513825665257,0,59,[],0.012099470011889935,None,None,331.1627787000034,331.1627787000034,0.21189387002959847,2.129053537335179,331.3827380000148,331.1627787000034,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,6,0,6,0,,,,,,,,1.474158471155504,none,2193.0,4.354912549928872,0.00013057726512256607,0,60,[],0.019016870064660907,None,['space'],333.3367483000038,333.3367483000038,0.2236003699945286,1.6977588411500326,333.5425186000066,333.3367483000038,[-1.8430776000022888],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,7,0,7,0,,,,,,,,1.261653567361268,none,2462.0,5.0,0.00015124811065779221,0,61,[],0.018907469930127263,None,['space'],335.05218160001095,335.05218160001095,0.238274069968611,1.499927637329879,335.2771974999923,335.05218160001095,[-1.2380686999531463],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,8,0,8,0,,,,,,,,2.812995815779538,none,652.0,6.20702402550596,0.00010060713049180308,0,62,[],0.016386870061978698,None,['space'],336.56166809995193,336.56166809995193,0.21514947002287954,3.0281452858024176,336.77849359996617,336.56166809995193,[-1.211470799986273],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,9,0,9,0,,,,,,,,2.398169597865963,none,3908.0,-0.8797156664134009,7.439558012231246e-05,0,63,[],0.013319269986823201,None,['space'],339.6188252000138,339.6188252000138,0.2079166698968038,2.606086267762767,339.8349305000156,339.6188252000138,[-2.7164884000085294],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,10,0,10,0,,,,,,,,1.6819990295122036,none,1741.0,4.107056536250582,0.00010127448887105646,0,64,[],0.018530969973653555,None,['space'],342.2633140999824,342.2633140999824,0.22621776990126818,1.9082167994134718,342.47917730000336,342.2633140999824,[-2.3854995999718085],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
9,0,9,0,11,0,11,0,,,,,,,,2.475525179044323,none,1231.0,2.2007073793822918,6.920332817463784e-05,0,65,[],0.015275369980372488,0.212051669950597,None,344.1844914999092,344.1844914999092,0.212051669950597,2.68757684899492,344.3986487999791,344.1844914999092,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,0,0,0,0,,,,,0.16666666666666666,351.19930989993736,None,2.2907786798139815,frequency,1320.0,9.965898656569797,0.00016622378625681742,0,64,[],0.02498666988685727,None,['space'],352.22572049999144,None,0.24507126992102712,2.5358499497350087,352.44783650001045,None,[-1.8355787999462336],346.9006128999172,None,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,1,0,1,0,,,,,,,,2.97074202073254,frequency,1176.0,8.059031418645894,0.00013002687096047092,0,65,[],0.017531969933770597,None,['space'],354.7604493999388,354.7604493999388,0.22159746999386698,3.192339490726407,354.98142379999626,354.7604493999388,[-2.1626602000324056],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,2,0,2,0,,,,,,,,2.1075476552167576,frequency,1048.0,5.180927343158201,8.363184418081345e-05,0,66,[],0.018312070053070784,None,['space'],357.97739259991795,357.97739259991795,0.22227897006087005,2.3298266252776276,358.19192050001584,357.97739259991795,[-2.9779589999234304],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,3,0,3,0,,,,,,,,1.5081060162003008,frequency,934.0,5.2593901531723795,7.727537001407044e-05,0,67,[],0.018735569901764393,None,['space'],360.3344081999967,360.3344081999967,0.23015086993109435,1.7382568861313952,360.5446866999846,360.3344081999967,[-1.5928013001102954],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,4,0,4,0,,,,,,,,1.8924444159543887,frequency,832.0,8.07799523617661,9.955072155908601e-05,0,68,[],0.018312969943508506,None,['space'],362.0858188999118,362.0858188999118,0.22961446992121637,2.122058885875605,362.30208609998226,362.0858188999118,[-1.4552953999955207],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,5,0,5,0,,,,,,,,1.4196476260000055,frequency,741.0,7.214337376079987,9.506918476920798e-05,0,69,[],0.014063469949178398,None,['space'],364.2256579999812,364.2256579999812,0.21849527000449598,1.6381428960045015,364.44024699996226,364.2256579999812,[-1.8519970000488684],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,6,0,6,0,,,,,,,,2.505025900455315,frequency,660.0,15.0,0.0002729260002032934,0,70,[],0.014703769818879664,None,['space'],365.8924437999958,365.8924437999958,0.21806106984149665,2.7230869702968117,366.1093648999231,365.8924437999958,[-1.3903829000191763],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,7,0,7,0,,,,,,,,2.4588326223293295,frequency,,,,1,70,[],0.014906569849699736,None,['space'],368.64718309999444,368.64718309999444,0.21277566987555474,2.6716082922048843,368.8631570999278,368.64718309999444,[-2.497361100045964],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,8,0,8,0,,,,,,,,1.9652284585289372,frequency,524.0,7.75079035976595,0.00016524662819891834,0,71,[],0.016168970032595098,None,None,371.35190899996087,371.35190899996087,0.21790167002473027,2.1831301285536675,371.5707075999817,371.35190899996087,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,9,0,9,0,,,,,,,,2.8020708632674163,frequency,467.0,8.434320720600144,0.00019311539606633416,0,72,[],0.011500169988721609,None,['space'],373.57368639996275,373.57368639996275,0.20945596997626126,3.0115268332436775,373.789752200013,373.57368639996275,[-1.888035700074397],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,10,0,10,0,,,,,,,,2.692257300826964,frequency,416.0,14.28671140670177,0.0003923220027933379,0,73,[],0.010030669975094497,None,None,376.63020209991373,376.63020209991373,0.21294746990315616,2.90520477073012,376.8540413000155,376.63020209991373,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,11,0,11,0,,,,,,,,2.355189752229732,frequency,371.0,10.686313430635419,0.0002877557720444106,0,74,[],0.010867569944821298,None,['space'],379.580223799916,379.580223799916,0.2081512699369341,2.563341022166666,379.7990938000148,379.580223799916,[-2.66137909993995],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,12,0,12,0,,,,,,,,2.7264960238611184,frequency,331.0,10.1043698881284,0.00030234335291884855,0,75,[],0.01715396996587515,None,['space'],382.1907076999778,382.1907076999778,0.21954536996781826,2.9460413938289367,382.41169989993796,382.1907076999778,[-2.2169541000621393],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,13,0,13,0,,,,,,,,1.086761406572236,frequency,295.0,10.170836978298883,0.00038639583646170507,0,76,[],0.010445269988849759,0.20311416999902576,['space'],385.1703641999047,385.1703641999047,0.20311416999902576,1.2898755765712617,385.3823561000172,385.1703641999047,[-2.6670322000281885],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
10,0,10,0,14,0,14,0,,,,,,,,2.0902239982211315,frequency,263.0,9.863100832359287,0.00047847395532366673,0,77,[],0.013664869940839708,None,['space'],386.5024099999573,386.5024099999573,0.21462846989743412,2.3048524681185656,386.7183502999833,386.5024099999573,[-0.9912745000328869],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,0,0,0,0,,,,,,395.685467400006,None,1.4713689995449608,none,842.0,14.225055839372367,0.0002034832882838874,0,66,[],0.025007369928061962,None,['space'],396.69715499994345,None,0.23002056987024844,1.7013895694152092,396.9117527999915,None,[-3.187495499965735],388.8453752999194,None,"[0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666]",,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,1,0,1,0,,,,,,,,2.992542766234917,none,668.0,12.31026949331817,0.00019734902484780652,0,67,[],0.016549869906157255,None,['space'],398.40744719991926,398.40744719991926,0.23095356998965144,3.2234963362245685,398.6286958999699,398.40744719991926,[-1.2818930000066757],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,2,0,2,0,,,,,,,,1.7027753759282238,none,1891.0,3.995922901367365,0.00011071635304581432,0,68,[],0.01251667004544288,None,['space'],401.6506403000094,401.6506403000094,0.22616416995879263,1.9289395458870164,401.8757601999678,401.6506403000094,[-2.9723004000261426],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,3,0,3,0,,,,,,,,1.0033082680271308,none,,,,1,68,[],0.010464369901455939,None,['space'],403.6076453999849,403.6076453999849,0.21711216995026916,1.2204204379774,403.8347270999802,403.6076453999849,[-1.6182100999867544],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,4,0,4,0,,,,,,,,1.2428305147678955,none,1262.0,17.5209894408193,0.00040751099000577265,0,69,[],0.01260656991507858,None,None,404.8761833999306,404.8761833999306,0.22583567001856863,1.4686661847864642,405.0965947000077,404.8761833999306,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,5,0,5,0,,,,,,,,2.142917238548971,none,2123.0,13.070843604231122,0.00034918757076307053,0,70,[],0.017444469965994358,None,['space'],406.3657034999924,406.3657034999924,0.2285627699457109,2.371480008494682,406.58171810000204,406.3657034999924,[-1.2394372000126168],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,6,0,6,0,,,,,,,,1.908410117792763,none,236.0,16.062641807749387,0.0012387089839285936,0,71,[],0.012884670053608716,None,['space'],408.75397909991443,408.75397909991443,0.21846777002792805,2.126877887820691,408.9744434999302,408.75397909991443,[-2.1076496999012306],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,7,0,7,0,,,,,,,,1.4437122699759692,none,354.0,18.0,0.0007029517838246072,0,72,[],0.0175817699637264,None,['space'],410.9199394999305,410.9199394999305,0.22321146994363517,1.6669237399196044,411.1364922999637,410.9199394999305,[-1.842519999947399],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,8,0,8,0,,,,,,,,1.8066439986092944,none,158.0,11.211187049965783,0.001559346730161127,0,73,[],0.017369469976983964,None,['space'],412.6048049000092,412.6048049000092,0.22086687001865357,2.0275108686279477,412.82555880001746,412.6048049000092,[-1.4619140999857336],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
11,0,11,0,9,0,9,0,,,,,,,,2.6380160461275373,none,446.0,15.26262274253886,0.0004300886684621751,0,74,[],0.017535370076075196,None,['space'],414.6566711999476,414.6566711999476,0.22003657009918243,2.8580526162267197,414.87441669998225,414.6566711999476,[-1.7072097000200301],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
12,0,12,0,0,0,0,0,,,,,,427.34807680000085,None,2.7159845460860357,time,1587.0,8.812550968473674,0.0001535008113445707,0,46,[],0.024790269904769957,None,None,428.36533119995147,None,0.22179706988390535,2.937781615969941,428.5781616999302,None,,417.5419159999583,None,"[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333]",,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
12,0,12,0,1,0,1,0,,,,,,,,2.7159845460860357,time,,,,1,46,[],0.0166515699820593,None,['space'],431.3230316999834,431.3230316999834,0.223841069964692,2.9398256160507277,431.5402285999153,431.3230316999834,[-0.2761138000059873],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
12,0,12,0,2,0,2,0,,,,,,,,2.7159845460860357,time,1999.0,4.7365064298567825,0.00012898319355300616,0,47,[],0.015430069994181395,0.2131733699934557,None,434.2807631000178,434.2807631000178,0.2131733699934557,2.9291579160794914,434.50138399994466,434.2807631000178,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
12,0,12,0,3,0,3,0,,,,,,,,2.7159845460860357,time,561.0,9.710133677045002,0.00018940806781094017,0,48,[],0.015667969943024218,None,None,437.24815080000553,437.24815080000553,0.21764676994644105,2.9336313160324767,437.4643541999394,437.24815080000553,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
12,0,12,0,4,0,4,0,,,,,,,,2.7159845460860357,time,1059.0,8.860045403165811,0.00012901620224088417,0,49,[],0.016628569923341274,None,['space'],440.2184984999476,440.2184984999476,0.22237966989632696,2.9383642159823626,440.43106199998874,440.2184984999476,[-2.6283296999754384],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
12,0,12,0,5,0,5,0,,,,,,,,2.7159845460860357,time,223.0,9.555960751352904,0.0006621736476019757,0,50,[],0.014006069977767766,None,['space'],443.17200419993605,443.17200419993605,0.21218826994299889,2.9281728160290346,443.39492079999764,443.17200419993605,[-2.6376041000476107],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
