sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_frequency,Audiogram_none,Audiogram_both,Audiogram_time,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,2,0,2,0,,,,,,,,2.8414804640116227,frequency,2701.0,9.227493429042797,0.00021237254764847364,0,36,[],0.023109869798645377,None,['space'],119.80786329996772,119.80786329996772,0.22667306987568736,3.06815353388731,120.02435660001356,119.80786329996772,[-2.8097305999835953],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,3,0,3,0,,,,,,,,1.6942806105500754,frequency,2144.0,9.866753338743177,0.00024291471149692464,0,37,[],0.022613869979977608,None,['space'],122.89260159991682,122.89260159991682,0.2385529698804021,1.9328335804304775,123.11119399999734,122.89260159991682,[-2.7571538999909535],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,4,0,4,0,,,,,,,,1.409621095355032,frequency,1702.0,8.302415443608018,0.00015958017087627788,0,38,[],0.022933769854716957,None,['space'],124.82590299996082,124.82590299996082,0.22978496993891895,1.639406065293951,125.04032579995692,124.82590299996082,[-1.587052599992603],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,5,0,5,0,,,,,,,,2.622253472668576,frequency,1351.0,1.4928776972281548,6.175350899741357e-05,0,39,[],0.021282569970935583,None,['space'],126.48254669993185,126.48254669993185,0.22950497001875192,2.851758442687328,126.69494239997584,126.48254669993185,[-1.212627499946393],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,6,0,6,0,,,,,,,,1.5560742788249808,frequency,1072.0,10.0,0.0001488294249497533,0,40,[],0.022716269828379154,None,None,129.34370129997842,129.34370129997842,0.2328933698590845,1.7889676486840653,129.5550623999443,129.34370129997842,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,7,0,7,0,,,,,,,,1.3975604694524082,frequency,851.0,9.401841415687594,0.00011753494975233013,0,41,[],0.022813069983385503,None,['space'],131.13288709998596,131.13288709998596,0.22937866998836398,1.6269391394407722,131.3506328999065,131.13288709998596,[-1.478621100075543],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,8,0,8,0,,,,,,,,1.3109926393040463,frequency,,,,1,41,[],0.02276906988117844,None,['space'],132.77625999995507,132.77625999995507,0.2274742699228227,1.538466909226869,132.99438729998656,132.77625999995507,[-1.153800299973227],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,9,0,9,0,,,,,,,,1.3774801073170801,frequency,536.0,9.174484391953744,0.00018929511050646397,0,42,[],0.023856970015913248,None,None,134.32955949997995,134.32955949997995,0.23707177001051605,1.6145518773275962,134.55050239991397,134.32955949997995,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,10,0,10,0,,,,,,,,1.487016499880883,frequency,425.0,7.744220462655453,0.00018360016296677142,0,43,[],0.0208988698432222,None,['space'],135.94851219991688,135.94851219991688,0.22858526988420635,1.7156017697650894,136.1637969999574,135.94851219991688,[-1.3182745999656618],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,11,0,11,0,,,,,,,,1.2921817532396147,frequency,337.0,9.997912510929785,0.000293735790166126,0,44,[],0.022476469981484115,None,['space'],137.68062749993987,137.68062749993987,0.22645896999165416,1.5186407232312689,137.89227690000553,137.68062749993987,[-1.178648000000976],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,12,0,12,0,,,,,,,,2.083320379347601,frequency,267.0,9.195812563873535,0.000430876395314124,0,45,[],0.022696669795550406,None,None,139.21069559990428,139.21069559990428,0.2279328698059544,2.3112532491535553,139.41827109991573,139.21069559990428,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,13,0,13,0,,,,,,,,2.321668832612931,frequency,212.0,5.62692017762665,0.0004624227792290307,0,46,[],0.02213586983270943,None,['space'],141.53524899994954,141.53524899994954,0.22766326984856278,2.5493321024614937,141.75237519992515,141.53524899994954,[-1.8481050000991672],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
2,0,2,0,14,0,14,0,,,,,,,,2.9156015307093366,frequency,168.0,9.804802509694627,0.0011811009207925835,0,47,[],0.022114970022812486,None,None,144.10086429992225,144.10086429992225,0.23380636994261295,3.1494079006519495,144.3165642999811,144.10086429992225,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,0,0,0,0,,,,,0.3333333333333333,154.57775639998727,None,2.3180296022361007,frequency,7127.0,-0.7581858033061871,0.000142113779868546,0,48,[],0.02514096989762038,0.22042496991343796,['space'],155.58771729993168,None,0.22042496991343796,2.5384545721495386,155.7998334999429,None,[-3.1652831999817863],147.25284179998562,None,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,1,0,1,0,,,,,,,,1.5237306563066995,frequency,5657.0,0.0,0.00012851831134311055,0,49,[],0.022338169859722257,None,None,158.13784169999417,158.13784169999417,0.2292638699291274,1.7529945262358269,158.358772699954,158.13784169999417,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,2.473592783215146,frequency,4490.0,-3.55517254146754,7.813615181272545e-05,0,50,[],0.022129269898869097,None,['space'],159.90428069990594,159.90428069990594,0.22962436988018453,2.7032171530953306,160.12076949991751,159.90428069990594,[-1.4342655999353155],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,2.8439173336906,frequency,3564.0,-3.7934002725121223,4.929221268144442e-05,0,51,[],0.0202446699840948,None,['space'],162.63071179995313,162.63071179995313,0.2373135699890554,3.0812309036796552,162.84616429999005,162.63071179995313,[-2.3674998000497],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,1.8254617393186197,frequency,2829.0,1.4945752632582379,7.773933891515042e-05,0,52,[],0.018833069829270244,None,['space'],165.7140196999535,165.7140196999535,0.2274579699151218,2.0529197092337412,165.92894839996006,165.7140196999535,[-2.7149531999602914],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,1.1682852366527947,frequency,2245.0,3.4596711562786546,0.00011950592601143953,0,53,[],0.016454769880510867,None,['space'],167.78498629992828,167.78498629992828,0.21554896992165595,1.3838342065744507,168.00200159999076,167.78498629992828,[-1.6830701000289991],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,2.6225084069968396,frequency,1782.0,1.406902820373165,7.639190704073521e-05,0,54,[],0.022104169940575957,None,['space'],169.19747399992775,169.19747399992775,0.22737696999683976,2.8498853769936794,169.41556499991566,169.19747399992775,[-1.0619753999635577],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,2.9038524641994607,frequency,1414.0,0.856888418938682,5.5667176832514256e-05,0,55,[],0.02208297001197934,None,['space'],172.06273909995798,172.06273909995798,0.23296297003980726,3.136815434239268,172.28283679997548,172.06273909995798,[-0.39131629990879446],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,1.627145741283918,frequency,1122.0,0.22308527494913744,5.043419356402429e-05,0,56,[],0.01462296990212053,None,['space'],175.21440279996023,175.21440279996023,0.2155606698943302,1.8427064111782483,175.4271825000178,175.21440279996023,[-0.8241034999955446],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
3,0,3,0,9,0,9,0,,,,,,,,2.813684846027849,frequency,,,,1,56,[],0.022165270056575537,None,None,177.0859327999642,177.0859327999642,0.23842037003487349,3.0521052160627224,177.30268049996812,177.0859327999642,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,0.16666666666666666,183.13115889998153,None,2.125460711190493,frequency,249.0,9.963598115488074,0.0005335814748472339,0,57,[],0.025245769997127354,None,None,184.13384189992212,None,0.23232676996849477,2.357787481158988,184.3533106999239,None,,180.13790169998538,None,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,1.5809190830807247,frequency,222.0,11.110837848340424,0.000799023539247785,0,58,[],0.02166386996395886,None,None,186.49980709992815,186.49980709992815,0.22955036989878863,1.8104694529795133,186.71121239999775,186.49980709992815,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,2.261497115664784,frequency,198.0,13.987273419217594,0.0013648675111240488,0,59,[],0.021947169909253716,None,['space'],188.31287529994734,188.31287529994734,0.2271656699012965,2.4886627855660803,188.5304424999049,188.31287529994734,[-1.3629118000390008],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,2.7939784359525683,frequency,176.0,13.40280943379264,0.0016509358727819466,0,60,[],0.01742497005034238,None,['space'],190.82855019997805,190.82855019997805,0.2275453699985519,3.0215238059511202,191.045573099982,190.82855019997805,[-2.166544900042936],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,1.9752233333178753,frequency,157.0,9.9588300875275,0.00137799231397766,0,61,[],0.021479369956068695,None,['space'],193.86898449994624,193.86898449994624,0.2379707699874416,2.213194103305317,194.09158090001438,193.86898449994624,[-2.726147499983199],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,1.1372181551113583,frequency,140.0,11.191605343059825,0.0021371082826010207,0,62,[],0.021806669887155294,None,['space'],196.09003919991665,196.09003919991665,0.23471546988002956,1.3719336249913878,196.31053379992954,196.09003919991665,[-1.8751713999081403],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,2.6747914688749175,frequency,125.0,16.0,0.004560054196779551,0,63,[],0.021889369934797287,None,['space'],197.47118649992626,197.47118649992626,0.23329146986361593,2.9080829387385334,197.6914669999387,197.47118649992626,[-1.0645307999802753],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,1.4152419169786514,frequency,,,,1,63,[],0.02124456991441548,None,['space'],200.3907237999374,200.3907237999374,0.23763036995660514,1.6528722869352566,200.6085665000137,200.3907237999374,[-2.4326404000166804],,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,,203.99537079990841,None,1.9215773708725419,time,446.0,0.3588025746155674,7.733337994923951e-05,0,26,[],0.025073769968003035,None,None,205.0032632999355,None,0.22484597004950047,2.146423340922042,205.21565799997188,None,,202.04900889995042,None,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]",,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,1.9215773708725419,time,354.0,0.0,8.849638639228378e-05,0,27,[],0.02132316993083805,None,None,207.16785139997955,207.16785139997955,0.23525046987924725,2.156827840751789,207.38478919991758,207.16785139997955,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.9215773708725419,time,795.0,2.8858807239996747,5.380588797176651e-05,0,28,[],0.016929170000366867,None,None,209.32900899997912,209.32900899997912,0.21690456999931484,2.1384819408718565,209.54571729991585,209.32900899997912,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,1.9215773708725419,time,708.0,0.06999489859977182,4.468325040015802e-05,0,29,[],0.014584069838747382,None,None,211.49969149997924,211.49969149997924,0.2134437698405236,2.1350211407130653,211.72108259995002,211.49969149997924,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,1.9215773708725419,time,167.0,1.9772106285979518,0.00048420415073832944,0,30,[],0.0192475700750947,None,None,213.66399189992808,213.66399189992808,0.2260758699849248,2.1476532408574665,213.87864349992014,213.66399189992808,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,1.9215773708725419,time,1002.0,1.8706500198227247,5.474272792364258e-05,0,31,[],0.02162367000710219,None,None,215.82558419997804,215.82558419997804,0.2305946700507775,2.152172040923319,216.0372552999761,215.82558419997804,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,1.9215773708725419,time,1125.0,1.206086778492739,5.6621632813339075e-05,0,32,[],0.020670069963671267,None,None,217.98293159995228,217.98293159995228,0.22439816989935935,2.145975540771901,218.19934379996266,217.98293159995228,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.9215773708725419,time,,,,1,32,[],0.02130247000604868,None,None,220.14728959999047,220.14728959999047,0.2319015699904412,2.153478940862983,220.35862810001709,220.14728959999047,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.9215773708725419,time,281.0,0.9032170471042527,0.00014939577488781394,0,33,[],0.02254267001990229,None,None,222.30294069997035,222.30294069997035,0.2355383699759841,2.1571157408485258,222.51992160000373,222.30294069997035,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,1.9215773708725419,time,188.0,1.732112953648305,0.00037737160001533515,0,34,[],0.015912969945929945,None,None,224.47179099998903,224.47179099998903,0.220689469948411,2.1422668408209526,224.69239219999872,224.47179099998903,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
5,0,5,0,10,0,10,0,,,,,,,,1.9215773708725419,time,149.0,2.920206932331917,0.0007124801210440483,0,35,[],0.020982769900001585,None,None,226.63784559990745,226.63784559990745,0.22964796994347125,2.151225340816013,226.8612865000032,226.63784559990745,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,,235.75673999998253,None,2.709284965172793,none,1447.0,-8.067742555776091,1.959996429291058e-05,0,37,[],0.0249931700527668,None,None,236.78089990001172,None,0.22305657004471868,2.9323415352175117,236.99329839996062,None,,228.8030371000059,None,"[0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,1,0,1,0,,,,,,,,2.839636429760027,none,767.0,-5.147822550350548,2.2041408268040917e-05,0,38,[],0.020789169939234853,None,None,239.72091309993993,239.72091309993993,0.22625736996997148,3.0658937997299986,239.93862859997898,239.72091309993993,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,2,0,2,0,,,,,,,,2.352706683827882,none,4595.0,-10.0,3.9490423645624484e-05,0,39,[],0.021003969945013523,None,None,242.80154000001494,242.80154000001494,0.23114666994661093,2.5838533537744928,243.01755099999718,242.80154000001494,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
6,0,6,0,3,0,3,0,,,,,,,,2.8327964085918067,none,5789.0,-9.511711568229863,4.136288080597557e-05,0,40,[],0.017587270005606115,None,None,245.39711389993317,245.39711389993317,0.22181307000573725,3.054609478597544,245.61557919997722,245.39711389993317,,,,,,,,,cbtxie,001,fr,0,2022-05-05_15h50.30.825,Continuous,2022.1.1,None,
