sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_time,Audiogram_frequency,Audiogram_both,Audiogram_none,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
3,0,3,0,3,0,3,0,,,,,,,,1.3472379130555985,frequency,,,,1,27,[],0.0034085666993632913,None,['space'],153.57945489999838,153.57945489999838,0.20280316669959575,1.5500410797551942,153.80157670000335,153.57945489999838,[-2.663322100008372],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,2.520796791977829,frequency,794.0,8.04815136100792,9.760109125258234e-05,0,28,[],0.011430266662500799,None,None,155.17395460000262,155.17395460000262,0.21162956662010401,2.732426358597933,155.3888701000251,155.17395460000262,,,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,2.2027116116571257,frequency,530.0,6.714359158696338,0.00014463212723388657,0,29,[],0.010356066632084548,None,['space'],157.94088860001648,157.94088860001648,0.2144121666206047,2.4171237782777304,158.1493380999891,157.94088860001648,[-2.3361502999905497],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,2.668316353244818,frequency,354.0,9.0,0.00024941670488659655,0,30,[],0.0015733666368760169,None,['space'],160.38534540002001,160.38534540002001,0.194275566667784,2.862591919912602,160.59671539999545,160.38534540002001,[-2.1731084000202827],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,1.0354485128925432,frequency,236.0,9.474987235751353,0.0005802118024266348,0,31,[],0.009999966656323522,None,['space'],163.2974269000115,163.2974269000115,0.2127469666302204,1.2481954795227637,163.50828629999887,163.2974269000115,[-2.540304300026037],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,2.4400560415627703,frequency,158.0,9.0,0.0012088804143577433,0,32,[],0.009628966683521867,None,['space'],164.57516770000802,164.57516770000802,0.2145699667162262,2.6546260082789965,164.78714590001618,164.57516770000802,[-0.9385225000442006],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,0.3333333333333333,170.3740999000147,None,2.151088614540225,frequency,8000.0,2.0,0.0002285440948074376,0,33,[],0.008633866673335433,None,None,171.40286259999266,None,0.20425756665645167,2.3553461811966767,171.61989799997536,None,,167.2581113000051,None,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,1.0390977103564585,frequency,6350.0,-2.5551403416451945,9.800464536710827e-05,0,34,[],0.003180166648235172,0.1949876666185446,['space'],173.80010479997145,173.80010479997145,0.1949876666185446,1.234085376975003,174.01035300001968,173.80010479997145,[-1.7473206999711692],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,1.6437708247760288,frequency,,,,1,34,[],0.009012366645038128,0.20757816662080586,['space'],175.0785050999839,175.0785050999839,0.20757816662080586,1.8513489913968346,175.28861200000392,175.0785050999839,[-0.8982096000108868],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,2.0578841368009853,frequency,4000.0,2.1609190085069723,0.00010765047606694575,0,35,[],0.011219266627449542,None,None,176.9639509000117,176.9639509000117,0.21331666660262272,2.271200803403608,177.17682579997927,176.9639509000117,,,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,1.6981018349601373,frequency,3175.0,2.088145727603867,8.833442202311776e-05,0,36,[],0.009973366686608642,None,['space'],179.26552239997545,179.26552239997545,0.21123426669510081,1.9093361016552381,179.4756070000003,179.26552239997545,[-1.9651403999887407],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,1.6521012364849037,frequency,2520.0,3.9118026708365297,0.00013280983114749358,0,37,[],0.005849566601682454,0.2023856666055508,['space'],181.20313059998443,181.20313059998443,0.2023856666055508,1.8544869030904545,181.41783410002245,181.20313059998443,[-1.5019517000182532],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,1.4172728433778283,frequency,2000.0,1.9517416033103332,9.366063211390781e-05,0,38,[],0.009958966635167599,None,['space'],183.10147829999914,183.10147829999914,0.2125635666307062,1.6298364100085345,183.3079564999789,183.10147829999914,[-1.4334273000131361],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,1.4545350536596942,frequency,1587.0,0.8966447568809042,6.170429074970737e-05,0,39,[],0.009649966610595584,None,['space'],184.75543620000826,184.75543620000826,0.21205156663199887,1.666586620291693,184.96487169998,184.75543620000826,[-1.2304287999868393],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,2.2464462646440477,frequency,1260.0,2.3827369330271804,7.138784942445077e-05,0,40,[],0.00939456670312211,None,['space'],186.45034270000178,186.45034270000178,0.21373346669133753,2.4601797313353853,186.6640383999911,186.45034270000178,[-1.2138757999637164],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,0.16666666666666666,193.40102069999557,None,2.093494334831089,frequency,659.0,5.007201366385337,8.653443637701998e-05,0,41,[],0.012618066684808582,None,None,194.43849339999724,None,0.23004336666781455,2.3235377014989034,194.6577346000122,None,,188.9443872999982,None,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,1.3143667567021018,frequency,587.0,4.0,9.172199372951096e-05,0,42,[],0.008986766682937741,None,None,196.77858659997582,196.77858659997582,0.21225786668946967,1.5266246233915715,196.98601370002143,196.77858659997582,,,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.1143103460077997,frequency,523.0,4.003428011140397,0.00010758805785330316,0,43,[],0.009378866641782224,None,['space'],198.33068180002738,198.33068180002738,0.21206376666668802,1.3263741126744877,198.54571159998886,198.33068180002738,[-1.094463499961421],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,2.950879821928221,frequency,466.0,4.439050057848462,0.00012199912133244738,0,44,[],0.004872166609857231,None,['space'],199.68975770001998,199.68975770001998,0.20080206665443256,3.1516818885826536,199.90474999998696,199.68975770001998,[-0.9495252000051551],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,2.4808279598259086,frequency,415.0,6.445070061674338,0.00015916717252987704,0,45,[],0.0090965666458942,None,['space'],202.89117229997646,202.89117229997646,0.2160369666526094,2.696864926478518,203.10263939999277,202.89117229997646,[-2.9028720000060275],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,2.718523796883739,frequency,370.0,8.68937158798186,0.00022935899853439122,0,46,[],0.009159866662230343,None,['space'],205.6033023999771,205.6033023999771,0.2129985666833818,2.9315223635671206,205.81612119998317,205.6033023999771,[-2.383952199947089],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,2.2961535256506544,frequency,330.0,4.0,0.00015013218066171354,0,47,[],0.009123566676862538,None,['space'],208.56410040002083,208.56410040002083,0.21102526667527854,2.507178792325933,208.77331269998103,208.56410040002083,[-2.671734200033825],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.7315104091254463,frequency,294.0,7.986147392298948,0.00030312468933124524,0,48,[],0.008406866691075265,None,None,211.09970740001881,211.09970740001881,0.21171316667459905,1.9432235758000453,211.3159346000175,211.09970740001881,,,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,2.7530068341128926,frequency,262.0,4.603153972576053,0.00026293230800943004,0,49,[],0.009094866632949561,None,['space'],213.07466199999908,213.07466199999908,0.21199356665601954,2.965000400768912,213.29416910000145,213.07466199999908,[-1.5337336999946274],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,1.9693841522328577,frequency,233.0,7.85771235917176,0.0004961642027073608,0,50,[],0.009173266647849232,None,None,216.0693348000059,216.0693348000059,0.21060576668241993,2.1799899189152776,216.27608649997273,216.0693348000059,,,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,10,0,10,0,,,,,,,,1.0221171570416383,frequency,208.0,7.157800567428365,0.0005694138740901426,0,51,[],0.008024866634514183,None,['space'],218.2740617999807,218.2740617999807,0.20662196667399257,1.2287391237156309,218.48539480002364,218.2740617999807,[-1.8209872000152245],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,11,0,11,0,,,,,,,,1.9414774487306192,frequency,,,,1,51,[],0.009139266679994762,None,['space'],219.5362309999764,219.5362309999764,0.21150456671603024,2.1529820154466495,219.74346389999846,219.5362309999764,[-0.6999064999981783],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,12,0,12,0,,,,,,,,2.1219660362178,frequency,165.0,7.076125714610111,0.0008873622650141586,0,52,[],0.005464766640216112,None,None,221.71712980000302,221.71712980000302,0.21834206668427214,2.340308102902072,221.9455909000244,221.71712980000302,,,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
5,0,5,0,13,0,13,0,,,,,,,,1.1624654491870017,frequency,147.0,5.6902066105817575,0.0010143874192623781,0,53,[],0.0037218666984699667,None,['space'],224.08485220000148,224.08485220000148,0.20482826669467613,1.3672937158816778,224.30465920001734,224.08485220000148,[-1.9372759999823757],,,,,,,,,,lkxgs,001,fr,0,2022-04-29_11h57.23.329,Continuous,2022.1.1,None,
