sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,Frequency,Volume,Psychopy_level,break_txt.started,break_txt.stopped,feedback.rt,,Audiogram_none,Audiogram_time,Audiogram_frequency,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,2.4771127854335493,none,0,28,[],0.00745766656473279,None,None,99.88043150003068,99.88043150003068,0.20447016647085547,2.6815829519044048,100.09477799991146,99.88043150003068,750.0,-1.2679504906543761,3.512145341402791e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
1,0,1,0,2,0,2,0,,,,,,,,2.542165368423947,none,0,29,[],0.011668666498735547,None,['space'],102.57183999987319,102.57183999987319,0.2130254665389657,2.755190834962913,102.79344459995627,102.57183999987319,1337.0,-0.831081315715442,4.757259158738621e-05,,,[-1.8911454000044614],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
1,0,1,0,3,0,3,0,,,,,,,,1.530166320942954,none,0,30,[],0.011638266500085592,None,None,105.32677869987674,105.32677869987674,0.215518266428262,1.745684587371216,105.53336860006675,105.32677869987674,167.0,0.46366623300223553,0.00040677222241188824,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
1,0,1,0,4,0,4,0,,,,,,,,1.455117652650446,none,0,31,[],0.011705366428941488,None,None,107.06399689987302,107.06399689987302,0.21476866654120386,1.6698863191916498,107.27394909993745,107.06399689987302,945.0,-1.5291250575490312,3.563056686585802e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
1,0,1,0,5,0,5,0,,,,,,,,2.3059220158301104,none,0,32,[],0.01157146692276001,None,None,108.73052600002848,108.73052600002848,0.21571196685545146,2.521633982685562,108.94406039989553,108.73052600002848,281.0,1.4539462160213943,0.00015917496889566174,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
1,0,1,0,6,0,6,0,,,,,,,,2.1076214235938417,none,0,33,[],0.011588366469368339,None,['space'],111.25028349994682,111.25028349994682,0.21234806650318205,2.319969490097024,111.46948010008782,111.25028349994682,530.0,-0.17006608488050323,6.547017648440716e-05,,,[-1.9941185999196023],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
1,0,1,0,7,0,7,0,,,,,,,,2.8951999580426437,none,1,33,[],0.011080366559326649,None,None,113.57518679997884,113.57518679997884,0.21217766660265625,3.1073776246453,113.7842999000568,113.57518679997884,,,,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
1,0,1,0,8,0,8,0,,,,,,,,1.2695804261242933,none,0,34,[],0.012434366624802351,None,None,116.67852209997363,116.67852209997363,0.21513376664370298,1.4847141927679963,116.89511310006492,116.67852209997363,188.0,-0.4324102908142671,0.00029413252486283083,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
1,0,1,0,9,0,9,0,,,,,,,,1.2894456219407888,none,0,35,[],0.01061066659167409,None,['space'],118.16548069985583,118.16548069985583,0.2121170663740486,1.5015626883148374,118.38060660008341,118.16548069985583,354.0,-1.0,7.887248739356936e-05,,,[-0.6374506999272853],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334]",139.52575869997963,None,1.5769470100457204,time,0,36,[],0.013007866684347391,None,None,140.56517000007443,None,0.2276084665209055,1.8045554765666258,140.79102219990455,None,4287.0,1.0,0.00011633926740972701,119.66373999998905,None,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,1,0,1,0,,,,,,,,1.5769470100457204,time,0,37,[],0.006496466463431716,None,['space'],142.35766049986705,142.35766049986705,0.20269096666015685,1.7796379767058772,142.57310709985904,142.35766049986705,2861.0,1.0,7.120529891968098e-05,,,[-0.7651140997186303],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,2,0,2,0,,,,,,,,1.5769470100457204,time,0,38,[],0.011034366441890597,None,['space'],144.1519748000428,144.1519748000428,0.21504106651991606,1.7919880765656364,144.36936219991185,144.1519748000428,6423.0,-2.8079087863985146,9.679528274511386e-05,,,[-0.5441112997941673],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,3,0,3,0,,,,,,,,1.5769470100457204,time,0,39,[],0.011109166778624058,None,['space'],145.94135769992135,145.94135769992135,0.2129287668503821,1.7898757768961024,146.1519734999165,145.94135769992135,1431.0,1.2059752939908754,5.74650967154909e-05,,,[-1.3415007998701185],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,4,0,4,0,,,,,,,,1.5769470100457204,time,0,40,[],0.007023366400972009,0.20333506632596254,None,147.72949699987657,147.72949699987657,0.20333506632596254,1.780282076371683,147.94500029995106,147.72949699987657,1136.0,0.8851874135699958,5.5077382601353575e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,5,0,5,0,,,,,,,,1.5769470100457204,time,0,41,[],0.010767166502773762,None,None,149.52017479995266,149.52017479995266,0.22327856649644673,1.800225576542167,149.73524549999274,149.52017479995266,758.0,0.8433101835506318,4.438446256439708e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,6,0,6,0,,,,,,,,1.5769470100457204,time,0,42,[],0.01095846644602716,None,['space'],151.30774040007964,151.30774040007964,0.21308136638253927,1.7900283764282596,151.52056990005076,151.30774040007964,2549.0,2.067735026298566,0.00010511904839286142,,,[-1.2363821999169886],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,7,0,7,0,,,,,,,,1.5769470100457204,time,1,42,[],0.011148166609928012,None,None,153.0995390000753,153.0995390000753,0.2139855665154755,1.7909325765611959,153.3098994998727,153.0995390000753,,,,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,8,0,8,0,,,,,,,,1.5769470100457204,time,0,43,[],0.01035466673783958,None,None,154.88605579989962,154.88605579989962,0.2081908667460084,1.7851378767917288,155.1023325000424,154.88605579989962,2023.0,1.7860651376901568,9.251730367268109e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,9,0,9,0,,,,,,,,1.5769470100457204,time,0,44,[],0.010802366537973285,None,None,156.6815176999662,156.6815176999662,0.21481136651709676,1.7917583765628171,156.8921234998852,156.6815176999662,1606.0,2.1591026211192648,7.311280726631605e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
2,0,2,0,10,0,10,0,,,,,,,,1.5769470100457204,time,0,45,[],0.010677666636183858,None,None,158.46775679988787,158.46775679988787,0.21469416678883135,1.7916411768345517,158.67923330003396,158.46775679988787,675.0,0.17842300283399454,4.819845710712758e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,0,0,0,0,,,,,"[0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333]",162.60265449993312,None,2.1700874358100855,time,0,46,[],0.012811266584321856,None,None,163.64490649988875,None,0.2083755664061755,2.378463002216261,163.85586600005627,None,1414.0,3.9825749723392256,7.977806974999574e-05,160.2615388999693,None,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,1,0,1,0,,,,,,,,2.1700874358100855,time,0,47,[],0.010571966646239161,None,None,166.0208395998925,166.0208395998925,0.2130806667264551,2.3831681025365405,166.2357552999165,166.0208395998925,177.0,5.0,0.000620988873867065,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,2,0,2,0,,,,,,,,2.1700874358100855,time,1,47,[],0.003769566537812352,None,['space'],168.4064283000771,168.4064283000771,0.209723666543141,2.3798111023532265,168.61973119992763,168.4064283000771,,,,,,[-1.8861071998253465],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,3,0,3,0,,,,,,,,2.1700874358100855,time,0,48,[],0.01170646632090211,None,None,170.79162969999015,170.79162969999015,0.21288756653666496,2.3829750023467504,171.00667349994183,170.79162969999015,841.0,0.14112031880579634,4.018091799980064e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,4,0,4,0,,,,,,,,2.1700874358100855,time,0,49,[],0.009694366715848446,None,['space'],173.17222739988938,173.17222739988938,0.2109930666629225,2.381080502473008,173.39030069997534,173.17222739988938,1781.0,3.827374043744922,0.0001008716147360987,,,[-1.8685339000076056],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,5,0,5,0,,,,,,,,2.1700874358100855,time,0,50,[],0.006181866629049182,None,['space'],175.55963879986666,175.55963879986666,0.20237666671164334,2.372464102521729,175.77610939997248,175.55963879986666,1587.0,2.9671196929549466,7.831394676889257e-05,,,[-1.9040436998475343],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,6,0,6,0,,,,,,,,2.1700874358100855,time,0,51,[],0.010322666959837079,None,None,177.94863980007358,177.94863980007358,0.2133444668725133,2.3834319026825987,178.16713309986517,177.94863980007358,199.0,4.145483049302326,0.0004336729654596032,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,7,0,7,0,,,,,,,,2.1700874358100855,time,0,52,[],0.0103752666618675,None,['space'],180.32961819996126,180.32961819996126,0.21200416656211019,2.3820916023721956,180.5371103999205,180.32961819996126,2244.0,3.303178668746248,0.00011733966000508807,,,[-1.7614348998758942],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,8,0,8,0,,,,,,,,2.1700874358100855,time,0,53,[],0.010285366792231798,None,None,182.70985800004564,182.70985800004564,0.21411386667750776,2.384201302487593,182.9196339000482,182.70985800004564,2519.0,3.762892024871529,0.00013064818738120588,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,9,0,9,0,,,,,,,,2.1700874358100855,time,0,54,[],0.0032370665576308966,None,['space'],185.09143100003712,185.09143100003712,0.1986281666904688,2.3687156025005542,185.310585899977,185.09143100003712,500.0,0.8172432680636504,7.84932240447809e-05,,,[-0.6994887997861952],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,10,0,10,0,,,,,,,,2.1700874358100855,time,0,55,[],0.010113766649737954,None,['space'],187.4823159999214,187.4823159999214,0.21473056660033762,2.384818002410423,187.69622349995188,187.4823159999214,944.0,3.994574692202737,6.725384435091922e-05,,,[-1.3773593998048455],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,11,0,11,0,,,,,,,,2.1700874358100855,time,0,56,[],0.01007686648517847,None,['space'],189.871382500045,189.871382500045,0.2128768665716052,2.3829643023816907,190.08149129990488,189.871382500045,561.0,1.1634595704660713,7.080513716528325e-05,,,[-1.7831868999637663],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,12,0,12,0,,,,,,,,2.1700874358100855,time,0,57,[],0.009881066624075174,None,['space'],192.25057829986326,192.25057829986326,0.21384806651622057,2.383935502326306,192.45800310000777,192.25057829986326,3174.0,0.8980746893223799,7.700459604435578e-05,,,[-2.0031391999218613],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
3,0,3,0,13,0,13,0,,,,,,,,2.1700874358100855,time,0,58,[],0.0064431666396558285,0.20411796658299863,None,194.6288091999013,194.6288091999013,0.20411796658299863,2.374205402393084,194.84249230008572,194.6288091999013,334.0,2.6133756632595477,0.00012657716817257637,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,0,0,0,0,,,,,"[0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666]",200.67883479990996,None,2.3503894861916383,none,0,36,[],0.012780766701325774,0.20923036662861705,None,201.71502580004744,None,0.20923036662861705,2.5596198528202554,201.92609329987317,None,6649.0,-3.2936396534631585,9.62195184761379e-05,197.0079359000083,None,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,1,0,1,0,,,,,,,,2.5151959930754106,none,0,37,[],0.009387066587805748,None,['space'],204.27079309988767,204.27079309988767,0.20968476659618318,2.724880759671594,204.48545200005174,204.27079309988767,1482.0,1.564857728216538,5.8373049696301814e-05,,,[-1.7499450996983796],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,2,0,2,0,,,,,,,,1.1603138844210457,none,0,38,[],0.00957406684756279,None,None,207.00163630000316,207.00163630000316,0.21343746688216925,1.373751351303215,207.21591049991548,207.00163630000316,467.0,0.4586136922885771,7.709594705713322e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,3,0,3,0,,,,,,,,1.0625681524378243,none,0,39,[],0.00563776632770896,None,None,208.37665980006568,208.37665980006568,0.20784676633775234,1.2704149187755767,208.59701130003668,208.37665980006568,881.0,-0.24416036673094466,3.954292212617836e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,4,0,4,0,,,,,,,,2.2486408776736106,none,0,40,[],0.00624686642549932,None,None,209.66123109986074,209.66123109986074,0.2044445665087551,2.4530854441823657,209.87735159997828,209.66123109986074,2095.0,2.0594864948810665,9.749906838358854e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,5,0,5,0,,,,,,,,1.2886116787273902,none,0,41,[],0.0095422666054219,None,['space'],212.12913869996555,212.12913869996555,0.2090298666153103,1.4976415453427006,212.3442867998965,212.12913869996555,588.0,0.02485064503200768,5.788203113937315e-05,,,[-1.8963965997099876],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,6,0,6,0,,,,,,,,1.7117381422424311,none,0,42,[],0.015806433279067278,None,['space'],213.64151700004004,213.64151700004004,0.21718943328596652,1.9289275755283977,213.85641240002587,213.64151700004004,2639.0,0.0,7.725753970277922e-05,,,[-0.9458673999179155],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,7,0,7,0,,,,,,,,1.833048865179958,none,0,43,[],0.005164466565474868,None,None,215.56872059986927,215.56872059986927,0.1998980666976422,2.0329469318776,215.7839941000566,215.56872059986927,2962.0,0.5107330344908513,6.0648685685999624e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,8,0,8,0,,,,,,,,1.9350232478382887,none,0,44,[],0.005451766541227698,None,['space'],217.6216460999567,217.6216460999567,0.20159816672094166,2.1366214145592304,217.83741339994594,217.6216460999567,312.0,0.13320369502469154,0.00010337255442616032,,,[-1.5984042997006327],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,9,0,9,0,,,,,,,,2.8927909824615616,none,1,44,[],0.0047154666390269995,None,['space'],219.77430039993487,219.77430039993487,0.199848766438663,3.0926397489002246,219.99169189995155,219.77430039993487,,,,,,[-1.2710436000488698],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,10,0,10,0,,,,,,,,1.9139678151013726,none,0,45,[],0.010684366570785642,None,None,222.8801480999682,222.8801480999682,0.21247996645979583,2.1264477815611684,223.09490739996545,222.8801480999682,1663.0,1.0317442341040512,6.711172382522831e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,11,0,11,0,,,,,,,,1.1104215965378523,none,0,46,[],0.009332766523584723,None,None,224.99896880006418,224.99896880006418,0.21458976645953953,1.3250113629973919,225.21604550001211,224.99896880006418,4438.0,-2.5214161992944204,8.53351410886263e-05,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
4,0,4,0,12,0,12,0,,,,,,,,1.1308957813456382,none,0,47,[],0.008673166623339057,None,['space'],226.32799270004034,226.32799270004034,0.21224616654217243,1.3431419478878106,226.54534309986047,226.32799270004034,989.0,-0.07748385459151752,4.335135070278171e-05,,,[-0.7367048000451177],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
5,0,5,0,0,0,0,0,,,,,"[0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333]",230.29299389990047,None,2.8221445823139013,none,0,48,[],0.012957666767761111,None,None,231.32873439998366,None,0.2222859668545425,3.044430549168444,231.5427566000726,None,283.0,4.919273818938203,0.0002334814628332472,227.67955340002663,None,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
5,0,5,0,1,0,1,0,,,,,,,,2.6691714916103924,none,0,49,[],0.0009255667682737112,None,['space'],234.36092119989917,234.36092119989917,0.1950383665971458,2.864209858207538,234.5775903998874,234.36092119989917,357.0,3.6005335785762416,0.0001327740548984132,,,[-2.305515900021419],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
5,0,5,0,2,0,2,0,,,,,,,,1.4905961726273202,none,1,49,[],0.009301966754719615,None,['space'],237.24741359986365,237.24741359986365,0.21296476665884256,1.7035609392861628,237.46135580004193,237.24741359986365,,,,,,[-2.2963613998144865],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
5,0,5,0,3,0,3,0,,,,,,,,2.6347230916019537,none,0,50,[],0.00508286664262414,0.19791026669554412,None,238.9456138999667,238.9456138999667,0.19791026669554412,2.832633358297498,239.15951159992255,238.9456138999667,189.0,7.0,0.0006839382076479004,,,,,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
5,0,5,0,4,0,4,0,,,,,,,,2.300044948183207,none,0,51,[],0.008526766672730446,None,['space'],241.79343309998512,241.79343309998512,0.214527866570279,2.514572814753486,242.01020770007744,241.79343309998512,150.0,5.748568254651847,0.0009694563033832515,,,[-2.409633399685845],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
5,0,5,0,5,0,5,0,,,,,,,,1.796742328617163,none,0,52,[],0.00886826659552753,None,['space'],244.30694480007514,244.30694480007514,0.21233036648482084,2.0090726951019837,244.51673089992255,244.30694480007514,802.0,2.4897869614630497,5.118023777950203e-05,,,[-2.011928599793464],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
5,0,5,0,6,0,6,0,,,,,,,,1.597924753043593,none,0,53,[],0.009019766701385379,None,['space'],246.31575049995445,246.31575049995445,0.20893306657671928,1.8068578196203122,246.5236648998689,246.31575049995445,900.0,1.7757229072863985,5.055818677863709e-05,,,[-1.4926829999312758],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
5,0,5,0,7,0,7,0,,,,,,,,1.4278067833142838,none,0,54,[],0.009036566829308867,None,['space'],248.12539179995656,248.12539179995656,0.21104246680624783,1.6388492501205316,248.3395722999703,248.12539179995656,1134.0,0.1628654187858059,5.059716490371447e-05,,,[0.058729799930006266],,,,,,erfnpg,001,fr,0,2022-05-10_15h18.09.142,Continuous,2022.1.1,36.311361206170105,
