sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Audiogram_frequency,Intervals,Audiogram_none,Audiogram_time,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,7,0,7,0,,,,,,,,2.2784530089457955,frequency,644.0,-4.6839741961675445,2.91221422958826e-05,0,51,[],0.010772766632726416,None,None,107.91253149998374,107.91253149998374,0.21021146661951207,2.4886644755653076,108.11959799999022,107.91253149998374,,,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
2,0,2,0,8,0,8,0,,,,,,,,2.657428373258692,frequency,511.0,-2.100534575579701,5.475008544267143e-05,0,52,[],0.01085806664195843,None,['space'],110.4267912999785,110.4267912999785,0.20951156664523296,2.866939939903925,110.64767649999703,110.4267912999785,[-2.046273600019049],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
2,0,2,0,9,0,9,0,,,,,,,,2.5538518303484032,frequency,406.0,-1.0686794661802166,6.742070690377612e-05,0,53,[],0.010901266650762409,None,None,113.32597659999738,113.32597659999738,0.21318076667375863,2.767032597022162,113.53965579997748,113.32597659999738,,,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
2,0,2,0,10,0,10,0,,,,,,,,1.9239551968347837,frequency,322.0,-3.447057977053709,6.509383196154166e-05,0,54,[],0.009663766686571762,0.20495356668834575,['space'],116.12218360000406,116.12218360000406,0.20495356668834575,2.128908763523129,116.3272416999971,116.12218360000406,[-2.1898335000150837],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
2,0,2,0,11,0,11,0,,,,,,,,1.701237770997834,frequency,256.0,-1.1566040921335672,0.00014103799893906436,0,55,[],0.0107322666735854,None,['space'],118.27894079999533,118.27894079999533,0.21000916667981073,1.9112469376776446,118.49382149998564,118.27894079999533,[-1.62658250000095],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
2,0,2,0,12,0,12,0,,,,,,,,1.1879454178127582,frequency,203.0,-3.1933971230285856,0.00017971142707748578,0,56,[],0.010700666694901884,None,['space'],120.2191662999976,120.2191662999976,0.21068186667980626,1.3986272844925645,120.43008629998076,120.2191662999976,[-1.3107729999755975],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
2,0,2,0,13,0,13,0,,,,,,,,1.7121649722309082,frequency,,,,1,56,[],0.008551566657843068,0.2018288666731678,['space'],121.64404469999135,121.64404469999135,0.2018288666731678,1.913993838904076,121.85365209999145,121.64404469999135,[-0.9284507999836933],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
2,0,2,0,14,0,14,0,,,,,,,,2.608229316711427,frequency,128.0,-2.921678828436534,0.000497201505363319,0,57,[],0.01173526665661484,None,['space'],123.5875485999859,123.5875485999859,0.21093666667002253,2.8191659833814495,123.79843009999604,123.5875485999859,[-0.2798012999992352],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,0,0,0,0,,,,,0.3333333333333333,131.006853400002,None,2.8753561858359107,frequency,4595.0,-5.650951645253486,6.515446912464613e-05,0,58,[],0.01067156664794311,0.2076241666218266,None,132.04200739998487,None,0.2076241666218266,3.0829803524577373,132.25344969998696,None,,126.43677739999839,None,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,1,0,1,0,,,,,,,,1.1168155562322246,frequency,3647.0,-4.3797237023759905,4.695463576988914e-05,0,59,[],0.010354966652812436,None,"['space', 'space']",135.15083939998294,135.15083939998294,0.20969596665236168,1.3265115228845863,135.3658837999974,135.15083939998294,"[-2.546278900001198, -0.14779489999637008]",,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,2.6431131824005667,frequency,2895.0,-1.5082916916189584,5.1569436437192444e-05,0,60,[],0.01034276670543477,None,None,136.50238669998362,136.50238669998362,0.20911076670745388,2.8522239491080206,136.71513810000033,136.50238669998362,,,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,1.7565531543290862,frequency,2298.0,0.05894553775364764,8.197203827694756e-05,0,61,[],0.010586766642518342,None,['space'],139.38781279997784,139.38781279997784,0.2146245666372124,1.9711777209662986,139.60207929997705,139.38781279997784,[-2.223642299999483],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,1.7879361117911543,frequency,1824.0,-5.547499779327641,3.5303909148994726e-05,0,62,[],0.010303666698746383,0.20812296669464558,['space'],141.38118679999025,141.38118679999025,0.20812296669464558,1.9960590784857999,141.5874782000028,141.38118679999025,[-1.401581999991322],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,1.457624094064869,frequency,1448.0,-0.4860792443014237,4.689441155446769e-05,0,63,[],0.003991666657384485,None,['space'],143.40502399997786,143.40502399997786,0.1953208666818682,1.6529449607467372,143.61655299999984,143.40502399997786,[-0.43335009997827],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,1.4073019226900585,frequency,1149.0,-8.0,2.0018693710455243e-05,0,64,[],0.007353366672759876,0.19793076667701825,None,145.1028035999916,145.1028035999916,0.19793076667701825,1.6052326893670767,145.31617769997683,145.1028035999916,,,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,2.9478196794488474,frequency,912.0,-5.840166715698109,2.121175009424032e-05,0,65,[],0.010305866628186777,None,None,146.7448929999955,146.7448929999955,0.20743366662645712,3.1552533460753045,146.95789309998509,146.7448929999955,,,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,1.4570470311905592,frequency,724.0,-4.826887692397138,2.4622427671009625e-05,0,66,[],0.010232266678940505,None,None,149.93555080000078,149.93555080000078,0.2092334666813258,1.666280497871885,150.15431959999842,149.93555080000078,,,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,9,0,9,0,,,,,,,,2.266434454787994,frequency,575.0,-5.465696406539314,3.184302711872031e-05,0,67,[],0.010215366666670889,None,['space'],151.63546709998627,151.63546709998627,0.2091112666821573,2.4755457214701515,151.85427459998755,151.63546709998627,[-0.7123681000084616],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,10,0,10,0,,,,,,,,2.394819142786468,frequency,,,,1,67,[],0.009409766673343256,None,['space'],154.14244629998575,154.14244629998575,0.2086809666652698,2.603500109451738,154.35449060000246,154.14244629998575,[-0.6100784000009298],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,11,0,11,0,,,,,,,,2.9803227029146795,frequency,362.0,-3.879619237197987,5.528799750258261e-05,0,68,[],0.011181866662809625,None,None,156.78033700000378,156.78033700000378,0.20943376666400582,3.1897564695786853,156.98899670000537,156.78033700000378,,,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,12,0,12,0,,,,,,,,1.787499017575469,frequency,287.0,-6.676427473253504,5.9477555314658637e-05,0,69,[],0.010071766679175198,None,None,159.99432309999247,159.99432309999247,0.2118516666814685,1.9993506842569375,160.203434199997,159.99432309999247,,,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
3,0,3,0,13,0,13,0,,,,,,,,1.2156721921795248,frequency,228.0,-7.799510951087782,8.579296568363403e-05,0,70,[],0.006792266649426892,None,['space'],162.02063689997885,162.02063689997885,0.20306146665825509,1.41873365883778,162.23668909998378,162.02063689997885,[-1.2084349000069778],,,,,,,,qmbami,001,fr,0,2022-04-27_14h49.13.737,Continuous,2022.1.1,None,
