sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,break_txt.started,break_txt.stopped,Intervals,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
7,0,7,0,0,0,0,0,,,,,0.5833333333333334,232.39121609998983,None,2.4175799436533483,frequency,147.0,1.6043921931621954,0.0006337429388218266,0,54,[],0.01246566668851301,None,None,233.42495259997668,None,0.2161605666624382,2.6337405103157865,233.6326882999856,None,228.39314199998626,None,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,1,0,1,0,,,,,,,,2.9675988086674883,frequency,220.0,2.6497331669052375,0.00030696680255772784,0,55,[],0.00864456663839519,None,None,236.0830627999967,236.0830627999967,0.20948456664336845,3.1770833753108567,236.29187259997707,236.0830627999967,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,2,0,2,0,,,,,,,,1.7414256700200286,frequency,330.0,3.1412366504178153,0.00013599897189571324,0,56,[],0.005174566671485081,0.1948797666700557,None,239.28980519998004,239.28980519998004,0.1948797666700557,1.9363054366900843,239.4944761999941,239.28980519998004,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,3,0,3,0,,,,,,,,2.972337082071936,frequency,495.0,3.152159071166005,0.0001030690349491914,0,57,[],0.008947166701545939,None,None,241.26517400000012,241.26517400000012,0.20835696670110337,3.1806940487730393,241.47448689999874,241.26517400000012,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,4,0,4,0,,,,,,,,2.3852008136843756,frequency,,,,1,57,[],0.013577433332102373,None,None,244.48116299998946,244.48116299998946,0.21363563332124613,2.5988364470056218,244.697594199999,244.48116299998946,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,5,0,5,0,,,,,,,,1.7235407138821617,frequency,1110.0,0.9326127401339038,5.416815899606779e-05,0,58,[],0.01568763330578804,None,None,247.11458449999918,247.11458449999918,0.22421143332030624,1.947752147202468,247.3344707999786,247.11458449999918,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,6,0,6,0,,,,,,,,2.7185737087625235,frequency,1663.0,0.7113897105393033,6.46815871484675e-05,0,59,[],0.003737166669452563,0.19788156668073498,None,249.08555219997652,249.08555219997652,0.19788156668073498,2.9164552754432584,249.30052669998258,249.08555219997652,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,7,0,7,0,,,,,,,,1.742732821852411,frequency,2491.0,-2.526446946109533,6.406749849234992e-05,0,60,[],0.0023864666873123497,0.19146806668140925,None,252.04197749999003,252.04197749999003,0.19146806668140925,1.9342008885338202,252.2523641999869,252.04197749999003,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,8,0,8,0,,,,,,,,2.447805813664236,frequency,3732.0,1.0,8.890391905597696e-05,0,61,[],0.0042455666698515415,0.19467386667383835,None,254.02390929998364,254.02390929998364,0.19467386667383835,2.6424796803380746,254.23639189999085,254.02390929998364,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
7,0,7,0,9,0,9,0,,,,,,,,1.0057522380686956,frequency,5592.0,-0.24211073196537036,0.00012731652516112258,0,62,[],0.004754766676342115,None,None,256.7080469999928,256.7080469999928,0.1950775666628033,1.200829804731499,256.91566440000315,256.7080469999928,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,0,0,0,0,,,,,0.3333333333333333,263.31415209997795,None,2.94117803930968,frequency,1260.0,1.1022135077444903,6.160247025154296e-05,0,63,[],0.009582366677932441,None,None,264.3357007000013,None,0.2078644666762557,3.1490425059859355,264.55153810000047,None,257.95756069998606,None,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,1,0,1,0,,,,,,,,2.7992027281174012,frequency,1587.0,0.23312209594247088,5.7166187800262776e-05,0,64,[],0.004052366683026776,0.19307656667660922,None,267.5208691000007,267.5208691000007,0.19307656667660922,2.9922792947940104,267.7310138999892,267.5208691000007,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,2,0,2,0,,,,,,,,1.1961079747989893,frequency,2000.0,-1.0938023450582846,6.595988458923259e-05,0,65,[],0.002054766664514318,0.1898643666645512,None,270.56194620000315,270.56194620000315,0.1898643666645512,1.3859723414635405,270.76598889997695,270.56194620000315,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,3,0,3,0,,,,,,,,1.2634135514715934,frequency,2520.0,-0.01966312545716775,8.446113917996309e-05,0,66,[],0.00834246666636318,None,None,271.9886799999804,271.9886799999804,0.20926636666990817,1.4726799181415016,272.1996050000016,271.9886799999804,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,4,0,4,0,,,,,,,,1.6521503065047278,frequency,3175.0,-3.0964882990040605,4.8629328254213665e-05,0,67,[],0.004334366676630452,0.19334686669753864,None,273.49345799998264,273.49345799998264,0.19334686669753864,1.8454971732022665,273.70153890000074,273.49345799998264,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,5,0,5,0,,,,,,,,2.17690178548672,frequency,4000.0,-4.283434124093813,5.126232481509404e-05,0,68,[],0.000575466692680493,None,None,275.3860664999811,275.3860664999811,0.1937705666932743,2.3706723521799944,275.60271989999455,275.3860664999811,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,6,0,6,0,,,,,,,,1.874447379990893,frequency,5040.0,-5.41110715206894,8.11335218217871e-05,0,69,[],0.008188466657884419,None,None,277.81116479999037,277.81116479999037,0.2076032666664105,2.0820506466573034,278.0198209999944,277.81116479999037,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,7,0,7,0,,,,,,,,1.2883632950670938,frequency,6350.0,-2.8052238776679292,9.522313701587017e-05,0,70,[],0.0076876666862517595,0.20491816668072715,None,279.92682609998155,279.92682609998155,0.20491816668072715,1.493281461747821,280.1386951000022,279.92682609998155,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
8,0,8,0,8,0,8,0,,,,,,,,2.608598914770797,frequency,8000.0,0.0,0.0001815390273850507,0,71,[],0.008108566660666838,None,None,281.44856689998414,281.44856689998414,0.20744146665674634,2.8160403814275434,281.65880429997924,281.44856689998414,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
,,,,,,,,,,,,,,,2.372105183307818,frequency,,,,1,71,[],,,,,,,,,,,,,,,,,,,,,
