sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,break_txt.started,break_txt.stopped,Intervals,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
4,0,4,0,0,0,0,0,,,,,0.3333333333333333,154.22706239999388,None,1.2875062060693727,frequency,140.0,6.723850816390502,0.0012777291449305756,0,44,[],0.006458066694904119,None,None,155.26102239999454,None,0.20938066666712984,1.4968868727365026,155.46730609997758,None,150.47276399997645,None,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,1.5145646198928677,frequency,177.0,6.5869649088059745,0.0007454732505950978,0,45,[],0.010288566671079025,0.2069734666729346,None,156.78546499999356,156.78546499999356,0.2069734666729346,1.7215380865658023,156.98893910000334,156.78546499999356,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,2.85918666745261,frequency,223.0,5.8663882603879705,0.00043300535634398495,0,46,[],0.010102166706928983,None,None,158.53380609999294,158.53380609999294,0.2096604667021893,3.068847134154799,158.74785250000423,158.53380609999294,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,2.2792227102348184,frequency,,,,1,46,[],0.01049666665494442,None,None,161.63908009999432,161.63908009999432,0.20966866664821282,2.488891376883031,161.85006569998222,161.63908009999432,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,1.4786107994275033,frequency,354.0,6.0,0.0001765735047794486,0,47,[],0.011536966660059988,None,None,164.15786869998556,164.15786869998556,0.21484856665483676,1.69345936608234,164.36693399999058,164.15786869998556,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,1.034077834992847,frequency,446.0,5.915202617601031,0.00014661789975376749,0,48,[],0.010273166699334979,None,None,165.88073889998486,165.88073889998486,0.2121343666804023,1.2462122016732493,166.09162309998646,165.88073889998486,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,2.824749383965655,frequency,562.0,4.690587262993148,0.00010600485852179303,0,49,[],0.009970566694391891,None,None,167.15339219997986,167.15339219997986,0.21072606669622473,3.0354754506618797,167.3690500999801,167.15339219997986,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,1.5758151941600234,frequency,708.0,0.5943266857028113,4.746367339534872e-05,0,50,[],0.010227666702121496,None,None,170.22196349999285,170.22196349999285,0.21082256667432375,1.786637760834347,170.4317567999824,170.22196349999285,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,1.0536064118159951,frequency,892.0,0.792705414565595,4.489911601924695e-05,0,51,[],0.01020036663976498,0.20803176664048806,None,172.03397899999982,172.03397899999982,0.20803176664048806,1.2616381784564832,172.24606289999792,172.03397899999982,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,9,0,9,0,,,,,,,,2.370605468872135,frequency,1124.0,1.2410728684024097,5.680190870417313e-05,0,52,[],0.010081666667247191,None,None,173.33022390000406,173.33022390000406,0.21154036666848697,2.582145835540622,173.5425534999813,173.33022390000406,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
4,0,4,0,10,0,10,0,,,,,,,,2.0312399036907536,frequency,1416.0,4.272462136982222,8.240434842555064e-05,0,53,[],0.006517766654724255,0.19761116662994027,None,175.939753499988,175.939753499988,0.19761116662994027,2.228851070320694,176.1470669999835,175.939753499988,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,,180.8163505999837,None,1.525307511846802,time,223.0,0.8091905253851479,0.00024189861507140645,0,26,[],0.008071666641626507,0.2039100666588638,None,181.85761169999023,None,0.2039100666588638,1.7292175785056658,182.07493869998143,None,178.2075843999919,None,"[0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333]",ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,1.525307511846802,time,530.0,2.0579854216172713,8.461475220589652e-05,0,27,[],0.009760666667716578,None,None,183.623870099982,183.623870099982,0.20777636667480692,1.733083878521609,183.84333589999005,183.623870099982,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.525307511846802,time,354.0,-1.0,7.887248739356936e-05,0,28,[],0.009901866636937484,0.2083697666239459,None,185.39238089998253,185.39238089998253,0.2083697666239459,1.733677278470748,185.6058320000011,185.39238089998253,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,1.525307511846802,time,149.0,6.947632884517384,0.0011327760263055164,0,29,[],0.008427566674072295,0.20421086667920463,None,187.1502843000053,187.1502843000053,0.20421086667920463,1.7295183785260067,187.35566499998095,187.1502843000053,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,1.525307511846802,time,,,,1,29,[],0.01007446664152667,None,None,188.9108451999782,188.9108451999782,0.20994726664503105,1.735254778491833,189.1226408999937,188.9108451999782,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,1.525307511846802,time,945.0,-1.4689571065028053,3.58782398941398e-05,0,30,[],0.010189766646362841,0.20679556665709242,None,190.67059189997963,190.67059189997963,0.20679556665709242,1.7321030785038944,190.87972090000403,190.67059189997963,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,1.525307511846802,time,842.0,-1.6635980567789912,3.266600712032175e-05,0,31,[],0.009608566644601524,0.20838036664645188,None,192.43259409998427,192.43259409998427,0.20838036664645188,1.733687878493254,192.64597709997906,192.43259409998427,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.525307511846802,time,750.0,-1.122685591934281,3.571377224820524e-05,0,32,[],0.009843966661719605,None,None,194.19066429999657,194.19066429999657,0.2072225666779559,1.732530078524758,194.39568639997742,194.19066429999657,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.525307511846802,time,595.0,1.1600674010190035,6.471560230436795e-05,0,33,[],0.00959156668977812,None,None,195.95076659999904,195.95076659999904,0.20945836667669937,1.7347658785235014,196.15880589999142,195.95076659999904,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,1.525307511846802,time,281.0,-0.9584294592395972,0.00012057464443816908,0,34,[],0.008177166659152135,0.20331226667622104,None,197.7113687999954,197.7113687999954,0.20331226667622104,1.728619778523023,197.92001099998015,197.7113687999954,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,,201.97186799999326,None,2.2996872500901295,time,7908.0,-7.693688466355911,7.371609609286755e-05,0,35,[],0.007777466671541333,None,None,203.0128418999957,None,0.20048666666843928,2.500173916758569,203.23028129999875,None,199.47232629999053,None,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]",ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,1,0,1,0,,,,,,,,2.2996872500901295,time,1761.0,-2.4886292232553395,4.807125963173061e-05,0,36,[],0.006118366669397801,None,None,205.55375069999718,205.55375069999718,0.19805476666078903,2.4977420167509186,205.76195539999753,205.55375069999718,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,2,0,2,0,,,,,,,,2.2996872500901295,time,5278.0,-8.0,5.672805746078511e-05,0,37,[],0.002108966640662402,0.1904966666479595,None,208.0967757999897,208.0967757999897,0.1904966666479595,2.490183916738089,208.3053883999819,208.0967757999897,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,3,0,3,0,,,,,,,,2.2996872500901295,time,1175.0,-4.90681172534897,2.9200312322918153e-05,0,38,[],0.00912616666755639,None,None,210.63516419997904,210.63516419997904,0.20891196664888412,2.5085992167390136,210.84581769999932,210.63516419997904,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,4,0,4,0,,,,,,,,2.2996872500901295,time,2219.0,-6.855976015315774,3.6180659331356834e-05,0,39,[],0.00846086663659662,None,None,213.17794749999302,213.17794749999302,0.20743226664490066,2.50711951673503,213.38328379997984,213.17794749999302,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,5,0,5,0,,,,,,,,2.2996872500901295,time,,,,1,39,[],0.008640666666906327,None,None,215.71329669997795,215.71329669997795,0.20470646666944958,2.504393716759579,215.92290380000486,215.71329669997795,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,6,0,6,0,,,,,,,,2.2996872500901295,time,3325.0,-6.506530890636364,3.4084395605782726e-05,0,40,[],0.006330666656140238,0.1957308666605968,None,218.25074499999755,218.25074499999755,0.1957308666605968,2.4954181167507263,218.45563209999818,218.25074499999755,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,7,0,7,0,,,,,,,,2.2996872500901295,time,4702.0,-11.989875807650916,3.325640695465088e-05,0,41,[],0.008222966658649966,0.20312886667670682,None,220.78670460000285,220.78670460000285,0.20312886667670682,2.5028161167668364,220.99536889998126,220.78670460000285,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,8,0,8,0,,,,,,,,2.2996872500901295,time,741.0,-1.3407980023305153,3.5504467290460196e-05,0,42,[],0.004569466662360355,0.19329516668221913,None,223.3234784999804,223.3234784999804,0.19329516668221913,2.4929824167723487,223.52608670000336,223.3234784999804,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
6,0,6,0,9,0,9,0,,,,,,,,2.2996872500901295,time,933.0,-2.985545787101123,2.9888322210706977e-05,0,43,[],0.009239266655640677,None,None,225.85630869999295,225.85630869999295,0.21190116665093228,2.511588416741062,226.06248049999704,225.85630869999295,,,,ofgjwt,001,fr,0,2022-04-27_17h26.18.186,Continuous,2022.1.1,None,
