sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,,Audiogram_both,Audiogram_none,Audiogram_time,Audiogram_frequency,participant,session,language (english or french),date,expName,psychopyVersion,frameRate,
4,0,4,0,8,0,8,0,,,,,,,,2.311628540342336,time,977.1599684342464,1.991883609352234,5.4590466928143933e-05,0,41,[],0.021978229749947786,None,None,176.83782549994066,176.83782549994066,0.22964152973145247,2.5412700700737885,177.0528204999864,176.83782549994066,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
4,0,4,0,9,0,9,0,,,,,,,,2.311628540342336,time,2070.529847682756,-0.8922453050300274,6.891921256790414e-05,0,42,[],0.021872029872611165,None,None,179.3595169999171,179.3595169999171,0.22401192970573902,2.535640470048075,179.57146680005826,179.3595169999171,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,0,0,0,0,,,,,,183.20999530004337,None,2.3520100579496033,frequency,775.5723809168676,1.6531371964569237,4.7755184034233185e-05,0,36,[],0.024301330326125026,None,None,184.46497139986604,None,0.21806713030673563,2.570077188256339,184.6757793999277,None,,0.3333333333333333,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,1,0,1,0,,,,,,,,1.020796105466015,frequency,977.1599684342464,1.0,4.869928988070321e-05,0,37,[],0.0213559300173074,None,None,187.01881959987804,187.01881959987804,0.2295427299104631,1.2503388353764782,187.23056040005758,187.01881959987804,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,2,0,2,0,,,,,,,,1.5211308789359004,frequency,1231.1444133449168,1.6044784050964112,6.46196152561966e-05,0,38,[],0.016938930144533515,None,None,188.24504339997657,188.24504339997657,0.21653083013370633,1.7376617090696067,188.4654329000041,188.24504339997657,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,3,0,3,0,,,,,,,,1.6692503297936772,frequency,1551.1447618337352,3.4526675950849377,7.830888876558795e-05,0,39,[],0.021382129983976483,None,['space'],189.98846899997443,189.98846899997443,0.2284061301033944,1.8976564598970715,190.21313799987547,189.98846899997443,[-1.0009827998001128],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,4,0,4,0,,,,,,,,1.9037792441165187,frequency,1954.3199368684927,0.09284895715726882,7.353101939722387e-05,0,40,[],0.021337330108508468,None,None,191.8783694000449,191.8783694000449,0.22758663026615977,2.1313658743826784,192.09069249988534,191.8783694000449,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,5,0,5,0,,,,,,,,1.9073449864979333,frequency,2462.2888266898335,1.0,9.543828998156852e-05,0,41,[],0.02165593020617962,None,None,193.99063259991817,193.99063259991817,0.22527303011156619,2.1326180166094995,194.2049481999129,193.99063259991817,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,6,0,6,0,,,,,,,,2.2369448129656635,frequency,3102.2895236674703,-2.1087033019317034,5.0600202871124715e-05,0,42,[],0.021282129688188434,None,['space'],196.1162922999356,196.1162922999356,0.22884862986393273,2.4657934428295962,196.3320079999976,196.1162922999356,[-1.5613518001046032],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,7,0,7,0,,,,,,,,1.3292997983140422,frequency,,,,1,42,[],0.02157593029551208,None,None,198.56469470006414,198.56469470006414,0.23185593029484153,1.5611557286088837,198.78128529991955,198.56469470006414,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,8,0,8,0,,,,,,,,2.1484832863405643,frequency,4924.577653379667,0.7772878804336161,0.00016137003977179855,0,43,[],0.02280172985047102,None,None,200.1048967000097,200.1048967000097,0.22946802992373705,2.3779513162643013,200.32002640003338,200.1048967000097,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
5,0,5,0,9,0,9,0,,,,,,,,2.2735318023869278,frequency,6204.579047334941,0.79107692533873,0.00013747880073162002,0,44,[],0.015364529797807336,0.21289112977683544,['space'],202.46277009998448,202.46277009998448,0.21289112977683544,2.486422932163763,202.67907239985652,202.46277009998448,[-1.8753426999319345],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
6,0,6,0,0,0,0,0,,,,,,206.4922319999896,None,1.3461833035291266,frequency,125.0,3.0,0.001020868972334765,0,45,[],0.024326630169525743,None,None,207.25389449996874,None,0.23542623012326658,1.5816095336523932,207.46455110004172,None,,0.3333333333333333,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
6,0,6,0,1,0,1,0,,,,,,,,1.1546227750238738,frequency,157.49013123685916,3.0,0.0006122873168340903,0,46,[],0.019667929969727993,None,None,208.81479600002058,208.81479600002058,0.22330603003501892,1.3779288050588927,209.03630479983985,208.81479600002058,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
6,0,6,0,2,0,2,0,,,,,,,,1.2221602045480846,frequency,,,,1,46,[],0.021441729972139,None,None,210.18992769997567,210.18992769997567,0.23476642998866737,1.456926634536752,210.40945489984006,210.18992769997567,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
6,0,6,0,3,0,3,0,,,,,,,,1.6995161212049843,frequency,250.00000000000003,3.654560804591984,0.00025509270822554776,0,47,[],0.022432129830121994,None,None,211.6276773000136,211.6276773000136,0.2271987299900502,1.9267148511950345,211.83957890002057,211.6276773000136,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
6,0,6,0,4,0,4,0,,,,,,,,2.9761560099972693,frequency,314.9802624737183,4.391737061506599,0.00016354939005198109,0,48,[],0.020613029832020402,None,None,213.53673509997316,213.53673509997316,0.22376502980478108,3.1999210398020503,213.75746849994175,213.53673509997316,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
7,0,7,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333]",218.07298960001208,None,1.5123232161774023,none,4924.577653379667,1.0,0.0001655611795965586,0,34,[],0.02422033017501235,None,None,219.1027396998834,None,0.21838563028723001,1.7307088464646323,219.3094720998779,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
7,0,7,0,1,0,1,0,,,,,,,,2.1224941784642164,none,6204.579047334941,0.3591042322073177,0.0001308088417916102,0,35,[],0.02070863009430468,None,['space'],220.82118969992734,220.82118969992734,0.22556382999755442,2.348058008461771,221.0381395998411,220.82118969992734,[-0.9542263997718692],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
7,0,7,0,2,0,2,0,,,,,,,,1.366857421808317,none,,,,1,35,[],0.020941129652783275,None,None,223.15725239994936,223.15725239994936,0.22909612976945937,1.5959535515777763,223.38061839994043,223.15725239994936,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
7,0,7,0,3,0,3,0,,,,,,,,1.3335114063980136,none,1381.9128799677765,3.067685573649798,7.293647122308754e-05,0,36,[],0.022231030045077205,None,None,224.7411058000289,224.7411058000289,0.227449829922989,1.5609612363210026,224.9549221000634,224.7411058000289,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
7,0,7,0,4,0,4,0,,,,,,,,1.6800235648199306,none,2324.09117391568,0.7222950088621123,8.910609657388639e-05,0,37,[],0.020151730393990874,None,None,226.29214269993827,226.29214269993827,0.22490833047777414,1.9049318952977048,226.51138979988173,226.29214269993827,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
