sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,,Audiogram_both,Audiogram_none,Audiogram_time,Audiogram_frequency,participant,session,language (english or french),date,expName,psychopyVersion,frameRate,
7,0,7,0,5,0,5,0,,,,,,,,1.9758829783955063,none,1551.1447618337352,1.96833914228119,6.600770581853755e-05,0,38,[],0.02069443021900952,None,['space'],228.18561759986915,228.18561759986915,0.22728103026747704,2.2031640086629833,228.4002737000119,228.18561759986915,[-1.2943399001378566],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
7,0,7,0,6,0,6,0,,,,,,,,2.1960702390285363,none,2928.171391891252,0.4186733140163925,6.221530239048876e-05,0,39,[],0.02058712998405099,None,None,230.37101610004902,230.37101610004902,0.225051729939878,2.4211219689684143,230.58810109994374,230.37101610004902,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
8,0,8,0,0,0,0,0,,,,,"[0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334]",236.48212970001623,None,1.820551371975324,time,7908.112162823171,-3.531118465035772,0.0001190416911479874,0,43,[],0.024233229691162705,None,None,237.22050990001298,None,0.21809682971797884,2.0386482016933027,237.42769689997658,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
8,0,8,0,1,0,1,0,,,,,,,,1.820551371975324,time,1569.1681957935016,2.9045423814863174,7.564713121942326e-05,0,44,[],0.020194529788568616,None,None,239.24657820002176,239.24657820002176,0.22621432994492352,2.0467657019202474,239.46741589996964,239.24657820002176,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
8,0,8,0,2,0,2,0,,,,,,,,1.820551371975324,time,,,,1,44,[],0.01597093022428453,None,None,241.28521370003,241.28521370003,0.21647883020341396,2.037030202178738,241.50383149995469,241.28521370003,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
8,0,8,0,3,0,3,0,,,,,,,,1.820551371975324,time,2795.9398683580393,-2.117937079809921,5.289784082497643e-05,0,45,[],0.02155252988450229,None,None,243.32356759998947,243.32356759998947,0.22981992992572486,2.0503713019010488,243.53864709986374,243.32356759998947,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
8,0,8,0,4,0,4,0,,,,,,,,1.820551371975324,time,1761.3317471922971,1.723265133607646,7.808755489652337e-05,0,46,[],0.02058263006620109,None,['space'],245.36297510005534,245.36297510005534,0.22580522997304797,2.046356601948372,245.57517309999093,245.36297510005534,[-1.5119468998163939],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
8,0,8,0,5,0,5,0,,,,,,,,1.820551371975324,time,4189.176491282507,0.9971123989604447,0.00010875099179846096,0,47,[],0.020002430072054267,None,None,247.39830260002054,247.39830260002054,0.22981573012657464,2.0503671021018985,247.61610920005478,247.39830260002054,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
8,0,8,0,6,0,6,0,,,,,,,,1.820551371975324,time,5278.031643091578,1.0,0.00015988007960939475,0,48,[],0.020321129821240902,None,['space'],249.43265259987675,249.43265259987675,0.22859143000096083,2.0491428019762847,249.64566879998893,249.43265259987675,[-1.581702800001949],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
8,0,8,0,7,0,7,0,,,,,,,,1.820551371975324,time,2219.1389441356905,-0.9938635238722315,7.105569498042644e-05,0,49,[],0.01364672975614667,None,['space'],251.46718170004897,251.46718170004897,0.2149543296545744,2.0355057016298983,251.68687350000255,251.46718170004897,[-1.6162704001180828],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
9,0,9,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334]",257.4207049999386,None,2.7664809958589176,time,,,,1,49,[],0.02423752984032035,None,None,258.1573886999395,None,0.23186812992207706,2.9983491257809947,258.37972289999016,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
9,0,9,0,1,0,1,0,,,,,,,,2.7664809958589176,time,455.8612442791085,10.301429991516864,0.00024128996053151254,0,50,[],0.012384230038151145,None,None,261.1472521000542,261.1472521000542,0.21428223024122417,2.9807632261001418,261.3599254998844,261.1472521000542,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
9,0,9,0,2,0,2,0,,,,,,,,2.7664809958589176,time,203.0630990890589,15.0,0.0014589441197552092,0,51,[],0.014528330182656646,None,None,264.12968520005234,264.12968520005234,0.21657803026027977,2.9830590261191974,264.3555367998779,264.12968520005234,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
9,0,9,0,3,0,3,0,,,,,,,,2.7664809958589176,time,511.6869459983876,11.93625481692103,0.0002751416288415061,0,52,[],0.020137830171734095,None,None,267.11984970001504,267.11984970001504,0.22931563016027212,2.9957966260191897,267.33436039998196,267.11984970001504,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
9,0,9,0,4,0,4,0,,,,,,,,2.7664809958589176,time,304.2508784176478,14.185954045600957,0.0005632813046391193,0,53,[],0.01684262976050377,None,None,270.09716170001775,270.09716170001775,0.21621522982604802,2.9826962256849656,270.3169781998731,270.09716170001775,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
10,0,10,0,0,0,0,0,,,,,"[0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333]",275.27010419988073,None,2.6319592848663422,time,802.9228818633767,3.3763199124976446,5.671857461832653e-05,0,54,[],0.02416063006967306,None,None,275.92567300004885,None,0.2215553300920874,2.8535146149584296,276.13321949983947,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
10,0,10,0,1,0,1,0,,,,,,,,2.6319592848663422,time,283.8761072677194,8.359028201563827,0.00034449880681611895,0,55,[],0.019580730237066746,None,None,278.76504640001804,278.76504640001804,0.2254714302252978,2.85743071509164,278.97778119985014,278.76504640001804,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
10,0,10,0,2,0,2,0,,,,,,,,2.6319592848663422,time,189.4645708137998,20.0,0.0030381201891724586,0,56,[],0.012900830013677478,None,None,281.6161072999239,281.6161072999239,0.2124823301564902,2.8444416150228324,281.840279399883,281.6161072999239,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
10,0,10,0,3,0,3,0,,,,,,,,2.6319592848663422,time,,,,1,56,[],0.020116729894652963,None,None,284.4768262999132,284.4768262999132,0.22758932993747294,2.859548614803815,284.69807469984517,284.4768262999132,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
10,0,10,0,4,0,4,0,,,,,,,,2.6319592848663422,time,126.45243003774034,11.31004317314281,0.0026099460249506246,0,57,[],0.02117802994325757,None,None,287.3220897000283,287.3220897000283,0.23004332999698818,2.8620026148633304,287.54223460005596,287.3220897000283,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
10,0,10,0,5,0,5,0,,,,,,,,2.6319592848663422,time,425.333580475428,15.543498160191497,0.00045054544077168803,0,58,[],0.013776130275800824,None,None,290.1743673000019,290.1743673000019,0.21265383018180728,2.8446131150481495,290.3896073999349,290.1743673000019,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
11,0,11,0,0,0,0,0,,,,,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334]",294.57200909988023,None,1.2136601336060389,none,361.8173093600946,12.19766998897423,0.00035215479210138695,0,40,[],0.024067030288279057,None,None,295.78314660000615,None,0.24669743026606739,1.4603575638721062,296.0065407999791,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
11,0,11,0,1,0,1,0,,,,,,,,1.7011878598178283,none,,,,1,40,[],0.015401030192151666,None,None,297.2104934998788,297.2104934998788,0.21482743020169437,1.9160152900195226,297.4293495998718,297.2104934998788,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
11,0,11,0,2,0,2,0,,,,,,,,2.9002907085902376,none,542.1134351507094,14.015257260415954,0.0003257167875171644,0,41,[],0.018002530094236135,None,None,299.1289075000677,299.1289075000677,0.221140329958871,3.1214310385491086,299.34786650002934,299.1289075000677,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
11,0,11,0,3,0,3,0,,,,,,,,1.3921853743244115,none,180.90865468004728,13.68137445569482,0.0016183700887551487,0,42,[],0.015255529899150133,None,['space'],302.2489207999315,302.2489207999315,0.2151317298412323,1.6073171041656438,302.4684551998507,302.2489207999315,[-2.55728970002383],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
11,0,11,0,4,0,4,0,,,,,,,,1.7183659225557366,none,203.0630990890589,15.0,0.0014589441197552092,0,43,[],0.018926030257716775,None,['space'],303.86479819985107,303.86479819985107,0.2246829301584512,1.9430488527141878,304.08173589990474,303.86479819985107,[-0.9101323001086712],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
11,0,11,0,5,0,5,0,,,,,,,,1.3424523652575848,none,287.1745887492588,6.383277456706763,0.00026712327944640647,0,44,[],0.01959392987191677,None,['space'],305.8000994999893,305.8000994999893,0.22615692974068224,1.568609294998267,306.01168289990164,305.8000994999893,[-1.2123627997934818],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
12,0,12,0,0,0,0,0,,,,,,308.6830565999262,None,2.9467332597338047,both,1447.2692374403769,2.697912063400419,6.76829846377209e-05,0,36,[],0.024303530110046268,None,None,309.5295356998686,None,0.25114593002945185,3.1978791897632566,309.75692019984126,None,,0.3333333333333333,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
12,0,12,0,1,0,1,0,,,,,,,,2.9467332597338047,both,,,,1,36,[],0.01500282995402813,None,None,312.6952066998929,312.6952066998929,0.21431422978639603,3.1610474895202008,312.9151441999711,312.6952066998929,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
12,0,12,0,2,0,2,0,,,,,,,,2.9467332597338047,both,2297.3967099940683,-0.3260845796736416,7.84048425800229e-05,0,37,[],0.016389929922297597,None,None,315.8640232998878,315.8640232998878,0.21513803000561893,3.1618712897394237,316.0829580000136,315.8640232998878,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
12,0,12,0,3,0,3,0,,,,,,,,2.9467332597338047,both,2894.538474880754,-1.043419747701935,5.4430079339909356e-05,0,38,[],0.015234430087730289,None,None,319.0327560999431,319.0327560999431,0.21229373011738062,3.1590269898511854,319.25175870000385,319.0327560999431,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
12,0,12,0,4,0,4,0,,,,,,,,2.9467332597338047,both,3646.889954232865,-0.5746935234918986,7.276444038098241e-05,0,39,[],0.01913742977194488,None,None,322.19943329994567,322.19943329994567,0.22582542966119945,3.172558689395004,322.4167192999739,322.19943329994567,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
12,0,12,0,5,0,5,0,,,,,,,,2.9467332597338047,both,4594.793419988137,1.0,0.0001401013622855946,0,40,[],0.01933363010175526,None,['space'],325.36364199989475,325.36364199989475,0.22398563008755445,3.170718889821359,325.57694009994157,325.36364199989475,[-2.072183500044048],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
12,0,12,0,6,0,6,0,,,,,,,,2.9467332597338047,both,5789.076949761509,-1.588137751124067,0.00010298631120704393,0,41,[],0.018805129919201136,None,['space'],328.5244428999722,328.5244428999722,0.22539292997680604,3.1721261897106108,328.74069939996116,328.5244428999722,[-2.6741613999474794],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
12,0,12,0,7,0,7,0,,,,,,,,2.9467332597338047,both,7293.779908465731,-0.4770776659101936,0.00015157366117201195,0,42,[],0.01485562976449728,None,['space'],331.682235899847,331.682235899847,0.21546532958745956,3.1621985893212643,331.89397479989566,331.682235899847,[-2.342612399952486],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,0,0,0,0,,,,,"[0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333]",337.43611849984154,None,2.6807483608055804,none,,,,1,44,[],0.0242256298661232,0.22186842979863286,None,338.22439430002123,None,0.22186842979863286,2.9026167906042133,338.4285663999617,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,1,0,1,0,,,,,,,,2.9532846651896305,none,466.5164957684038,14.0,0.00036664650895603605,0,45,[],0.016240130178630352,None,None,341.10796299995854,341.10796299995854,0.21443493012338877,3.1677195953130193,341.3270256998949,341.10796299995854,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,2,0,2,0,,,,,,,,1.6750697010424815,none,293.8869765709022,9.422261807082641,0.0003579785877660638,0,46,[],0.018902330193668604,None,None,344.28476849989966,344.28476849989966,0.2272889302112162,1.9023586312536978,344.49815270002,344.28476849989966,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,3,0,3,0,,,,,,,,2.1431312613697475,none,784.5840978967509,5.401833469774564,7.276527868963074e-05,0,47,[],0.018704730086028576,None,None,346.174509299919,346.174509299919,0.22695143008604646,2.370082691455794,346.39275099989027,346.174509299919,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,4,0,4,0,,,,,,,,1.9022680208972114,none,155.68120279485288,6.483724472978706,0.0009483841820398647,0,48,[],0.01549162995070219,None,None,348.53026410005987,348.53026410005987,0.21410322980955243,2.116371250706764,348.75091569987126,348.53026410005987,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,5,0,5,0,,,,,,,,2.024334433535176,none,523.6470614103134,13.869507707053842,0.000334519567505732,0,49,[],0.01815733010880649,None,['space'],350.64784049987793,350.64784049987793,0.22429923014715314,2.248633663682329,350.8684183000587,350.64784049987793,[-1.117743499809876],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,6,0,6,0,,,,,,,,1.892361173759122,none,880.6658735961487,6.896162848604277,8.994634094833799e-05,0,50,[],0.01799493026919663,None,None,352.89363229996525,352.89363229996525,0.22934333025477827,2.1217045040139,353.1088067998644,352.89363229996525,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,7,0,7,0,,,,,,,,2.9444278862000166,none,415.61894807139396,13.233051736029626,0.00034759323596059453,0,51,[],0.009554629912599921,None,['space'],355.0117522999644,355.0117522999644,0.20006842981092632,3.144496316010943,355.2215580998454,355.0117522999644,[-1.1926948998589069],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,8,0,8,0,,,,,,,,2.3522125575659016,none,1109.5694720678453,8.34924444298611,0.00012717884854015964,0,52,[],0.018431330332532525,None,None,358.1735127000138,358.1735127000138,0.23443963029421866,2.5866521878601203,358.3893356998451,358.1735127000138,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
13,0,13,0,9,0,9,0,,,,,,,,2.1965902692546697,none,233.2582478842019,11.330396871665387,0.0007381827937383334,0,53,[],0.018052629893645644,None,['space'],360.7444928998593,360.7444928998593,0.23195622977800667,2.4285464990326764,360.9594639998395,360.7444928998593,[-2.061603199923411],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
14,0,14,0,0,0,0,0,,,,,"[0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334]",366.0208111999091,None,1.7719468994351713,none,5339.359416680138,-3.7335865118202998,9.12361520892185e-05,0,54,[],0.024411330232396722,None,None,366.990619600052,None,0.21717503014951944,1.9891219295846907,367.1928683000151,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
14,0,14,0,1,0,1,0,,,,,,,,2.993674873349639,none,,,,1,54,[],0.01633093017153442,None,None,368.96790280006826,368.96790280006826,0.21623753011226654,3.2099124034619058,369.1882515999023,368.96790280006826,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
14,0,14,0,2,0,2,0,,,,,,,,1.0798739150635441,none,8000.0,-4.0,0.00011454338263838867,0,55,[],0.019730030093342066,None,None,372.1792116998695,372.1792116998695,0.22748873010277748,1.3073626451663216,372.3942284998484,372.1792116998695,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
14,0,14,0,3,0,3,0,,,,,,,,2.3422746831039927,none,1681.7928305074288,0.71301576624429,6.561484763026639e-05,0,56,[],0.016033330000936985,None,['space'],373.47220079996623,373.47220079996623,0.21793383010663092,2.5602085132106236,373.69365369994193,373.47220079996623,[-0.6767452999483794],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
14,0,14,0,4,0,4,0,,,,,,,,2.073754032469738,none,2519.842099789746,-2.836403320162296,6.107595448465003e-05,0,57,[],0.018369929865002632,None,None,376.03929209988564,376.03929209988564,0.22569622984156013,2.2994502623112982,376.2561315000057,376.03929209988564,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
14,0,14,0,5,0,5,0,,,,,,,,1.2350791792879134,none,3563.594872561357,-3.3555885314733813,5.1835633755675584e-05,0,58,[],0.015782030299305916,0.21559433010406792,['space'],378.327231900068,378.327231900068,0.21559433010406792,1.4506735093919814,378.54774369997904,378.327231900068,[-1.2121623998973519],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
15,0,15,0,0,0,0,0,,,,,"[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666]",384.1600392998662,None,2.5594614416102246,none,157.49013123685918,3.917547487956234,0.0006805070640339866,0,59,[],0.024502830114215612,None,None,384.91077909991145,None,0.2522350300569087,2.8116964716671333,385.13927609985694,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
15,0,15,0,1,0,1,0,,,,,,,,2.8035441491753934,none,235.96857817042343,7.38369523318797,0.00045620401774624174,0,60,[],0.014010729966685176,None,None,387.69241590006277,387.69241590006277,0.2109019299969077,3.014446079172301,387.9089776999317,387.69241590006277,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
15,0,15,0,2,0,2,0,,,,,,,,1.6998101169934248,none,140.30775603867164,1.0965800802246788,0.0006653511665888285,0,61,[],0.018097029766067863,None,['space'],390.7169510999229,390.7169510999229,0.22845882992260158,1.9282689469160263,390.93323970003985,390.7169510999229,[-2.2418408000376076],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
15,0,15,0,3,0,3,0,,,,,,,,1.8990353213818894,none,125.0,8.0,0.0018153902738505074,0,62,[],0.014373630052432418,None,None,392.63015499990433,392.63015499990433,0.21348583023063838,2.112521151612528,392.8480286998674,392.63015499990433,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
15,0,15,0,4,0,4,0,,,,,,,,2.5643578573261405,none,,,,1,62,[],0.011389329796656966,None,['space'],394.7544688999187,394.7544688999187,0.21104592992924154,2.775403787255382,394.96769870002754,394.7544688999187,[-1.7194189000874758],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
16,0,16,0,0,0,0,0,,,,,,399.12692640000023,None,1.9194302851400566,both,125.0,4.0,0.0011454338263838868,0,43,[],0.024389130296185613,None,None,399.84948659990914,None,0.2520237301941961,2.1714540153342528,400.0779860999901,None,,0.5833333333333334,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
16,0,16,0,1,0,1,0,,,,,,,,1.9194302851400566,both,187.2883846095852,5.017725103582963,0.000555489045426786,0,44,[],0.01358123030513525,None,None,401.99125589989126,401.99125589989126,0.21156073012389243,2.130991015263949,402.20718299993314,401.99125589989126,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
16,0,16,0,2,0,2,0,,,,,,,,1.9194302851400566,both,280.6155120773433,4.9484105931872,0.00023873158503798627,0,45,[],0.017934530042111874,None,None,404.13708799984306,404.13708799984306,0.2262148300651461,2.1456451152052027,404.35832079988904,404.13708799984306,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
16,0,16,0,3,0,3,0,,,,,,,,1.9194302851400566,both,420.4482076268573,4.706241493392323,0.00012981171177057612,0,46,[],0.017354329815134406,None,None,406.2737703998573,406.2737703998573,0.2222313298843801,2.1416616150244367,406.4943529998418,406.2737703998573,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
16,0,16,0,4,0,4,0,,,,,,,,1.9194302851400566,both,,,,1,46,[],0.013082929886877537,None,None,408.41535370005295,408.41535370005295,0.21261342987418175,2.1320437150142384,408.63596630003303,408.41535370005295,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
17,0,17,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666]",413.19834879995324,None,1.0628132031796114,time,176.7766952966369,25.0,0.006224350964454479,0,59,[],0.024518029997125268,None,None,415.7766841999255,None,0.24163362989202142,1.3044468330716328,415.9911511999089,None,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
17,0,17,0,1,0,1,0,,,,,,,,1.0628132031796114,time,,,,1,59,[],0.01683133002370596,None,None,417.05088820005767,417.05088820005767,0.2193513298407197,1.282164533020331,417.26787339989096,417.05088820005767,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
17,0,17,0,2,0,2,0,,,,,,,,1.0628132031796114,time,471.9371563408468,21.659199875026957,0.0008821859214328796,0,60,[],0.015497630229219794,None,None,418.33676790003665,418.33676790003665,0.22081263014115393,1.2836258333207653,418.55630049994215,418.33676790003665,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
17,0,17,0,3,0,3,0,,,,,,,,1.0628132031796114,time,140.3077560386716,3.701863590789671,0.0008980801516524366,0,61,[],0.013824029825627804,None,['space'],419.62334379996173,419.62334379996173,0.2143582298886031,1.2771714330682145,419.8365633999929,419.62334379996173,[-0.860865900060162],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
17,0,17,0,4,0,4,0,,,,,,,,1.0628132031796114,time,280.6155120773433,20.179506925510537,0.001378683881320672,0,62,[],0.01586512988433242,None,['space'],420.9058481999673,420.9058481999673,0.21707172971218824,1.2798849328917996,421.12571449996904,420.9058481999673,[-0.7024652000982314],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
17,0,17,0,5,0,5,0,,,,,,,,1.0628132031796114,time,222.72467953508485,12.404546104714473,0.0009214310507040871,0,63,[],0.017475930275395513,None,['space'],422.1881045999471,422.1881045999471,0.2256426301319152,1.2884558333115266,422.40412079985254,422.1881045999471,[-0.8659063000231981],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
18,0,18,0,0,0,0,0,,,,,,425.0675182000268,None,1.6050962948908616,both,150.37812951026473,0.5160694935226384,0.000527193758049601,0,47,[],0.024099430302157998,None,None,425.71931719989516,None,0.23587963031604886,1.8409759252069104,425.9316626000218,None,,0.5833333333333334,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
18,0,18,0,1,0,1,0,,,,,,,,1.6050962948908616,both,225.3126156527078,5.441996264583715,0.000403879547425364,0,48,[],0.013228630181401968,None,None,427.5347420000471,427.5347420000471,0.21342133008874953,1.8185176249796111,427.7557426998392,427.5347420000471,,,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
18,0,18,0,2,0,2,0,,,,,,,,1.6050962948908616,both,337.5874865420478,4.145152344077153,0.00014948766293632873,0,49,[],0.013346929801627994,None,['space'],429.3660591999069,429.3660591999069,0.2131108297035098,1.8182071245943714,429.58690449991263,429.3660591999069,[-1.2909224000759423],,,,,,tyrfqt,001,fr,2022-04-22_12h00.04.507,Continuous,2022.1.1,35.3073184109352,
