sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,break_txt.started,break_txt.stopped,Intervals,feedback.rt,Audiogram_both,Audiogram_frequency,Audiogram_none,Audiogram_time,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,0,0,0,0,,,,,,112.80463359999999,None,2.076202115644076,time,568.0,-2.162688129154638,4.7427588889248677e-05,0,26,[],0.020315630000141027,None,None,113.810518,None,0.23194773000000168,2.3081498456440777,114.03563919999988,None,107.0742092999999,None,"[0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334]",,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,1,0,1,0,,,,,,,,2.076202115644076,time,301.0,2.4620075742836693,0.00015063151218349302,0,27,[],0.02144812999995338,None,None,116.10214130000008,116.10214130000008,0.23802073000001656,2.3142228456440925,116.32799419999992,116.10214130000008,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,2,0,2,0,,,,,,,,2.076202115644076,time,1136.0,-0.5048849126175323,4.693206647455269e-05,0,28,[],0.024235830000179703,None,None,118.39682700000003,118.39682700000003,0.24577023000006193,2.321972345644138,118.62153190000004,118.39682700000003,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,3,0,3,0,,,,,,,,2.076202115644076,time,1702.0,-2.785396891689392,4.4523398715346255e-05,0,29,[],0.024080129999902056,None,None,120.68983849999995,120.68983849999995,0.24277192999988984,2.318974045643966,120.9132087999999,120.68983849999995,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,4,0,4,0,,,,,,,,2.076202115644076,time,716.0,-1.5855032691012063,3.6344704132917e-05,0,30,[],0.015589030000001003,None,None,122.98234009999987,122.98234009999987,0.22388552999996136,2.3000876456440373,123.2040058,122.98234009999987,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,5,0,5,0,,,,,,,,2.076202115644076,time,902.0,-6.123458616806106,2.0390648982889035e-05,0,31,[],0.024033629999848927,None,None,125.27270870000007,125.27270870000007,0.24439293000000362,2.3205950456440796,125.49710090000008,125.27270870000007,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,6,0,6,0,,,,,,,,2.076202115644076,time,134.0,-0.5139382901157761,0.0006056756547572568,0,32,[],0.023470429999861153,None,None,127.56406820000007,127.56406820000007,0.22053922999998576,2.2967413456440617,127.77283859999989,127.56406820000007,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,7,0,7,0,,,,,,,,2.076202115644076,time,379.0,-8.0,3.264724102951903e-05,0,33,[],0.02146352999989176,None,None,129.84998010000004,129.84998010000004,0.2355034299998806,2.3117055456439566,130.07503739999993,129.84998010000004,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,8,0,8,0,,,,,,,,2.076202115644076,time,804.0,-1.6331974790562596,3.1885635241311305e-05,0,34,[],0.022889630000008765,None,None,132.14645229999996,132.14645229999996,0.24224733000005472,2.3184494456441307,132.37065529999995,132.14645229999996,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,9,0,9,0,,,,,,,,2.076202115644076,time,,,,1,34,[],0.024151229999915813,None,None,134.4380670999999,134.4380670999999,0.2460653299999649,2.322267445644041,134.66480810000007,134.4380670999999,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
1,0,1,0,10,0,10,0,,,,,,,,2.076202115644076,time,201.0,-2.288431794085212,0.00020245619146490957,0,35,[],0.025241129999812983,None,None,136.73201719999997,136.73201719999997,0.24307762999978877,2.3192797456438647,136.95566940000003,136.73201719999997,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,0,0,0,0,,,,,0.3333333333333333,141.54324100000008,None,1.2934963316098471,both,1516.0,-1.9699089878068055,3.957862887416298e-05,0,26,[],0.025659529999984443,None,None,142.57442859999992,None,0.21538203000000067,1.5088783616098478,142.77221110000005,None,139.02583600000003,None,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,1,0,1,0,,,,,,,,1.2934963316098471,both,1203.0,-5.921837910448243,2.6572098973396016e-05,0,27,[],0.01241832999971848,0.19628172999978233,None,144.07463119999989,144.07463119999989,0.19628172999978233,1.4897780616096294,144.27257480000003,144.07463119999989,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,2,0,2,0,,,,,,,,1.2934963316098471,both,,,,1,27,[],0.018302930000118067,None,None,145.56886639999993,145.56886639999993,0.2326204300002246,1.5261167616100717,145.79492989999994,145.56886639999993,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,3,0,3,0,,,,,,,,1.2934963316098471,both,758.0,-1.3385338542297935,3.452540355900306e-05,0,28,[],0.024667029999818624,None,None,147.08051810000006,147.08051810000006,0.24370092999970439,1.5371972616095515,147.30426680000005,147.08051810000006,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,4,0,4,0,,,,,,,,1.2934963316098471,both,602.0,-7.764072443961553,2.2716679694679406e-05,0,29,[],0.0199994299998707,None,None,148.5886355,148.5886355,0.2362779299999147,1.5297742616097618,148.81396870000003,148.5886355,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,5,0,5,0,,,,,,,,1.2934963316098471,both,478.0,-3.814458557905829,4.6776440654585745e-05,0,30,[],0.023511029999781385,None,None,150.10108769999988,150.10108769999988,0.24649372999988373,1.5399900616097308,150.324157,150.10108769999988,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,6,0,6,0,,,,,,,,1.2934963316098471,both,379.0,-8.0,3.264724102951903e-05,0,31,[],0.0236161299997093,None,None,151.61400920000005,151.61400920000005,0.24167452999972738,1.5351708616095745,151.83664479999993,151.61400920000005,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,7,0,7,0,,,,,,,,1.2934963316098471,both,301.0,1.7662944822512288,0.00013903693371110503,0,32,[],0.023530529999788996,None,None,153.1237203999999,153.1237203999999,0.24788062999982685,1.541376961609674,153.35028740000007,153.1237203999999,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,8,0,8,0,,,,,,,,1.2934963316098471,both,239.0,-4.950317688388525,0.00010691129831282455,0,33,[],0.023398429999815562,None,None,154.6382845999999,154.6382845999999,0.24192722999987382,1.535423561609721,154.86144369999988,154.6382845999999,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,9,0,9,0,,,,,,,,1.2934963316098471,both,190.0,0.5863801059714985,0.0003229441689230172,0,34,[],0.021129829999836147,None,None,156.14483300000006,156.14483300000006,0.23816923000003953,1.5316655616098866,156.3716855,156.14483300000006,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
2,0,2,0,10,0,10,0,,,,,,,,1.2934963316098471,both,151.0,-1.9765753407993485,0.00039126486584750117,0,35,[],0.02304193000009036,None,None,157.6584703000001,157.6584703000001,0.21148092999987966,1.5049772616097268,157.86048860000005,157.6584703000001,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,0,0,0,0,,,,,,161.15651189999994,None,1.5863024335814002,none,637.0,-6.099559457433123,2.5046674183219265e-05,0,26,[],0.025732130000051257,None,None,162.16470189999995,None,0.2466524300000401,1.8329548635814403,162.3864705000001,None,159.15859640000008,None,"[0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334]",,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,1,0,1,0,,,,,,,,2.5501250561015025,none,253.0,-4.190142027189055,0.00010142437436085728,0,27,[],0.02282982999986416,None,None,163.9698754000001,163.9698754000001,0.2214863299998342,2.7716113861013367,164.1848705,163.9698754000001,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,2,0,2,0,,,,,,,,1.3381393430664286,none,169.0,-6.281723256655347,0.0001835693394156767,0,28,[],0.02331992999961585,None,None,166.73651790000008,166.73651790000008,0.24526052999954118,1.5833998730659697,166.9624139,166.73651790000008,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,3,0,3,0,,,,,,,,1.5527338610512487,none,151.0,-7.405657746662479,0.0002094193133612698,0,29,[],0.02120252999998229,None,None,168.29097860000002,168.29097860000002,0.23674732999984371,1.7894811910510924,168.51514120000002,168.29097860000002,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,4,0,4,0,,,,,,,,2.928282830332905,none,1702.0,-3.741907468613161,3.988070069492894e-05,0,30,[],0.022394829999711874,None,None,170.05915230000005,170.05915230000005,0.24219832999961,3.170481160332515,170.28564140000003,170.05915230000005,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,5,0,5,0,,,,,,,,2.583768169407308,none,,,,1,30,[],0.02327832999981183,None,None,173.2076634,173.2076634,0.241791929999863,2.825560099407171,173.43167790000007,173.2076634,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,6,0,6,0,,,,,,,,2.1285013208184305,none,425.0,-3.0439463247820697,5.302305211359311e-05,0,31,[],0.02403133000007074,None,None,176.00903889999995,176.00903889999995,0.24286503000007542,2.371366350818506,176.23329749999994,176.00903889999995,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,7,0,7,0,,,,,,,,2.9903379423556435,none,1136.0,-2.899770620299112,3.562258174580205e-05,0,32,[],0.021762829999715905,None,None,178.3508781999999,178.3508781999999,0.2389737299997705,3.229311672355414,178.5789428999999,178.3508781999999,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,8,0,8,0,,,,,,,,1.3956718555274958,none,1012.0,-3.227697712330815,3.072595662113029e-05,0,33,[],0.022748829999727604,None,None,181.56484320000004,181.56484320000004,0.2414249299997664,1.6370967855272622,181.7870043999999,181.56484320000004,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,9,0,9,0,,,,,,,,1.4622192542946135,none,803.0,0.08389096922677342,3.882653338927519e-05,0,34,[],0.02038272999993751,None,None,183.17333159999998,183.17333159999998,0.23353962999999567,1.6957588842946092,183.39599249999992,183.17333159999998,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
3,0,3,0,10,0,10,0,,,,,,,,2.3470277352392577,none,379.0,-8.0,3.264724102951903e-05,0,35,[],0.022812129999692843,None,None,184.85785639999995,184.85785639999995,0.24491862999957448,2.591946365238832,185.08398399999987,184.85785639999995,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,0,0,0,0,,,,,0.5833333333333334,211.71641139999997,None,2.8945748499679578,frequency,7379.0,2.960089788555945,0.0002287874416666271,0,37,[],0.024123930000087057,None,None,212.74046139999996,None,0.24493912999992062,3.1395139799678784,212.96519319999993,None,187.42432080000003,None,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,1,0,1,0,,,,,,,,1.8252952898104686,frequency,4925.0,3.0,0.00020847022442907278,0,38,[],0.0225221299997429,None,['space'],215.85562929999992,215.85562929999992,0.21195432999979857,2.037249619810267,216.06024260000004,215.85562929999992,,,,[-2.6097465000000284],,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,2,0,2,0,,,,,,,,1.3768357087271006,frequency,3287.0,-0.6117013485988254,6.65671346588593e-05,0,39,[],0.021758930000032706,None,['space'],217.8908543,217.8908543,0.24455383000008624,1.6213895387271868,218.1178387,217.8908543,,,,[-1.661974999999984],,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,3,0,3,0,,,,,,,,1.1040463615213523,frequency,2194.0,2.5930660509144863,0.00010663430674219903,0,40,[],0.0225307299999713,None,['space'],219.4872127000001,219.4872127000001,0.2403022299999975,1.3443485915213498,219.7086311999999,219.4872127000001,,,,[-1.2180829999999787],,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,4,0,4,0,,,,,,,,1.5811607390246813,frequency,1464.0,6.944436939543649,0.00010943452087292762,0,41,[],0.022266329999865775,None,None,220.8084667999999,220.8084667999999,0.24778392999996868,1.82894466902465,221.0386054999999,220.8084667999999,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,5,0,5,0,,,,,,,,1.8556665042504517,frequency,977.0,3.0,6.13023513265057e-05,0,42,[],0.022351429999844186,None,None,222.61385229999996,222.61385229999996,0.24342082999987724,2.0990873342503287,222.83860920000006,222.61385229999996,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,6,0,6,0,,,,,,,,1.5975561965619343,frequency,652.0,1.739983867452442,6.0155695782109705e-05,0,43,[],0.019124730000157797,None,None,224.6851276,224.6851276,0.2326367300001948,1.830192926562129,224.9193840999999,224.6851276,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,7,0,7,0,,,,,,,,1.056073687758163,frequency,435.0,1.7169755815291199,9.110723126194698e-05,0,44,[],0.016905029999861654,None,None,226.50401310000007,226.50401310000007,0.22909802999970452,1.2851717177578674,226.7357684000001,226.50401310000007,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,8,0,8,0,,,,,,,,2.333473299221988,frequency,,,,1,44,[],0.022460829999999987,None,None,227.78734609999992,227.78734609999992,0.24360282999987248,2.5770761292218607,228.0117502999999,227.78734609999992,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
4,0,4,0,9,0,9,0,,,,,,,,1.1727316473874023,frequency,194.0,1.0189377900028256,0.00032305285082771747,0,45,[],0.023565029999872422,None,None,230.33864760000006,230.33864760000006,0.24644782999985182,1.4191794773872541,230.56537950000006,230.33864760000006,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,0,0,0,0,,,,,0.5833333333333334,256.0701976999999,None,2.0024074377579435,both,4925.0,3.0,0.00020847022442907278,0,36,[],0.024864929999921515,None,None,257.0784957999999,None,0.24838122999994994,2.2507886677578934,257.3032954999999,None,231.73344199999997,None,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,1,0,1,0,,,,,,,,2.0024074377579435,both,3287.0,2.9320128623919515,0.00010010264984615967,0,37,[],0.02188652999984697,None,['space'],259.29970219999996,259.29970219999996,0.23880762999988292,2.2412150677578264,259.52211179999995,259.29970219999996,,,,[-1.6627779999998893],,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,2,0,2,0,,,,,,,,2.0024074377579435,both,2194.0,2.542238558677951,0.00010601213360253797,0,38,[],0.02194533000033516,None,['space'],261.52194929999996,261.52194929999996,0.24203123000029336,2.244438667758237,261.7419935999999,261.52194929999996,,,,[-1.9249792999999045],,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,3,0,3,0,,,,,,,,2.0024074377579435,both,,,,1,38,[],0.019331929999680142,None,None,263.7415558,263.7415558,0.23107842999979766,2.233485867757741,263.96408610000003,263.7415558,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,4,0,4,0,,,,,,,,2.0024074377579435,both,977.0,3.0,6.13023513265057e-05,0,39,[],0.023385330000110116,None,None,265.9610293999999,265.9610293999999,0.24337723000007827,2.2457846677580218,266.18373199999996,265.9610293999999,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,5,0,5,0,,,,,,,,2.0024074377579435,both,652.0,1.9469980708816421,6.1606631677658e-05,0,40,[],0.020658629999616096,None,None,268.1791679999999,268.1791679999999,0.23903772999960893,2.2414451677575524,268.40473569999995,268.1791679999999,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,6,0,6,0,,,,,,,,2.0024074377579435,both,435.0,2.6224944175155795,0.0001011180743461752,0,41,[],0.018688030000248546,None,None,270.4002912000001,270.4002912000001,0.23320953000029476,2.2356169677582383,270.6241072,270.4002912000001,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,7,0,7,0,,,,,,,,2.0024074377579435,both,290.0,3.155359088237042,0.000179906703580505,0,42,[],0.017298930000151813,None,None,272.6185404999999,272.6185404999999,0.23086763000014798,2.2332750677580915,272.8524872999999,272.6185404999999,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
5,0,5,0,8,0,8,0,,,,,,,,2.0024074377579435,both,194.0,1.7700242451990127,0.0003522312635024125,0,43,[],0.02176282999994328,None,None,274.8493039,274.8493039,0.23953963000008116,2.2419470677580247,275.07160780000004,274.8493039,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
6,0,6,0,0,0,0,0,,,,,,281.6381957000001,None,2.7640343809532326,none,189.0,5.0,0.0005432714291414459,0,36,[],0.02570192999974097,None,None,282.65030720000004,None,0.24555662999978267,3.0095910109530153,282.8716013999999,None,277.0703000000001,None,"[0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333]",,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
6,0,6,0,1,0,1,0,,,,,,,,1.0404839293398533,none,267.0,4.656736955229528,0.0002555047170572419,0,37,[],0.021453830000154994,None,['space'],285.63162310000007,285.63162310000007,0.2422590300000138,1.2827429593398672,285.8569316999999,285.63162310000007,,,,[-2.210627299999942],,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
6,0,6,0,2,0,2,0,,,,,,,,1.42586203722902,none,,,,1,37,[],0.021732829999791647,None,['space'],286.8918535999999,286.8918535999999,0.23929922999991504,1.665161267228935,287.11340670000004,286.8918535999999,,,,[-0.7023270000001958],,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
6,0,6,0,3,0,3,0,,,,,,,,1.526654380046152,none,126.0,4.573926289378307,0.0012086018186165319,0,38,[],0.022919129999991128,None,None,288.53415900000005,288.53415900000005,0.24301973000001453,1.7696741100461666,288.75875569999994,288.53415900000005,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
6,0,6,0,4,0,4,0,,,,,,,,1.1447542477527992,none,238.0,3.5925945835820365,0.00028883324533215564,0,39,[],0.021245829999998023,None,None,290.27979260000006,290.27979260000006,0.2385214299999916,1.3832756777527908,290.5036917,290.27979260000006,,,,,,,,,,,cwzopc,001,english,0,2022-07-20_10h39.46.286,Continuous,2022.1.1,34.12413746977165,
