sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,0,0,0,0,,,,,"[0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333]",91.52193759998772,None,2.005513058583646,time,893.0,2.0,5.163017546782835e-05,0,37,[],0.020068129990249872,None,None,92.54610219993629,None,0.24487752991262823,2.2503905884962743,92.7777489,None,,89.09320649993606,None,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
1,0,1,0,1,0,1,0,,,,,,,,2.005513058583646,time,158.0,1.8604645715605115,0.0005313816707997017,0,38,[],0.0213207300985232,None,['space'],94.77713409997523,94.77713409997523,0.2453980300342664,2.2509110886179124,95.00313560001086,94.77713409997523,[-0.6066659999778494],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
1,0,1,0,2,0,2,0,,,,,,,,2.005513058583646,time,709.0,1.522500582502479,5.2712058184324945e-05,0,39,[],0.021997930016368628,None,['space'],97.00434809993021,97.00434809993021,0.24526582995895296,2.250778888542599,97.2341992999427,97.00434809993021,[-1.7855574999703094],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
1,0,1,0,3,0,3,0,,,,,,,,2.005513058583646,time,177.0,2.0,0.0004396264554036418,0,40,[],0.012716430006548762,0.20064282999373972,['space'],99.23765489994548,99.23765489994548,0.20064282999373972,2.2061558885773858,99.44720890000463,99.23765489994548,[-1.866521899937652],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
1,0,1,0,4,0,4,0,,,,,,,,2.005513058583646,time,,,,1,40,[],0.021815629908815026,0.21515102998819202,['space'],101.4487607999472,101.4487607999472,0.21515102998819202,2.220664088571838,101.65622999996413,101.4487607999472,[-1.8057470000348985],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
1,0,1,0,5,0,5,0,,,,,,,,2.005513058583646,time,563.0,0.05434198574965199,6.200337855431677e-05,0,41,[],0.02353113004937768,None,None,103.65542760002427,103.65542760002427,0.21698522998485714,2.222498288568503,103.86544939992018,103.65542760002427,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
1,0,1,0,6,0,6,0,,,,,,,,2.005513058583646,time,376.0,2.7582750608674544,0.00011372746191832964,0,42,[],0.012926730094477534,None,['space'],105.8778020000318,105.8778020000318,0.230900930124335,2.236413988707981,106.10910759994294,105.8778020000318,[-1.2196516999974847],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
1,0,1,0,7,0,7,0,,,,,,,,2.005513058583646,time,199.0,1.9375133378971827,0.00033632865005663265,0,43,[],0.020430029835551977,0.21340212982613593,['space'],108.10725649993401,108.10725649993401,0.21340212982613593,2.218915188409782,108.31401089997962,108.10725649993401,[-1.8403469999320805],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
1,0,1,0,8,0,8,0,,,,,,,,2.005513058583646,time,141.0,1.7426820473375044,0.0007091985431239338,0,44,[],0.021941830054856837,None,['space'],110.31743709999137,110.31743709999137,0.2159494300140068,2.221462488597653,110.52798339992296,110.31743709999137,[-1.7945078000193462],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,0,0,0,0,,,,,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666]",116.46462059998885,None,2.011770568732481,none,8000.0,4.0,0.0002877199686685786,0,55,[],0.023715729941613972,None,None,117.48090720002074,None,0.2383795299101621,2.250150098642643,117.69932599994354,None,,112.53795769996941,None,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,1,0,1,0,,,,,,,,1.9185000015781817,none,1335.0,6.141106276617344,0.00010626198508237051,0,56,[],0.016340230009518564,None,None,119.70222420000937,119.70222420000937,0.22862722992431372,2.1471272315024956,119.93043169996236,119.70222420000937,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,2,0,2,0,,,,,,,,1.3350618488573052,none,5657.0,1.6034376878822356,0.00015457415994065576,0,57,[],0.02212783007416874,None,['space'],121.84447040001396,121.84447040001396,0.22762243007309735,1.5626842789304025,122.05714519997127,121.84447040001396,[-1.7935902000172064],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,3,0,3,0,,,,,,,,1.7775432633118613,none,2119.0,3.282141858021644,0.00011301257414576535,0,58,[],0.021976030082441866,None,['space'],123.39303069992457,123.39303069992457,0.22729183011688292,2.004835093428744,123.6158102999907,123.39303069992457,[-1.1739426999120042],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,4,0,4,0,,,,,,,,2.653757632884426,none,3175.0,3.065338798623095,9.885294798136187e-05,0,59,[],0.02191313006915152,None,['space'],125.38290919992141,125.38290919992141,0.23027783003635705,2.884035462920783,125.6009443999501,125.38290919992141,[-1.2916051999200135],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,5,0,5,0,,,,,,,,2.713468454614972,none,5040.0,0.7971269497431637,0.0001658105016416014,0,60,[],0.021609629970043898,None,['space'],128.2522199000232,128.2522199000232,0.2274392299586907,2.940907684573663,128.46422189997975,128.2522199000232,[-2.529486000072211],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,6,0,6,0,,,,,,,,1.3938930318124123,none,1682.0,4.386693949045954,0.00010017359053553782,0,61,[],0.01009453006554395,None,['space'],131.1855719999876,131.1855719999876,0.2126151300035417,1.606508161815954,131.40327220002655,131.1855719999876,[-2.5351637999992818],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,7,0,7,0,,,,,,,,1.2857178486569192,none,6350.0,3.29734725912133,0.00019225207750114741,0,62,[],0.018653729930520058,None,['space'],132.79873609996866,132.79873609996866,0.22659022989682853,1.5123080785537477,133.0177357000066,132.79873609996866,[-1.1326929000206292],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,8,0,8,0,,,,,,,,2.8379374166826725,none,4000.0,-0.026699366594255647,8.368257511251103e-05,0,63,[],0.01870332984253764,None,['space'],134.29990679991897,134.29990679991897,0.22227092983666807,3.0602083465193406,134.51892770000268,134.29990679991897,[-1.0810063999379054],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
2,0,2,0,9,0,9,0,,,,,,,,2.446546417726921,none,,,,1,63,[],0.020007129991427064,None,['space'],137.3518780999584,137.3518780999584,0.22272882994730026,2.6692752476742214,137.57336229993962,137.3518780999584,[-2.6453631999902427],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]",142.14783469995018,None,1.3164604254108718,time,2071.0,1.7170985965318901,9.308222601897682e-05,0,45,[],0.02387312997598201,None,None,143.16102150001097,None,0.2518565299687907,1.5683169553796625,143.39387699996587,None,,140.02063659997657,None,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,1,0,1,0,,,,,,,,1.3164604254108718,time,822.0,0.5366265805209213,4.147839408644989e-05,0,46,[],0.021228529862128198,None,['space'],144.70293519995175,144.70293519995175,0.22214682993944734,1.5386072553503192,144.91395970003214,144.70293519995175,[-0.9717768999980763],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,2,0,2,0,,,,,,,,1.3164604254108718,time,3483.0,-0.3306312184251876,7.20685358972387e-05,0,47,[],0.01637462992221117,0.21597952989395708,None,146.23245230002794,146.23245230002794,0.21597952989395708,1.532439955304829,146.44817699992564,146.23245230002794,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,3,0,3,0,,,,,,,,1.3164604254108718,time,732.0,0.004152202954544985,4.2240182051388107e-05,0,48,[],0.017969129839912057,None,['space'],147.76470319996588,147.76470319996588,0.2198007298866287,1.5362611552975005,147.98221679998096,147.76470319996588,[-1.0655850000912324],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,4,0,4,0,,,,,,,,1.3164604254108718,time,2325.0,0.6423581540620458,8.831150139007573e-05,0,49,[],0.015094330068677664,None,['space'],149.30194929998834,149.30194929998834,0.21172683010809124,1.528187255518963,149.5181146999821,149.30194929998834,[-0.9548634000821039],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,5,0,5,0,,,,,,,,1.3164604254108718,time,4388.0,-0.07218180543893893,0.00010972126360148362,0,50,[],0.021399429999291897,None,['space'],150.8333054999821,150.8333054999821,0.2315612300299108,1.5480216554407826,151.05317540001124,150.8333054999821,[-1.0537381999893114],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,6,0,6,0,,,,,,,,1.3164604254108718,time,1231.0,0.1330688693079951,5.454375785413442e-05,0,51,[],0.021268230048008263,None,['space'],152.3619457000168,152.3619457000168,0.2272074300562963,1.5436678554671681,152.57646509993356,152.3619457000168,[-1.1675362000241876],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,7,0,7,0,,,,,,,,1.3164604254108718,time,1845.0,1.401257699937148,7.968492581271064e-05,0,52,[],0.021140330005437136,None,['space'],153.8921889999183,153.8921889999183,0.22743973007891327,1.543900155489785,154.1107707999181,153.8921889999183,[-1.2256527999415994],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,8,0,8,0,,,,,,,,1.3164604254108718,time,4925.0,0.0,0.00014758561655417712,0,53,[],0.021294230013154447,None,['space'],155.42295149993151,155.42295149993151,0.22673193004447967,1.5431923554553515,155.64164759998675,155.42295149993151,[-1.1875255999621004],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,9,0,9,0,,,,,,,,1.3164604254108718,time,5528.0,0.38680596387694066,0.00013934460307865208,0,54,[],0.02124142984393984,None,['space'],156.9530307999812,156.9530307999812,0.2287345299264416,1.5451949553373134,157.1660326999845,156.9530307999812,[-1.190139799960889],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
3,0,3,0,10,0,10,0,,,,,,,,1.3164604254108718,time,,,,1,54,[],0.014299829839728773,None,None,158.48108669999056,158.48108669999056,0.21876312990207225,1.535223555312944,158.6991960000014,158.48108669999056,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,0,0,0,0,,,,,"[0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333]",163.89594149996992,None,1.4481121612408148,none,1741.0,-10.423033409578782,1.9010588562099945e-05,0,64,[],0.023056229925714433,None,['space'],164.91711189993657,None,0.2218402299331501,1.6699523911739649,165.12444609997328,None,[-1.8904149999143556],160.01698159996886,None,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,1,0,1,0,,,,,,,,2.4528322838978864,none,691.0,-4.070726323414084,2.8673131017974012e-05,0,65,[],0.020105629926547408,None,['space'],166.57235699996818,166.57235699996818,0.22573352989275008,2.6785658137906365,166.79119999997783,166.57235699996818,[-0.9295298999641091],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,2,0,2,0,,,,,,,,1.6989741149905297,none,4924.0,-1.3944078145075276,0.00012563803162570316,0,66,[],0.019581629894673824,None,['space'],169.23609070002567,169.23609070002567,0.2226366299437359,1.9216107449342656,169.45584039995447,169.23609070002567,[-2.177074500010349],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,3,0,3,0,,,,,,,,2.172271432626763,none,870.0,-4.281593932817435,2.4651631919657692e-05,0,67,[],0.018550729961134493,None,['space'],171.15426779992413,171.15426779992413,0.22482262994162738,2.3970940625683905,171.37163900001906,171.15426779992413,[-1.4711267999373376],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,4,0,4,0,,,,,,,,2.113421082227313,none,1954.0,-9.276898244721743,2.499752309705361e-05,0,68,[],0.020779729820787907,None,['space'],173.54804329993203,173.54804329993203,0.22825332987122238,2.3416744120985356,173.76174989994615,173.54804329993203,[-2.001126099959947],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,5,0,5,0,,,,,,,,2.0521020441655837,none,1551.0,-5.104418160529059,2.9231818470030593e-05,0,69,[],0.01876763009931892,None,None,175.87684849998914,175.87684849998914,0.2197986301034689,2.2719006742690526,176.09351189993322,175.87684849998914,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,6,0,6,0,,,,,,,,2.1292417472708696,none,3102.0,-6.90034308285016,2.9133036714440387e-05,0,70,[],0.015986430109478533,None,None,178.14703330001794,178.14703330001794,0.22083383006975055,2.35007557734062,178.36816670000553,178.14703330001794,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,7,0,7,0,,,,,,,,2.0307432397688503,none,3908.0,-4.107656978505022,5.130386322143865e-05,0,71,[],0.01797192997764796,None,None,180.4979140999494,180.4979140999494,0.21854662988334894,2.2492898696521992,180.71683369996026,180.4979140999494,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,8,0,8,0,,,,,,,,1.6158486744426772,none,4387.0,-5.257931325257705,6.0357764979376e-05,0,72,[],0.02068173000589013,None,['space'],182.7421898000175,182.7421898000175,0.22730723000131547,1.8431559044439927,182.9537645999808,182.7421898000175,[-1.723117099958472],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,9,0,9,0,,,,,,,,2.906225390803794,none,1382.0,-0.1063948710057474,5.060837479429465e-05,0,73,[],0.012067030067555606,0.20686472998932004,['space'],184.5705649999436,184.5705649999436,0.20686472998932004,3.113090120793114,184.78981009998824,184.5705649999436,[-1.0391255000140518],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,10,0,10,0,,,,,,,,1.7270476125693908,none,2462.0,-12.0,2.136436348573885e-05,0,74,[],0.012553130043670535,None,['space'],187.69654439995065,187.69654439995065,0.21236802998464555,1.9394156425540363,187.91403799992986,187.69654439995065,[-2.5813281000591815],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,11,0,11,0,,,,,,,,2.2003854183492697,none,,,,1,74,[],0.020497129997238517,None,None,189.63988509995397,189.63988509995397,0.22563852998428047,2.42602394833355,189.85557319992222,189.63988509995397,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,12,0,12,0,,,,,,,,1.278735505086105,none,1231.0,-5.818708984694528,2.7488824156270063e-05,0,75,[],0.02087483007926494,None,None,192.0513824999798,192.0513824999798,0.22320723009761423,1.5019427351837191,192.26356410002336,192.0513824999798,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,13,0,13,0,,,,,,,,2.011123005087869,none,2764.0,-2.5734862530487304,5.167088363564449e-05,0,76,[],0.020356729859486222,None,['space'],193.5445366000058,193.5445366000058,0.23115892987698317,2.242281934964852,193.75523489993066,193.5445366000058,[-0.9812049000756815],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
4,0,4,0,14,0,14,0,,,,,,,,1.1810516518148602,none,977.0,-4.502119288487661,2.584468053899953e-05,0,77,[],0.018467229907400906,None,None,195.76353609992657,195.76353609992657,0.2202048299368471,1.4012564817517073,195.98545479995664,195.76353609992657,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,0,0,0,0,,,,,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334]",201.41710730001796,None,2.984451911293837,time,2245.0,0.20023630380835722,8.211409273790883e-05,0,55,[],0.023802830022759736,None,None,202.45133319997694,None,0.22426603001076728,3.208717941304604,202.66255010000896,None,,197.16513560002204,None,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,1,0,1,0,,,,,,,,2.984451911293837,time,8000.0,0.0,0.0001815390273850507,0,56,[],0.01969093002844602,None,None,205.65257079992443,205.65257079992443,0.24162143003195524,3.226073341325792,205.8770609999774,205.65257079992443,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,2,0,2,0,,,,,,,,2.984451911293837,time,3364.0,-1.4430223278581165,6.163619491776618e-05,0,57,[],0.020181229920126498,None,None,208.86047930002678,208.86047930002678,0.2272422299720347,3.2116941412658715,209.07592779991683,208.86047930002678,,,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,3,0,3,0,,,,,,,,2.984451911293837,time,749.0,0.21040856737046,4.1727897747157066e-05,0,58,[],0.020236630109138787,None,['space'],212.05531139997765,212.05531139997765,0.22695503011345863,3.2114069414072954,212.27193179994356,212.05531139997765,[-2.4598728999262676],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,4,0,4,0,,,,,,,,2.984451911293837,time,1189.0,2.2176473817682476,6.707070521051189e-05,0,59,[],0.010404829983599484,None,['space'],215.2604651999427,215.2604651999427,0.2075694300001487,3.1920213412939855,215.47737370000686,215.2604651999427,[-1.449642900028266],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,5,0,5,0,,,,,,,,2.984451911293837,time,5040.0,0.0,0.0001512710027342816,0,60,[],0.020045230048708618,None,['space'],218.46370029996615,218.46370029996615,0.22509882994927466,3.2095507412431115,218.67932470003143,218.46370029996615,[-2.8049179000081494],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,6,0,6,0,,,,,,,,2.984451911293837,time,944.0,1.8761575162766992,5.2698257549087474e-05,0,61,[],0.019889829913154244,None,['space'],221.66569679998793,221.66569679998793,0.22493562998715788,3.2093875412809947,221.8813995999517,221.66569679998793,[-2.8395426999777555],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,7,0,7,0,,,,,,,,2.984451911293837,time,6350.0,0.6447046887173067,0.0001416572847249725,0,62,[],0.01528132997918874,None,['space'],224.86356939992402,224.86356939992402,0.2127448299434036,3.1971967412372404,225.08168309996836,224.86356939992402,[-2.7240898000309244],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
5,0,5,0,8,0,8,0,,,,,,,,2.984451911293837,time,,,,1,62,[],0.016945529845543206,None,['space'],228.06539659993723,228.06539659993723,0.22093072987627238,3.205382641170109,228.28194849996362,228.06539659993723,[-2.6793635999783874],,,,,,,,,,moiern,001,fr,1,2022-07-08_14h28.56.466,Continuous,2022.1.1,35.9595814257947,
