sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_frequency,Audiogram_both,Audiogram_none,Audiogram_time,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,5,0,5,0,,,,,,,,1.0212225814792948,both,1097.0,-1.9255902661327995,3.854365601280224e-05,0,46,[],0.022117289947345853,None,"['space', 'space']",104.17406230000779,104.17406230000779,0.22499818995129317,1.246220771430588,104.38948840007652,104.17406230000779,"[-0.9594056999776512, 0.017699900083243847]",,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
1,0,1,0,6,0,6,0,,,,,,,,1.0212225814792948,both,1643.0,-1.385573554887285,5.00381391950329e-05,0,47,[],0.02206049009691924,None,['space'],105.40260929998476,105.40260929998476,0.2259053901070729,1.2471279715863677,105.61491690005641,105.40260929998476,[0.21277520002331585],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
1,0,1,0,7,0,7,0,,,,,,,,1.0212225814792948,both,2462.0,-2.0,6.756004937466901e-05,0,48,[],0.022077989880926907,None,['space'],106.63633580005262,106.63633580005262,0.23393838992342353,1.2551609714027183,106.85401780006941,106.63633580005262,[0.1168094000313431],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
1,0,1,0,8,0,8,0,,,,,,,,1.0212225814792948,both,,,,1,48,[],0.021854989929124713,None,['space'],107.86749730003066,107.86749730003066,0.22884038998745382,1.2500629714667486,108.08371799997985,107.86749730003066,[0.16350620007142425],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
1,0,1,0,9,0,9,0,,,,,,,,1.0212225814792948,both,5527.0,-4.323685888336319,8.103743937659472e-05,0,49,[],0.023205090081319213,None,None,109.10276600008365,109.10276600008365,0.22919539001304656,1.2504179714923414,109.31866039999295,109.10276600008365,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,0,0,0,0,,,,,,111.80817450000905,None,1.0820785214236641,none,354.0,-1.0,7.887248739356936e-05,0,27,[],0.018395290011540055,0.21670248999726027,['space'],112.84130099997856,None,0.21670248999726027,1.2987810114209244,113.05242329998873,None,[-1.5617606000741944],110.33438430004753,None,"[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334]",,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,1,0,1,0,,,,,,,,2.7524508724133128,none,446.0,5.481976028848508,0.00013948440836427563,0,28,[],0.021226089913398027,None,None,114.13536600000225,114.13536600000225,0.2234114898601547,2.9758623622734675,114.35838260001037,114.13536600000225,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,2,0,2,0,,,,,,,,2.31502992068361,none,315.0,-0.011734140622581712,9.848799523832625e-05,0,29,[],0.021716090035624802,None,['space'],117.10721749998629,117.10721749998629,0.22576809010934085,2.5407980107929506,117.32824000006076,117.10721749998629,[-2.515276899910532],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,3,0,3,0,,,,,,,,1.4557930297762127,none,250.0,1.8554129812365874,0.00020736748161808728,0,30,[],0.018539590062573552,None,['space'],119.63672660000157,119.63672660000157,0.21706768998410553,1.6728607197603182,119.85580300004221,119.63672660000157,[-1.9566121000098065],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,4,0,4,0,,,,,,,,1.53599338498399,none,,,,1,30,[],0.018138890038244426,None,['space'],121.30521660007071,121.30521660007071,0.21610829001292586,1.7521016749969158,121.52073430002201,121.30521660007071,[-1.2254187000216916],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,5,0,5,0,,,,,,,,2.6916741612498343,none,132.0,-0.19747448507680776,0.0006455553048626323,0,31,[],0.019714089925400913,None,None,123.05680880008731,123.05680880008731,0.21786058996804059,2.909534751217875,123.27171080000699,123.05680880008731,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,6,0,6,0,,,,,,,,2.051463713604865,none,2382.0,0.2548837355608158,8.575969749069848e-05,0,32,[],0.017484390060417354,0.21489249006845057,['space'],125.96070729999337,125.96070729999337,0.21489249006845057,2.2663562036733156,126.17590100003872,125.96070729999337,[-2.393628599937074],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,7,0,7,0,,,,,,,,1.0523214702628565,none,708.0,-0.5581112486516164,4.1566116468966885e-05,0,33,[],0.02123448986094445,None,['space'],128.2215701000532,128.2215701000532,0.22411208995617926,1.2764335602190358,128.43920070002787,128.2215701000532,[-1.710243200068362],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,8,0,8,0,,,,,,,,1.006460469535604,none,1590.0,1.1185286732990942,6.358912406104286e-05,0,34,[],0.019993689842522144,None,['space'],129.47910690004937,129.47910690004937,0.22223328985273838,1.2286937593883425,129.69599620008375,129.47910690004937,[-0.6956082000397146],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,9,0,9,0,,,,,,,,1.4774278767324225,none,281.0,2.721053330952402,0.00018417476713440445,0,35,[],0.020778789999894798,None,None,130.69664149999153,130.69664149999153,0.22239818994421512,1.6998260666766376,130.9086740000639,130.69664149999153,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,10,0,10,0,,,,,,,,1.9406898753471975,none,1061.0,-1.386617281651448,3.972751322583569e-05,0,36,[],0.01459749008063227,0.20727589004673064,['space'],132.38786120002624,132.38786120002624,0.20727589004673064,2.147965765393928,132.60338300000876,132.38786120002624,[-1.2365595999872312],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
2,0,2,0,11,0,11,0,,,,,,,,2.434699914399973,none,562.0,0.5267049403784081,6.563442042357692e-05,0,37,[],0.021148590021766722,None,['space'],134.54369259998202,134.54369259998202,0.22616008995100856,2.6608600043509814,134.7548850000603,134.54369259998202,[-1.4249370000325143],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,0,0,0,0,,,,,,140.54379929997958,None,1.0481518179941751,none,4595.0,-1.0,0.00011129913595123019,0,38,[],0.02362779004033655,None,None,141.5755370000843,None,0.2206783900037408,1.268830207997916,141.7867795000784,None,,137.18657620006707,None,"[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]",,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,1,0,1,0,,,,,,,,1.0073778316760797,none,2298.0,0.9610731313780938,9.094359416033805e-05,0,39,[],0.0160757900448516,0.21111939009279013,['space'],142.8289599000709,142.8289599000709,0.21111939009279013,1.2184972217688699,143.0430704000173,142.8289599000709,[-0.749048100085929],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,2,0,2,0,,,,,,,,1.1630772577645394,none,1625.0,-0.31666938924891763,5.5807210355986796e-05,0,40,[],0.0140519900014624,0.20726498996373266,['space'],144.0513216999825,144.0513216999825,0.20726498996373266,1.370342247728272,144.26544790004846,144.0513216999825,[-0.7244780999608338],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,3,0,3,0,,,,,,,,2.187556522921909,none,,,,1,40,[],0.021080989856272936,None,['space'],145.42003020003904,145.42003020003904,0.2254474898800254,2.4130040128019346,145.6358471000567,145.42003020003904,[-0.6690866999560967],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,4,0,4,0,,,,,,,,2.4082149200362886,none,1824.0,0.3032294174390473,6.924035034459982e-05,0,41,[],0.02207939000800252,None,None,147.8246340000769,147.8246340000769,0.2279851899947971,2.6362001100310857,148.03403710003477,147.8246340000769,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,5,0,5,0,,,,,,,,1.8777190619019872,none,1448.0,0.4787335863451523,5.2403673498353495e-05,0,42,[],0.02081848995294422,None,['space'],150.4455185000552,150.4455185000552,0.22685058997012675,2.104569651872114,150.66037599998526,150.4455185000552,[-2.0465079999994487],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,6,0,6,0,,,,,,,,2.285903604079076,none,4094.0,-2.168216232424728,7.043618348689498e-05,0,43,[],0.02056038996670395,None,['space'],152.5363795000594,152.5363795000594,0.22257899004034698,2.508482594119423,152.75270399998408,152.5363795000594,[-1.7696207000408322],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,7,0,7,0,,,,,,,,1.1441336160187368,none,3249.0,-1.9183546602468688,5.6735136535193794e-05,0,44,[],0.02080828999169171,None,['space'],155.0349594000727,155.0349594000727,0.22876998991705477,1.3729036059357915,155.2543676000787,155.0349594000727,[-2.0272883999859914],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,8,0,8,0,,,,,,,,2.0108892659199546,none,2579.0,-0.5647099239108566,7.588834837813602e-05,0,45,[],0.01767899002879858,None,['space'],156.39173220004886,156.39173220004886,0.2174176899716258,2.2283069558915805,156.6119338000426,156.39173220004886,[-0.8569159000180662],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
3,0,3,0,9,0,9,0,,,,,,,,1.8049309567695766,none,1149.0,-0.9729028686950943,4.49563031821471e-05,0,46,[],0.02063608996104449,None,['space'],158.62072970008012,158.62072970008012,0.2277489899424836,2.03267994671206,158.84189200005494,158.62072970008012,[-1.661719800089486],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,0,0,0,0,,,,,0.16666666666666666,162.73279130004812,None,1.3733988411893423,frequency,141.0,-0.856135195185793,0.0005258077374914841,0,27,[],0.02339809003751725,None,None,163.7756271000253,None,0.24707079003565013,1.6204696312249924,164.00096249999478,None,,160.64058210002258,None,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,1,0,1,0,,,,,,,,1.169278019662762,frequency,158.0,-0.09354738525730211,0.000424332183557646,0,28,[],0.01987919001840055,None,None,165.36508090002462,165.36508090002462,0.22268619004171342,1.3919642097044753,165.57809560000896,165.36508090002462,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,2,0,2,0,,,,,,,,1.4407750612453143,frequency,177.0,1.5366942175329856,0.00041679118956474965,0,29,[],0.020448690047487617,None,['space'],166.75157090008724,166.75157090008724,0.23383039003238082,1.6746054512776951,166.96627330000047,166.75157090008724,[-0.8638671000953764],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,3,0,3,0,,,,,,,,2.108177751990201,frequency,199.0,2.1324392619785995,0.00034396175828940056,0,30,[],0.02023928996641189,None,['space'],168.4036097000353,168.4036097000353,0.2241015899926424,2.3322793419828436,168.61924640007783,168.4036097000353,[-1.2365467000054196],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,4,0,4,0,,,,,,,,2.1096416648023197,frequency,223.0,0.8572960588904981,0.0002432420520672723,0,31,[],0.015406989841721952,0.21056538983248174,['space'],170.72568110004067,170.72568110004067,0.21056538983248174,2.3202070546348015,170.93877080001403,170.72568110004067,[-1.814109900034964],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,5,0,5,0,,,,,,,,2.2924517086272056,frequency,250.0,1.6346191116485826,0.00020216266774731172,0,32,[],0.019968089880421758,None,['space'],173.04798180004582,173.04798180004582,0.2210912898881361,2.5135429985153417,173.26384869997855,173.04798180004582,[-1.8173756999894977],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,6,0,6,0,,,,,,,,1.9722380180659922,frequency,281.0,2.568732042156501,0.00018097311634439318,0,33,[],0.02015458990354091,None,['space'],175.56213630002458,175.56213630002458,0.22622388997115195,2.198461908037144,175.77138190006372,175.56213630002458,[-2.090569299994968],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,7,0,7,0,,,,,,,,1.0095515138329547,frequency,315.0,3.4371874629877244,0.00014649721800743395,0,34,[],0.02024198998697102,None,['space'],177.73760400002357,177.73760400002357,0.22438968997448683,1.2339412038074415,177.95551870006602,177.73760400002357,[-1.8016473000170663],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,8,0,8,0,,,,,,,,2.8275121284414175,frequency,354.0,-1.0,7.887248739356936e-05,0,35,[],0.02027008996810764,None,None,178.95560270000715,178.95560270000715,0.22679028997663409,3.0543024184180516,179.16441070009023,178.95560270000715,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,9,0,9,0,,,,,,,,1.4057195088421912,frequency,397.0,-0.40233914245748537,7.383274657908324e-05,0,36,[],0.020226589869707823,None,['space'],181.99613970005885,181.99613970005885,0.2246290899347514,1.6303485987769426,182.205774400034,181.99613970005885,[-2.1896691999863833],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,10,0,10,0,,,,,,,,2.757145786704415,frequency,,,,1,36,[],0.020217089913785458,None,['space'],183.6133958999999,183.6133958999999,0.22576528997160494,2.98291107667602,183.82748600002378,183.6133958999999,[-1.1023743998957798],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,11,0,11,0,,,,,,,,1.9685128053619685,frequency,501.0,3.4011395149322583,0.00010545754476010607,0,37,[],0.02123209007550031,None,None,186.5830809000181,186.5830809000181,0.2250457900809124,2.193558595442881,186.79950740002096,186.5830809000181,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,12,0,12,0,,,,,,,,2.821406275800478,frequency,562.0,2.9122461418013197,8.637910794492616e-05,0,38,[],0.020173089927993715,None,['space'],188.76896510005463,188.76896510005463,0.21970728994347155,3.0411135657439496,188.98279270005878,188.76896510005463,[-1.7140090999891981],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,13,0,13,0,,,,,,,,1.5640029281315644,frequency,631.0,0.080679568448359,5.155359948264688e-05,0,39,[],0.019620289909653366,None,['space'],191.80877710005734,191.80877710005734,0.22381978994235396,1.7878227180739183,192.0142574000638,191.80877710005734,[-2.465063099982217],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
4,0,4,0,14,0,14,0,,,,,,,,1.21353467918793,frequency,708.0,-0.25648204594910706,4.30349111157809e-05,0,40,[],0.01635568996425718,None,None,193.58173570001964,193.58173570001964,0.213889790000394,1.427424469188324,193.80046980001498,193.58173570001964,,,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
5,0,5,0,0,0,0,0,,,,,0.3333333333333333,198.18000719998963,None,2.9119740084909753,frequency,387.0,5.1293524722053805,0.0001442691849395739,0,41,[],0.023621089989319444,None,None,199.20207660004962,None,0.23122889001388103,3.1432028985048563,199.41928470006678,None,,195.0133992000483,None,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
5,0,5,0,1,0,1,0,,,,,,,,2.7367820901957622,frequency,488.0,0.7076535402665902,7.817430534433765e-05,0,42,[],0.01487449009437114,0.2104718900518492,['space'],202.3243025999982,202.3243025999982,0.2104718900518492,2.9472539802476114,202.53932530002203,202.3243025999982,[-2.4529073999729007],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
5,0,5,0,2,0,2,0,,,,,,,,2.890324755376322,frequency,615.0,1.2987793388455318,6.213417503674694e-05,0,43,[],0.01956938998773694,None,['space'],205.27376520005055,205.27376520005055,0.22698378993663937,3.1173085453129614,205.4900912999874,205.27376520005055,[-2.4594383999938145],,,,,,,,,,udoety,001,fr,0,2022-05-03_11h33.02.726,Continuous,2022.1.1,35.49539322774955,
