sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_both,Audiogram_time,Audiogram_frequency,Audiogram_none,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,13,0,13,0,,,,,,,,1.8428488865990682,frequency,158.0,2.0123845998729757,0.0005407575247176029,0,40,[],0.023670869879424572,None,None,119.46673450001981,119.46673450001981,0.21257366996724159,2.0554225565663096,119.66452360001858,119.46673450001981,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
1,0,1,0,14,0,14,0,,,,,,,,2.939641185858749,frequency,141.0,3.2335701757904594,0.0008420002902355317,0,41,[],0.02222107001580298,None,None,121.5386832000222,121.5386832000222,0.23079487006179988,3.1704360559205487,121.75598060002085,121.5386832000222,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,0,0,0,0,,,,,"[0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666]",129.18386610003654,None,2.2289960575828798,time,4757.0,1.435436207262835,0.0001604702323513085,0,39,[],0.0241912700003013,None,None,130.21855089999735,None,0.22337887005414814,2.452374927637028,130.42524120002054,None,,124.72467210004106,None,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,1,0,1,0,,,,,,,,2.2289960575828798,time,8000.0,1.0,0.0002036901389020564,0,40,[],0.015787070035003126,None,['space'],132.68223549996037,132.68223549996037,0.2152418700279668,2.4442379276108466,132.89545339997858,132.68223549996037,[-1.3385266000404954],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,2,0,2,0,,,,,,,,2.2289960575828798,time,1414.0,1.840219307538714,6.233984828344853e-05,0,41,[],0.022190170013345778,None,None,135.15416869998444,135.15416869998444,0.23484247003216296,2.4638385276150427,135.37036810000427,135.15416869998444,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,3,0,3,0,,,,,,,,2.2289960575828798,time,841.0,0.5446512185264281,4.209169353527789e-05,0,42,[],0.022189269890077412,None,['space'],137.6233438999625,137.6233438999625,0.23039536993019283,2.4593914275130726,137.83396790002007,137.6233438999625,[-2.071282900054939],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,4,0,4,0,,,,,,,,2.2289960575828798,time,3175.0,10.877197126948655,0.00024298672171919265,0,43,[],0.022081270115450025,None,None,140.09562230005395,140.09562230005395,0.23570567008573562,2.4647017276686154,140.31226859998424,140.09562230005395,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,5,0,5,0,,,,,,,,2.2289960575828798,time,668.0,0.6422352395990283,5.1503088358942184e-05,0,44,[],0.022107370081357658,None,['space'],142.56352279998828,142.56352279998828,0.23369107011239976,2.4626871276952795,142.77895669999998,142.56352279998828,[-2.1800185999600217],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,6,0,6,0,,,,,,,,2.2289960575828798,time,7127.0,0.8249944469037894,0.00017052780551409053,0,45,[],0.021923770080320537,None,['space'],145.03083020006306,145.03083020006306,0.2317047701217234,2.460700827704603,145.24779269995634,145.03083020006306,[-1.2073743999935687],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,7,0,7,0,,,,,,,,2.2289960575828798,time,,,,1,45,[],0.021728469990193844,None,['space'],147.50297060003504,147.50297060003504,0.2421401699539274,2.471136227536807,147.72586280002724,147.50297060003504,[-1.935422399896197],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
2,0,2,0,8,0,8,0,,,,,,,,2.2289960575828798,time,944.0,0.29532698053767925,4.392934510176659e-05,0,46,[],0.02322946989443153,None,None,149.97632000001613,149.97632000001613,0.23537326988298446,2.4643693274658642,150.1899331000168,149.97632000001613,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,0,0,0,0,,,,,"[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333]",155.88285100006033,None,1.6457164393508867,time,4925.0,8.0,0.0003707183077084133,0,47,[],0.024525770102627575,None,['space'],156.91412500001024,None,0.24847577011678368,1.8941922094676704,157.14022910001222,None,[-0.8662035000743344],152.44078419997822,None,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,1,0,1,0,,,,,,,,1.6457164393508867,time,2609.0,8.502894014838255,0.0002105915910258299,0,48,[],0.02039877010975033,None,['space'],158.8047003999818,158.8047003999818,0.22484387003351003,1.8705603093843968,159.02770239999518,158.8047003999818,[-1.444930800003931],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,1.6457164393508867,time,1551.0,4.663867550144531,9.000572169669621e-05,0,49,[],0.02156896993983537,None,['space'],160.69928080006503,160.69928080006503,0.23059596994426101,1.8763124092951478,160.92038150003646,160.69928080006503,[-1.4681327000726014],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,1.6457164393508867,time,,,,1,49,[],0.0213573700748384,None,['space'],162.58962430001702,162.58962430001702,0.22796747006941587,1.8736839094203026,162.80706500005908,162.58962430001702,[-1.550323999952525],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,1.6457164393508867,time,1231.0,3.6029351476731177,8.13276774199759e-05,0,50,[],0.02290556998923421,None,None,164.479057700024,164.479057700024,0.2366118700010702,1.882328309351957,164.69035799999256,164.479057700024,,,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,1.6457164393508867,time,871.0,7.748191205463491,9.854638004132406e-05,0,51,[],0.020291069988161325,None,['space'],166.3642600000603,166.3642600000603,0.23512666998431087,1.8808431093351976,166.58805769996252,166.3642600000603,[-1.580856499960646],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,1.6457164393508867,time,1382.0,7.798574773516572,0.00012573925217794832,0,52,[],0.021395370131358504,None,['space'],168.25813520001248,168.25813520001248,0.22780737013090402,1.8735238094817908,168.47313729999587,168.25813520001248,[-1.5704504000023007],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,1.6457164393508867,time,3287.0,9.82360007037072,0.00022132217747605556,0,53,[],0.01756116992328316,None,['space'],170.15283130004536,170.15283130004536,0.22441266989335418,1.870129109244241,170.36593209998682,170.15283130004536,[-1.5929297000402585],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,1.6457164393508867,time,1097.0,5.31353887209062,8.869708837988729e-05,0,54,[],0.013435569941066206,None,['space'],172.04087569995318,172.04087569995318,0.2153384699486196,1.8610549092995063,172.25662900006864,172.04087569995318,[-1.6258349000709131],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
3,0,3,0,9,0,9,0,,,,,,,,1.6457164393508867,time,5528.0,4.552375760693993,0.00022509644838030797,0,55,[],0.020914670079946518,None,['space'],173.93372820003424,173.93372820003424,0.2375493700383231,1.8832658093892098,174.1521086000139,173.93372820003424,[-1.5822671999922022],,,,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,,177.8908431000309,None,1.1647343287182832,frequency,8000.0,0.0,0.0001815390273850507,0,42,[],0.024023670004680753,None,['space'],178.89990530000068,None,0.24263867002446204,1.4073729987427452,179.12646429997403,None,[-1.1885055000893772],175.8174796999665,None,0.5833333333333334,,,,,,,hoavur,001,fr,0,2022-05-04_15h53.14.005,Continuous,2022.1.1,None,
