sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_frequency,Audiogram_none,Audiogram_both,Audiogram_time,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
6,0,6,0,1,0,1,0,,,,,,,,1.3575452294600077,frequency,6350.0,11.0,0.00046666333305588693,0,71,['frequency'],0.008374766666747746,None,None,240.46654619999936,240.46654619999936,0.21982086666685063,1.5773660961268583,240.68364380000003,240.46654619999936,,,,,"{'estimation': [[125.0, 15.04717572881935], [128.9261782514276, 16.0], [133.5160400564377, 17.0], [133.9716828170366, 17.092736268357037], [138.7358886228136, 18.0], [143.5872943746293, 18.86409789115524], [144.66751727462736, 19.0], [152.8902844317182, 20.0], [153.89305166811442, 20.117588029148727], [164.93848884661162, 20.678439677549292], [176.77669529663666, 20.50448619864455], [184.60735162081252, 20.0], [189.46457081379947, 19.70634956134263], [197.40112651173493, 19.0], [203.0630990890585, 18.5273415083241], [208.97121572897944, 18.0], [217.6376408240306, 17.268592134666946], [221.43647839189026, 17.0], [233.25824788420132, 16.201318811168647], [237.8643057489296, 16.0], [249.99999999999937, 15.488818910587817], [267.94336563407256, 15.153634901312023], [287.1745887492579, 15.096710621715612], [307.78610333622805, 15.165684375859986], [329.87697769322244, 15.229716974667271], [353.55339059327247, 15.234555271352821], [378.929141627598, 15.212099634134896], [406.12619817811606, 15.247609738460524], [435.2752816480601, 15.426533595252637], [466.5164957684015, 15.791876523126117], [478.9390912134725, 16.0], [499.9999999999975, 16.33420868480912], [535.2473014556743, 17.0], [535.8867312681438, 17.011609386282053], [574.3491774985143, 17.796089738526334], [583.4310792323864, 18.0], [615.5722066724546, 18.701718997363038], [627.5550659165873, 19.0], [659.7539553864432, 19.782169920579236], [667.5039681528664, 20.0], [703.5843905060799, 21.0], [707.1067811865431, 21.09588677218134], [736.609662338871, 22.0], [757.8582832551941, 22.64617137159061], [769.3175997661948, 22.999999999999996], [801.3527926748249, 24.0], [812.2523963562301, 24.33969219049988], [835.994968889991, 25.0], [870.5505632961181, 25.971870437314955], [871.9089790915715, 26.0], [919.9197440579023, 27.0], [933.0329915368008, 27.273724582746762], [999.9999999999926, 27.980899862006485], [1071.773462536285, 27.924311616305395], [1148.698354997026, 27.079174091027156], [1152.7958424344572, 27.0], [1206.5080833952713, 26.0], [1231.1444133449063, 25.566558325806163], [1255.481999725482, 25.0], [1300.5217147273954, 24.0], [1319.5079107728832, 23.601544472287866], [1344.2175372803424, 23.0], [1387.090534454596, 22.0], [1414.2135623730828, 21.405969553934206], [1431.4514376961895, 21.0], [1475.1320679452042, 20.0], [1515.7165665103828, 19.128379615024762], [1521.5135048649124, 19.0], [1567.183235417723, 18.0], [1614.890010686843, 17.0], [1624.5047927124563, 16.80653723747324], [1662.8381904341097, 16.0], [1710.8656244455526, 15.0], [1741.1011265922318, 14.3916575935464], [1760.1354361797394, 14.0], [1808.2247779791164, 13.0], [1856.920064978864, 12.0], [1866.065983073597, 11.816088345047008], [1906.3236091487097, 11.0], [1955.0876276352867, 10.0], [1999.9999999999802, 9.09465807114924], [2005.0458104821448, 9.0], [2057.8096269929647, 8.0], [2110.590385655062, 7.0], [2143.5469250725646, 6.388802608367659], [2168.581041867494, 6.0], [2233.054404613994, 5.0], [2297.396709994046, 4.027128450419294], [2300.1348643644137, 4.0], [2402.7040267138873, 3.0], [2462.2888266898062, 2.43898511217997], [2639.01582154576, 2.043607369436201], [2809.758607546663, 3.0], [2828.427124746159, 3.1000364900147184], [2899.818462702346, 4.0], [2980.792300340534, 5.0], [3031.4331330207615, 5.601401709361227], [3054.9594052523094, 6.0], [3113.5375510698595, 7.0], [3172.672248124555, 8.0], [3234.2540908923806, 9.0], [3249.0095854249043, 9.23027311545314], [3291.496816217514, 10.0], [3345.8664178060426, 11.0], [3400.8520552332006, 12.0], [3458.267319893645, 13.0], [3482.2022531844555, 13.397431166450048], [3519.5720088587086, 14.000000000000002], [3580.7034905527025, 14.999999999999998], [3642.424183108373, 16.0], [3706.79471368402, 17.0], [3732.1319661471844, 17.376330658059018], [3785.352059723287, 18.0], [3870.3818059708738, 19.0], [3957.5206966088795, 20.0], [3999.9999999999504, 20.4703999916319], [4087.998375097429, 21.0], [4255.957241359202, 22.0], [4287.093850145118, 22.182589742504007], [4594.793419988076, 22.329264069789915], [4680.4383080246025, 22.0], [4924.577653379601, 21.066991726952324], [4935.130889016084, 21.0], [5092.6218479442505, 20.0], [5251.347203068437, 18.999999999999996], [5278.031643091506, 18.83468546328429], [5397.773695326586, 18.0], [5541.7428441334, 17.0], [5656.854249492303, 16.219633040263886], [5693.033738536598, 16.0], [5858.597440387845, 15.0], [6028.063736120938, 14.0], [6062.866266041508, 13.79970143430634], [6253.505665477151, 13.0], [6498.019170849792, 12.009620405264092], [6502.520122009997, 12.0], [6964.404506368894, 11.051679474529013], [7117.569082142477, 11.0], [7464.263932294341, 10.886404850561982], [7616.832366447939, 11.0], [7999.999999999872, 11.28602111200218]], 'plus_line': [[125.00000000000007, 7.051232449068568], [128.09140778644016, 8.0], [131.40176664762527, 9.0], [133.9716828170366, 9.731948128782731], [135.21998607935362, 10.0], [139.95162354965248, 11.0], [143.5872943746293, 11.74822341731398], [145.52410872713082, 12.0], [153.41584837907328, 13.0], [153.89305166811442, 13.058249372958105], [164.93848884661162, 13.655385921276231], [176.77669529663666, 13.591857327431418], [188.8099846999875, 13.0], [189.46457081379947, 12.968696366654775], [202.42525416626728, 12.0], [203.0630990890585, 11.954811714821984], [215.0029575933252, 11.0], [217.6376408240306, 10.800811746695894], [229.63865174437038, 10.0], [233.25824788420147, 9.76710303702793], [249.99999999999937, 9.03857045201694], [251.7937442816494, 9.0], [267.94336563407256, 8.646743273686647], [287.17458874925757, 8.5262928205618], [307.78610333622805, 8.509430317094443], [329.87697769322244, 8.457404048924017], [353.55339059327247, 8.337215896901077], [378.929141627598, 8.231204709894813], [406.12619817811606, 8.271414585257777], [435.2752816480601, 8.553782748697937], [461.0795514815881, 9.0], [466.5164957684015, 9.085814903096761], [499.9999999999975, 9.76380657646139], [510.84891728685244, 10.0], [535.8867312681438, 10.509381932085592], [559.3472269355246, 11.0], [574.3491774985143, 11.29775312439772], [607.2475318821411, 12.0], [615.5722066724546, 12.170881720046449], [651.2435583561902, 13.0], [659.7539553864432, 13.192851531343939], [691.4758830324222, 14.0], [707.1067811865431, 14.395308033267469], [729.9767059188704, 15.0], [757.8582832551941, 15.750568274572014], [767.7190119740073, 16.0], [806.2992059412284, 17.0], [812.2523963562301, 17.156001963332162], [850.6621700017661, 18.0], [870.5505632961181, 18.44954331359677], [905.1331355666854, 19.0], [933.0329915368008, 19.446399429008437], [999.9999999999926, 19.950351537622584], [1071.773462536285, 19.80938160883656], [1148.698354997026, 19.018030442597816], [1149.7362432213117, 19.0], [1209.5122796362016, 18.0], [1231.1444133449063, 17.663680985334917], [1263.2771437330932, 17.0], [1316.818193490633, 16.0], [1319.5079107728832, 15.952165618496611], [1363.5915466380193, 15.0], [1414.2135623730828, 14.038527092671675], [1415.971828430646, 14.0], [1462.6678066524337, 13.0], [1515.7165665103846, 12.005136970547042], [1515.9524649877394, 12.0], [1562.2030993854366, 11.0], [1613.8194875006334, 10.0], [1624.5047927124563, 9.804573403794477], [1660.4007450013053, 9.0], [1707.6410295973405, 8.0], [1741.1011265922318, 7.3478527433833625], [1756.156371869904, 7.0], [1799.3089053381268, 6.0], [1845.5519967898615, 5.0], [1866.065983073597, 4.580756748560367], [1890.9839190939751, 4.0], [1934.0639051401238, 3.0], [1980.0544978319492, 2.0], [1999.9999999999827, 1.5879100311587009], [2027.241019702999, 1.0], [2073.9249727099555, 0.0], [2123.749104363338, -1.0], [2143.5469250725646, -1.3795514031140828], [2179.36660584313, -2.0], [2238.535045782461, -3.0], [2297.396709994046, -3.923866586578509], [2304.6414433108985, -4.0], [2400.708132350637, -5.0], [2462.2888266898062, -5.604876594658917], [2639.01582154576, -5.988600071228877], [2803.0445855406974, -5.0], [2828.427124746159, -4.852656585501478], [2894.9452828422413, -4.0], [2970.7272835977747, -3.0], [3031.4331330207615, -2.2015442985115934], [3043.57491499812, -2.0], [3102.6914974876563, -1.0], [3158.594782200038, 0.0], [3213.471068356107, 1.0], [3249.0095854249043, 1.629113095237712], [3270.4551866607208, 2.0], [3326.019651343655, 3.0], [3378.1141921309104, 4.0], [3428.9423581255433, 5.0], [3480.954407020004, 6.0], [3482.2022531844555, 6.022642217287895], [3545.500407183275, 7.0], [3605.5775375303615, 8.0], [3663.53301041515, 9.0], [3722.2688638687596, 10.0], [3732.1319661471844, 10.158956061884462], [3807.242253085748, 11.0], [3892.090049772021, 12.0], [3975.5055046640455, 13.0], [3999.9999999999554, 13.283380105944575], [4129.078025771391, 14.0], [4287.093850145118, 14.886828712499462], [4594.793419988081, 14.829208142147852], [4776.805524951578, 14.0], [4924.577653379601, 13.347627614512659], [4973.844725433664, 13.0], [5116.061667905756, 12.0], [5268.100537230998, 11.0], [5278.031643091506, 10.936096337521226], [5400.532947789571, 10.0], [5537.0456575054095, 9.0], [5656.854249492303, 8.182841875451606], [5685.217870243384, 8.0], [5840.477697824562, 7.0], [6006.588108390897, 6.0], [6062.866266041501, 5.675738931892821], [6218.581748341376, 5.0], [6462.962312244609, 4.0], [6498.019170849792, 3.8610579215138423], [6922.415645832761, 3.0], [6964.404506368894, 2.9172493158651385], [7464.2639322943505, 2.700148139394385], [7999.999999999882, 2.796826642551767]], 'minus_line': [[125.0, 23.20920943319072], [129.47761128007562, 24.0], [133.9716828170366, 24.696953798409687], [135.68360090142602, 25.0], [141.66170384876153, 26.0], [143.5872943746293, 26.301390023224776], [149.19640912730668, 27.0], [153.8930516681143, 27.55729636404022], [163.08409871874386, 28.0], [164.93848884661162, 28.089089930726423], [168.14398096784635, 28.0], [176.77669529663666, 27.78357953301056], [186.3334057319039, 27.0], [189.46457081379947, 26.760219923063953], [196.5745933219529, 26.0], [203.0630990890585, 25.336768464319533], [206.32833866458796, 25.0], [216.3589862451585, 24.0], [217.6376408240306, 23.87889144733206], [229.22631570211124, 23.0], [233.25824788420132, 22.70766042398032], [249.01595964766847, 22.0], [249.99999999999937, 21.958357548626893], [267.94336563407256, 21.64581783558765], [287.1745887492579, 21.6332461151558], [307.78610333622805, 21.771954221473223], [329.87697769322244, 21.93338375034505], [343.9763923719416, 22.0], [353.55339059327247, 22.04715814294789], [378.929141627598, 22.09716307917971], [406.12619817811606, 22.123424839911962], [435.2752816480601, 22.209636802207115], [466.5164957684015, 22.44394772715333], [499.9999999999975, 22.87625913788509], [506.7363976426577, 23.000000000000004], [535.8867312681438, 23.528380624172954], [557.9604484612255, 24.0], [574.3491774985143, 24.34553932432853], [602.0902099454911, 25.0], [615.5722066724546, 25.31150855405289], [641.4824342186121, 26.0], [659.7539553864432, 26.469376861621804], [676.842919105181, 27.0], [707.1067811865431, 27.89875924108479], [709.9629227404548, 28.0], [738.0938708460859, 29.0], [757.8582832551941, 29.664988274709444], [766.8143180621606, 30.0], [793.6112674976897, 31.0], [812.2523963562301, 31.66308397234718], [822.0342575295117, 32.0], [851.0846454230775, 33.0], [870.550563296117, 33.643007736201746], [884.2535348875566, 34.0], [923.1117711517505, 35.0], [933.0329915368008, 35.25038414815772], [988.5824899443613, 36.0], [999.9999999999939, 36.1532492438845], [1071.773462536285, 36.1499397910536], [1083.6148811591017, 36.0], [1148.698354997026, 35.217698277140556], [1158.8692610364121, 35.0], [1206.7032754466377, 34.0], [1231.1444133449063, 33.50432129918313], [1250.820886305608, 33.0], [1289.960642840877, 32.0], [1319.5079107728832, 31.26146382932044], [1329.4068637591179, 31.0], [1367.3355885913481, 30.0], [1405.1520951324078, 29.0], [1414.2135623730828, 28.77057769839324], [1445.5598015244607, 28.0], [1485.3978955332018, 27.000000000000004], [1515.7165665103846, 26.252103564569644], [1527.1382194165035, 26.0], [1571.9747199015317, 25.0], [1615.763155997263, 24.0], [1624.5047927124563, 23.807177011191335], [1665.2056072485634, 23.0], [1713.3931806186235, 22.0], [1741.1011265922318, 21.425679272021902], [1764.0541119676357, 21.0], [1816.0361703454066, 20.0], [1865.8368859349098, 19.0], [1866.0659830735992, 18.995511703693875], [1921.1915284642998, 18.0], [1973.0732027225292, 17.0], [1999.9999999999802, 16.478343198652524], [2028.070368558067, 16.0], [2084.7106821066814, 15.0], [2139.327965173156, 14.0], [2143.5469250725646, 13.924497448522978], [2206.918881725019, 13.0], [2273.1122999321124, 12.0], [2297.396709994046, 11.638356930570067], [2362.7107669367097, 11.0], [2462.2888266898062, 10.033064927090244], [2474.3146609832143, 10.0], [2639.01582154576, 9.581850435105105], [2717.423519563128, 10.0], [2828.427124746159, 10.567068461251699], [2862.3585404595015, 11.0], [2942.7941300954667, 12.0], [3031.4331330207615, 12.997994124758643], [3031.5482116058115, 13.0], [3087.5140418859187, 14.0], [3145.576277593973, 15.0], [3208.961325880058, 16.0], [3249.0095854249043, 16.579598793769385], [3271.07841535289, 17.0], [3322.6319793368525, 18.0], [3376.4220872395094, 19.0], [3435.3657213636966, 20.0], [3482.2022531844555, 20.71752911835344], [3498.7148218556567, 21.0], [3555.846870857155, 22.0], [3615.2106910520292, 23.0], [3679.914596640428, 24.0], [3732.13196614718, 24.731963948605532], [3753.2620485067355, 25.0], [3831.2118696565, 26.0], [3913.5590020696955, 27.0], [3999.999999999946, 27.955859540897556], [4006.4168717308385, 28.0], [4150.584681408835, 29.0], [4287.093850145118, 29.891482958379946], [4374.504394271832, 30.0], [4594.793419988076, 30.28380746078036], [4681.2468909047975, 30.0], [4924.577653379601, 29.208734769122742], [4959.739538467557, 29.0], [5127.211785235013, 28.0], [5278.031643091506, 27.073318425702293], [5288.997028989394, 27.0], [5438.500970194587, 26.0], [5582.440242200057, 25.0], [5656.854249492303, 24.486800211584107], [5738.792860764502, 24.0], [5904.643439140912, 23.0], [6062.866266041508, 22.03351088309679], [6070.614566584223, 22.0], [6305.961521884238, 21.0], [6498.019170849792, 20.184557789166345], [6579.156604741032, 20.0], [6964.404506368902, 19.161767343369426], [7464.2639322943505, 19.033203943368022], [7999.999999999882, 19.769642514136496]]}",,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
6,0,6,0,2,0,2,0,,,,,,,,1.1517104159480505,frequency,5040.0,10.714276667031674,0.000519361220904393,0,72,['frequency'],0.014403333334485069,None,['space'],242.04374819999975,242.04374819999975,0.22344453333425918,1.3751549492823096,242.26231670000016,242.04374819999975,[-0.8993119999995542],,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
6,0,6,0,3,0,3,0,,,,,,,,1.7526217028906723,frequency,,,,1,72,['frequency'],0.003111266666564916,None,None,243.4075511000001,243.4075511000001,0.21272496666642837,1.9653466695571007,243.6322769999997,243.4075511000001,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
6,0,6,0,4,0,4,0,,,,,,,,1.7145038815607232,frequency,3175.0,10.132304780846324,0.00022301697689036876,0,73,['frequency'],0.009241666666639503,None,None,245.3831068999998,245.3831068999998,0.2253650666671092,1.9398689482278324,245.60475009999936,245.3831068999998,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
6,0,6,0,5,0,5,0,,,,,,,,1.966416995527016,frequency,2520.0,10.888413990239611,0.00029652464218218915,0,74,['frequency'],0.005702166666196717,None,None,247.31155500000023,247.31155500000023,0.21428466666566237,2.1807016621926785,247.52980769999976,247.31155500000023,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
6,0,6,0,6,0,6,0,,,,,,,,1.2386387010869637,frequency,2000.0,11.012960712612458,0.00026583859928882013,0,75,['frequency'],0.0046172666661732364,None,['space'],249.49651389999963,249.49651389999963,0.21081366666567192,1.4494523677526356,249.7158290999996,249.49651389999963,[-1.5199843000000328],,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
6,0,6,0,7,0,7,0,,,,,,,,1.7103292776025671,frequency,1587.0,11.031527413940447,0.00019817985102156007,0,76,['frequency'],0.007556866666163842,0.19984326666599372,['space'],250.95813709999948,250.95813709999948,0.19984326666599372,1.9101725442685609,251.1692035999995,250.95813709999948,[-0.8532408999999461],,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
6,0,6,0,8,0,8,0,,,,,,,,2.3359483371730185,frequency,1260.0,10.833319407226247,0.00018886584351535492,0,77,['frequency'],0.006843866665803944,None,['space'],252.88185220000014,252.88185220000014,0.21130596666625934,2.547254303839278,253.10228839999945,252.88185220000014,[-1.257640700000593],,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,0,0,0,0,,,,,"[0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",262.04898539999976,None,1.7192060307454278,time,,,,1,53,['frequency'],0.01274086666671792,None,None,263.09748450000006,None,0.20966036666686705,1.9288663974122948,263.3058175999995,None,,255.4362368000002,None,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,1,0,1,0,,,,,,,,1.7192060307454278,time,5040.0,8.8936647627629,0.00042115205471314417,0,54,['frequency'],0.008349866666321759,None,None,265.03029909999987,265.03029909999987,0.22449966666681576,1.9437056974122435,265.2447499,265.03029909999987,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,2,0,2,0,,,,,,,,1.7192060307454278,time,4490.0,6.351129237271202,0.00024443709146659164,0,55,['frequency'],0.007788566666022234,None,None,266.9625178999995,266.9625178999995,0.226976066665884,1.9461820974113118,267.18266009999934,266.9625178999995,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,3,0,3,0,,,,,,,,1.7192060307454278,time,1782.0,7.567050693987646,0.0001552582710372302,0,56,['frequency'],0.005272266666906944,None,None,268.90076749999935,268.90076749999935,0.21615826666675275,1.9353642974121805,269.11536089999936,268.90076749999935,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,4,0,4,0,,,,,,,,1.7192060307454278,time,5657.0,6.158205325798738,0.00026114112866695025,0,57,['frequency'],0.003950166666072619,0.19050566666555824,None,270.83452380000017,270.83452380000017,0.19050566666555824,1.909711697410986,271.04314350000004,270.83452380000017,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,5,0,5,0,,,,,,,,1.7192060307454278,time,6350.0,5.428650823610832,0.00024571757453231214,0,58,['frequency'],0.007099066666341969,None,None,272.76515130000007,272.76515130000007,0.223115766666524,1.9423217974119518,272.98168160000023,272.76515130000007,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,6,0,6,0,,,,,,,,1.7192060307454278,time,2829.0,8.554481032823642,0.00017524116496375788,0,59,['frequency'],0.00713866666683316,0.20001216666696564,None,274.70418400000017,274.70418400000017,0.20001216666696564,1.9192181974123934,274.9093991,274.70418400000017,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,7,0,7,0,,,,,,,,1.7192060307454278,time,2245.0,5.984064086466291,0.00015981189009912835,0,60,['frequency'],0.003361166665854398,0.19693696666581673,['space'],276.6264652,276.6264652,0.19693696666581673,1.9161429974112445,276.8454206999995,276.6264652,[-1.0499423999999635],,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
7,0,7,0,8,0,8,0,,,,,,,,1.7192060307454278,time,8000.0,5.0,0.00032282711451732784,0,61,['frequency'],0.007471966666344088,None,None,278.55937540000014,278.55937540000014,0.22775916666614648,1.9469651974115743,278.78046189999986,278.55937540000014,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
8,0,8,0,0,0,0,0,,,,,"[0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333]",286.83421759999965,None,2.2859684619937735,none,530.0,18.42400998623136,0.0005568616567913054,0,67,['frequency'],0.012585466666678258,None,None,287.85921549999966,None,0.20914166666625533,2.495110128660029,288.06425239999953,None,,280.4942449,None,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
8,0,8,0,1,0,1,0,,,,,,,,1.7803958189126166,none,198.0,7.441380645798315,0.000642385689290955,0,68,['frequency'],0.006614166666622623,None,None,290.35420879999947,290.35420879999947,0.21274626666581753,1.993142085578434,290.56967089999944,290.35420879999947,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
8,0,8,0,2,0,2,0,,,,,,,,1.5947778906319658,none,1001.0,10.18864086841349,0.0001424997846773787,0,69,['frequency'],0.00010156666576222051,0.18538556666590011,None,292.3501854999995,292.3501854999995,0.18538556666590011,1.780163457297866,292.55670049999935,292.3501854999995,,,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
8,0,8,0,3,0,3,0,,,,,,,,1.1453526765842754,none,354.0,4.0,0.0001402573203505389,0,70,['frequency'],0.0009429666661162628,None,['space'],294.1477165999995,294.1477165999995,0.20570186666645895,1.3510545432507344,294.36808629999996,294.1477165999995,[-1.0031114000003072],,,,,,,,ikieoz,001,fr,1,2022-04-25_17h04.55.564,Continuous,2022.1.1,33.435914719753846,
