sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,participant,session,language (english or french),date,expName,psychopyVersion,frameRate,
5,0,5,0,7,0,7,0,,,,,,,,1.0633950429724612,none,329.87697769322364,10.0,0.0002996540782015946,0,54,[],0.019349510000211012,None,['space'],186.8476443999998,186.8476443999998,0.2199392100001205,1.2833342529725817,187.05596090000017,186.8476443999998,[-1.5003867999998874],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
5,0,5,0,8,0,8,0,,,,,,,,2.2171071480348536,none,261.8235307051567,16.084786026218428,0.0009873016045914267,0,55,[],0.017905709999467945,None,None,188.1181690000003,188.1181690000003,0.21288130999982968,2.4299884580346833,188.32972119999977,188.1181690000003,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
5,0,5,0,9,0,9,0,,,,,,,,2.2065511435337113,none,1569.168195793502,11.19414564657909,0.000196459315292507,0,56,[],0.01897231000020838,None,['space'],190.55284570000003,190.55284570000003,0.22224411000024702,2.4287952535339583,190.7694266999997,190.55284570000003,[-1.9904404000003524],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
5,0,5,0,10,0,10,0,,,,,,,,2.0496101404515676,none,1977.028040705793,11.24991007817805,0.0002694026979420743,0,57,[],0.018960510000397335,None,['space'],192.97319640000023,192.97319640000023,0.2171363100005692,2.266746450452137,193.1787016999997,192.97319640000023,[-1.9459573000008277],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,0,0,0,0,,,,,0.3333333333333333,198.5827988000001,None,2.5162173914591097,frequency,4287.093850145177,19.45326166320385,0.0009736804586321638,0,34,[],0.022504610000396497,None,None,199.60489719999987,None,0.22321461000046838,2.739432001459578,199.8195036999996,None,,195.2314551999998,None,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,1,0,1,0,,,,,,,,2.195447835749937,frequency,3402.6686438034267,26.625347711966725,0.0015750207982441222,0,35,[],0.012234910000188393,None,['space'],202.34061699999984,202.34061699999984,0.2099966100004167,2.4054444457503537,202.5586658000002,202.34061699999984,[-2.2902817000008326],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,2,0,2,0,,,,,,,,1.9792304116778558,frequency,2700.699892336383,12.552857832972823,0.00031151353588529455,0,36,[],0.014178809999066289,0.20554020999952627,['space'],204.75660590000007,204.75660590000007,0.20554020999952627,2.184770621677382,204.96345219999967,204.75660590000007,[-2.0818828999995276],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,3,0,3,0,,,,,,,,2.0705494668574693,frequency,2143.5469250725887,25.01332775326135,0.0013890779479035764,0,37,[],0.014538209999045648,0.20687520999945264,['space'],206.94111760000033,206.94111760000033,0.20687520999945264,2.277424676856922,207.15488559999994,206.94111760000033,[-1.7867998000006082],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,4,0,4,0,,,,,,,,2.852991997373387,frequency,1701.334321901713,16.007998272007946,0.0003872980058931733,0,38,[],0.017321309999715595,None,['space'],209.22405419999996,209.22405419999996,0.21678170999985014,3.069773707373237,209.43976089999978,209.22405419999996,[-1.9575757999996313],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,5,0,5,0,,,,,,,,2.497423101766024,frequency,1350.3499461681913,28.09238069544535,0.001320600789094077,0,39,[],0.014213610001206689,0.20559581000088656,['space'],212.29616410000017,212.29616410000017,0.20559581000088656,2.7030189117669106,212.4966602000004,212.29616410000017,[-2.693717700000434],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,6,0,6,0,,,,,,,,1.8862987965972176,frequency,1071.7734625362941,35.0,0.002646070178467869,0,40,[],0.014445310000155587,0.20522391000031348,['space'],214.99903710000035,214.99903710000035,0.20522391000031348,2.091522706597531,215.21032430000014,214.99903710000035,[-2.340530099999796],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,7,0,7,0,,,,,,,,2.805100985765848,frequency,850.6671609508564,22.449834278078313,0.0005277928186657126,0,41,[],0.016262010000900773,0.20888501000081305,['space'],217.1004850999998,217.1004850999998,0.20888501000081305,3.013985995766661,217.3122728999997,217.1004850999998,[-1.7701183000003766],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,8,0,8,0,,,,,,,,1.694523834955042,frequency,675.1749730840955,22.21607426274236,0.0006092205582075805,0,42,[],0.01818170999922586,None,['space'],220.1164643000002,220.1164643000002,0.21775920999971277,1.9122830449547548,220.32587909999984,220.1164643000002,[-2.6893202999995083],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,9,0,9,0,,,,,,,,1.5825591441483982,frequency,535.8867312681471,23.90712708552509,0.0010324953160706892,0,43,[],0.014299409999694035,0.20305900999937876,['space'],222.02241969999977,222.02241969999977,0.20305900999937876,1.785618154147777,222.22621679999975,222.02241969999977,[-1.5076163999997334],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,10,0,10,0,,,,,,,,1.5037744013646992,frequency,425.3335804754282,31.402020680803847,0.0027968213440333458,0,44,[],0.011488410000310978,0.20027171000037924,['space'],223.81397639999977,223.81397639999977,0.20027171000037924,1.7040461113650784,224.02203809999992,223.81397639999977,[-1.3946098999999776],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,11,0,11,0,,,,,,,,1.0632106117283364,frequency,337.58748654204777,31.637858490881264,0.003541935592512755,0,45,[],0.014299009998467227,0.204826909998701,['space'],225.5262101999997,225.5262101999997,0.204826909998701,1.2680375217270374,225.73666539999977,225.5262101999997,[-1.3964432999996461],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,12,0,12,0,,,,,,,,1.6156431378750247,frequency,267.94336563407353,26.561511271126836,0.0031602692986245264,0,46,[],0.018253309999636258,None,['space'],226.80773640000007,226.80773640000007,0.2179670099994837,1.8336101478745084,227.01777159999983,226.80773640000007,[-0.9494047000002865],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,13,0,13,0,,,,,,,,2.669610716921429,frequency,212.6667902377141,22.68235543246648,0.0032768725634254496,0,47,[],0.01817190999918239,None,['space'],228.63877440000033,228.63877440000033,0.21705550999922707,2.886666226920656,228.85564140000042,228.63877440000033,[-1.4209185000004254],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
6,0,6,0,14,0,14,0,,,,,,,,2.979060798194167,frequency,,,,1,47,[],0.011976910000157659,0.2004548100003376,['space'],231.5217743000003,231.5217743000003,0.2004548100003376,3.1795156081945044,231.73021270000027,231.5217743000003,[-2.4793726000002607],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,0,0,0,0,,,,,0.16666666666666666,238.22903299999962,None,1.3459845654092535,frequency,707.1067811865479,6.297809510250174,9.168584235098367e-05,0,48,[],0.02314630999990186,None,None,239.2365450999996,None,0.22699711000041134,1.5729816754096648,239.44687390000036,None,,234.70968830000038,None,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,1,0,1,0,,,,,,,,2.6465214638972876,frequency,629.9605249474369,14.733403977802723,0.00027905671102002174,0,49,[],0.012592409999342635,None,None,240.79615990000002,240.79615990000002,0.20336270999905537,2.849884173896343,241.0078451999998,240.79615990000002,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,2,0,2,0,,,,,,,,1.5179687714448324,frequency,561.2310241546867,14.66288965515077,0.0003347984650377518,0,50,[],0.01790281000012328,0.2155182100004822,None,243.6597195000004,243.6597195000004,0.2155182100004822,1.7334869814453147,243.87293469999986,243.6597195000004,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,3,0,3,0,,,,,,,,2.7735941260272794,frequency,,,,1,50,[],0.01804811000056361,None,['space'],245.38851570000043,245.38851570000043,0.2201287100006084,2.993722836027888,245.59858220000024,245.38851570000043,[-1.2901736000007986],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,4,0,4,0,,,,,,,,2.137977727542314,frequency,445.44935907016975,10.835510224133904,0.00025844433379953785,0,51,[],0.01885041000059573,None,None,248.37408270000014,248.37408270000014,0.21793021000030421,2.3559079375426184,248.58596419999958,248.37408270000014,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,5,0,5,0,,,,,,,,2.0680513377973497,frequency,396.8502629920499,6.535419408120394,0.00016419321395745907,0,52,[],0.01804150999942067,None,['space'],250.72873710000022,250.72873710000022,0.21721350999996503,2.2852648477973148,250.94478830000025,250.72873710000022,[-1.8617471000002297],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,6,0,6,0,,,,,,,,1.7625067815320328,frequency,353.5533905932738,5.0,0.00015757748228274537,0,53,[],0.013677710000592924,0.20258941000065533,None,253.00504329999967,253.00504329999967,0.20258941000065533,1.965096191532688,253.21683539999958,253.00504329999967,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,7,0,7,0,,,,,,,,1.7704620885553817,frequency,314.9802624737183,12.79344755598334,0.00043026344830598257,0,54,[],0.017354510000586743,None,None,254.98346219999985,254.98346219999985,0.2160121100014294,1.986474198556811,255.1943553000001,254.98346219999985,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,8,0,8,0,,,,,,,,1.5207302414938206,frequency,280.6155120773433,12.483861882665792,0.0005684371403778632,0,55,[],0.017903009998917696,None,None,256.97097419999955,256.97097419999955,0.21465720999913174,1.7353874514929524,257.1802279000003,256.97097419999955,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,9,0,9,0,,,,,,,,1.6236937165268666,frequency,250.00000000000003,11.752335413688378,0.0006480175606938463,0,56,[],0.017848610000328335,None,['space'],258.70420170000034,258.70420170000034,0.21691951000047993,1.8406132265273465,258.92465429999993,258.70420170000034,[-1.2302159999994728],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,10,0,10,0,,,,,,,,2.980703921838945,frequency,222.72467953508485,6.176775574415576,0.0004498568279973293,0,57,[],0.017674210000222956,None,None,260.5438248999999,260.5438248999999,0.21575061000021378,3.1964545318391586,260.7580936000004,260.5438248999999,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,11,0,11,0,,,,,,,,1.4133083882985382,frequency,198.42513149602493,12.966630885206932,0.0012066623718412813,0,58,[],0.017554009999912523,None,None,263.74219079999966,263.74219079999966,0.21593411000048945,1.6292424982990277,263.96592599999985,263.74219079999966,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,12,0,12,0,,,,,,,,2.2905286466400487,frequency,176.77669529663686,10.580334899899535,0.001183343467543614,0,59,[],0.013790910001262091,0.20473231000050873,None,265.37003970000023,265.37003970000023,0.20473231000050873,2.4952609566405575,265.5806799000002,265.37003970000023,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,13,0,13,0,,,,,,,,1.8367474286264538,frequency,157.49013123685913,7.212014218057927,0.0009943882279631632,0,60,[],0.015589509999699658,None,None,267.8690625999998,267.8690625999998,0.20988230999955704,2.046629738626011,268.0805915000001,267.8690625999998,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
7,0,7,0,14,0,14,0,,,,,,,,2.5134742616469463,frequency,140.3077560386716,6.8731569372909185,0.001293837592817511,0,61,[],0.014784809999582649,0.20772960999966017,None,269.92187319999994,269.92187319999994,0.20772960999966017,2.7212038716466065,270.1345674000004,269.92187319999994,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,0,0,0,0,,,,,0.3333333333333333,278.31766210000023,None,1.8735526808088132,both,6649.903169142304,12.4686784130853,0.0005908315068934004,0,47,[],0.022761910000554053,None,None,279.35536090000005,None,0.22764931000074284,2.101201990809556,279.57220489999963,None,,272.6574934,None,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,1,0,1,0,,,,,,,,1.8735526808088132,both,5278.031643091578,20.0,0.00142493270940771,0,48,[],0.011071209999499843,0.19953420999900118,['space'],281.4419661000002,281.4419661000002,0.19953420999900118,2.073086890807814,281.64874510000027,281.4419661000002,[-1.375601700000061],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,2,0,2,0,,,,,,,,1.8735526808088132,both,4189.176491282507,11.38918730703432,0.0003597799621543599,0,49,[],0.012968609999916225,0.2030273099999249,['space'],283.52094639999996,283.52094639999996,0.2030273099999249,2.076579990808738,283.72374200000013,283.52094639999996,[-1.662448100000347],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,3,0,3,0,,,,,,,,1.8735526808088132,both,,,,1,49,[],0.01759570999911375,None,None,285.60459249999985,285.60459249999985,0.2166518099993482,2.090204490808161,285.8164426000003,285.60459249999985,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,4,0,4,0,,,,,,,,1.8735526808088132,both,2639.015821545789,19.922713165314633,0.000765721788471875,0,50,[],0.015051909999783675,None,None,287.69085879999966,287.69085879999966,0.21241950999956316,2.085972190808376,287.9062592999999,287.69085879999966,,,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,5,0,5,0,,,,,,,,1.8735526808088132,both,2094.5882456412537,14.006529126764002,0.0003857456690732594,0,51,[],0.006577909998668474,None,['space'],289.7868355999999,289.7868355999999,0.2007317099987631,2.074284390807576,290.0011034999998,289.7868355999999,[-1.7685318999997435],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,6,0,6,0,,,,,,,,1.8735526808088132,both,1662.4757922855758,18.399458427902257,0.0004954634011064312,0,52,[],0.01424600999962422,0.20639260999996623,['space'],291.8784493000003,291.8784493000003,0.20639260999996623,2.079945290808779,292.0880900000002,291.8784493000003,[-1.652710500000012],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,7,0,7,0,,,,,,,,1.8735526808088132,both,1319.5079107728945,14.218112156533289,0.00027127162956126766,0,53,[],0.017184410000481876,None,['space'],293.9632443999999,293.9632443999999,0.2156690100009655,2.0892216908097785,294.16977959999986,293.9632443999999,[-1.689520899999934],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,8,0,8,0,,,,,,,,1.8735526808088132,both,1047.2941228206269,11.255248158662624,0.00016819351233435609,0,54,[],0.015617709998878126,0.21013780999965093,['space'],296.04890570000043,296.04890570000043,0.21013780999965093,2.083690490808464,296.25692999999956,296.04890570000043,[-1.6465622000000621],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
8,0,8,0,9,0,9,0,,,,,,,,1.8735526808088132,both,831.2378961427879,13.177583391968847,0.00017897165477735865,0,55,[],0.016783609999947657,None,['space'],298.12931039999967,298.12931039999967,0.21522451000055298,2.088777190809366,298.3414856999998,298.12931039999967,[-1.6791878000008182],,,,ikieoz,001,fr,2022-04-25_16h03.39.711,Continuous,2022.1.1,37.5083362276789,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.21982750000006,None,"[0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334]",,,,,,,,
