sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,participant,session,language (english or french),date,expName,psychopyVersion,frameRate,
,,,,20.67158049999989,None,41.40745250000009,None,,,,,,,,
