sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,participant,session,language (english or french),date,expName,psychopyVersion,frameRate,
,,,,17.31758209999998,None,63.16110370000024,None,,,,,,,,
