sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,0,0,0,0,,,,,"[0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",136.00723950006068,None,2.3104260469605036,none,2579.0,0.7235104878177904,8.802096419895242e-05,0,36,[],0.024979400215670466,None,None,137.03851250000298,None,0.23963360022753477,2.5500596471880383,137.25628490000963,None,,132.89611900015734,None,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,1,0,1,0,,,,,,,,1.0226793581523983,none,2895.0,-1.8239064013289765,4.972922028336171e-05,0,37,[],0.02248940011486411,None,['space'],139.5560870000627,139.5560870000627,0.22905550012364984,1.2517348582760481,139.76696419995278,139.5560870000627,[-1.9440788999199867],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,2,0,2,0,,,,,,,,1.631545694356733,none,,,,1,37,[],0.023056200006976724,None,['space'],140.7877337001264,140.7877337001264,0.2250854999292642,1.8566311942859972,141.00485690007918,140.7877337001264,[-0.8236916000023484],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,3,0,3,0,,,,,,,,2.9404040490443863,none,2298.0,-0.07320656735149766,8.073430832961587e-05,0,38,[],0.024114199681207538,None,None,142.6294059001375,142.6294059001375,0.2273662998341024,3.1677703488784887,142.83722200011835,142.6294059001375,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,4,0,4,0,,,,,,,,2.4212955131369833,none,3647.0,-2.064952247333436,6.12938708326386e-05,0,39,[],0.022155100014060736,None,['space'],145.77852519997396,145.77852519997396,0.22520270012319088,2.646498213260174,145.9923861999996,145.77852519997396,[-2.7748428999911994],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,5,0,5,0,,,,,,,,2.2149502813291377,none,4595.0,-2.0,9.919545933000921e-05,0,40,[],0.021960800047963858,None,['space'],148.41426769993268,148.41426769993268,0.22653210000135005,2.441482381330488,148.62381949997507,148.41426769993268,[-2.2740160999819636],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,6,0,6,0,,,,,,,,1.9841872199405508,none,1448.0,-0.4365005217085902,4.7162848429325656e-05,0,41,[],0.021829599980264902,None,['space'],150.83939610002562,150.83939610002562,0.22031879983842373,2.2045060197789743,151.05224890005775,150.83939610002562,[-2.0434095999225974],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,7,0,7,0,,,,,,,,2.999135431829359,none,1824.0,1.2693238450674484,7.738628136405485e-05,0,42,[],0.02240019990131259,None,None,153.03621529997326,153.03621529997326,0.2253956999629736,3.2245311317923324,153.25063330004923,153.03621529997326,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,8,0,8,0,,,,,,,,1.2918953129579989,none,4094.0,-3.3900591401643143,6.119327132744818e-05,0,43,[],0.022435899823904037,None,"['space', 'space']",156.24551509995945,156.24551509995945,0.22566189989447594,1.5175572128524748,156.45767040015198,156.24551509995945,"[-2.778276100056246, -0.025590900098904967]",,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,9,0,9,0,,,,,,,,2.782473322650116,none,6885.0,-2.0978628774592254,0.00011603982680349973,0,44,[],0.022140300134196877,None,None,157.74565459997393,157.74565459997393,0.22389150015078485,3.006364822800901,157.95530720008537,157.74565459997393,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
2,0,2,0,10,0,10,0,,,,,,,,1.9150745079059923,none,2047.0,1.8422488290908714,9.377539328196135e-05,0,45,[],0.01622700016014278,None,['space'],160.73778880015016,160.73778880015016,0.21110760001465678,2.1261821079206493,160.95499270013534,160.73778880015016,[-2.373765900032595],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,0,0,0,0,,,,,"[0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334]",165.81811470002867,None,1.0363039727514112,none,354.0,-7.0,3.952988376608492e-05,0,46,[],0.0249484998639673,None,None,166.85051729995757,None,0.23289379989728332,1.2691977726486945,167.06088240002282,None,,162.86895260005258,None,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,1,0,1,0,,,,,,,,1.8223552775019949,none,1588.0,-0.33108486834038375,5.365221310043831e-05,0,47,[],0.02210410009138286,None,None,168.09129870007746,168.09129870007746,0.2282913001254201,2.0506465776274148,168.2986618001014,168.09129870007746,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,2,0,2,0,,,,,,,,2.806023611111079,none,944.0,-1.8246501186127013,3.441564187873824e-05,0,48,[],0.014675599988549948,None,None,170.11673799995333,170.11673799995333,0.21063390001654625,3.016657511127625,170.33430130011402,170.11673799995333,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,3,0,3,0,,,,,,,,1.9937967821692715,none,1060.0,-3.656597676742094,3.0563452102208106e-05,0,49,[],0.022200699895620346,None,['space'],173.14039960014634,173.14039960014634,0.22189230006188154,2.215689082231153,173.35303030000068,173.14039960014634,[-2.3925610999576747],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,4,0,4,0,,,,,,,,1.5931633675879697,none,500.0,-5.200187815025184,3.92609327820241e-05,0,50,[],0.022046499885618687,None,None,175.34919420001097,175.34919420001097,0.23112310003489256,1.8242864676228623,175.5683607000392,175.34919420001097,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,5,0,5,0,,,,,,,,2.3277851708634403,none,167.0,-2.863564487277632,0.00027732546651324896,0,51,[],0.01914949994534254,0.2119613999966532,['space'],177.15129219996743,177.15129219996743,0.2119613999966532,2.5397465708600935,177.35965430014767,177.15129219996743,[-1.2672120998613536],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,6,0,6,0,,,,,,,,1.1603735397564947,none,236.0,-6.957632157173438,8.748943041653983e-05,0,52,[],0.020129299722611904,None,['space'],179.68775549996644,179.68775549996644,0.21642509987577796,1.3767986396322727,179.90120660001412,179.68775549996644,[-1.9157509000506252],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,7,0,7,0,,,,,,,,1.9413960859957358,none,133.0,-0.6598450090521527,0.0006038379553651744,0,53,[],0.021219799760729074,None,None,181.06149079999886,181.06149079999886,0.22619429975748062,2.1675903857532166,181.2784766999539,181.06149079999886,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,8,0,8,0,,,,,,,,1.6805745332082436,none,397.0,-0.9226006545648124,6.954020215890024e-05,0,54,[],0.022108299657702446,None,['space'],183.21562470006756,183.21562470006756,0.22849149978719652,1.90906603299544,183.42793529992923,183.21562470006756,[-1.6997902998700738],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,9,0,9,0,,,,,,,,2.442237312586647,none,749.0,-3.587712171316487,2.694762335116423e-05,0,55,[],0.02174669993110001,None,None,185.1034300001338,185.1034300001338,0.2222384000197053,2.664475712606352,185.31541989999823,185.1034300001338,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
3,0,3,0,10,0,10,0,,,,,,,,1.128145632517034,none,,,,1,55,[],0.022167099872604012,None,None,187.75611920002848,187.75611920002848,0.22504749987274408,1.3531931323897781,187.96266590012237,187.75611920002848,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,0,0,0,0,,,,,,191.41757820011117,None,1.8879192051816984,frequency,141.0,-0.7418543213812077,0.0005327715388177397,0,27,[],0.024886799976229668,None,None,192.43346050009131,None,0.2310309000313282,2.1189501052130266,192.64560830011033,None,,189.09049300011247,None,0.16666666666666666,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,1,0,1,0,,,,,,,,2.321266762556939,frequency,158.0,-1.1433120201864546,0.00037602588357045193,0,28,[],0.02139450004324317,None,['space'],194.52991220005788,194.52991220005788,0.22375280014239252,2.5450195626993315,194.73892459995113,194.52991220005788,[-1.3665670999325812],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,2,0,2,0,,,,,,,,1.6616782801040364,frequency,177.0,-1.996216660845244,0.00027750638883876897,0,29,[],0.02157370001077652,None,['space'],197.06098029995337,197.06098029995337,0.22416109987534583,1.8858393799793822,197.27122520003468,197.06098029995337,[-2.1044745999388397],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,3,0,3,0,,,,,,,,2.595140377204684,frequency,199.0,-1.2968615606940328,0.00023176354184953446,0,30,[],0.021691299742087722,None,['space'],198.93169330013916,198.93169330013916,0.22725249989889562,2.82239287710358,199.14462139992975,198.93169330013916,[-1.4162234000395983],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,4,0,4,0,,,,,,,,2.7022250069826965,frequency,223.0,-1.8876194214190627,0.00017733435701199456,0,31,[],0.021589799784123898,None,['space'],201.73778020008467,201.73778020008467,0.22445099987089634,2.926676006853593,201.94762210012414,201.73778020008467,[-2.3818236999213696],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,5,0,5,0,,,,,,,,1.4417888786225925,frequency,,,,1,31,[],0.016722399974241853,0.2115869999397546,['space'],204.6497124999296,204.6497124999296,0.2115869999397546,1.6533758785623471,204.86249930015765,204.6497124999296,[-2.46068529994227],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,6,0,6,0,,,,,,,,2.324617533521702,frequency,281.0,-0.4283103019430793,0.00012816278843315435,0,32,[],0.017884300090372562,0.21133550000377,None,206.30254609999247,206.30254609999247,0.21133550000377,2.535953033525472,206.5142985000275,206.30254609999247,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,7,0,7,0,,,,,,,,1.578603179016992,frequency,315.0,-0.5297518019234501,9.278599178048227e-05,0,33,[],0.020739799831062555,None,None,208.8345002999995,208.8345002999995,0.22073119995184243,1.7993343789688345,209.04912970005535,208.8345002999995,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,8,0,8,0,,,,,,,,1.4203959156963524,frequency,354.0,-1.0,7.887248739356936e-05,0,34,[],0.021583500085398555,None,None,210.6283100999426,210.6283100999426,0.2276932999957353,1.6480892156920877,210.8418908000458,210.6283100999426,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,9,0,9,0,,,,,,,,2.859815124179833,frequency,397.0,-0.6462763078770533,7.178805158487946e-05,0,35,[],0.021487400168552995,None,None,212.26200999994762,212.26200999994762,0.22721890010870993,3.087034024288543,212.47105980012566,212.26200999994762,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,10,0,10,0,,,,,,,,1.6138188818445454,frequency,446.0,-1.0,6.61343155512842e-05,0,36,[],0.01409129984676838,0.20777099998667836,None,215.33296050014906,215.33296050014906,0.20777099998667836,1.8215898818312237,215.5451682000421,215.33296050014906,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,11,0,11,0,,,,,,,,2.360414007680122,frequency,501.0,-1.5037794923620167,5.995586949349397e-05,0,37,[],0.02136360015720129,None,['space'],217.1585854999721,217.1585854999721,0.22729770001024008,2.587711707690362,217.3746404000558,217.1585854999721,[-1.3386416998691857],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,12,0,12,0,,,,,,,,1.7017487841903525,frequency,562.0,-1.625961949792603,5.122692769560595e-05,0,38,[],0.019317899830639362,0.21618229988962412,['space'],219.7288282001391,219.7288282001391,0.21618229988962412,1.9179310840799766,219.94978870009072,219.7288282001391,[-2.1008094002027065],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,13,0,13,0,,,,,,,,1.8081031027160832,frequency,631.0,-1.489764382138611,4.3026576873766154e-05,0,39,[],0.021120699821040034,None,['space'],221.6436149000656,221.6436149000656,0.22621509991586208,2.0343182026319453,221.8595996000804,221.6436149000656,[-1.5197457999456674],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
4,0,4,0,14,0,14,0,,,,,,,,1.923450166775618,frequency,708.0,-1.9009063102083237,3.561227325627271e-05,0,40,[],0.019633699906989932,None,['space'],223.6667895000428,223.6667895000428,0.2184756000060588,2.141925766781677,223.88678569998592,223.6667895000428,[-1.3501262001227587],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
5,0,5,0,0,0,0,0,,,,,,229.70121860015206,None,2.0830238904537968,frequency,218.0,-1.0033926994773872,0.00020506517611806354,0,41,[],0.025017699925228953,None,None,230.7099264001008,None,0.2517373999580741,2.334761290411871,230.933242399944,None,,225.80255979998037,None,0.5833333333333334,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
5,0,5,0,1,0,1,0,,,,,,,,2.4964991824887117,frequency,326.0,-0.6924939261460518,8.842683947851835e-05,0,42,[],0.018310599960386753,None,['space'],233.0103760000784,233.0103760000784,0.22299190005287528,2.719491082541587,233.22852939995937,233.0103760000784,[-1.6866909000091255],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
5,0,5,0,2,0,2,0,,,,,,,,2.212169004372881,frequency,489.0,-1.3225709833667598,6.183647634202001e-05,0,43,[],0.019998899893835187,None,None,235.72978539997712,235.72978539997712,0.22351699997670949,2.4356860043495905,235.94130970002152,235.72978539997712,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
5,0,5,0,3,0,3,0,,,,,,,,2.7615219037983314,frequency,732.0,-1.0260660574655511,3.75158566974839e-05,0,44,[],0.018087700242176652,None,['space'],238.14998050010763,238.14998050010763,0.2224766002036631,2.9839985040019945,238.36713100015186,238.14998050010763,[-1.8497159001417458],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
5,0,5,0,4,0,4,0,,,,,,,,1.8891486116824234,frequency,1097.0,-0.9826969646413948,4.296329404622169e-05,0,45,[],0.020932000130414963,None,['space'],241.13405590015464,241.13405590015464,0.224482900230214,2.1136315119126374,241.3365561000537,241.13405590015464,[-2.529317099833861],,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
5,0,5,0,5,0,5,0,,,,,,,,1.6545996391478215,frequency,1643.0,-0.35097862056021567,5.636777569027933e-05,0,46,[],0.020720700034871697,None,None,243.22933460003696,243.22933460003696,0.22612889995798469,1.8807285391058062,243.4382333001122,243.22933460003696,,,,,,,,,vqnuwy,001,fr,0,2022-05-10_10h19.17.781,Continuous,2022.1.1,33.89075720223212,
