sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
5,0,5,0,7,0,7,0,,,,,,,,2.8597178678331794,both,,,,1,40,[],0.012222533317981288,0.20724543332471512,['space'],250.7513539000065,250.7513539000065,0.20724543332471512,3.0669633011578945,250.96971380000468,250.7513539000065,[-2.713295300025493],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,,255.75010340000154,None,2.2938374207700485,both,7908.0,-8.600081571164305,6.641140560877003e-05,0,41,[],0.013106166647048667,None,None,256.7737650999916,None,0.20626286664628424,2.5001002874163327,256.9815106999886,None,,253.85426079999888,None,0.5833333333333334,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,1,0,1,0,,,,,,,,2.2938374207700485,both,5278.0,-9.0,5.0558934430429754e-05,0,42,[],0.0013606667052954435,None,None,259.30028799999855,259.30028799999855,0.19813816668465734,2.491975587454706,259.5177958999993,259.30028799999855,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,2,0,2,0,,,,,,,,2.2938374207700485,both,3523.0,-4.168792034621308,4.676188058338642e-05,0,43,[],0.008639966661576182,None,['space'],261.8395148999989,261.8395148999989,0.21139886666787788,2.5052362874379264,262.0512328000041,261.8395148999989,[-2.138694699999178],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,3,0,3,0,,,,,,,,2.2938374207700485,both,2351.0,-2.1779986309654737,6.42747887106664e-05,0,44,[],0.0078044666443020105,None,['space'],264.380073599983,264.380073599983,0.21653746665106155,2.51037488742111,264.5977864000015,264.380073599983,[-2.159300200000871],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,4,0,4,0,,,,,,,,2.2938374207700485,both,1569.0,-6.510481453561136,2.5581575432413238e-05,0,45,[],0.0049131666601169854,None,None,266.9181154999824,266.9181154999824,0.2007477666484192,2.4945851874184677,267.1332083999878,266.9181154999824,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,5,0,5,0,,,,,,,,2.2938374207700485,both,,,,1,45,[],0.001449066650820896,0.19492896666633897,None,269.46100439998554,269.46100439998554,0.19492896666633897,2.4887663874363875,269.67386029998306,269.46100439998554,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,6,0,6,0,,,,,,,,2.2938374207700485,both,699.0,-6.701494677760374,2.0856200358749816e-05,0,46,[],0.00993356664548628,None,None,271.99807390000205,271.99807390000205,0.21333846665220335,2.507175887422252,272.2125095000083,271.99807390000205,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,7,0,7,0,,,,,,,,2.2938374207700485,both,467.0,-6.450377324077919,3.480022059647313e-05,0,47,[],0.00809366669273004,None,['space'],274.5398118000012,274.5398118000012,0.20956156667671166,2.50339898744676,274.75177780000377,274.5398118000012,[-1.9904001999821048],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,8,0,8,0,,,,,,,,2.2938374207700485,both,312.0,-3.6527607597774105,6.685086413542901e-05,0,48,[],0.006920466665178537,0.20431616666610353,None,277.0772815000091,277.0772815000091,0.20431616666610353,2.498153587436152,277.2798694999947,277.0772815000091,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
6,0,6,0,9,0,9,0,,,,,,,,2.2938374207700485,both,208.0,-4.8644279375144555,0.00014266473023497319,0,49,[],0.008529566664947197,None,['space'],279.60699100000784,279.60699100000784,0.21110686665633693,2.5049442874263854,279.8212540000095,279.60699100000784,[-2.010080599982757],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
7,0,7,0,0,0,0,0,,,,,"[0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333]",284.43393490000744,None,1.4256307337556544,time,530.0,-5.313169775408232,3.621498645481632e-05,0,58,[],0.012900166650069878,None,None,285.45731130000786,None,0.22113656665896997,1.6467673004146244,285.6717540999816,None,,282.1482338999922,None,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
7,0,7,0,1,0,1,0,,,,,,,,1.4256307337556544,time,125.0,-6.0,0.00036221798003749513,0,59,[],0.008177166688255966,None,None,287.11976889998186,287.11976889998186,0.2090490666741971,1.6346798004298515,287.3289703000046,287.11976889998186,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
7,0,7,0,2,0,2,0,,,,,,,,1.4256307337556544,time,140.0,-1.862566601426915,0.0004754643181031206,0,60,[],0.008233066648244858,None,None,288.7884485999821,288.7884485999821,0.21017486666096374,1.6358056004166182,288.999874000001,288.7884485999821,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
7,0,7,0,3,0,3,0,,,,,,,,1.4256307337556544,time,354.0,-3.0650113024042103,6.218347273091709e-05,0,61,[],0.0060035666974727064,None,['space'],290.4574580999906,290.4574580999906,0.20176956668728963,1.627400300442944,290.6692478999903,290.4574580999906,[-1.2277854999992996],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
7,0,7,0,4,0,4,0,,,,,,,,1.4256307337556544,time,315.0,-4.544863914392056,5.8442233971926246e-05,0,62,[],0.006861666654003784,None,None,292.12587749998784,292.12587749998784,0.20823436666978523,1.6338651004254396,292.3422978000017,292.12587749998784,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
7,0,7,0,5,0,5,0,,,,,,,,1.4256307337556544,time,,,,1,62,[],0.0042669666290748864,None,['space'],293.79680399998324,293.79680399998324,0.19918616663198918,1.6248169003876436,294.0106362999941,293.79680399998324,[-1.127467499987688],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
7,0,7,0,6,0,6,0,,,,,,,,1.4256307337556544,time,668.0,-5.436163513531725,2.558075359647184e-05,0,63,[],0.006156666669994593,0.19885036666528322,['space'],295.46420769998804,295.46420769998804,0.19885036666528322,1.6244811004209376,295.668769699987,295.46420769998804,[-0.14794090000214055],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
7,0,7,0,7,0,7,0,,,,,,,,1.4256307337556544,time,210.0,-3.4301467532419876,0.00016563932158762855,0,64,[],0.008178166637662798,0.20589826663490385,None,297.12594420000096,297.12594420000096,0.20589826663490385,1.6315290003905583,297.33568069999455,297.12594420000096,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,0,0,0,0,,,,,,300.3537170999916,None,2.323807745069783,frequency,1416.0,-1.6363001485213409,4.1736114528973885e-05,0,25,[],0.012800266646081582,None,None,301.38209880000795,None,0.23058556666364893,2.554393311733432,301.59570330000133,None,,298.7851842000091,None,0.3333333333333333,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,1,0,1,0,,,,,,,,1.3921897644224324,frequency,1124.0,-0.8893161878346695,4.4447104754237894e-05,0,26,[],0.0007462666544597596,None,None,303.94676689998596,303.94676689998596,0.19919616664992645,1.5913859310723588,304.16322180000134,303.94676689998596,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,2,0,2,0,,,,,,,,1.9629505739558564,frequency,892.0,-1.0955729235167684,3.612633241282688e-05,0,27,[],0.00798676666454412,None,['space'],305.5888582000043,305.5888582000043,0.2091140666452702,2.1720646406011266,305.8009558999911,305.5888582000043,[-1.2246884999913163],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,3,0,3,0,,,,,,,,1.0815951312002956,frequency,708.0,-3.5642886151412756,2.940563632982576e-05,0,28,[],0.013291733310325071,None,['space'],307.80218110000715,307.80218110000715,0.23751563331461512,1.3191107645149107,308.0364397999947,307.80218110000715,[-1.8131434999813791],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,4,0,4,0,,,,,,,,1.0491013231876398,frequency,562.0,-2.0004652619034142,4.906515153754142e-05,0,29,[],0.007851766655221581,None,['space'],309.1425196999917,309.1425196999917,0.2088251666573342,1.257926489844974,309.3493073999998,309.1425196999917,[-1.049111999978777],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,5,0,5,0,,,,,,,,2.369854605385769,frequency,446.0,0.9256725224603886,8.254874772620175e-05,0,30,[],0.006354466633638367,None,['space'],310.42845509998733,310.42845509998733,0.20355916663538665,2.573413772021156,310.6408958999964,310.42845509998733,[-0.8882084999931976],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,6,0,6,0,,,,,,,,1.250799744756263,frequency,354.0,-1.0,7.887248739356936e-05,0,31,[],0.007826966670108959,None,['space'],313.04244809999363,313.04244809999363,0.20996146666584536,1.4607612114221085,313.2564352999907,313.04244809999363,[-2.3094314000045415],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,7,0,7,0,,,,,,,,1.2335208880278623,frequency,281.0,-0.5867839931395666,0.0001258456659252499,0,32,[],0.01612593329627998,None,['space'],314.54347599999164,314.54347599999164,0.21442613331601024,1.4479470213438725,314.7562939999916,314.54347599999164,[-1.1463158999977168],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,8,0,8,0,,,,,,,,2.9778119189300893,frequency,223.0,-0.8900681874543934,0.0001989163338338728,0,33,[],0.0029338666645344347,None,['space'],316.0215435999853,316.0215435999853,0.19665516665554605,3.1744670855856354,316.23592439998174,316.0215435999853,[-1.1125749000057112],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,9,0,9,0,,,,,,,,2.8264737261415087,frequency,177.0,-0.09241157523916554,0.0003455120834036274,0,34,[],0.007314666640013456,None,['space'],319.24896179998177,319.24896179998177,0.21151556662516668,3.0379892927666754,319.4560571000038,319.24896179998177,[-2.8839681999816094],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,10,0,10,0,,,,,,,,1.9260888388967619,frequency,140.0,-0.20699652611836872,0.0005753027288261129,0,35,[],0.0075576666567940265,None,['space'],322.31869610000285,322.31869610000285,0.21222586667863652,2.1383147055753984,322.5282360999845,322.31869610000285,[-2.7378911999985576],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
8,0,8,0,11,0,11,0,,,,,,,,2.275192515441529,frequency,,,,1,35,[],0.006953566655283794,None,['space'],324.48815409999224,324.48815409999224,0.20881846666452475,2.484010982106054,324.6984319000039,324.48815409999224,[-1.8587745999975596],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333]",329.0299696000002,None,2.4376059864116506,none,494.0,-1.9006578104892418,5.764966036239684e-05,0,36,[],0.012887166638392955,None,None,330.0683069000079,None,0.22127486663521267,2.6588808530468633,330.28493409999646,None,,327.0064777999942,None,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,1,0,1,0,,,,,,,,1.785058755471061,none,,,,1,36,[],0.007111566636012867,None,None,332.74700279999524,332.74700279999524,0.21004946663742885,1.99510822210849,332.95866030000616,332.74700279999524,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,2,0,2,0,,,,,,,,1.5138107144964865,none,698.0,-2.2346924027438666,3.494770571820473e-05,0,37,[],0.003813966643065214,None,None,334.7739781999844,334.7739781999844,0.1988697666383814,1.712680481134868,334.98928889998933,334.7739781999844,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,3,0,3,0,,,,,,,,1.1746359983681938,none,2639.0,-2.0,6.136784513124972e-05,0,38,[],0.0064814666693564504,None,['space'],336.5409610999923,336.5409610999923,0.21562456668470986,1.3902605650529036,336.7527814999921,336.5409610999923,[-1.3675215999828652],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,4,0,4,0,,,,,,,,2.738621979678264,none,5924.0,-4.04159258654911,7.451948609087793e-05,0,39,[],0.007077966642100364,None,None,337.95181860000594,337.95181860000594,0.20975676664966159,2.9483787463279256,338.1653004999971,337.95181860000594,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,5,0,5,0,,,,,,,,1.9220392099861152,none,3954.0,-5.0058869621499404,4.6717285610407713e-05,0,40,[],0.01656643330352381,None,['space'],340.9376023999939,340.9376023999939,0.21410903331707232,2.1361482433031878,341.15538799998467,340.9376023999939,[-2.700803799991263],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,6,0,6,0,,,,,,,,2.634770729910561,none,392.0,1.9093240680714614,9.796283733754627e-05,0,41,[],0.0068848666560370475,None,['space'],343.1132742000045,343.1132742000045,0.2071020666626282,2.841872796573189,343.3238779999956,343.1132742000045,[-1.8521706000028644],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,7,0,7,0,,,,,,,,1.35310362538996,none,1761.0,-2.008146409780646,5.080537285547441e-05,0,42,[],0.014502733334666118,None,"['space', 'space']",345.99940269999206,345.99940269999206,0.2263691333355382,1.5794727587254982,346.22087250000914,345.99940269999206,"[-2.434722600009991, -0.17796550001366995]",,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,8,0,8,0,,,,,,,,2.545842406342631,none,622.0,-2.3037734425493652,4.020198226332985e-05,0,43,[],0.0030966666527092457,0.19842556666117162,None,347.60311520000687,347.60311520000687,0.19842556666117162,2.7442679730038027,347.81798439999693,347.60311520000687,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,9,0,9,0,,,,,,,,1.5186234488408545,none,349.0,0.1390999178241885,9.124401772971414e-05,0,44,[],0.006919066683622077,None,None,350.39789220000966,350.39789220000966,0.21176386668230407,1.7303873155231586,350.60906519999844,350.39789220000966,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,10,0,10,0,,,,,,,,1.1630056323198539,none,1175.0,-1.6655741593827926,4.240815464674421e-05,0,45,[],0.0029003666422795504,0.19557886666734703,['space'],352.1573805999942,352.1573805999942,0.19557886666734703,1.358584498987201,352.3757634999929,352.1573805999942,[-1.4172344999969937],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
9,0,9,0,11,0,11,0,,,,,,,,1.1730054495734568,none,6649.0,-6.302769218700363,6.804664241186305e-05,0,46,[],0.0024661666830070317,None,['space'],353.5590884999838,353.5590884999838,0.19850096668233164,1.3715064162557884,353.7789916000038,353.5590884999838,[-0.8822482999821659],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
10,0,10,0,0,0,0,0,,,,,"[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]",357.48319609998725,None,2.229986102856402,time,1335.0,-6.921415024124385,2.3618475384083444e-05,0,65,['time'],0.012703966669505462,None,None,358.513690199994,None,0.22887406666995957,2.4588601695263614,358.7199158000003,None,,354.9851306999917,None,,"{'estimation': [[125.0, -2.2303523262892293], [130.78368259526462, -2.0], [133.9716828170366, -1.8825500181599075], [143.5872943746293, -1.5411043746079347], [153.89305166811442, -1.1973826684313438], [160.12290287564733, -1.0], [164.93848884661162, -0.8492147160108867], [176.77669529663666, -0.5385204454299058], [189.46457081379947, -0.3146667839954636], [203.0630990890585, -0.24362707716977683], [217.6376408240306, -0.3922365145107329], [233.25824788420132, -0.8009809312845907], [238.04743939768218, -1.0], [249.99999999999937, -1.469968828296344], [260.9281276721509, -2.0], [267.94336563407256, -2.3254996748378707], [281.8598345530854, -3.0], [287.1745887492579, -3.247254404572778], [305.6311485555988, -4.0], [307.78610333622805, -4.085919732706891], [329.87697769322244, -4.706202390696625], [352.17915268541617, -5.0], [353.55339059327247, -5.018555231979316], [378.9291416275976, -5.012375629751704], [380.19131291272333, -5.0], [406.12619817811606, -4.76310052520687], [435.2752816480596, -4.417317831694023], [466.5164957684015, -4.1334971117157515], [499.9999999999981, -4.049462462593667], [535.8867312681438, -4.222643703308907], [574.3491774985143, -4.587182067864003], [615.217495390199, -5.0], [615.5722066724546, -5.003542699571886], [659.7539553864432, -5.275344774748515], [707.1067811865431, -5.214377299768388], [728.9539430815288, -5.0], [757.8582832551941, -4.728781904212819], [803.4079501524755, -4.0], [812.2523963562301, -3.862323378551651], [857.5903157007065, -3.0], [870.5505632961181, -2.763542174220163], [913.2156619098957, -2.0], [933.0329915368008, -1.6596850827315555], [983.0171332536287, -1.0], [999.9999999999926, -0.7814569292419922], [1071.773462536285, -0.3055924396526886], [1148.698354997026, -0.2786024856509849], [1231.1444133449063, -0.644633183153386], [1280.5070966830992, -1.0], [1319.5079107728832, -1.2795667740877312], [1414.2135623730828, -1.996563121987883], [1414.732116480275, -2.0], [1515.7165665103846, -2.6575200604433133], [1585.900900650608, -3.0], [1624.5047927124563, -3.1889055225987573], [1741.1011265922318, -3.566409800336353], [1866.065983073597, -3.843604115575477], [1951.2311089441912, -4.0], [1999.9999999999802, -4.0878745838736705], [2143.5469250725646, -4.346415308470444], [2297.396709994046, -4.643879223101074], [2462.2888266898062, -4.9808291723191624], [2471.349425154995, -5.0], [2639.01582154576, -5.338993993219927], [2828.427124746159, -5.696541617894738], [2989.3846808710596, -6.0], [3031.4331330207615, -6.077888061811573], [3249.0095854249043, -6.514472619806601], [3454.9465006650207, -7.0], [3482.2022531844596, -7.062748855709301], [3732.1319661471844, -7.764533591521551], [3802.502862469845, -8.0], [3999.9999999999504, -8.63624656366474], [4103.252846083162, -9.0], [4287.093850145118, -9.631149749009637], [4396.835251913854, -10.0], [4594.793419988081, -10.653225640820754], [4718.554916378629, -11.0], [4924.577653379601, -11.568153719250903], [5155.285157622032, -12.0], [5278.031643091506, -12.228457375725146], [5656.854249492303, -12.509883475862186], [6062.866266041508, -12.346782700553014], [6302.880361029817, -12.0], [6498.019170849792, -11.73445014710086], [6842.655484856861, -11.0], [6964.404506368894, -10.752692653162812], [7267.127260508697, -10.0], [7464.2639322943505, -9.525513139789163], [7678.107585773786, -9.0], [7999.999999999882, -8.200014327359552]], 'plus_line': [[125.0, -4.869193646090772], [133.97168281703668, -4.40196280944696], [143.5872943746293, -4.042245288033377], [144.92919950496713, -4.0], [153.89305166811442, -3.760610506041677], [164.93848884661162, -3.462634114453891], [176.77669529663666, -3.1326996598914265], [182.44882193392564, -3.0], [189.46457081379947, -2.8637470011037864], [203.0630990890585, -2.755511497868195], [217.6376408240306, -2.8706062827116057], [222.7493548297741, -3.0], [233.25824788420132, -3.2851302498210475], [249.99999999999937, -3.9287356904257447], [251.4761764760221, -4.0], [267.94336563407256, -4.788419468015184], [272.29082171783375, -5.0], [287.1745887492579, -5.717667866528934], [293.92914934628976, -6.0], [307.78610333622805, -6.5864702023910455], [321.9514253583576, -7.0], [329.87697769322244, -7.248442269231205], [353.55339059327247, -7.616393696203071], [378.929141627598, -7.642634564281323], [406.12619817811606, -7.387750944609639], [431.859721847036, -7.0], [435.2752816480601, -6.956683893063921], [466.5164957684015, -6.598326268593875], [499.9999999999975, -6.4083764178029865], [535.8867312681438, -6.483647504133315], [574.3491774985143, -6.780767412577379], [597.6484211407595, -7.0], [615.5722066724546, -7.188060896625708], [659.7539553864432, -7.48510400877655], [707.1067811865431, -7.454367606968511], [753.3735390790482, -7.0], [757.8582832551941, -6.96130997016308], [812.2523963562301, -6.091230319666672], [816.8000488540047, -6.0], [867.8765918783213, -5.0], [870.5505632961181, -4.950599765713524], [922.6786118102538, -4.0], [933.0329915368008, -3.8191240799461736], [993.2797561805017, -3.0], [999.9999999999926, -2.9142601655277582], [1071.773462536285, -2.4617532593385487], [1148.6983549970273, -2.4682298148061363], [1231.1444133449063, -2.8796941749964464], [1246.30774676547, -3.0], [1319.5079107728832, -3.607761450335278], [1365.9146873589957, -4.0], [1414.2135623730828, -4.427514642332086], [1492.1228073353261, -5.0], [1515.7165665103846, -5.184622906610253], [1624.5047927124563, -5.802275459179537], [1676.213194183176, -6.0], [1741.1011265922318, -6.272172668825893], [1866.065983073597, -6.6144116866176095], [1999.9999999999802, -6.887530614653004], [2058.9117489927644, -7.0], [2143.5469250725646, -7.178964841391289], [2297.396709994046, -7.493556571245231], [2462.2888266898062, -7.81354895822971], [2560.5787981887797, -8.0], [2639.01582154576, -8.162317171651203], [2828.427124746159, -8.527123985438623], [3031.4331330207615, -8.885035058491644], [3091.0761178230687, -9.0], [3249.0095854249043, -9.32211493210561], [3482.2022531844555, -9.83645146888639], [3541.012934975513, -10.0], [3732.1319661471844, -10.536686815445508], [3872.755424373392, -11.0], [3999.9999999999554, -11.417882808885302], [4159.031588872168, -12.0], [4287.093850145118, -12.459909790036459], [4437.341240513395, -13.0], [4594.793419988081, -13.555553996705587], [4742.764641299481, -14.0], [4924.577653379601, -14.546904746625689], [5153.395244670954, -15.0], [5278.0316430915, -15.258801142442902], [5656.854249492303, -15.56612951451393], [6062.866266041508, -15.384135306036342], [6300.246774167285, -15.0], [6498.019170849792, -14.716037718785767], [6810.653483930502, -14.0], [6964.404506368894, -13.66762860484581], [7228.406127325934, -13.0], [7464.2639322943505, -12.40823154427547], [7640.96304029366, -12.0], [7999.999999999882, -11.144107371742011]], 'minus_line': [[125.0, 0.427422648257398], [133.9716828170366, 0.6458163959645461], [143.5872943746293, 0.9846864560553763], [143.97850269982862, 1.0], [153.89305166811442, 1.4223791364315796], [164.93848884661162, 1.8029679037567858], [172.5676154799197, 2.0], [176.77669529663666, 2.120863453221669], [189.46457081379947, 2.3340735835380113], [203.0630990890585, 2.370912512935405], [217.6376408240306, 2.1783544470642537], [223.242827778894, 2.0], [233.25824788420132, 1.7310219903064805], [249.96512237844684, 1.0], [249.99999999999937, 0.9986141965981372], [267.94336563407256, 0.09124961431161482], [269.59851857039206, 0.0], [287.1745887492579, -0.8938669540454591], [289.46179019952, -1.0], [307.78610333622805, -1.7693438714840153], [315.2843656337644, -2.0], [329.87697769322244, -2.3960693928358197], [353.55339059327247, -2.676679515295421], [378.929141627598, -2.6275721380862214], [406.12619817811606, -2.3553855131260755], [435.2752816480601, -2.0290550449545566], [439.0632762223887, -2.0], [466.5164957684015, -1.7715646306148343], [499.9999999999975, -1.7602362017412305], [530.8100606343476, -2.0], [535.8867312681438, -2.032244632217246], [574.3491774985143, -2.443808375902245], [615.5722066724546, -2.9155165128752403], [627.3026373167044, -3.0], [659.7539553864432, -3.188843326698382], [707.1067811865431, -3.1203804930392973], [719.4365018363665, -3.0], [757.8582832551941, -2.6020193402519913], [795.3477902958601, -2.0], [812.2523963562301, -1.725643413931519], [849.6371442392107, -1.0], [870.5505632961181, -0.6130559595190209], [904.1039259358006, 0.0], [933.0329915368008, 0.5055051448907573], [969.9040565302421, 1.0], [999.9999999999926, 1.4083186230208788], [1071.773462536285, 1.9035022845477794], [1148.698354997026, 1.9717774164195505], [1231.1444133449063, 1.6781482418824478], [1319.5079107728832, 1.1091657860143025], [1334.8698477028706, 1.0], [1414.2135623730828, 0.4890637323348134], [1497.0027030783199, 0.0], [1515.7165665103864, -0.10303087107877677], [1624.5047927124563, -0.5260114632046069], [1741.1011265922318, -0.8452539327417838], [1818.323979637141, -1.0], [1866.0659830735992, -1.0819927362925648], [1999.9999999999802, -1.2875349517381398], [2143.5469250725646, -1.5416024855464179], [2297.396709994046, -1.8761182573843729], [2347.287151599428, -2.0], [2462.2888266898035, -2.242032265232453], [2639.01582154576, -2.611911920437426], [2826.8609110960424, -3.0], [2828.427124746159, -3.002861119660308], [3031.4331330207656, -3.362040560247216], [3249.0095854249043, -3.804200751008693], [3323.9921631561865, -4.0], [3482.2022531844555, -4.365502448989146], [3693.8689076338665, -5.0], [3732.1319661471844, -5.10602299305307], [3999.9999999999504, -5.996587535743609], [4000.949226312899, -6.0], [4287.093850145118, -6.983359350698819], [4292.030048139226, -7.0], [4594.793419988081, -7.981896520882784], [4601.186816664081, -8.0], [4924.577653379601, -8.859284324436818], [4996.82924804807, -9.0], [5278.031643091506, -9.493735887073383], [5656.854249492303, -9.775842471141026], [6062.866266041508, -9.618782734924958], [6498.019170849792, -9.04941223004768], [6521.1482496757335, -9.0], [6964.4045063688845, -8.083536957329779], [6997.00424427634, -8.0], [7388.115551034901, -7.0], [7464.2639322943505, -6.816713842133314], [7755.933019370421, -6.0], [7999.999999999892, -5.356371974894365]]}",,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
10,0,10,0,1,0,1,0,,,,,,,,2.229986102856402,time,1499.0,-7.707003750602767,1.989953736259869e-05,0,66,['time'],0.01289943332085386,None,None,360.9887006999925,360.9887006999925,0.23214433330576867,2.4621304361621705,361.21894309998606,360.9887006999925,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
10,0,10,0,2,0,2,0,,,,,,,,2.229986102856402,time,4000.0,-9.138016383586221,2.9313601875423035e-05,0,67,['time'],0.002095566684147343,None,None,363.4706177999906,363.4706177999906,0.19541146667324938,2.4253975695296512,363.6853409000032,363.4706177999906,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
