sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
3,0,3,0,10,0,10,0,,,,,,,,2.1057345752630336,time,277.0,-0.9772664562071705,0.00012410013370262184,0,55,[],0.008630966680357233,None,['space'],202.24939360001008,202.24939360001008,0.21268966665957123,2.318424241922605,202.46890740000526,202.24939360001008,[-1.9731953000009526],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
3,0,3,0,11,0,11,0,,,,,,,,2.1057345752630336,time,784.0,-3.9569707172956217,2.4790147587911525e-05,0,56,[],0.009332566667580977,None,['space'],204.59517899999628,204.59517899999628,0.21869916666764766,2.3244337419306813,204.8215865000093,204.59517899999628,[-1.9733728999854065],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
3,0,3,0,12,0,12,0,,,,,,,,2.1057345752630336,time,7908.0,-5.10528118503605,9.930764694068657e-05,0,57,[],0.009132366685662419,None,['space'],206.94711419998202,206.94711419998202,0.2232138666731771,2.3289484419362108,207.1677086999989,206.94711419998202,[-1.4387367999879643],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,,210.78572590000113,None,1.2010125651160894,both,4002.0,-6.151687307498565,4.140921895716921e-05,0,25,[],0.012663666653679684,None,None,211.80172759998823,None,0.20619866665219888,1.4072112317682883,212.01547270000447,None,,209.29876519998652,None,0.5833333333333334,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,1.2010125651160894,both,2671.0,-0.8094728118700381,6.857128572097027e-05,0,26,[],0.008891766658052802,None,None,213.24217109999154,213.24217109999154,0.2288286666444037,1.4298412317604932,213.46127259999048,213.24217109999154,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,1.2010125651160894,both,1783.0,-1.861622493135515,5.247141988346161e-05,0,27,[],0.009431766666239128,None,['space'],214.68814069998916,214.68814069998916,0.22498746667406522,1.4260000317901547,214.91029790000175,214.68814069998916,[-1.0272609999810811],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,1.2010125651160894,both,1190.0,-1.0,4.634468977525088e-05,0,28,[],0.005869266664376482,None,['space'],216.1317229999986,216.1317229999986,0.2097551666374784,1.4107677317535678,216.34757330000866,216.1317229999986,[-1.0709349999960978],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,1.2010125651160894,both,794.0,-1.2660568300199833,3.33998305807772e-05,0,29,[],0.008855266642058268,None,['space'],217.58160889998544,217.58160889998544,0.22117646664264612,1.4221890317587356,217.79518250000547,217.58160889998544,[-1.113559699995676],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,1.2010125651160894,both,530.0,-1.5365759398540755,5.593942769499927e-05,0,30,[],0.003985666640801355,None,['space'],219.02089769998565,219.02089769998565,0.21160546664032154,1.412618031756411,219.24561209999956,219.02089769998565,[-1.1354199000052176],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,1.2010125651160894,both,354.0,-1.0,7.887248739356936e-05,0,31,[],0.014988733339123428,None,['space'],220.4781071000034,220.4781071000034,0.22488283333950676,1.4258953984555962,220.69724579999456,220.4781071000034,[-1.2090117999759968],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,1.2010125651160894,both,236.0,-0.9118808124912336,0.00017548627538937835,0,32,[],0.009103566640987992,None,['space'],221.91992660000687,221.91992660000687,0.21582876663887873,1.4168413317549682,222.1330665999849,221.91992660000687,[-1.1635291999846231],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,1.2010125651160894,both,158.0,0.48693514144806227,0.0004536595926675963,0,33,[],0.0053727666672784835,0.19407216666149907,['space'],223.35734689998208,223.35734689998208,0.19407216666149907,1.3950847317775885,223.564529700001,223.35734689998208,[-1.1288564999995288],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
4,0,4,0,9,0,9,0,,,,,,,,1.2010125651160894,both,,,,1,33,[],0.0024687666445970535,None,['space'],224.80767390000983,224.80767390000983,0.22066886664833874,1.4216814317644282,225.01448979999986,224.80767390000983,[-1.1709626000083517],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,,228.0103659000015,None,2.8597178678331794,both,1411.0,-2.4569119286379704,3.8067119843390155e-05,0,34,[],0.01288936665514484,None,['space'],229.05431360000512,None,0.20915766665712,3.0688755344902994,229.25846620000084,None,[-0.3452728999836836],226.2520128999895,None,0.5833333333333334,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,2.8597178678331794,both,942.0,-1.714163020356012,3.48095520878834e-05,0,35,[],0.006272366648772731,0.2023629666364286,None,232.14740109999548,232.14740109999548,0.2023629666364286,3.062080834469608,232.35741170000983,232.14740109999548,,,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,2.8597178678331794,both,629.0,-4.278792568607642,3.135830065732299e-05,0,36,[],0.008934366662288085,None,['space'],235.249040900002,235.249040900002,0.20883726666215807,3.0685551344953375,235.45646319998195,235.249040900002,[-2.7326892999990378],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,2.8597178678331794,both,420.0,0.9766040616362741,8.452082086383732e-05,0,37,[],0.008894466707715765,None,['space'],238.35121439999784,238.35121439999784,0.21249596669804305,3.0722138345312224,238.56054410000797,238.35121439999784,[-2.577728299977025],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,2.8597178678331794,both,280.0,-1.8190092582278299,0.00011006033411100422,0,38,[],0.0005418666696641594,0.1959223666926846,['space'],241.446824499988,241.446824499988,0.1959223666926846,3.055640234525864,241.66431049999665,241.446824499988,[-2.681888199993409],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,2.8597178678331794,both,187.0,-3.0852621149790083,0.00021927386967899839,0,39,[],0.006094366661272943,None,['space'],244.5428111999936,244.5428111999936,0.20214586664224043,3.06186373447542,244.75314879999496,244.5428111999936,[-2.665560000023106],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,2.8597178678331794,both,125.0,-4.0,0.00045600541967795504,0,40,[],0.008916966646211222,None,['space'],247.64563929999713,247.64563929999713,0.20887796665192582,3.068595834485105,247.8531008999853,247.64563929999713,[-2.7204021000070497],,,,,,,,hnxrev,001,french,0,2022-07-25_14h54.29.387,Continuous,2022.1.1,None,
