sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_none,Audiogram_frequency,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,8,0,8,0,,,,,,,,1.3454167059620985,time,751.0,15.880270946989638,0.0002526372577428503,0,33,[],0.011219666572287679,None,None,95.41584420006257,95.41584420006257,0.21532876661513,1.5607454725772285,95.63155270006973,95.41584420006257,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
1,0,1,0,9,0,9,0,,,,,,,,1.3454167059620985,time,140.0,16.586119055125025,0.003976969067312315,0,34,[],0.011364266742020845,None,['space'],96.97317620005924,96.97317620005924,0.21547666669357568,1.5608933726556742,97.18890900001861,96.97317620005924,[-0.6382279000245035],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
1,0,1,0,10,0,10,0,,,,,,,,1.3454167059620985,time,198.0,16.859863829542952,0.001899853077086465,0,35,[],0.011084566707722843,None,None,98.53538790007588,98.53538790007588,0.23327686672564596,1.5786935726877445,98.76435780001339,98.53538790007588,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
1,0,1,0,11,0,11,0,,,,,,,,1.3454167059620985,time,1125.0,15.286683875163256,0.0002864258719800666,0,36,[],0.01096646673977375,None,['space'],100.09848280006554,100.09848280006554,0.21604946674779058,1.561466172709889,100.31360980006866,100.09848280006554,[-0.42031780001707375],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,0,0,0,0,,,,,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333]",104.33593830000609,None,2.5184027020881476,time,4388.0,1.409434320362954,0.00013012825523596656,0,37,[],0.01276546681765467,None,None,105.37028540007304,None,0.21463576680980623,2.733038468897954,105.58656890003476,None,,101.65317639999557,None,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,1,0,1,0,,,,,,,,2.5184027020881476,time,,,,1,37,[],0.01077096676453948,None,None,108.09503880003467,108.09503880003467,0.21304406668059528,2.731446768768743,108.30253870005254,108.09503880003467,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,2,0,2,0,,,,,,,,2.5184027020881476,time,3483.0,1.675743260175635,9.079552061801288e-05,0,38,[],0.012291666585952044,None,None,110.8208706000587,110.8208706000587,0.21516766666900367,2.7335703687571513,111.03369740000926,110.8208706000587,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,3,0,3,0,,,,,,,,2.5184027020881476,time,3103.0,0.4646007670073333,6.811925894512081e-05,0,39,[],0.008371266769245267,None,['space'],113.5526389000006,113.5526389000006,0.20763516670558602,2.7260378687937337,113.77183980005793,113.5526389000006,[-1.986455100006424],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,4,0,4,0,,,,,,,,2.5184027020881476,time,2462.0,0.39810411970287757,8.904205290076881e-05,0,40,[],0.01067736663389951,None,['space'],116.28261810005642,116.28261810005642,0.21444766665808856,2.732850368746236,116.50301230000332,116.28261810005642,[-1.9316282999934629],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,5,0,5,0,,,,,,,,2.5184027020881476,time,2764.0,0.30962407467259634,7.201142498524841e-05,0,41,[],0.010776566690765321,None,['space'],119.0134116000263,119.0134116000263,0.21455306676216424,2.732955768850312,119.23388890002389,119.0134116000263,[-0.9507645000703633],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,6,0,6,0,,,,,,,,2.5184027020881476,time,1954.0,0.5380914308997296,7.738316028837392e-05,0,42,[],0.01066596677992493,None,['space'],121.74340200005099,121.74340200005099,0.21461146674118936,2.733014168829337,121.95944100001361,121.74340200005099,[-1.9530455999774858],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,7,0,7,0,,,,,,,,2.5184027020881476,time,3909.0,0.9484187912943085,9.18430825753752e-05,0,43,[],0.010692066745832562,None,None,124.47422800003551,124.47422800003551,0.21597726678010076,2.7343799688682484,124.68163580005057,124.47422800003551,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,8,0,8,0,,,,,,,,2.5184027020881476,time,4925.0,2.0,0.00018579928309536353,0,44,[],0.004458866664208472,0.19864946673624218,['space'],127.20301550009754,127.20301550009754,0.19864946673624218,2.71705216882439,127.42037980002351,127.20301550009754,[-2.2933331000385806],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,9,0,9,0,,,,,,,,2.5184027020881476,time,1551.0,2.1124919683662595,6.709672759119364e-05,0,45,[],0.010605766787193716,None,['space'],129.93642120005097,129.93642120005097,0.21454286680091172,2.7329455688890594,130.14854060008656,129.93642120005097,[-2.0653342000441626],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
2,0,2,0,10,0,10,0,,,,,,,,2.5184027020881476,time,7379.0,1.9861690404205867,0.00020452016978154332,0,46,[],0.010497866664081812,None,['space'],132.66233150009066,132.66233150009066,0.2144912666408345,2.732893968728982,132.881854700041,132.66233150009066,[-1.8638178000692278],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,0,0,0,0,,,,,"[0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334]",137.95633419998921,None,1.982962786023386,none,1304.0,4.914270428212918,9.36199912031399e-05,0,37,[],0.012902966816909611,None,None,138.9876337000169,None,0.21988236682955176,2.202845152852938,139.1985774000641,None,,135.39173979999032,None,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,1,0,1,0,,,,,,,,2.4590699504105675,none,4925.0,2.0,0.00018579928309536353,0,38,[],0.010105766588822007,None,None,141.1759713999927,141.1759713999927,0.21406086662318558,2.673130817033753,141.39537790010218,141.1759713999927,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,2,0,2,0,,,,,,,,1.1170744388060625,none,4388.0,1.8675230289336187,0.00013717533902582292,0,39,[],0.007646266603842378,0.2045581666752696,['space'],143.8503796000732,143.8503796000732,0.2045581666752696,1.321632605481332,144.06626410002355,143.8503796000732,[-2.060235599987209],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,3,0,3,0,,,,,,,,1.851619361384619,none,2462.0,0.9550380339554996,9.493838944712709e-05,0,40,[],0.010196966701187193,None,None,145.1840183000313,145.1840183000313,0.21283016668166965,2.0644495280662887,145.3993710000068,145.1840183000313,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,4,0,4,0,,,,,,,,2.612285213497627,none,,,,1,40,[],0.010029166820459068,None,['space'],147.24600120005198,147.24600120005198,0.21407786686904728,2.8263630803666744,147.46107630000915,147.24600120005198,[-1.263382300036028],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,5,0,5,0,,,,,,,,1.6739398101367415,none,3103.0,0.5248693330082065,6.859355995716569e-05,0,41,[],0.011423266725614667,None,None,150.06234720000066,150.06234720000066,0.21297036670148373,1.8869101768382253,150.2771748000523,150.06234720000066,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,6,0,6,0,,,,,,,,2.8565111255795044,none,3909.0,1.6862955963624335,9.998625266883472e-05,0,42,[],0.009871466550976038,None,['space'],151.94761420006398,151.94761420006398,0.21515146654564887,3.0716625921251532,152.1733296000166,151.94761420006398,[-0.9729954999638721],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,7,0,7,0,,,,,,,,1.363541950448785,none,1035.0,2.2051175318780487,5.867103033635737e-05,0,43,[],0.009938066708855331,None,['space'],155.0204543999862,155.0204543999862,0.21275256667286158,1.5762945171216465,155.24233460007235,155.0204543999862,[-1.8375078999670222],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,8,0,8,0,,,,,,,,1.9176780118537966,none,5528.0,2.613381953646109,0.0001800607075234084,0,44,[],0.010126866633072495,None,None,156.59649890009314,156.59649890009314,0.2168868666049093,2.134564878458706,156.81974800000899,156.59649890009314,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,9,0,9,0,,,,,,,,1.1719402981540545,none,6965.0,1.714676818239429,0.0001829382923733257,0,45,[],0.009219766710884869,None,['space'],158.73291780008003,158.73291780008003,0.2113410666352138,1.3832813647892683,158.94705190008972,158.73291780008003,[-1.4227759999921545],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,10,0,10,0,,,,,,,,1.530678484584685,none,1954.0,0.5628169360874833,7.760375526231598e-05,0,46,[],0.009998966590501368,None,['space'],160.11196320003364,160.11196320003364,0.21503096667584032,1.7457094512605253,160.31888120004442,160.11196320003364,[-0.817103200010024],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
3,0,3,0,11,0,11,0,,,,,,,,2.95550460577908,none,2764.0,0.23995587586181136,7.143614251619126e-05,0,47,[],0.008195866597816348,0.20668696670327336,None,161.85265130002517,161.85265130002517,0.20668696670327336,3.1621915724823535,162.06334260001313,161.85265130002517,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
4,0,4,0,0,0,0,0,,,,,,166.94809469999745,None,2.175616398869299,both,236.0,17.507679193731605,0.0014629219516320148,0,26,[],0.007854766678065062,0.2049907665932551,None,167.9737185999984,None,0.2049907665932551,2.3806071654625542,168.18438790005166,None,,165.01540180004667,None,0.5833333333333334,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
4,0,4,0,1,0,1,0,,,,,,,,2.175616398869299,both,354.0,16.0,0.000558374449541685,0,27,[],0.00967896671500057,None,None,170.35493999999017,170.35493999999017,0.21254096669144928,2.3881573655607484,170.5699405000778,170.35493999999017,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
4,0,4,0,2,0,2,0,,,,,,,,2.175616398869299,both,530.0,14.764752044282535,0.0003654133569653498,0,28,[],0.0074232666520401835,None,None,172.74766830005683,172.74766830005683,0.2160715665668249,2.391687965436124,172.96993560006376,172.74766830005683,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
4,0,4,0,3,0,3,0,,,,,,,,2.175616398869299,both,,,,1,28,[],0.004124166793189943,None,['space'],175.13724439998623,175.13724439998623,0.20931086677592248,2.3849272656452216,175.3587349000154,175.13724439998623,[-1.7949891000753269],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
4,0,4,0,4,0,4,0,,,,,,,,2.175616398869299,both,1190.0,15.401311152708907,0.00030624255329195384,0,29,[],0.01096796675119549,None,None,177.5354411000153,177.5354411000153,0.21277876675594598,2.388395165625245,177.7375532001024,177.5354411000153,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
4,0,4,0,5,0,5,0,,,,,,,,2.175616398869299,both,1783.0,10.03080999387467,0.0002063214782516594,0,30,[],0.00955626682844013,None,['space'],179.91761340002995,179.91761340002995,0.21472946682479233,2.3903458656940915,180.13270550000016,179.91761340002995,[-1.8876400999724865],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
4,0,4,0,6,0,6,0,,,,,,,,2.175616398869299,both,2671.0,0.968378056531976,8.414626351406283e-05,0,31,[],0.006008266587741673,0.2038135665934533,['space'],182.30848930007778,182.30848930007778,0.2038135665934533,2.3794299654627524,182.52427560009528,182.30848930007778,[-1.8460580999962986],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
4,0,4,0,7,0,7,0,,,,,,,,2.175616398869299,both,4002.0,7.789551663595691,0.00020613844121508264,0,32,[],0.00494076672475785,None,None,184.69517730001826,184.69517730001826,0.19924016669392586,2.374856565563225,184.90904110006522,184.69517730001826,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,0,0,0,0,,,,,"[0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",189.54786300007254,None,1.5232330902439848,none,6350.0,1.8279140404438317,0.00016233022126058345,0,48,[],0.012911966652609408,None,None,190.56991140008904,None,0.23797246674075723,1.761205556984742,190.7996695000911,None,,187.08548430004157,None,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,1,0,1,0,,,,,,,,2.70109555328464,none,1782.0,-0.41803916013766784,6.191562380377692e-05,0,49,[],0.009012966766022146,None,None,192.31488379999064,192.31488379999064,0.2133095667231828,2.9144051200078227,192.52720470004715,192.31488379999064,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,2,0,2,0,,,,,,,,1.3003702823816488,none,944.0,2.5475273135944736,5.6933088696403126e-05,0,50,[],0.00924656679853797,None,['space'],195.23001150006894,195.23001150006894,0.21213026682380587,1.5125005492054546,195.44971720001195,195.23001150006894,[-2.159796299994923],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,3,0,3,0,,,,,,,,2.6142873017934076,none,1415.0,0.9104316341289209,5.598382062386393e-05,0,51,[],0.0061462667072191834,None,None,196.74034390004817,196.74034390004817,0.20498616667464375,2.8192734684680514,196.95671970001422,196.74034390004817,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,4,0,4,0,,,,,,,,2.1995807200739064,none,4000.0,-0.44659985427277504,7.973335004499118e-05,0,52,[],0.008016866631805897,None,None,199.5753647000529,199.5753647000529,0.20984926668461412,2.4094299867585205,199.79151970008388,199.5753647000529,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,5,0,5,0,,,,,,,,2.1737598736216377,none,,,,1,52,[],0.009417566703632474,None,None,201.9886717000045,201.9886717000045,0.20914336678106338,2.382903240402701,202.1996107000159,201.9886717000045,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,6,0,6,0,,,,,,,,2.0347126575136696,none,2670.0,-0.7285757824724535,6.927005863276113e-05,0,53,[],0.010419166646897793,None,None,204.37303480005357,204.37303480005357,0.21395976666826755,2.248672424181937,204.5925120000029,204.37303480005357,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,7,0,7,0,,,,,,,,2.650924614143158,none,1588.0,0.819884301575736,6.125423204133304e-05,0,54,[],0.009050266817212105,None,None,206.62462240003515,206.62462240003515,0.2098552668467164,2.8607798809898743,206.83889730006922,206.62462240003515,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,8,0,8,0,,,,,,,,1.8536798016240177,none,5040.0,0.7256486907629864,0.0001644516064530899,0,55,[],0.0014546667225658894,0.19731306668836623,None,209.4946382000344,209.4946382000344,0.19731306668836623,2.0509928683123837,209.70746120007243,209.4946382000344,,,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
5,0,5,0,9,0,9,0,,,,,,,,1.1041036565751932,none,8000.0,-1.0,0.00016179682846481421,0,56,[],0.008685666718520224,None,['space'],211.56253560003825,211.56253560003825,0.21018226665910333,1.3142859232342965,211.77612400008366,211.56253560003825,[-1.5160550000146031],,,,,,rdzaqd,001,fr,0,2022-05-06_15h06.45.512,Continuous,2022.1.1,34.900396010048766,
