sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_both,Audiogram_none,Audiogram_frequency,Audiogram_time,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
3,0,3,0,1,0,1,0,,,,,,,,1.702230211464155,both,1124.0,3.3575375364176043,7.247465603609803e-05,0,29,[],0.008996266667963937,None,None,180.9029817999981,180.9029817999981,0.2047672666667495,1.9069974781309045,181.11155699999654,180.9029817999981,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,1.702230211464155,both,892.0,3.821079251668789,6.362920286163423e-05,0,30,[],0.0031993666489142925,None,None,182.845736999996,182.845736999996,0.20375976664945483,1.9059899781136098,183.06384270000854,182.845736999996,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,1.702230211464155,both,708.0,8.417857836240263,0.00011682556886129854,0,31,[],0.0031682666449341923,None,None,184.79758059998858,184.79758059998858,0.20014056665240787,1.9023707781165629,185.01556569998502,184.79758059998858,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,1.702230211464155,both,562.0,6.732438440408109,0.00013409677386726898,0,32,[],0.008216966671170667,None,['space'],186.74231209998834,186.74231209998834,0.21196536667412147,1.9141955781382765,186.96188660000917,186.74231209998834,[-1.3940474000119139],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,1.702230211464155,both,446.0,9.868086677300646,0.00023111663043971943,0,33,[],0.010321666661184281,None,['space'],188.6836525000108,188.6836525000108,0.2139462666818872,1.9161764781460422,188.89866420000908,188.6836525000108,[-1.399930800020229],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,1.702230211464155,both,354.0,9.0,0.00024941670488659655,0,34,[],0.010306366661097854,None,['space'],190.62701719999313,190.62701719999313,0.22226756665622815,1.9244977781203831,190.84050620000926,190.62701719999313,[-1.566714000015054],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,1.702230211464155,both,281.0,13.149744426440758,0.0006118777826348558,0,35,[],0.009420266665983945,None,['space'],192.56512159999693,192.56512159999693,0.2075278666743543,1.9097580781385093,192.77191770001082,192.56512159999693,[-1.5524531000119168],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,1.702230211464155,both,223.0,9.26884235397972,0.0006406428350456213,0,36,[],0.0058234666648786515,None,['space'],194.5025931999844,194.5025931999844,0.20752116668154486,1.9097513781456998,194.72653990000254,194.5025931999844,[-1.5064664999954402],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,9,0,9,0,,,,,,,,1.702230211464155,both,177.0,8.48910752184408,0.00092798123685672,0,37,[],0.00435246666893363,0.1975750666751992,['space'],196.45662509999238,196.45662509999238,0.1975750666751992,1.8998052781393542,196.6725146000099,196.45662509999238,[-1.4924459000176284],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,10,0,10,0,,,,,,,,1.702230211464155,both,140.0,9.114785726161461,0.0016826180624089342,0,38,[],0.009638466639444232,None,['space'],198.39887599999201,198.39887599999201,0.22217056664521806,1.924400778109373,198.6210349999892,198.39887599999201,[-1.4661021999781951],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
3,0,3,0,11,0,11,0,,,,,,,,1.702230211464155,both,,,,1,38,[],0.0043910666718147695,0.19749696666258387,['space'],200.34434650000185,200.34434650000185,0.19749696666258387,1.8997271781267389,200.55579799998668,200.34434650000185,[-1.6369690999854356],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,,232.97585809999146,None,2.0852795358088474,time,,,,1,27,[],0.013071566703729331,None,None,234.0212087999971,None,0.22730656669591554,2.312586102504763,234.2306752000004,None,,202.2819373999955,None,"[0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334]",,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,2.0852795358088474,time,149.0,9.0,0.0014347043165385126,0,28,[],0.011254666664171964,None,['space'],236.3336416000093,236.3336416000093,0.2135537666908931,2.2988333024997405,236.55088429999887,236.3336416000093,[-0.9376951000012923],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,2.0852795358088474,time,2830.0,9.309059383739607,0.00019096444043229308,0,29,[],0.005634366651065648,None,['space'],238.66645099999732,238.66645099999732,0.2166700666421093,2.3019496024509567,238.885128599999,238.66645099999732,[-1.86246969999047],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,2.0852795358088474,time,354.0,9.0,0.00024941670488659655,0,30,[],0.00971296665375121,None,['space'],240.9971067000006,240.9971067000006,0.2180154666712042,2.3032950024800516,241.21486919999006,240.9971067000006,[-1.8899237000150606],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,2.0852795358088474,time,530.0,8.085584025210304,0.00016936591671177137,0,31,[],0.0008843666582833976,None,['space'],243.32649469998432,243.32649469998432,0.19815136666875333,2.2834309024776007,243.53974290000042,243.32649469998432,[-1.915402200014796],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,2.0852795358088474,time,668.0,8.277848659819304,0.00012405490574504064,0,32,[],0.007979966670973226,None,['space'],245.65562139998656,245.65562139998656,0.20886786666233093,2.2941474024711783,245.87149809999391,245.65562139998656,[-2.035281800024677],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,2.0852795358088474,time,223.0,9.964785863920293,0.0006940857830637434,0,33,[],0.0098389666818548,None,['space'],247.98432849999517,247.98432849999517,0.2128356666653417,2.298115202474189,248.19924170000013,247.98432849999517,[-1.9323704999987967],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,2.0852795358088474,time,1889.0,5.899737725804111,0.00013767053202691403,0,34,[],0.0025828666402958333,None,['space'],250.3178934000025,250.3178934000025,0.1968390666297637,2.282118602438611,250.5312769000011,250.3178934000025,[-1.86556509998627],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,2.0852795358088474,time,1261.0,1.7128370013370051,6.605877996341446e-05,0,35,[],0.008464466664008796,None,['space'],252.64516749998438,252.64516749998438,0.20922846664325334,2.2945080024521007,252.8620544000005,252.64516749998438,[-1.857387199997902],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
4,0,4,0,9,0,9,0,,,,,,,,2.0852795358088474,time,1001.0,5.47703509514676,8.28388229567389e-05,0,36,[],0.009269166679587215,None,['space'],254.98114650000934,254.98114650000934,0.21673166667460464,2.302011202483452,255.19870199999423,254.98114650000934,[-2.0655403999844566],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,0.5833333333333334,274.9063962000073,None,2.828181045481287,frequency,4002.0,8.80824948503231,0.0002317895640870362,0,46,[],0.012943966634338722,None,None,275.9294193999958,None,0.2140699666342698,3.042251012115557,276.1464830999903,None,,257.3102770000114,None,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,2.6100751057045937,frequency,2671.0,8.660246337209587,0.00020399909937053517,0,47,[],0.005268466658890247,0.19791856667143293,None,278.9912912999862,278.9912912999862,0.19791856667143293,2.8079936723760266,279.1957151000097,278.9912912999862,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.5625261405466413,frequency,1783.0,3.6070639725578992,9.848206347572676e-05,0,48,[],0.00950566670508124,None,['space'],281.83949819998816,281.83949819998816,0.21439896669471636,1.7769251072413577,282.05280390000553,281.83949819998816,[-2.347170199995162],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,1.9137426855721684,frequency,1190.0,-0.6148664855912837,4.8445858361454385e-05,0,49,[],0.009424666641280055,None,['space'],283.63771829998586,283.63771829998586,0.21139796666102484,2.1251406522331933,283.856300799991,283.63771829998586,[-1.2019875000114553],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,2.1961403365393846,frequency,794.0,-0.4660115973746719,3.6622376700918013e-05,0,50,[],0.007678166643017903,0.19793346663936973,None,285.7957591000013,285.7957591000013,0.19793346663936973,2.3940738031787543,286.0025051999837,285.7957591000013,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,2.6677628813098004,frequency,,,,1,50,[],0.008968266658484936,None,None,288.2293696999841,288.2293696999841,0.21663926666951738,2.884402147979318,288.44338589999825,288.2293696999841,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,2.9817015908950695,frequency,354.0,-2.0,7.02951783824607e-05,0,51,[],0.010033766680862755,None,['space'],291.1366558999871,291.1366558999871,0.21510556669090874,3.196807157585978,291.35120199999074,291.1366558999871,[-1.2927740000013728],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.584763236638507,frequency,236.0,8.45907871453926,0.0005161680664572256,0,52,[],0.008101266663288698,None,None,294.3568951000052,294.3568951000052,0.21305406666942872,1.7978173033079357,294.5724252999935,294.3568951000052,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.9810671689524921,frequency,158.0,0.6780887423068442,0.00046375411746267737,0,53,[],0.004365666682133451,None,['space'],296.17826570000034,296.17826570000034,0.20201416668714955,2.183081335639642,296.40050590000465,296.17826570000034,[-1.4708305999811273],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,0.5833333333333334,320.1635912999918,None,2.697571221424739,frequency,4288.0,-2.3872884485920878,7.882246269886337e-05,0,54,[],0.013046666659647599,None,None,321.1842032999848,None,0.21841466665500775,2.9159858880797467,321.39576330001,None,,298.41067539999494,None,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
6,0,6,0,1,0,1,0,,,,,,,,2.6262276298162743,frequency,2862.0,-2.5938423045250545,4.70321379226005e-05,0,55,[],0.005793566670035943,None,None,324.12136869999813,324.12136869999813,0.20068846666254103,2.8269160964788154,324.33467809998547,324.12136869999813,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
6,0,6,0,2,0,2,0,,,,,,,,2.4399960752148155,frequency,1910.0,-1.9280287845082942,5.666472017955991e-05,0,56,[],0.006343966640997678,None,None,326.9920800999971,326.9920800999971,0.20590336664463393,2.6458994418594495,327.21118290000595,326.9920800999971,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
6,0,6,0,3,0,3,0,,,,,,,,2.609897257554292,frequency,1275.0,-0.7738100716314502,4.929536053000139e-05,0,57,[],0.00758676664554514,None,None,329.676372499991,329.676372499991,0.20526806663838215,2.815165324192674,329.89186110001174,329.676372499991,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
6,0,6,0,4,0,4,0,,,,,,,,1.0881485116134575,frequency,851.0,-5.953120470881045,2.006406525688665e-05,0,58,[],0.004090066679054871,0.19872596667846665,['space'],332.5331612000009,332.5331612000009,0.19872596667846665,1.2868744782919241,332.7462502999988,332.5331612000009,[-0.7689341999939643],,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
6,0,6,0,5,0,5,0,,,,,,,,2.3859321305639547,frequency,568.0,-6.995688008923464,2.7188237354771225e-05,0,59,[],0.00838386663235724,None,None,333.85850919998484,333.85850919998484,0.20749696664279327,2.593429097206748,334.082822700002,333.85850919998484,,,,,,,,,regvnx,001,fr,0,2022-04-28_15h23.14.645,Continuous,2022.1.1,None,
