sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
3,0,3,0,0,0,0,0,,,,,0.5833333333333334,217.52849749999586,None,2.060401829924857,frequency,177.0,-1.0,0.0003112316958067494,0,24,[],0.012970066745765507,None,None,218.55423210002482,None,0.2284745667129755,2.2888763966378325,218.78143650002312,None,,215.90400919993408,None,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,1,0,1,0,,,,,,,,2.353120468486473,frequency,265.0,1.4184441056293213,0.00017848318177049658,0,25,[],0.00999566656537354,None,None,220.82932189991698,220.82932189991698,0.22532336658332497,2.578443835069798,221.05074959993362,220.82932189991698,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,2,0,2,0,,,,,,,,1.121481236875314,frequency,397.0,-2.941998843303965,5.5114521269756785e-05,0,26,[],0.01021226670127362,None,['space'],223.39948759996332,223.39948759996332,0.21439926675520837,1.3358805036305224,223.6116589999292,223.39948759996332,[-1.9483778999419883],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,3,0,3,0,,,,,,,,1.9037224523256917,frequency,595.0,-1.0,5.046678368245945e-05,0,27,[],0.010269966791383922,None,['space'],224.7348719999427,224.7348719999427,0.21387636673171073,2.1175988190574024,224.94484899996314,224.7348719999427,[-0.7882429999299347],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,4,0,4,0,,,,,,,,1.1171684996516489,frequency,891.0,0.6342471640604312,4.4056864770716766e-05,0,28,[],0.0030179667519405484,None,['space'],226.84901260002516,226.84901260002516,0.19674146675970405,1.313909966411353,227.06240459997207,226.84901260002516,[-1.349037399981171],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,5,0,5,0,,,,,,,,1.3379986142764666,frequency,1335.0,-5.194147635920561,2.881477475731053e-05,0,29,[],0.003520366852171719,0.19591536687221378,['space'],228.18265159998555,228.18265159998555,0.19591536687221378,1.5339139811486804,228.3967431000201,228.18265159998555,[-0.49169560009613633],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,6,0,6,0,,,,,,,,1.0310325058832137,frequency,2000.0,-3.254950568042077,5.143070480643367e-05,0,30,[],0.0036751667503267527,0.19651216675993055,None,229.7338173999451,229.7338173999451,0.19651216675993055,1.2275446726431443,229.9483498999616,229.7338173999451,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,7,0,7,0,,,,,,,,1.0669656510189143,frequency,2997.0,0.3407088519252497,5.7211029492612926e-05,0,31,[],0.010055666789412498,None,None,230.97290109994356,230.97290109994356,0.20887846674304456,1.2758441177619588,231.1835763999261,230.97290109994356,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,8,0,8,0,,,,,,,,2.989222304485117,frequency,,,,1,31,[],0.006603366695344448,None,None,232.24906409997493,232.24906409997493,0.2001775667304173,3.1893998712155343,232.45949859998655,232.24906409997493,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
3,0,3,0,9,0,9,0,,,,,,,,2.6742943311073706,frequency,6727.0,-6.9993253776802336,6.385898897945584e-05,0,32,[],0.011236166581511497,None,None,235.45113940001465,235.45113940001465,0.2126495665870607,2.8869438976944313,235.66018939996138,235.45113940001465,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,0,0,0,0,,,,,0.3333333333333333,240.50204529997427,None,1.9535560139926913,frequency,776.0,-0.27185136988506997,3.82434576496812e-05,0,33,[],0.012283866759389639,None,None,241.52996600000188,None,0.2058314667083323,2.1593874807010236,241.73974939994514,None,,238.33832310000435,None,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,1,0,1,0,,,,,,,,2.475969382963221,frequency,978.0,-1.300521563731036,3.738827092282205e-05,0,34,[],0.004946266766637564,0.1985986668150872,None,243.69500890001655,243.69500890001655,0.1985986668150872,2.6745680497783084,243.90437589993235,243.69500890001655,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,2,0,2,0,,,,,,,,2.5827382486304025,frequency,1232.0,-4.652310202251958,3.146401589756761e-05,0,35,[],0.009743266738951206,None,None,246.37870190001559,246.37870190001559,0.21233846677932888,2.7950767154097313,246.5952940999996,246.37870190001559,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,3,0,3,0,,,,,,,,1.7798783249300092,frequency,1552.0,-8.453198270146629,1.9911942759098306e-05,0,36,[],0.009645466809161007,None,None,249.176021900028,249.176021900028,0.21018406678922474,1.990062391719234,249.39819340000395,249.176021900028,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,4,0,4,0,,,,,,,,1.3435981312861816,frequency,1955.0,-4.161577676277987,4.507466725466935e-05,0,37,[],0.005681866547092795,0.20148816658183932,None,251.16887319996022,251.16887319996022,0.20148816658183932,1.5450862978680209,251.3846993999323,251.16887319996022,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,5,0,5,0,,,,,,,,2.8253578867346327,frequency,2463.0,-5.896110388869262,4.315167058118388e-05,0,38,[],0.009528866736218333,None,None,252.72783839993645,252.72783839993645,0.21007616678252816,3.035434053517161,252.94074310001452,252.72783839993645,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,6,0,6,0,,,,,,,,1.407457548547758,frequency,3103.0,-1.490323508271353,5.439058137361714e-05,0,39,[],0.009572566603310406,None,['space'],255.7705883999588,255.7705883999588,0.21500316669698805,1.622460715244746,255.9874434999656,255.7705883999588,[-1.2631150999804959],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,7,0,7,0,,,,,,,,1.8192576703788832,frequency,3909.0,-6.638922545083046,3.834240806486094e-05,0,40,[],0.009265866712667048,None,None,257.3901706999168,257.3901706999168,0.20899846672546118,2.0282561371043446,257.60381300002337,257.3901706999168,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,8,0,8,0,,,,,,,,2.0440940098383478,frequency,4925.0,-7.0,6.592407335223451e-05,0,41,[],0.009544766740873456,None,['space'],259.42430269997567,259.42430269997567,0.21123936667572707,2.255333376514075,259.63361649995204,259.42430269997567,[-1.3004992000060156],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,9,0,9,0,,,,,,,,1.5403196235881849,frequency,6205.0,-9.468856064027491,4.219954081176927e-05,0,42,[],0.009106666664592922,None,['space'],261.6761430000188,261.6761430000188,0.21180236665531993,1.7521219902435048,261.8878915000241,261.6761430000188,[-1.8253496000543237],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,10,0,10,0,,,,,,,,1.16295692910521,frequency,7818.0,-9.591720838037073,5.834200341388329e-05,0,43,[],0.008412866853177547,0.20771766686812043,None,263.43075820000377,263.43075820000377,0.20771766686812043,1.3706745959733304,263.6465802999446,263.43075820000377,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
4,0,4,0,11,0,11,0,,,,,,,,1.7778684669620795,frequency,,,,1,43,[],0.009436866734176874,None,['space'],264.80634969996754,264.80634969996754,0.21498246677219868,1.9928509337342781,265.01834459998645,264.80634969996754,[-0.7465517999371514],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,0,0,0,0,,,,,,274.577804200002,None,1.8662190863576078,time,1991.0,-2.44152074092637,5.6173107157520154e-05,0,46,[],0.01281226659193635,None,['space'],275.60257759992965,None,0.21493146661669016,2.081150552974298,275.8260302999988,None,[-1.9745980999432504],266.8006720999256,None,"[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334]",,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,1,0,1,0,,,,,,,,1.8662190863576078,time,746.0,2.2390447700142655,5.304622571841967e-05,0,47,[],0.0014880667440593243,None,None,277.68709959997796,277.68709959997796,0.20327556668780744,2.0694946530454152,277.9061595000094,277.68709959997796,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,2,0,2,0,,,,,,,,1.8662190863576078,time,125.0,2.0,0.000909850429304992,0,48,[],0.009285966749303043,None,None,279.77857199998107,279.77857199998107,0.21156036667525768,2.0777794530328655,279.99257959995884,279.77857199998107,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,3,0,3,0,,,,,,,,1.8662190863576078,time,527.0,-2.514932030148586,5.0330804546912776e-05,0,49,[],0.008562966831959784,None,['space'],281.85852569993585,281.85852569993585,0.21047766681294888,2.0766967531705567,282.07174990000203,281.85852569993585,[-1.479544600006193],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,4,0,4,0,,,,,,,,1.8662190863576078,time,2983.0,2.5404100197719632,7.48651242448409e-05,0,50,[],0.005054966663010418,0.20025606674607843,['space'],283.9369102999335,283.9369102999335,0.20025606674607843,2.0664751531036862,284.1513132000109,283.9369102999335,[-1.7813079999759793],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,5,0,5,0,,,,,,,,1.8662190863576078,time,1580.0,-0.5157676442724819,5.188660441641128e-05,0,51,[],0.00858876679558307,None,None,286.0198954999214,286.0198954999214,0.21509016677737236,2.08130925313498,286.23237929993775,286.0198954999214,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,6,0,6,0,,,,,,,,1.8662190863576078,time,235.0,3.1739855310326943,0.00028371354873130134,0,52,[],0.00892186677083373,None,None,288.09663179994095,288.09663179994095,0.21291626675520092,2.0791353531128087,288.3105622000294,288.09663179994095,,,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,7,0,7,0,,,,,,,,1.8662190863576078,time,,,,1,52,[],0.005850366782397032,0.20000286679714918,['space'],290.17633889999706,290.17633889999706,0.20000286679714918,2.066221953154757,290.39097279997077,290.17633889999706,[-1.5091435998911038],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
5,0,5,0,8,0,8,0,,,,,,,,1.8662190863576078,time,837.0,5.761942466374366,7.652621758597522e-05,0,53,[],0.009961066767573357,None,['space'],292.25967649999075,292.25967649999075,0.213065666728653,2.079284753086261,292.47557379992213,292.25967649999075,[-1.2093675000360236],,,,,,,,nefynm,001,english,0,2022-05-06_09h33.12.972,Continuous,2022.1.1,36.15696316197544,
