sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_frequency,Audiogram_none,Audiogram_time,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,4,0,4,0,,,,,,,,1.3590842232457845,none,6885.0,-1.1551279585640906,0.00012934326448187027,0,41,[],0.010827766498550773,None,None,113.64257739996538,113.64257739996538,0.21031166659668088,1.5693958898424654,113.85310239996761,113.64257739996538,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
2,0,2,0,5,0,5,0,,,,,,,,1.719294656176903,none,1534.0,-0.5244507044871767,4.8176378738460876e-05,0,42,[],0.004081666469573975,None,['space'],115.24223860003985,115.24223860003985,0.19679236644878983,1.9160870226256927,115.45429380005226,115.24223860003985,[-1.082407800015062],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
2,0,2,0,6,0,6,0,,,,,,,,1.2438027299164773,none,3647.0,-0.6605036541708396,7.20509113521859e-05,0,43,[],0.010447666747495532,None,None,117.2030915999785,117.2030915999785,0.20695586665533483,1.4507585965718122,117.4216666999273,117.2030915999785,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
2,0,2,0,7,0,7,0,,,,,,,,2.6522998992865663,none,,,,1,43,[],0.010609866818413138,None,['space'],118.6865061998833,118.6865061998833,0.20928736682981253,2.861587266116379,118.89572590007447,118.6865061998833,[-0.8784346000757068],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
2,0,2,0,8,0,8,0,,,,,,,,1.41899067628629,none,683.0,1.7801188149600402,5.709749393161587e-05,0,44,[],0.011821966618299484,None,None,121.57604649988934,121.57604649988934,0.21165026654489338,1.6306409428311834,121.78720879997127,121.57604649988934,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
2,0,2,0,9,0,9,0,,,,,,,,1.0050041263984983,none,483.0,0.33841645553730615,7.518639468118672e-05,0,45,[],0.0036418666131794453,0.19339616666547954,None,123.23456629994325,123.23456629994325,0.19339616666547954,1.1984002930639779,123.44110499997623,123.23456629994325,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
2,0,2,0,10,0,10,0,,,,,,,,1.3594924941983924,none,1024.0,-0.9740323686171799,4.027669762287888e-05,0,46,[],0.00999006675556302,None,None,124.47731400001794,124.47731400001794,0.2188712665811181,1.5783637607795105,124.68844749988057,124.47731400001794,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
3,0,3,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334]",131.52489009988494,None,1.432839581542293,none,491.0,5.198299460097933,0.00013081919084688556,0,47,[],0.012713066767901182,None,None,132.5614656000398,None,0.21670706663280725,1.6495466481751002,132.77271679998375,None,,126.0679691999685,None,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
3,0,3,0,1,0,1,0,,,,,,,,1.3469880881432639,none,,,,1,47,[],0.010536366607993841,None,None,134.23639649990946,134.23639649990946,0.21036106650717556,1.5573491546504394,134.44138940004632,134.23639649990946,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,2.172368060465449,none,437.0,5.104950868592459,0.00013438710358988398,0,48,[],0.011236866237595677,None,None,135.81515979999676,135.81515979999676,0.21077006636187434,2.3831381268273235,136.02163329999894,135.81515979999676,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,2.57584155134819,none,736.0,4.829237122404329,7.300569901745989e-05,0,49,[],0.01036176667548716,None,['space'],138.22329979995266,138.22329979995266,0.20758486655540764,2.7834264179035975,138.4418069999665,138.22329979995266,[-1.6298960000276566],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,1.3222655405189832,none,309.0,3.569537698672688,0.00015833374561011266,0,50,[],0.0031412665266543627,0.19167596637271345,['space'],141.03835600009188,141.03835600009188,0.19167596637271345,1.5139415068916966,141.24672929989174,141.03835600009188,[-2.3504940001294017],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,1.6133449956737587,none,145.0,4.758455318833063,0.0009420004068985741,0,51,[],0.010235866764560342,None,None,142.5895698000677,142.5895698000677,0.2098246666137129,1.8231696622874716,142.80197779997252,142.5895698000677,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,2.2365046192610802,none,218.0,5.0,0.00040931866624671745,0,52,[],0.009775666519999504,None,['space'],144.44650739990175,144.44650739990175,0.2201459666248411,2.4566505858859213,144.66892349999398,144.44650739990175,[-0.405854000011459],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,1.101075214722006,none,347.0,4.974559723389992,0.0001601331981042596,0,53,[],0.00210036663338542,0.19692806666716933,None,146.92976969992742,146.92976969992742,0.19692806666716933,1.2980032813891753,147.1403592999559,146.92976969992742,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,"[0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666]",151.24268990010023,None,2.6853895063458677,none,5278.0,6.0,0.0002843137818781983,0,54,[],0.01299086632207036,None,None,152.26000540005043,None,0.21099666645750403,2.8963861728033717,152.46842249995098,None,,148.2725078999065,None,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,1.6357065988214896,none,784.0,3.2564449591103033,5.687873070076215e-05,0,55,[],0.005431566620245576,0.1948291666340083,['space'],155.18177630007267,155.18177630007267,0.1948291666340083,1.830535765455498,155.38897649990395,155.18177630007267,[-2.4377980001736432],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,2.496896473819132,none,1481.0,1.440960946686115,5.757562516299713e-05,0,56,[],0.0023506665602326393,0.19187276647426188,None,157.05671250005253,157.05671250005253,0.19187276647426188,2.688769240293394,157.26523440005258,157.05671250005253,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,1.207412806695362,none,,,,1,56,[],0.007374766515567899,0.2005146665032953,['space'],159.78572560008615,159.78572560008615,0.2005146665032953,1.4079274731986573,159.9920747000724,159.78572560008615,[-1.617510500131175],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,2.0088252359505416,none,3523.0,4.632532982227606,0.00012881256235092433,0,57,[],0.010803466429933906,None,None,161.225733499974,161.225733499974,0.21109636663459241,2.219921602585134,161.43863689992577,161.225733499974,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,2.0727461989110463,none,2796.0,2.4416834312309725,8.941181888895433e-05,0,58,[],0.0020922666881233454,0.19699766673147678,['space'],163.48062060005032,163.48062060005032,0.19699766673147678,2.269743865642523,163.69922189996578,163.48062060005032,[-1.6887687998823822],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,2.045568051921241,none,554.0,4.976995068898131,0.00011177194892617228,0,59,[],0.009582966798916459,None,['space'],165.79062039987184,165.79062039987184,0.20631756680086255,2.2518856187221035,165.99835100001656,165.79062039987184,[-1.7985521999653429],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,1.7306980534442682,none,622.0,5.805997227358166,0.00010226711420947013,0,60,[],0.008150566602125764,None,None,168.0766813000664,168.0766813000664,0.22916566650383174,1.9598637199481,168.3041626000777,168.0766813000664,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,2.355036345451732,none,6649.0,-2.984295798151861,9.97080842408581e-05,0,61,[],0.009460266446694732,None,['space'],170.05698439991102,170.05698439991102,0.20748356659896672,2.5625199120506985,170.27531689987518,170.05698439991102,[-1.367607400054112],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,9,0,9,0,,,,,,,,1.4220662625565736,none,2219.0,2.9656970976514834,0.00011208826130913282,0,62,[],0.0020724665373563766,0.19527066638693213,['space'],172.65652689989656,172.65652689989656,0.19527066638693213,1.6173369289435058,172.87651779991575,172.65652689989656,[-2.1529456998687238],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
4,0,4,0,10,0,10,0,,,,,,,,1.4277810524592907,none,5924.0,5.290921172997267,0.00021822049631350812,0,63,[],0.002216366585344076,None,None,174.32409140001982,174.32409140001982,0.19644476636312902,1.6242258188224197,174.5363417000044,174.32409140001982,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,"[0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]",186.5629352000542,None,1.5913483862523212,time,945.0,-0.2931374930026763,4.107921255671368e-05,0,27,[],0.007775066653266549,0.20302776666358113,None,187.60747670009732,None,0.20302776666358113,1.7943761529159024,187.82456199987791,None,,175.99256879999302,None,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,1.5913483862523212,time,446.0,3.636470777855575,0.00011278475542823262,0,28,[],0.002463666722178459,0.1962583668064326,None,189.4391656999942,189.4391656999942,0.1962583668064326,1.7876067530587538,189.6491103998851,189.4391656999942,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.5913483862523212,time,842.0,-0.7080952648779681,3.646457800814737e-05,0,29,[],0.005328066647052765,None,None,191.26924440008588,191.26924440008588,0.2216298666317016,1.8129782528840228,191.496514899889,191.26924440008588,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,1.5913483862523212,time,167.0,1.036400549802508,0.00043449822245825387,0,30,[],0.001235966570675373,0.19512146664783359,None,193.1120205000043,193.1120205000043,0.19512146664783359,1.7864698529001548,193.32710029999726,193.1120205000043,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,1.5913483862523212,time,133.0,2.256186747843755,0.0008447379313392617,0,31,[],0.009278866462409496,None,None,194.93765560002066,194.93765560002066,0.2071347665041685,1.7984831527564897,195.1478202000726,194.93765560002066,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,1.5913483862523212,time,281.0,-0.7494352615330939,0.0001235110175813001,0,32,[],0.009386166464537382,None,None,196.76853529992513,196.76853529992513,0.20671386644244194,1.7980622526947632,196.97864850005135,196.76853529992513,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,1.5913483862523212,time,1337.0,0.15760407891126804,5.330783939699789e-05,0,33,[],0.0014885666314512491,0.19065956654958427,['space'],198.6015216000378,198.6015216000378,0.19065956654958427,1.7820079528019055,198.81426470004953,198.6015216000378,[-1.2580836000852287],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.5913483862523212,time,,,,1,33,[],0.00862986664287746,0.20472556678578258,['space'],200.42734929989092,200.42734929989092,0.20472556678578258,1.7960739530381038,200.6339773000218,200.42734929989092,[-1.3156544000376016],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.5913483862523212,time,354.0,-1.0,7.887248739356936e-05,0,34,[],0.010374966775998473,None,None,202.25692810001783,202.25692810001783,0.20745136681944132,1.7987997530717625,202.47270200005732,202.25692810001783,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,1.5913483862523212,time,1191.0,-0.7974264686182234,4.7476407708577786e-05,0,35,[],0.003223866457119584,0.19322306662797928,None,204.08641389990225,204.08641389990225,0.19322306662797928,1.7845714528803005,204.29812499997206,204.08641389990225,,,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
5,0,5,0,10,0,10,0,,,,,,,,1.5913483862523212,time,250.0,0.42091486687798974,0.0001757987358080377,0,36,[],0.006011366378515959,0.19690336636267602,['space'],205.91827989998274,205.91827989998274,0.19690336636267602,1.7882517526149972,206.1245144000277,205.91827989998274,[-0.7010188000276685],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,"[0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334]",210.08013410004787,None,2.132161307628417,time,2462.0,0.0,8.505306297983944e-05,0,37,[],0.013051466550678015,None,None,211.10634829988703,None,0.22285816655494273,2.3550194741833597,211.32596029993147,None,,207.74547809991054,None,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
6,0,6,0,1,0,1,0,,,,,,,,2.132161307628417,time,922.0,-0.15069871201209745,4.1115960490440446e-05,0,38,[],0.0037504665087908506,0.19400586653500795,['space'],213.47833719989285,213.47833719989285,0.19400586653500795,2.326167174163425,213.68547639995813,213.47833719989285,[-1.9268764001317322],,,,,,,,quvsxs,001,fr,0,2022-05-17_13h07.04.793,Continuous,2022.1.1,None,
