sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_frequency,Audiogram_time,Audiogram_none,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,5,0,5,0,,,,,,,,1.9035318283254896,frequency,397.0,-1.3403117494330186,6.627510037206057e-05,0,30,[],0.027704049833118916,None,['space'],100.28806099994108,100.28806099994108,0.23336034989915788,2.1368921782246475,100.51076880004257,100.28806099994108,[-1.314029899891466],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,6,0,6,0,,,,,,,,1.969146162932385,frequency,354.0,-2.0,7.02951783824607e-05,0,31,[],0.026522249914705753,None,['space'],102.40970940003172,102.40970940003172,0.23126054997555912,2.2004067129079443,102.6208864999935,102.40970940003172,[-1.7243190999142826],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,7,0,7,0,,,,,,,,1.931276674268937,frequency,315.0,-2.925559268594911,7.041935468165562e-05,0,32,[],0.027514249784871936,None,['space'],104.59148770011961,104.59148770011961,0.2344489498063922,2.1657256240753293,104.81379100005142,104.59148770011961,[-1.6826406000182033],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,8,0,8,0,,,,,,,,1.6333393305002184,frequency,281.0,-3.7077158282295986,8.786009559502379e-05,0,33,[],0.027421749895438552,None,['space'],106.73660390009172,106.73660390009172,0.230309649836272,1.8636489803364904,106.94624450011179,106.73660390009172,[-1.6347409998998046],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,9,0,9,0,,,,,,,,1.5667822991823384,frequency,250.0,-2.9211112161122985,0.00011965047953850764,0,34,[],0.023338450118899345,0.21940355002880096,['space'],108.57502690004185,108.57502690004185,0.21940355002880096,1.7861858492111393,108.78909879992716,108.57502690004185,[-1.4085938001517206],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,10,0,10,0,,,,,,,,2.0505449375375875,frequency,223.0,-4.671384300897093,0.00012870773291241076,0,35,[],0.027144449995830655,None,['space'],110.34947560005821,110.34947560005821,0.2333548499736935,2.283899787511281,110.56032960000448,110.34947560005821,[-1.3763982998207211],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,11,0,11,0,,,,,,,,2.843827138909286,frequency,199.0,-3.2010022932213698,0.00018613930266594522,0,36,[],0.024345549987629056,None,['space'],112.61223420011811,112.61223420011811,0.2199965501204133,3.0638236890296993,112.82268789992668,112.61223420011811,[-1.846762799890712],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,12,0,12,0,,,,,,,,2.821168975212652,frequency,177.0,-3.385137406610033,0.0002364977148545,0,37,[],0.022921750089153647,None,['space'],115.6662353000138,115.6662353000138,0.21977465017698705,3.040943625389639,115.88579310011119,115.6662353000138,[-2.6292139000725],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,13,0,13,0,,,,,,,,1.9766265171637007,frequency,158.0,-2.0,0.0003407087925765764,0,38,[],0.020720649976283312,0.21490665012970567,"['space', 'space']",118.70545390015468,118.70545390015468,0.21490665012970567,2.1915331672934064,118.92230949993245,118.70545390015468,"[-2.675119500141591, -0.8517752999905497]",,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
1,0,1,0,14,0,14,0,,,,,,,,1.8565374784620112,frequency,141.0,-0.9790553260728583,0.0005184190669751791,0,39,[],0.02709624986164272,None,['space'],120.89309450006112,120.89309450006112,0.2309467496816069,2.087484228143618,121.1079128999263,120.89309450006112,[-1.7755337001290172],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,0,0,0,0,,,,,0.16666666666666666,125.95893219998106,None,1.7182484149897412,frequency,7818.0,-3.759210494810317,0.00011418442138407073,0,40,[],0.02784885000437498,None,None,126.97599530010484,None,0.23569905012845993,1.9539474651182012,127.20102980011143,None,,122.96024139993824,None,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,1,0,1,0,,,,,,,,2.286493386969447,frequency,,,,1,40,[],0.02688364963978529,None,['space'],128.91136409994215,128.91136409994215,0.22890094970352948,2.5153943366729763,129.12769940006547,128.91136409994215,[-1.3129819999448955],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,2,0,2,0,,,,,,,,2.7759626826631116,frequency,6205.0,-5.030094317423448,7.034703745777028e-05,0,41,[],0.028181249974295497,None,None,131.4080505000893,131.4080505000893,0.23117455001920462,3.0071372326823163,131.62194889993407,131.4080505000893,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,3,0,3,0,,,,,,,,2.019875538322692,frequency,5528.0,-5.508834514047605,7.068188594905373e-05,0,42,[],0.02677635010331869,None,None,134.4004216999747,134.4004216999747,0.2284188501071185,2.2482943884298106,134.61022450006567,134.4004216999747,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,4,0,4,0,,,,,,,,1.2972151186278955,frequency,4925.0,-2.0,0.00011723142226817425,0,43,[],0.027018649969249964,None,None,136.63011200004257,136.63011200004257,0.2298461499158293,1.5270612685437248,136.8423635000363,136.63011200004257,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,5,0,5,0,,,,,,,,1.0508438971837537,frequency,4388.0,-2.733344767972092,8.076675834270706e-05,0,44,[],0.020470150047913194,0.21477105002850294,['space'],138.14287400012836,138.14287400012836,0.21477105002850294,1.2656149472122566,138.3591255999636,138.14287400012836,[-0.9771734999958426],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,6,0,6,0,,,,,,,,2.3303298920816404,frequency,3909.0,-3.3052450139661973,5.6281188700129814e-05,0,45,[],0.02660374972037971,None,['space'],139.40585980005562,139.40585980005562,0.23177534970454872,2.562105241786189,139.6164116000291,139.40585980005562,[-0.7998756999149919],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,7,0,7,0,,,,,,,,1.5799514903702794,frequency,3483.0,-2.479734369202938,5.627176557550785e-05,0,46,[],0.026740649715065956,None,['space'],141.9420909001492,141.9420909001492,0.2304828497581184,1.8104343401283978,142.15652310010046,141.9420909001492,[-2.1046045999974012],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,8,0,8,0,,,,,,,,1.3154132074128606,frequency,3103.0,-2.9806896426801375,4.581475771858866e-05,0,47,[],0.020636150147765875,None,None,143.73130919993855,143.73130919993855,0.21918435022234917,1.5345975576352098,143.95088379993103,143.73130919993855,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,9,0,9,0,,,,,,,,1.277298343319584,frequency,2764.0,-4.516395228888443,4.131430390104396e-05,0,48,[],0.021489950129762292,None,None,145.26487520011142,145.26487520011142,0.21639095013961196,1.4936892934591959,145.48057140014134,145.26487520011142,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,10,0,10,0,,,,,,,,1.436607524923638,frequency,2462.0,-3.0772048632609286,5.968012376800454e-05,0,49,[],0.0265538499224931,None,None,146.76255640015006,146.76255640015006,0.2313162498176098,1.6679237747412479,146.96948570013046,146.76255640015006,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,11,0,11,0,,,,,,,,2.7667824608425073,frequency,2193.0,-3.6532078766921474,5.1935168733013554e-05,0,50,[],0.026446549920365214,None,None,148.40766620007344,148.40766620007344,0.22904834989458323,2.9958308107370906,148.62508790008724,148.40766620007344,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
2,0,2,0,12,0,12,0,,,,,,,,2.4236562210061297,frequency,1954.0,-2.3119836209419806,5.5736887070510034e-05,0,51,[],0.02313424996100366,None,None,151.38794260006398,151.38794260006398,0.22101844986900687,2.6446746708751365,151.6021338000428,151.38794260006398,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,0,0,0,0,,,,,0.3333333333333333,157.7984434000682,None,1.6873249337699536,frequency,5279.0,-6.169994884405503,7.001414051973949e-05,0,52,[],0.02926865010522306,None,None,158.81010350002907,None,0.24155735014937818,1.9288822839193318,159.02917110011913,None,,154.02294560009614,None,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,1,0,1,0,,,,,,,,2.466565929941938,frequency,4190.0,-4.250287552726068,5.9472604723394755e-05,0,53,[],0.025824150070548058,None,None,160.70772540010512,160.70772540010512,0.23024505004286766,2.6968109799848055,160.917650999967,160.70772540010512,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,2,0,2,0,,,,,,,,1.9806337306106518,frequency,3326.0,-3.9061781577566177,4.599164794673631e-05,0,54,[],0.01920545008033514,None,"['space', 'space']",163.3889498000499,163.3889498000499,0.21362245013006032,2.1942561807407124,163.60751380003057,163.3889498000499,"[-2.238516200101003, -0.6712367001455277]",,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,3,0,3,0,,,,,,,,1.2113360866178458,frequency,2640.0,-4.903782019255487,4.3893711243434667e-05,0,55,[],0.0260086499620229,None,None,165.58456049999222,165.58456049999222,0.22831814992241561,1.4396542365402614,165.78985780011863,165.58456049999222,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,4,0,4,0,,,,,,,,1.0358834694850219,frequency,2095.0,-4.958876063388204,4.345926109479091e-05,0,56,[],0.02432895009405911,None,None,167.00245160004124,167.00245160004124,0.2221748500596732,1.258058319544695,167.21863349992782,167.00245160004124,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,5,0,5,0,,,,,,,,1.4598205527714863,frequency,1663.0,-3.3051611102941054,4.073363119882793e-05,0,57,[],0.02213704981841147,None,None,168.2561357000377,168.2561357000377,0.22306034970097244,1.6828809024724587,168.47669570008293,168.2561357000377,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,6,0,6,0,,,,,,,,2.250524853800866,frequency,1320.0,-4.0,3.3296473404479444e-05,0,58,[],0.026302249636501074,None,None,169.93596150004305,169.93596150004305,0.23043744964525104,2.480962303446117,170.15032840007916,169.93596150004305,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,7,0,7,0,,,,,,,,2.673019073452408,frequency,1048.0,-1.279056430953891,3.975323581163243e-05,0,59,[],0.025779749965295196,None,['space'],172.40283509995788,172.40283509995788,0.2298075498547405,2.9028266233071487,172.6186083999928,172.40283509995788,[-2.165761499898508],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,8,0,8,0,,,,,,,,1.5164419659010426,frequency,832.0,-3.1703116888896767,2.726647938340615e-05,0,60,[],0.01823324989527464,None,['space'],175.29601310007274,175.29601310007274,0.21859765006229281,1.7350396159633354,175.51499900012277,175.29601310007274,[-2.402770600048825],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,9,0,9,0,,,,,,,,1.9521261639980079,frequency,,,,1,60,[],0.026102050207555294,None,None,177.02796089998446,177.02796089998446,0.22742155008018017,2.179547714078188,177.23769979993813,177.02796089998446,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,10,0,10,0,,,,,,,,1.7309149559675534,frequency,524.0,0.4609831109178538,7.139079926312891e-05,0,61,[],0.025827950099483132,None,None,179.19386090012267,179.19386090012267,0.24214985012076795,1.9730648060883214,179.4138359001372,179.19386090012267,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,11,0,11,0,,,,,,,,1.449505603518768,frequency,416.0,-2.732996478324824,5.529135986241185e-05,0,62,[],0.018060349859297276,None,['space'],181.14261510013603,181.14261510013603,0.21659384993836284,1.6660994534571307,181.35962740005925,181.14261510013603,[-1.5280983000993729],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,12,0,12,0,,,,,,,,2.1312116901917997,frequency,330.0,-3.2812843771590847,6.492464354268967e-05,0,63,[],0.025812249863520265,None,None,182.81072770012543,182.81072770012543,0.2307721497491002,2.3619838399409,183.02795709995553,182.81072770012543,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,13,0,13,0,,,,,,,,2.8116405838275047,frequency,262.0,-4.602618515758454,9.11077516399263e-05,0,64,[],0.018948349868878722,0.21298464993014932,None,185.16217390005477,185.16217390005477,0.21298464993014932,3.024625233757654,185.37641960009933,185.16217390005477,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
3,0,3,0,14,0,14,0,,,,,,,,1.2886578231129582,frequency,208.0,-4.9292956128319885,0.00014160325476047904,0,65,[],0.02571634971536696,None,['space'],188.18156419997104,188.18156419997104,0.2299705499317497,1.5186283730447079,188.39782500010915,188.18156419997104,[-2.5351218001451343],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,0,0,0,0,,,,,0.5833333333333334,195.12785849999636,None,1.9453451713587928,frequency,6276.0,-5.728523812287925,6.664214278876431e-05,0,66,[],0.026633049827069044,None,None,196.15345979994163,None,0.230206549866125,2.1755517212249176,196.37310989992693,None,,189.6762127999682,None,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,1,0,1,0,,,,,,,,2.6533930273568007,frequency,4189.0,4.146567633432737,0.0001562613565186912,0,67,[],0.025007849792018533,None,None,198.3167840000242,198.3167840000242,0.22758944984525442,2.880982477202055,198.5253500000108,198.3167840000242,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,2,0,2,0,,,,,,,,1.0607623417603729,frequency,2796.0,-3.65202349029965,4.433120983063004e-05,0,68,[],0.025671149836853147,None,['space'],201.18155800015666,201.18155800015666,0.2324015498161316,1.2931638915765045,201.39361599995755,201.18155800015666,[-2.4955704999156296],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,3,0,3,0,,,,,,,,2.0095120494569523,frequency,1866.0,5.0,0.0001222767448299766,0,69,[],0.022759650135412812,0.2180135501548648,None,202.45631549996324,202.45631549996324,0.2180135501548648,2.227525599611817,202.66623360011727,202.45631549996324,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,4,0,4,0,,,,,,,,2.3167903606269786,frequency,1245.0,2.757449153461998,7.45886933277244e-05,0,70,[],0.021385449916124344,0.21582574979402125,None,204.67717589996755,204.67717589996755,0.21582574979402125,2.532616110421,204.89131590002216,204.67717589996755,,,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,5,0,5,0,,,,,,,,1.8826266964706866,frequency,831.0,4.57691308335921,6.647769134737886e-05,0,71,[],0.02558344998396933,None,['space'],207.20534290000796,207.20534290000796,0.22858604998327792,2.1112127464539645,207.41806409996934,207.20534290000796,[-2.0237861000932753],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,6,0,6,0,,,,,,,,1.2192263258674014,frequency,555.0,3.3058549587288537,9.198127807433534e-05,0,72,[],0.018442749977111816,None,['space'],209.30469799996354,209.30469799996354,0.2166671499144286,1.43589347578183,209.51991440006532,209.30469799996354,[-1.7872649000491947],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,7,0,7,0,,,,,,,,1.2991541404671405,frequency,370.0,1.5538928692050442,0.0001008653146659593,0,73,[],0.018566149985417724,None,['space'],210.73873029998504,210.73873029998504,0.21523474995046854,1.514388890417609,210.95595660014078,210.73873029998504,[-1.0451237000524998],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,8,0,8,0,,,,,,,,2.2899820638054837,frequency,247.0,-1.6630301501157763,0.0001431522296227437,0,74,[],0.02536435006186366,None,['space'],212.25723160011694,212.25723160011694,0.23144965013489127,2.521431713940375,212.46738109993748,212.25723160011694,[-1.091551800025627],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
4,0,4,0,9,0,9,0,,,,,,,,2.515215128590655,frequency,,,,1,74,[],0.025530549930408597,None,['space'],214.7599629999604,214.7599629999604,0.23079934972338378,2.7460144783140388,214.97298180009238,214.7599629999604,[-2.1538708999287337],,,,,,,,klxufm,001,fr,0,2022-05-09_17h25.11.568,Continuous,2022.1.1,35.54447198847977,
