sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_time,Audiogram_both,Audiogram_none,Audiogram_frequency,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,1.8602263823387843,frequency,397.0,23.96447690390851,0.0012206462656075196,0,48,[],0.016751060029491782,None,['space'],125.64664230006747,125.64664230006747,0.215221660095267,2.0754480424340516,125.86704729998019,125.64664230006747,[-2.6964145000092685],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
3,0,3,0,3,0,3,0,,,,,,,,1.648880806768959,frequency,595.0,18.13319914014201,0.00045673635791169574,0,49,[],0.02202416001819074,None,['space'],127.72496909997426,127.72496909997426,0.22913826000876725,1.8780190667777263,127.93678029999137,127.72496909997426,[-1.750598100014031],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
3,0,3,0,4,0,4,0,,,,,,,,2.3486953123657854,frequency,891.0,23.414213652827698,0.0006067529723878487,0,50,[],0.021354159922339022,None,['space'],129.58201460004784,129.58201460004784,0.22374795994255692,2.5724432723083424,129.79803679999895,129.58201460004784,[-1.4953403000254184],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
3,0,3,0,5,0,5,0,,,,,,,,1.2887860726366247,frequency,1335.0,20.6191559658447,0.0005627045270978945,0,51,[],0.021732759894803166,None,['space'],132.1399407000281,132.1399407000281,0.2271643599960953,1.51595043263272,132.355717599974,132.1399407000281,[-2.3100635999580845],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
3,0,3,0,6,0,6,0,,,,,,,,1.5495943470268672,frequency,2000.0,13.121174241908848,0.00033886656194239605,0,52,[],0.02183906000573188,None,['space'],133.64270560001023,133.64270560001023,0.22690365999005735,1.7764980070169245,133.8575364999706,133.64270560001023,[-1.2852242999942973],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
3,0,3,0,7,0,7,0,,,,,,,,1.621263362705832,frequency,2997.0,10.550043759409512,0.00018533033390079765,0,53,[],0.021817459841258824,None,['space'],135.40469900006428,135.40469900006428,0.22607695986516774,1.8473403225709997,135.61885960004292,135.40469900006428,[-1.3983463000040501],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
3,0,3,0,8,0,8,0,,,,,,,,2.199893209722765,frequency,4490.0,13.264512064959533,0.0005417965669507844,0,54,[],0.021687560016289353,None,"['space', 'space']",137.23362359998282,137.23362359998282,0.2281971600605175,2.4280903697832823,137.443752399995,137.23362359998282,"[-1.5633758000331, 0.17963530006818473]",,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
3,0,3,0,9,0,9,0,,,,,,,,2.0547987516033794,frequency,6727.0,3.906830425794716,0.00022414539902761347,0,55,[],0.014200359932146966,None,['space'],139.6690839000512,139.6690839000512,0.22818285995163023,2.2829816115550097,139.89229930005968,139.6690839000512,[-0.5917960000224411],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
3,0,3,0,10,0,10,0,,,,,,,,1.564528861627281,frequency,,,,1,55,[],0.021435359958559275,None,None,141.93960120005067,141.93960120005067,0.22730776004027575,1.7918366216675568,142.15086080005858,141.93960120005067,,,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,0,0,0,0,,,,,,146.00176360004116,None,1.2657451181220636,time,187.0,14.482966486045363,0.0016572892412344473,0,29,[],0.02422736003063619,None,None,147.0402035000734,None,0.21890246006660163,1.4846475781886652,147.2523675999837,None,,143.71466350008268,None,"[0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334]",,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,1,0,1,0,,,,,,,,1.2657451181220636,time,236.0,16.02558737692531,0.0012334358464323367,0,30,[],0.021286659874022007,None,None,148.5099390000105,148.5099390000105,0.2271312599768862,1.4928763780989498,148.7240793000674,148.5099390000105,,,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,2,0,2,0,,,,,,,,1.2657451181220636,time,1784.0,17.167241156800188,0.00046953451215067394,0,31,[],0.014858959941193461,None,['space'],149.99190740007907,149.99190740007907,0.21765055996365845,1.483395678085722,150.21048830007203,149.99190740007907,[-1.073897400056012],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,3,0,3,0,,,,,,,,1.2657451181220636,time,354.0,18.0,0.0007029517838246072,0,32,[],0.021352559910155833,None,['space'],151.4787842000369,151.4787842000369,0.22590315993875265,1.4916482780608162,151.69329119997565,151.4787842000369,[-1.201322800014168],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,4,0,4,0,,,,,,,,1.2657451181220636,time,1191.0,13.767199147076383,0.0002539271460298533,0,33,[],0.016535659902729094,0.21186126000247896,['space'],152.95941150002182,152.95941150002182,0.21186126000247896,1.4776063781245425,153.17683910008054,152.95941150002182,[-1.1771627999842167],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,5,0,5,0,,,,,,,,1.2657451181220636,time,945.0,9.147673524506176,0.00012180431140697501,0,34,[],0.02144976006820798,None,"['space', 'space']",154.4413470000727,154.4413470000727,0.22887006006203592,1.4946151781840995,154.65971520007588,154.4413470000727,"[-1.2201041000662372, 0.07613830000627786]",,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,6,0,6,0,,,,,,,,1.2657451181220636,time,,,,1,34,[],0.021294660051353276,None,None,155.9193152000662,155.9193152000662,0.23418095998931676,1.4999260781113803,156.13915339997038,155.9193152000662,,,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,7,0,7,0,,,,,,,,1.2657451181220636,time,668.0,16.841397118434887,0.00033249978286786444,0,35,[],0.019040960003621876,None,['space'],157.39535380003508,157.39535380003508,0.21697165991645306,1.4827167780385166,157.61534570006188,157.39535380003508,[-1.053020599996671],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
4,0,4,0,8,0,8,0,,,,,,,,1.2657451181220636,time,530.0,17.004777440876218,0.00047291782975295303,0,36,[],0.02024645998608321,None,None,158.87980059999973,158.87980059999973,0.22210295998957008,1.4878480781116337,159.10114370007068,158.87980059999973,,,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
5,0,5,0,0,0,0,0,,,,,,162.66825190000236,None,1.537468605933094,time,839.0,25.007782527846572,0.0007026322159545445,0,37,[],0.02400686009787023,0.22016926005017012,None,163.69116829999257,None,0.22016926005017012,1.757637865983264,163.90313710004557,None,,160.37186299997848,None,"[0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334]",,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
5,0,5,0,1,0,1,0,,,,,,,,1.537468605933094,time,,,,1,37,[],0.021086159977130592,None,['space'],165.4309170000488,165.4309170000488,0.226717559969984,1.764186165903078,165.638417600072,165.4309170000488,[-1.3610389999812469],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
5,0,5,0,2,0,2,0,,,,,,,,1.537468605933094,time,265.0,20.46033743399204,0.0015984239044535096,0,38,[],0.022364460048265755,None,None,167.1774449000368,167.1774449000368,0.22721096000168473,1.7646795659347787,167.39670589996967,167.1774449000368,,,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
5,0,5,0,3,0,3,0,,,,,,,,1.537468605933094,time,158.0,21.28212949256905,0.004971527156582707,0,39,[],0.02091796009335667,None,['space'],168.93360260000918,168.93360260000918,0.22972776007372886,1.7671963660068228,169.14492630003951,168.93360260000918,[-1.2795902999350801],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
5,0,5,0,4,0,4,0,,,,,,,,1.537468605933094,time,560.0,19.80785823762974,0.0006072637096939512,0,40,[],0.01597076014149934,0.21457996009849012,['space'],170.6771882000612,170.6771882000612,0.21457996009849012,1.752048566031584,170.8962883000495,170.6771882000612,[-1.4710972999455407],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
5,0,5,0,5,0,5,0,,,,,,,,1.537468605933094,time,177.0,26.0,0.006967609763950412,0,41,[],0.01355546002741903,None,['space'],172.43502049997915,172.43502049997915,0.21511956001631916,1.7525881659494131,172.65039980004076,172.43502049997915,[-1.4369914000853896],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
5,0,5,0,6,0,6,0,,,,,,,,1.537468605933094,time,499.0,22.927035669785447,0.001001456941582963,0,42,[],0.020717460080049932,None,"['space', 'space']",174.19073170004413,174.19073170004413,0.22740006004460156,1.7648686659776955,174.41173410008196,174.19073170004413,"[-1.4972122000763193, 0.007486299960874021]",,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
5,0,5,0,7,0,7,0,,,,,,,,1.537468605933094,time,297.0,21.29813025204746,0.001366620445782521,0,43,[],0.02015916001982987,None,['space'],175.94739750004373,175.94739750004373,0.22314616001676768,1.7606147659498617,176.16787090001162,175.94739750004373,[0.04218409990426153],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
6,0,6,0,0,0,0,0,,,,,0.16666666666666666,178.96081040007994,None,2.7162883967268807,both,141.0,17.608397524935775,0.004406092482923895,0,29,[],0.024212060030549765,None,['space'],179.975248200004,None,0.2209302600240335,2.937218656750914,180.1859492000658,None,[-1.1050874999491498],177.7001202000538,None,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
6,0,6,0,1,0,1,0,,,,,,,,2.7162883967268807,both,158.0,12.661586168440826,0.0018427340035362548,0,30,[],0.02002965984866023,None,None,182.89982140006032,182.89982140006032,0.22720265993848443,2.943491056665365,183.11309330002405,182.89982140006032,,,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
6,0,6,0,2,0,2,0,,,,,,,,2.7162883967268807,both,177.0,10.74085424245497,0.0012026147640209124,0,31,[],0.01783265999983996,None,['space'],185.82553420006298,185.82553420006298,0.21612846001517028,2.932416856742051,186.04534140008036,185.82553420006298,[-2.507788800052367],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
6,0,6,0,3,0,3,0,,,,,,,,2.7162883967268807,both,199.0,11.707808593974352,0.0010358064878871662,0,32,[],0.020238259923644364,None,['space'],188.76153200003318,188.76153200003318,0.22431675996631384,2.9406051566931946,188.97499330004212,188.76153200003318,[-2.5959475999698043],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
6,0,6,0,4,0,4,0,,,,,,,,2.7162883967268807,both,223.0,12.19021500281807,0.0008967772985731243,0,33,[],0.02030525985173881,None,['space'],191.6865073000081,191.6865073000081,0.2229683599434793,2.93925675667036,191.90208949998487,191.6865073000081,[-2.576557799940929],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
6,0,6,0,5,0,5,0,,,,,,,,2.7162883967268807,both,250.0,15.855595256532098,0.0010393211547173407,0,34,[],0.009162259986624122,None,['space'],194.62518790003378,194.62518790003378,0.2142870599636808,2.9305754566905615,194.85000229999423,194.62518790003378,[-2.5547483999980614],,,,,,,,tsbvqq,001,fr,0,2022-05-04_17h28.58.455,Continuous,2022.1.1,35.46858972476719,
