sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,break_txt.started,break_txt.stopped,,Audiogram_frequency,feedback.rt,Audiogram_time,Audiogram_both,Audiogram_none,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,1,0,1,0,,,,,,,,1.952794469151186,both,190.0,-1.8952615330104625,0.00024268635863245556,0,27,[],0.021428079926408827,0.219531079987064,None,117.79863490001298,117.79863490001298,0.219531079987064,2.1723255491382503,118.00895750010386,117.79863490001298,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,2,0,2,0,,,,,,,,1.952794469151186,both,239.0,-6.553201127592493,8.889542930312768e-05,0,28,[],0.022012679954059422,None,None,119.95477250008844,119.95477250008844,0.22266547987237573,2.175459949023562,120.16251020005438,119.95477250008844,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,3,0,3,0,,,,,,,,1.952794469151186,both,,,,1,28,[],0.014485579915344715,0.20408837997820228,None,122.11789080000017,122.11789080000017,0.20408837997820228,2.1568828491293885,122.32733230001759,122.11789080000017,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,4,0,4,0,,,,,,,,1.952794469151186,both,379.0,-8.0,3.264724102951903e-05,0,29,[],0.023246180033311248,None,None,124.27422700007446,124.27422700007446,0.2240846799686551,2.1768791491198414,124.48584120010491,124.27422700007446,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,5,0,5,0,,,,,,,,1.952794469151186,both,478.0,-6.619016441459368,3.386875854402189e-05,0,30,[],0.0160602800315246,0.206525280023925,None,126.43652990006376,126.43652990006376,0.206525280023925,2.1593197491751113,126.64086530008353,126.43652990006376,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,6,0,6,0,,,,,,,,1.952794469151186,both,602.0,-7.359127236369568,2.3800830687357726e-05,0,31,[],0.02172237983904779,None,None,128.5950584000675,128.5950584000675,0.22054487990681082,2.173339349057997,128.8027243000688,128.5950584000675,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,7,0,7,0,,,,,,,,1.952794469151186,both,758.0,-3.5670424499736573,2.6712426109735053e-05,0,32,[],0.019019980099983513,0.21126638003624976,None,130.7556077000918,130.7556077000918,0.21126638003624976,2.164060849187436,130.96083210001234,130.7556077000918,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,8,0,8,0,,,,,,,,1.952794469151186,both,955.0,-5.961374424708879,2.1533055859378455e-05,0,33,[],0.02161917998455465,None,None,132.91477200004738,132.91477200004738,0.2198861800134182,2.1726806491646045,133.12774050002918,132.91477200004738,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,9,0,9,0,,,,,,,,1.952794469151186,both,1203.0,5.184035620067096,9.543760625486723e-05,0,34,[],0.011017479817382991,None,None,135.08732650009915,135.08732650009915,0.20904447988141328,2.1618389490325995,135.30077800003346,135.08732650009915,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
2,0,2,0,10,0,10,0,,,,,,,,1.952794469151186,both,1516.0,5.099626421028288,8.931769673981933e-05,0,35,[],0.021485180011950433,None,None,137.25540230004117,137.25540230004117,0.2232501800172031,2.1760446491683894,137.46218700008467,137.25540230004117,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
3,0,3,0,0,0,0,0,,,,,"[0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666]",143.62318150000647,None,2.2434715980521385,none,177.0,5.0,0.000620988873867065,0,35,[],0.02363548008725047,None,None,144.62664740008768,None,0.2551201800815761,2.4985917781337146,144.85913250001613,None,139.41534980002325,None,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
3,0,3,0,1,0,1,0,,,,,,,,2.233569147201758,none,140.0,4.112961918231014,0.0009460070136052226,0,36,[],0.021012380020692945,None,None,147.09664330002852,147.09664330002852,0.2202837800141424,2.4538529272159004,147.31049240007997,147.09664330002852,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
3,0,3,0,2,0,2,0,,,,,,,,2.445054106131259,none,1123.0,5.0,8.748633202517127e-05,0,37,[],0.015214680111967027,0.20591418002732098,None,149.5454813000979,149.5454813000979,0.20591418002732098,2.65096828615858,149.74848530010786,149.5454813000979,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
3,0,3,0,3,0,3,0,,,,,,,,1.1770691866696588,none,,,,1,37,[],0.020419879932887852,0.21619077993091196,None,152.19455250003375,152.19455250003375,0.21619077993091196,1.3932599666005707,152.4012315000873,152.19455250003375,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
3,0,3,0,4,0,4,0,,,,,,,,2.4407151904747275,none,265.0,4.195363996990631,0.00024572157704246775,0,38,[],0.022633079905062914,None,None,153.57853630010504,153.57853630010504,0.22075797989964485,2.6614731703743724,153.79381180007476,153.57853630010504,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
3,0,3,0,5,0,5,0,,,,,,,,2.6176549641047324,none,1261.0,5.686252415115161,0.0001043761609706079,0,39,[],0.02057448006235063,0.21769838000182062,None,156.2324832000304,156.2324832000304,0.21769838000182062,2.835353344106553,156.44120400003158,156.2324832000304,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
3,0,3,0,6,0,6,0,,,,,,,,1.1295742752294007,none,595.0,-0.5999297808787966,5.28456371391535e-05,0,40,[],0.021013879915699363,None,None,159.06190840003546,159.06190840003546,0.22121317987330258,1.3507874551027033,159.27328730002046,159.06190840003546,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
3,0,3,0,7,0,7,0,,,,,,,,1.3537436675326078,none,891.0,3.265312538661105,5.9644013088816604e-05,0,41,[],0.020962879993021488,None,None,160.40363860002253,160.40363860002253,0.21789178007747978,1.5716354476100876,160.60973420005757,160.40363860002253,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,0,0,0,0,,,,,"[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666]",165.74286760005634,None,1.6050291052608743,none,,,,1,41,[],0.021580280037596822,None,None,166.74741210008506,None,0.2213822799967602,1.8264113852576345,166.96081570000388,None,161.96504320006352,None,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,1,0,1,0,,,,,,,,2.7420845748621034,none,1644.0,4.888439181729795,0.0001031183063238369,0,42,[],0.02189038007054478,None,None,168.569475300028,168.569475300028,0.22163438005372882,2.9637189549158323,168.77834740001708,168.569475300028,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,2,0,2,0,,,,,,,,2.7802469038062254,none,2463.0,2.98735804177461,0.00011999717868828912,0,43,[],0.02103827998507768,None,None,171.52124780009035,171.52124780009035,0.22090587997809052,3.001152783784316,171.73529010009952,171.52124780009035,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,3,0,3,0,,,,,,,,2.6341366517495377,none,3103.0,-0.40339991902175165,6.164102906356254e-05,0,44,[],0.019806279917247593,0.21427408000454307,None,174.51839350000955,174.51839350000955,0.21427408000454307,2.8484107317540808,174.72801880002953,174.51839350000955,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,4,0,4,0,,,,,,,,1.701277460707226,none,6965.0,2.684644627007405,0.00020455166142590447,0,45,[],0.0208559799939394,None,None,177.3647232000949,177.3647232000949,0.22081917989999056,1.9220966406072166,177.58797450002749,177.3647232000949,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,5,0,5,0,,,,,,,,2.6431288998290854,none,1305.0,6.396889661072414,0.00011099328861780947,0,46,[],0.020963379880413413,None,None,179.27977310004644,179.27977310004644,0.21948947990313172,2.862618379732217,179.4934188000625,179.27977310004644,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,6,0,6,0,,,,,,,,2.5171281029067645,none,5528.0,1.3091961601936661,0.0001549564515534432,0,47,[],0.020848380052484572,None,None,182.13701840001158,182.13701840001158,0.22084387997165322,2.7379719828784177,182.36071560007986,182.13701840001158,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,7,0,7,0,,,,,,,,1.1526990330543336,none,4925.0,3.0,0.00020847022442907278,0,48,[],0.013632780057378113,0.20319748006295413,None,184.86923640000168,184.86923640000168,0.20319748006295413,1.3558965131172878,185.0783475000644,184.86923640000168,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,8,0,8,0,,,,,,,,1.0837479459123693,none,1163.0,3.432622133284573,7.552576020075856e-05,0,49,[],0.01608767989091575,0.2073735799640417,None,186.23243340000045,186.23243340000045,0.2073735799640417,1.291121525876411,186.4371145000914,186.23243340000045,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,9,0,9,0,,,,,,,,2.437691396188382,none,923.0,2.7562585796615755,5.749806791074846e-05,0,50,[],0.020583880017511547,None,None,187.52206300001126,187.52206300001126,0.2190899800043553,2.6567813761927375,187.73679610004183,187.52206300001126,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
4,0,4,0,10,0,10,0,,,,,,,,2.8494643115474654,none,3483.0,1.4157845753587037,8.811837688268633e-05,0,51,[],0.020455280086025596,None,None,190.1784273000667,190.1784273000667,0.22117888007778674,3.070643191625252,190.39978690003045,190.1784273000667,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,0,0,0,0,,,,,"[0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",195.39343320007902,None,1.6700857060330967,time,901.0,-5.159389685518006,2.2768545130224882e-05,0,26,[],0.015880279941484332,None,None,196.42361000005621,None,0.21439477999228984,1.8844804860253865,196.6368485999992,None,193.24107700004242,None,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,1,0,1,0,,,,,,,,1.6700857060330967,time,159.0,-0.0776510434994866,0.0004162858989919229,0,27,[],0.018032580032013357,0.21134948008693755,None,198.3106434000656,198.3106434000656,0.21134948008693755,1.8814351861200342,198.5169973000884,198.3106434000656,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,2,0,2,0,,,,,,,,1.6700857060330967,time,803.0,-0.606530845751271,3.5859772146999175e-05,0,28,[],0.020284680067561567,None,None,200.18966210004874,200.18966210004874,0.21917358005885035,1.889259286091947,200.40769200003706,200.18966210004874,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,3,0,3,0,,,,,,,,1.6700857060330967,time,178.0,-5.404805619219161,0.0001854771372022209,0,29,[],0.013051680056378245,0.20060818002093583,None,202.07110709999688,202.07110709999688,0.20060818002093583,1.8706938860540325,202.27985280007124,202.07110709999688,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,4,0,4,0,,,,,,,,1.6700857060330967,time,637.0,-5.032826071409839,2.8319575271064506e-05,0,30,[],0.017630779999308288,0.21040668000932783,None,203.94957310007885,203.94957310007885,0.21040668000932783,1.8804923860424245,204.1571411000332,203.94957310007885,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,5,0,5,0,,,,,,,,1.6700857060330967,time,253.0,-6.8430049247567,7.473072447768436e-05,0,31,[],0.020308480015955865,None,None,205.83061870001256,205.83061870001256,0.22023187996819615,1.8903175860012928,206.04547470004763,205.83061870001256,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,6,0,6,0,,,,,,,,1.6700857060330967,time,425.0,-2.445649717347998,5.680408300324612e-05,0,32,[],0.020130580058321357,None,None,207.71973520005122,207.71973520005122,0.21785458002705127,1.887940286060148,207.924936800031,207.71973520005122,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,7,0,7,0,,,,,,,,1.6700857060330967,time,1011.0,2.4493714676649634,5.9013445270472836e-05,0,33,[],0.020033380016684532,None,None,209.59695350006223,209.59695350006223,0.2192456799093634,1.88933138594246,209.80480540008284,209.59695350006223,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,8,0,8,0,,,,,,,,1.6700857060330967,time,225.0,0.6674736497679526,0.00023375251591791868,0,34,[],0.015022780047729611,0.20564887998625636,None,211.47792800003663,211.47792800003663,0.20564887998625636,1.875734586019353,211.6897900000913,211.47792800003663,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,9,0,9,0,,,,,,,,1.6700857060330967,time,379.0,-8.0,3.264724102951903e-05,0,35,[],0.01869448006618768,0.21351258002687246,None,213.3592493000906,213.3592493000906,0.21351258002687246,1.8835982860599692,213.56476990005467,213.3592493000906,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,10,0,10,0,,,,,,,,1.6700857060330967,time,,,,1,35,[],0.019988679909147322,None,None,215.23747420008294,215.23747420008294,0.2207224799785763,1.890808186011673,215.4574936000863,215.23747420008294,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,11,0,11,0,,,,,,,,1.6700857060330967,time,200.0,-2.197861834487954,0.00020609948786785566,0,36,[],0.016955680097453296,0.2061168800573796,None,217.11467520007864,217.11467520007864,0.2061168800573796,1.8762025860904763,217.3244974000845,217.11467520007864,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
5,0,5,0,12,0,12,0,,,,,,,,1.6700857060330967,time,126.0,-2.5214930687487955,0.0005339643660701706,0,37,[],0.018806879874318838,0.2136399798328057,None,218.99938900000416,218.99938900000416,0.2136399798328057,1.8837256858659024,219.20472700009122,218.99938900000416,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
6,0,6,0,0,0,0,0,,,,,,223.95788990007713,None,1.9333072104083715,frequency,315.0,3.0953758179648885,0.00014084414418748676,0,34,[],0.023472980014048517,0.22068778006359935,None,224.97092970006634,None,0.22068778006359935,2.153994990471971,225.17565700004343,None,220.87769090000074,None,0.5833333333333334,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
6,0,6,0,1,0,1,0,,,,,,,,1.3345697442051598,frequency,472.0,1.9763128269162071,9.149484682708667e-05,0,35,[],0.014976579928770661,0.2045339799951762,None,227.10897830000613,227.10897830000613,0.2045339799951762,1.539103724200336,227.31315170007292,227.10897830000613,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
6,0,6,0,2,0,2,0,,,,,,,,2.043055508298634,frequency,707.0,1.601940734847836,5.340727472315246e-05,0,36,[],0.019735979847609997,None,None,228.65213870001025,228.65213870001025,0.2195680799195543,2.2626235882181884,228.87270170007832,228.65213870001025,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
6,0,6,0,3,0,3,0,,,,,,,,1.611591761503481,frequency,1059.0,3.471393086273544,6.937638046277539e-05,0,37,[],0.017024280037730932,0.2089291800512001,None,230.9115066000959,230.9115066000959,0.2089291800512001,1.820520941554681,231.11543900007382,230.9115066000959,,,,,,,,,,,bihhjl,001,fr,0,2022-06-23_12h09.59.632,Continuous,2022.1.1,36.78422045953056,
