sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,break_txt.started,break_txt.stopped,Intervals,feedback.rt,Audiogram_frequency,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,9,0,9,0,,,,,,,,2.0684549523230027,time,159.0,0.07166691597148733,0.0004235040794629767,0,34,[],0.022690910031087697,None,None,128.73719530005474,128.73719530005474,0.23375980998389423,2.302214762306897,128.95598139998037,128.73719530005474,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
1,0,1,0,10,0,10,0,,,,,,,,2.0684549523230027,time,1911.0,-6.880301139022926,3.206093766308705e-05,0,35,[],0.02281290991231799,None,None,131.04655009997077,131.04655009997077,0.23463461000937968,2.3030895623323824,131.2651909000706,131.04655009997077,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
1,0,1,0,11,0,11,0,,,,,,,,2.0684549523230027,time,142.0,-7.669545896623595,0.0002362880015668522,0,36,[],0.015096510061994195,None,None,133.3539524000371,133.3539524000371,0.216171310050413,2.2846262623734157,133.5744948000647,133.3539524000371,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,0,0,0,0,,,,,0.3333333333333333,140.98292710003443,None,1.9882633707698276,both,1516.0,-3.637966554004718,3.266313504789961e-05,0,26,[],0.025005710078403354,None,None,142.01232320000418,None,0.2463161100167781,2.2345794807866057,142.23471960006282,None,135.67242179997265,None,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,1,0,1,0,,,,,,,,1.9882633707698276,both,1203.0,-7.0787184393329845,2.3258507091354126e-05,0,27,[],0.02000161015894264,None,None,144.24454570002854,144.24454570002854,0.2177391102304682,2.206002481000296,144.4660405999748,144.24454570002854,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,2,0,2,0,,,,,,,,1.9882633707698276,both,,,,1,27,[],0.022925509954802692,None,None,146.47234229999594,146.47234229999594,0.23189260996878147,2.220155980738609,146.6945718000643,146.47234229999594,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,3,0,3,0,,,,,,,,1.9882633707698276,both,758.0,-4.937381325971112,2.2813734868502452e-05,0,28,[],0.023647710098885,None,None,148.70259340002667,148.70259340002667,0.23108331009279937,2.219346680862627,148.91934290004428,148.70259340002667,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,4,0,4,0,,,,,,,,1.9882633707698276,both,602.0,-4.094475173723052,3.465969351247683e-05,0,29,[],0.021830910118296742,None,None,150.93229410005733,150.93229410005733,0.22412371006794274,2.2123870808377704,151.1494315000018,150.93229410005733,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,5,0,5,0,,,,,,,,1.9882633707698276,both,478.0,-6.606746154942313,3.391663769802328e-05,0,30,[],0.02066780999302864,None,None,153.17594690003898,153.17594690003898,0.24102531000971794,2.2292886807795456,153.39134700002614,153.17594690003898,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,6,0,6,0,,,,,,,,1.9882633707698276,both,379.0,-8.0,3.264724102951903e-05,0,31,[],0.022351710009388626,None,None,155.40353500004858,155.40353500004858,0.23049961007200181,2.2187629808418294,155.62725180003326,155.40353500004858,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,7,0,7,0,,,,,,,,1.9882633707698276,both,301.0,-4.098879301266249,7.077363341182051e-05,0,32,[],0.0225732100661844,None,None,157.63299299997743,157.63299299997743,0.23090781015343964,2.2191711809232673,157.84906510007568,157.63299299997743,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,8,0,8,0,,,,,,,,1.9882633707698276,both,239.0,-0.11113644491894936,0.00018663051984205026,0,33,[],0.01668701006565243,0.21066521003376693,None,159.86358440003823,159.86358440003823,0.21066521003376693,2.1989285808035945,160.0795582999708,159.86358440003823,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,9,0,9,0,,,,,,,,1.9882633707698276,both,190.0,-3.4711358697047836,0.00020241917410398485,0,34,[],0.022042309981770813,None,None,162.0978027000092,162.0978027000092,0.22667021001689136,2.214933580786719,162.31147319998126,162.0978027000092,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
2,0,2,0,10,0,10,0,,,,,,,,1.9882633707698276,both,151.0,-3.4251800090526165,0.0003311620925736081,0,35,[],0.01933130994439125,None,['space'],164.33352220000234,164.33352220000234,0.21904271002858877,2.2073060807984164,164.54015660006553,164.33352220000234,,,,[-0.05139339994639158],,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,0,0,0,0,,,,,0.5833333333333334,171.26204359997064,None,1.9313437032865033,both,7379.0,1.1089153890021832,0.00018487298862647204,0,36,[],0.02489340992178768,None,None,172.26728789997287,None,0.25336291000712663,2.18470661329363,172.49519300006796,None,166.55994599999394,None,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,1,0,1,0,,,,,,,,1.9313437032865033,both,4925.0,1.0,0.0001655937853633201,0,37,[],0.022046310012228787,None,None,174.45107700000517,174.45107700000517,0.2312259100144729,2.162569613300976,174.6674393999856,174.45107700000517,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,1.9313437032865033,both,3287.0,-0.7794940730141258,6.529354179529287e-05,0,38,[],0.02171990997157991,None,None,176.62908159999643,176.62908159999643,0.21336701000109315,2.1447107132875964,176.83119150006678,176.62908159999643,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,1.9313437032865033,both,,,,1,38,[],0.021797909983433783,None,None,178.7964825000381,178.7964825000381,0.23040740995202214,2.1617511132385254,179.011224100017,178.7964825000381,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,1.9313437032865033,both,1464.0,2.919161593572211,6.884788027756841e-05,0,39,[],0.02316761005204171,None,None,180.96457790001296,180.96457790001296,0.233218610053882,2.1645623133403853,181.1775957000209,180.96457790001296,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,1.9313437032865033,both,977.0,1.9092443489724165,5.406788111373423e-05,0,40,[],0.02135060995351523,None,None,183.13310910004657,183.13310910004657,0.22452700999565423,2.1558707132821575,183.35004400007892,183.13310910004657,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,1.9313437032865033,both,652.0,0.20690157919840557,5.0422298598540844e-05,0,41,[],0.02064751018770039,None,['space'],185.3018622000236,185.3018622000236,0.22179741016589105,2.1531411134523943,185.5178208000725,185.3018622000236,,,,[-1.8040237999521196],,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,1.9313437032865033,both,435.0,1.1462885310770603,8.531364474522027e-05,0,42,[],0.020821710000745952,None,None,187.4722669000039,187.4722669000039,0.22931621002499014,2.1606599133114934,187.69200889999047,187.4722669000039,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,1.9313437032865033,both,290.0,2.247231577448499,0.00016204699076692683,0,43,[],0.016492209979332983,None,None,189.6456443000352,189.6456443000352,0.2175808100728318,2.148924513359335,189.8669138000114,189.6456443000352,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
3,0,3,0,9,0,9,0,,,,,,,,1.9313437032865033,both,194.0,0.8037663223333527,0.0003151483259394318,0,44,[],0.020500809885561466,None,None,191.82740080007352,191.82740080007352,0.22844440990593284,2.159788113192436,192.04519670002628,191.82740080007352,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,0.3333333333333333,203.84120150003582,None,1.6704503350187538,both,4595.0,2.102356563523597,0.00015907781640122552,0,45,[],0.0246208100579679,0.21972441009711474,None,204.8649943000637,None,0.21972441009711474,1.8901747451158686,205.06826460000593,None,194.00358500005677,None,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,1.6704503350187538,both,3647.0,12.473226929537764,0.0003268330807418956,0,46,[],0.0196769101312384,None,None,206.76080849999562,206.76080849999562,0.2186240101000294,1.8890743451187832,206.98097669996787,206.76080849999562,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,1.6704503350187538,both,2895.0,-0.4116768842039502,5.8509060659045886e-05,0,47,[],0.021455810056068003,None,None,208.67473450000398,208.67473450000398,0.22360780998133123,1.894058145000085,208.8776667000493,208.67473450000398,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,1.6704503350187538,both,2298.0,2.5795006838097247,0.00010957046165671298,0,48,[],0.018808210035786033,None,None,210.5814876999939,210.5814876999939,0.21768721006810665,1.8881375450868605,210.8029988000635,210.5814876999939,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,1.6704503350187538,both,1824.0,9.815216309570742,0.00020699440238523763,0,49,[],0.01799080998171121,None,None,212.49990559997968,212.49990559997968,0.216444110032171,1.8868944450509249,212.7201267000055,212.49990559997968,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,1.6704503350187538,both,1448.0,9.166315480559302,0.00014247570899558038,0,50,[],0.017640209989622235,None,None,214.41861360007897,214.41861360007897,0.2211426100693643,1.8915929450881181,214.63827560003847,214.41861360007897,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,1.6704503350187538,both,1149.0,13.0,0.00022461343774149428,0,51,[],0.016909910016693175,None,None,216.3389669000171,216.3389669000171,0.22396321000996977,1.8944135450287236,216.5597552000545,216.3389669000171,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,1.6704503350187538,both,912.0,2.759431041911604,5.70895197615863e-05,0,52,[],0.01367941009812057,None,None,218.26186119997874,218.26186119997874,0.21854771010112017,1.888998045119874,218.48784239997622,218.26186119997874,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,1.6704503350187538,both,724.0,6.701571584836255,9.284399814621228e-05,0,53,[],0.021324909874238074,None,None,220.17934869998135,220.17934869998135,0.22894730989355594,1.8993976449123098,220.39359710004646,220.17934869998135,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,9,0,9,0,,,,,,,,1.6704503350187538,both,575.0,11.88696004530753,0.00023477247009794636,0,54,[],0.018181410036049783,None,None,222.09495060006157,222.09495060006157,0.2183872100431472,1.888837545061901,222.31253670004662,222.09495060006157,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,10,0,10,0,,,,,,,,1.6704503350187538,both,456.0,9.305106644039881,0.00021512025486049836,0,55,[],0.01693110994528979,None,None,224.0137637000298,224.0137637000298,0.21584330999758095,1.8862936450163348,224.23157279996667,224.0137637000298,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,11,0,11,0,,,,,,,,1.6704503350187538,both,362.0,11.193120897829115,0.0003135218889639985,0,56,[],0.011959709925577044,0.1963755099568516,None,225.93964450003114,225.93964450003114,0.1963755099568516,1.8668258449756054,226.1394501000177,225.93964450003114,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,12,0,12,0,,,,,,,,1.6704503350187538,both,,,,1,56,[],0.021086510038003325,None,None,227.8421872999752,227.8421872999752,0.2381293100770563,1.9085796450958101,228.06188509997446,227.8421872999752,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,13,0,13,0,,,,,,,,1.6704503350187538,both,228.0,6.497393691920102,0.0004449353512137939,0,57,[],0.019228309975005686,None,None,229.75459180003963,229.75459180003963,0.22217581002041698,1.8926261450391708,229.9704118000809,229.75459180003963,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
4,0,4,0,14,0,14,0,,,,,,,,1.6704503350187538,both,181.0,11.389597147991907,0.0012418165519641929,0,58,[],0.019310109899379313,None,None,231.66777719999664,231.66777719999664,0.2198675099061802,1.890317844924934,231.89124020002782,231.66777719999664,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,0.3333333333333333,239.04252110002562,None,2.655200208030898,frequency,7818.0,2.9494781570495388,0.000247195914138567,0,40,[],0.024454309954307973,None,None,240.06919319997542,None,0.22054810996633023,2.8757483179972283,240.27936410007533,None,233.58934120007325,None,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,2.0275353884778813,frequency,6205.0,1.8212953247178865,0.00015481580478118228,0,41,[],0.014715210068970919,None,None,242.955670400057,242.955670400057,0.2191133099840954,2.2466486984619767,243.1727116999682,242.955670400057,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.1107717644854054,frequency,4925.0,3.0,0.00020847022442907278,0,42,[],0.020480409963056445,None,None,245.22642289998475,245.22642289998475,0.2262300100410357,1.337001774526441,245.44977649999782,245.22642289998475,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,2.3321746390179428,frequency,3909.0,-0.356497129210283,7.903157841163213e-05,0,43,[],0.0211373099591583,None,None,246.5815031999955,246.5815031999955,0.22674990992527455,2.5589245489432173,246.7942841000622,246.5815031999955,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,2.1793539846036767,frequency,3103.0,1.4093567463937284,7.594649117266877e-05,0,44,[],0.02061901008710265,None,None,249.1538942999905,249.1538942999905,0.23362971004098654,2.4129836946446632,249.36565779999364,249.1538942999905,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,1.2712526390289565,frequency,2463.0,0.21285079393441592,8.718578312893816e-05,0,45,[],0.019120509969070554,None,None,251.57392090000212,251.57392090000212,0.2280196100473404,1.4992722490762969,251.79550470004324,251.57392090000212,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,2.6648294271367288,frequency,1955.0,3.960188711347401,0.00011482087412014193,0,46,[],0.01856391003821045,None,None,253.09107439999934,253.09107439999934,0.21842201007530093,2.8832514372120297,253.30882979999296,253.09107439999934,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,2.418787396908895,frequency,1552.0,5.839301243602367,0.00010321400038243087,0,47,[],0.020827510161325336,None,None,256.00355789996684,256.00355789996684,0.22399671014863998,2.642784107057535,256.22050920000765,256.00355789996684,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.9763605033488598,frequency,1232.0,5.437160255608515,0.00010052814660557661,0,48,[],0.020076109911315143,None,None,258.6628022000659,258.6628022000659,0.22199370991438627,2.1983542132632463,258.8816239000298,258.6628022000659,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,2.897045669812485,frequency,978.0,3.0,6.134249825094325e-05,0,49,[],0.018643510062247515,None,None,260.8827408000361,260.8827408000361,0.22104571003001183,3.1180913798424967,261.10371290007606,260.8827408000361,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
5,0,5,0,10,0,10,0,,,,,,,,1.529118681571075,frequency,,,,1,49,[],0.020466010086238384,None,None,264.0269212999847,264.0269212999847,0.2273305100388825,1.7564491916099574,264.23964360007085,264.0269212999847,,,,,,bihhjl,001,fr,0,2022-06-23_11h59.24.147,Continuous,2022.1.1,None,
