sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_none,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
5,0,5,0,4,0,4,0,,,,,,,,1.1834249216292496,both,1587.0,-8.092913281076383,2.19198441933683e-05,0,39,[],0.008865866577252746,0.20292436657473445,None,196.61951659992337,196.61951659992337,0.20292436657473445,1.386349288203984,196.8259407998994,196.61951659992337,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,1.1834249216292496,both,1059.0,-1.3356105339959399,3.9889763078587735e-05,0,40,[],0.009362366748973727,None,None,198.0359211000614,198.0359211000614,0.21924326685257256,1.4026681884818222,198.2548148999922,198.0359211000614,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,1.1834249216292496,both,707.0,-9.049115719773372,1.5669227805154164e-05,0,41,[],0.00934936641715467,None,None,199.46251149987802,199.46251149987802,0.21975526632741094,1.4031801879566606,199.68723680009134,199.46251149987802,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.1834249216292496,both,,,,1,41,[],0.0033748666755855083,None,None,200.89299710001796,200.89299710001796,0.19815636659041047,1.38158128821966,201.11499410006218,200.89299710001796,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.1834249216292496,both,315.0,-5.536591579889248,5.213632621278409e-05,0,42,[],0.0100897669326514,None,None,202.32539630006067,202.32539630006067,0.21234546694904566,1.3957703885782953,202.54646770004183,202.32539630006067,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,,208.95130610000342,None,2.700633367386038,none,956.0,4.906167658177298,7.529588681244434e-05,0,64,[],0.012808966916054487,None,None,210.00235219998285,None,0.2147076667752117,2.9153410341612496,210.21066209999844,None,,203.76432810002007,None,"[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333]",,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,1,0,1,0,,,,,,,,2.044277707623004,none,1702.0,0.9135891064482857,6.816125982742489e-05,0,65,[],0.0013689666520804167,None,['space'],212.94483399996534,212.94483399996534,0.20328846666961908,2.247566174292623,213.1583255000878,212.94483399996534,[-2.3643504998181015],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,2,0,2,0,,,,,,,,2.588255547779253,none,1204.0,2.6744373835109854,7.154597535494074e-05,0,66,[],0.008761866483837366,None,None,215.2324846999254,215.2324846999254,0.21817776653915644,2.8064333143184093,215.45988720003515,215.2324846999254,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,3,0,3,0,,,,,,,,1.8142411944942816,none,4287.0,4.0,0.00016433358313014583,0,67,[],0.008726666448637843,None,"['space', 'space']",218.06727589992806,218.06727589992806,0.20170946652069688,2.0159506610149784,218.27543829986826,218.06727589992806,"[-2.3673845999874175, -0.06348769995383918]",,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,4,0,4,0,,,,,,,,1.6063668864161653,none,2144.0,3.984632577572799,0.00012340926889415236,0,68,[],0.008689066395163536,None,['space'],220.12282299995422,220.12282299995422,0.21915606642141938,1.8255229528375847,220.34780979994684,220.12282299995422,[-1.2872546999715269],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,5,0,5,0,,,,,,,,2.1915629791702402,none,3031.0,3.1897498379744285,8.338667839145466e-05,0,69,[],0.008554666535928845,None,None,221.9759833998978,221.9759833998978,0.21944916644133627,2.4110121456115765,222.198463199893,221.9759833998978,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,6,0,6,0,,,,,,,,2.612869808604481,none,7210.0,2.849040241018553,0.00021876954134831378,0,70,[],0.00829806667752564,None,['space'],224.41573600005358,224.41573600005358,0.22488826652988791,2.837758075134369,224.6329500998836,224.41573600005358,[-1.9158899998292327],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,7,0,7,0,,,,,,,,2.6918793830616514,none,1351.0,-1.001112437834425,4.6340651332040847e-05,0,71,[],0.006586866686120629,None,['space'],227.26768309995532,227.26768309995532,0.2112449666019529,2.9031243496636043,227.49207399995066,227.26768309995532,[-2.446949699893594],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,8,0,8,0,,,,,,,,2.673049091402093,none,,,,1,71,[],0.0022613664623349905,None,['space'],230.20959999994375,230.20959999994375,0.19916666648350656,2.8722157578855994,230.42732660006732,230.20959999994375,[-2.4451234000734985],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,9,0,9,0,,,,,,,,1.5077587832258261,none,3819.0,2.7734306179386814,0.00011114334932784256,0,72,[],0.005041866563260555,None,None,233.13027499988675,233.13027499988675,0.20290856645442545,1.7106673496802516,233.3481900000479,233.13027499988675,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
6,0,6,0,10,0,10,0,,,,,,,,2.007382108879487,none,4812.0,0.7878302133070303,0.00015308458820078119,0,73,[],0.008524766424670815,None,None,234.8866172998678,234.8866172998678,0.22517336648888886,2.232555475368376,235.10484899999574,234.8866172998678,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
7,0,7,0,0,0,0,0,,,,,,239.34574540005997,None,2.897338065717574,time,177.0,0.0,0.00034920770625886783,0,25,[],0.012899366673082113,None,None,240.36492839991115,None,0.21395666664466262,3.1112947323622366,240.57302149990574,None,,237.18769809999503,None,"[0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334]",,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
7,0,7,0,1,0,1,0,,,,,,,,2.897338065717574,time,334.0,1.8606726440916037,0.00011607006410636646,0,26,[],0.007682366529479623,None,None,243.4966984000057,243.4966984000057,0.21967706643044949,3.1170151321480235,243.71317039988935,243.4966984000057,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
7,0,7,0,2,0,2,0,,,,,,,,2.897338065717574,time,631.0,6.281254954521641,0.00010526591322797344,0,27,[],0.008133666822686791,None,['space'],246.6389027000405,246.6389027000405,0.21414856682531536,3.1114866325428894,246.85012469999492,246.6389027000405,[-1.0987535999156535],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
7,0,7,0,3,0,3,0,,,,,,,,2.897338065717574,time,1416.0,-0.5964767612895476,4.704388556071684e-05,0,28,[],0.007782066473737359,None,['space'],249.77613099990413,249.77613099990413,0.2183559664990753,3.1156940322166493,249.99690759996884,249.77613099990413,[-2.716041099978611],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
7,0,7,0,4,0,4,0,,,,,,,,2.897338065717574,time,421.0,1.0316198075091654,8.500032756117884e-05,0,29,[],0.003266566665843129,None,None,252.91563609987497,252.91563609987497,0.20096136652864516,3.098299432246219,253.13296419987455,252.91563609987497,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
7,0,7,0,5,0,5,0,,,,,,,,2.897338065717574,time,,,,1,29,[],0.007808166788890958,None,None,256.0645695000421,256.0645695000421,0.21932706679217517,3.116665132509749,256.2812965998892,256.0645695000421,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
7,0,7,0,6,0,6,0,,,,,,,,2.897338065717574,time,945.0,0.7471383204586264,4.6305854277550776e-05,0,30,[],0.00883266655728221,None,None,259.20121650001965,259.20121650001965,0.21424236660823226,3.1115804323258063,259.42433429998346,259.20121650001965,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
7,0,7,0,7,0,7,0,,,,,,,,2.897338065717574,time,223.0,4.919593655097211,0.00038828761509110995,0,31,[],0.0037927667144685984,None,None,262.3403807999566,262.3403807999566,0.20571376662701368,3.1030518323445877,262.55634919996373,262.3403807999566,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,0,0,0,0,,,,,0.16666666666666666,269.0916677999776,None,2.732874790428266,both,2462.0,5.520111397391555,0.00016058150658053747,0,43,[],0.012960966443642974,None,['space'],270.1310342999641,None,0.23146676644682884,2.964341556875095,270.3572354000062,None,[-0.8464727997779846],265.48395840008743,None,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,1,0,1,0,,,,,,,,2.732874790428266,both,2193.0,4.033987350636881,0.00012584075299363034,0,44,[],0.006596266524866223,None,None,273.11480290000327,273.11480290000327,0.21853516646660864,2.951409956894875,273.3267175999936,273.11480290000327,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,2,0,2,0,,,,,,,,2.732874790428266,both,1954.0,5.46755591324394,0.000136495925077221,0,45,[],0.005175166297703981,None,"['space', 'space', 'space']",276.08731850003824,276.08731850003824,0.21188726648688316,2.9447620569151494,276.3071178998798,276.08731850003824,"[-2.4033051999285817, -0.8992683000396937, 0.18794930004514754]",,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,3,0,3,0,,,,,,,,2.732874790428266,both,1741.0,3.021551931418472,8.937680584438775e-05,0,46,[],0.007133166771382093,None,['space'],279.0713110000361,279.0713110000361,0.21241346676833928,2.9452882571966055,279.2869480000809,279.0713110000361,[-1.1478299999143928],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,4,0,4,0,,,,,,,,2.732874790428266,both,1551.0,0.7165802424938579,5.7135463281054566e-05,0,47,[],0.003478266531601548,None,"['space', 'space']",282.04633409995586,282.04633409995586,0.19926316640339792,2.932137956831664,282.2662362998817,282.04633409995586,"[-2.5550484000705183, -1.018471400020644]",,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,5,0,5,0,,,,,,,,2.732874790428266,both,1382.0,0.4378721702124928,5.38810118549175e-05,0,48,[],0.006710066692903638,None,"['space', 'space']",285.0311380000785,285.0311380000785,0.22028256650082767,2.953157356929094,285.24982029991224,285.0311380000785,"[-2.5471859998069704, -0.8980269997846335]",,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,6,0,6,0,,,,,,,,2.732874790428266,both,1231.0,6.0,0.00010717453610474498,0,49,[],0.00734366662800312,None,"['space', 'space']",288.0086423999164,288.0086423999164,0.21570086665451527,2.9485756570827815,288.22531330003403,288.0086423999164,"[-2.4528838000260293, -0.8849833998829126]",,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,7,0,7,0,,,,,,,,2.732874790428266,both,1097.0,2.666021464489768,6.539333601570868e-05,0,50,[],0.005558466538786888,None,['space'],290.9847577000037,290.9847577000037,0.208162066526711,2.941036856954977,291.2069049999118,290.9847577000037,[-2.485373399918899],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,8,0,8,0,,,,,,,,2.732874790428266,both,977.0,5.593962119752961,8.26371324850244e-05,0,51,[],0.007262866711243987,0.19847276667132974,None,293.97003339999355,293.97003339999355,0.19847276667132974,2.931347557099596,294.1793670000043,293.97003339999355,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,9,0,9,0,,,,,,,,2.732874790428266,both,870.0,6.078742844468949,8.125732353989179e-05,0,52,[],0.005103066563606262,0.196733066579327,None,296.9477287000045,296.9477287000045,0.196733066579327,2.929607857007593,297.1507723000832,296.9477287000045,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,10,0,10,0,,,,,,,,2.732874790428266,both,775.0,6.527655568633225,8.37592244423624e-05,0,53,[],0.004644866334274411,0.19349416624754667,None,299.9144244999625,299.9144244999625,0.19349416624754667,2.926368956675813,300.1187239000574,299.9144244999625,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,11,0,11,0,,,,,,,,2.732874790428266,both,690.0,7.346811865154136,0.00010695041964664715,0,54,[],0.0069068665616214275,0.19775506644509733,None,302.88207209995016,302.88207209995016,0.19775506644509733,2.9306298568733635,303.0839825998992,302.88207209995016,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,12,0,12,0,,,,,,,,2.732874790428266,both,615.0,6.227303192557851,0.00010958641740214521,0,55,[],0.006303966511040926,None,None,305.8553317999467,305.8553317999467,0.20416056644171476,2.937035356869981,306.0614098000806,305.8553317999467,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,13,0,13,0,,,,,,,,2.732874790428266,both,,,,1,55,[],0.015606933506205678,None,None,308.832861199975,308.832861199975,0.23299023346044123,2.9658650238887074,309.0572347000707,308.832861199975,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
8,0,8,0,14,0,14,0,,,,,,,,2.732874790428266,both,488.0,6.36634651223344,0.0001499680275264562,0,56,[],0.008117466466501355,0.20033556665293872,['space'],311.8181201000698,311.8181201000698,0.20033556665293872,2.933210357081205,312.0258625000715,311.8181201000698,[-0.29434069991111755],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,0,0,0,0,,,,,,323.73393270000815,None,1.7484465850989228,none,,,,1,73,[],0.01276666671037674,None,None,324.78029799996875,None,0.24055616674013436,1.9890027518390572,325.0104352000635,None,,314.7957973999437,None,"[0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]",,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,1,0,1,0,,,,,,,,1.3297645424939017,none,125.0,-3.0,0.0005116464961403772,0,74,[],0.008109466638416052,None,None,326.7819425999187,326.7819425999187,0.2189149665646255,1.5486795090585272,327.0022161998786,326.7819425999187,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,2,0,2,0,,,,,,,,2.234139396739897,none,374.0,1.2935672554163777,9.668192651658377e-05,0,75,[],0.0040109665133059025,None,None,328.36050760000944,328.36050760000944,0.20902776648290455,2.4431671632228014,328.57844850001857,328.36050760000944,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,3,0,3,0,,,,,,,,2.9325810184781953,none,210.0,1.1317424302880994,0.00028006439656536546,0,76,[],0.004575066501274705,None,None,330.84360889997333,330.84360889997333,0.2047362665180117,3.137317284996207,331.0597663000226,330.84360889997333,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,4,0,4,0,,,,,,,,1.5811267819137078,none,471.0,4.431754802277761,0.00012147114718214552,0,77,[],0.006464966805651784,None,None,334.0241316999309,334.0241316999309,0.2127895667217672,1.793916348635475,334.2362285000272,334.0241316999309,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,5,0,5,0,,,,,,,,1.3386243230654906,none,666.0,-1.015985627903131,4.270824557663659e-05,0,78,[],0.0015254663303494453,None,None,335.8561843999196,335.8561843999196,0.20899186632595956,1.5476161893914502,336.07005329988897,335.8561843999196,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,6,0,6,0,,,,,,,,2.143334924703389,none,236.0,4.642501872774671,0.0003326306700520475,0,79,[],0.002939366502687335,None,None,337.43880930007435,337.43880930007435,0.21610596659593284,2.3594408912993217,337.66655860003084,337.43880930007435,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,7,0,7,0,,,,,,,,2.3877218159621982,none,297.0,2.228374145180564,0.00015211082033667438,0,80,[],0.006530966609716415,None,['space'],339.8357686998788,339.8357686998788,0.21390046668238938,2.6016222826445876,340.0568434000015,339.8357686998788,[-1.7827121999580413],,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,8,0,8,0,,,,,,,,1.4321457736977088,none,593.0,2.6866574737026196,7.757555412734656e-05,0,81,[],0.006450466578826308,None,None,342.47326119989157,342.47326119989157,0.22678346652537584,1.6589292402230846,342.69768609991297,342.47326119989157,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
9,0,9,0,9,0,9,0,,,,,,,,2.546115567938659,none,187.0,3.648926641064019,0.00047609795799583856,0,82,[],0.00640476681292057,None,None,344.15449390001595,344.15449390001595,0.21283906674943864,2.7589546346880978,344.37581559992395,344.15449390001595,,,,,,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
10,0,10,0,0,0,0,0,,,,,,352.6340256999247,None,1.148050767765602,none,3563.0,-6.470406514550249,3.620996089099502e-05,0,83,[],0.012722966494038701,None,None,353.6632761999499,None,0.22201796644367278,1.3700687342092748,353.88411089987494,None,,346.94791199988686,None,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334]",,nlhglm,001,fr,0,2022-05-09_15h45.26.215,Continuous,2022.1.1,None,
