sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,Audiogram_frequency,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_none,Audiogram_time,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,1,0,1,0,,,,,,,,2.9152772241450426,time,265.0,2.1845853401538657,0.0001949415258765506,0,41,['frequency'],0.010259966598823667,None,None,87.671419700142,87.671419700142,0.21410446660593152,3.129381690750974,87.88962840009481,87.671419700142,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
2,0,2,0,2,0,2,0,,,,,,,,2.9152772241450426,time,210.0,3.049507308959504,0.0003492578258711915,0,42,['frequency'],0.010477966396138072,None,None,90.83425760013051,90.83425760013051,0.21020406647585332,3.125481290620896,91.04278110014275,90.83425760013051,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
2,0,2,0,3,0,3,0,,,,,,,,2.9152772241450426,time,397.0,3.8733208037295075,0.00012079028940089642,0,43,['frequency'],0.0064067665953189135,0.19616526667959988,None,93.98949820012785,93.98949820012785,0.19616526667959988,3.1114424908246425,94.1980695000384,93.98949820012785,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
2,0,2,0,4,0,4,0,,,,,,,,2.9152772241450426,time,140.0,3.9207425150243758,0.0009253017553957241,0,44,['frequency'],0.007300066528841853,None,None,97.14228280005045,97.14228280005045,0.20220766658894718,3.11748489073399,97.35510970000178,97.14228280005045,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
2,0,2,0,5,0,5,0,,,,,,,,2.9152772241450426,time,,,,1,44,['frequency'],0.0032942667603492737,0.19294816674664617,['space'],100.30114080011845,100.30114080011845,0.19294816674664617,3.108225390891689,100.51087939995341,100.30114080011845,,[-2.2504718001000583],,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
2,0,2,0,6,0,6,0,,,,,,,,2.9152772241450426,time,236.0,3.2703878328520033,0.0002840250131689919,0,45,['frequency'],0.008218466537073255,0.1996126666199416,None,103.44887079996988,103.44887079996988,0.1996126666199416,3.1148898907649842,103.65420059999451,103.44887079996988,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
2,0,2,0,7,0,7,0,,,,,,,,2.9152772241450426,time,125.0,2.0,0.000909850429304992,0,46,['frequency'],0.010348466457799077,0.2077764666173607,None,106.60112620005384,106.60112620005384,0.2077764666173607,3.1230536907624034,106.80671060015447,106.60112620005384,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,0,0,0,0,,,,,0.3333333333333333,114.25581530015916,None,2.8444126469393587,both,7294.0,-5.983290443400637,8.041391294577035e-05,0,57,['frequency'],0.007391666295006871,None,None,115.28502890001982,None,0.20400036638602614,3.048413013325385,115.50240650004707,None,,,109.75256920000538,None,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,1,0,1,0,,,,,,,,2.8444126469393587,both,,,,1,57,['frequency'],0.009747166419401765,None,None,118.36945340014063,118.36945340014063,0.20923026651144028,3.053642913450799,118.58395580016077,118.36945340014063,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,2.8444126469393587,both,4595.0,1.0,0.00014011731055973747,0,58,['frequency'],0.011391166597604752,None,None,121.44979010010138,121.44979010010138,0.21146176662296057,3.0558744135623193,121.66215890017338,121.44979010010138,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,2.8444126469393587,both,3647.0,0.07926294874655948,7.845629740917072e-05,0,59,['frequency'],0.010008866665884852,None,['space'],124.53681359998882,124.53681359998882,0.20904496661387384,3.0534576135532325,124.74593420000747,124.53681359998882,,[-2.629833299899474],,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,2.8444126469393587,both,2895.0,3.361486992437091,9.034025655401117e-05,0,60,['frequency'],0.013923133257776499,None,None,127.62492510001175,127.62492510001175,0.23401483334600925,3.078427480285368,127.8541226000525,127.62492510001175,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,2.8444126469393587,both,2298.0,1.0518561082826565,9.189910095094968e-05,0,61,['frequency'],0.009861866710707545,None,None,130.7204108000733,130.7204108000733,0.2092786666471511,3.05369131358651,130.93417989998125,130.7204108000733,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,2.8444126469393587,both,1824.0,1.0,7.502358028979826e-05,0,62,['frequency'],0.00992146646603942,None,None,133.8078575001564,133.8078575001564,0.2091067663859576,3.0535194133253163,134.022861600155,133.8078575001564,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,2.8444126469393587,both,1448.0,0.9854461601343687,5.555170089240888e-05,0,63,['frequency'],0.009555266704410315,None,None,136.89860290009528,136.89860290009528,0.20865626679733396,3.0530689137366926,137.10481490008533,136.89860290009528,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,2.8444126469393587,both,1149.0,0.8715179523905827,5.5591914721292286e-05,0,64,['frequency'],0.009889166569337249,None,None,139.97776240017265,139.97776240017265,0.211410166695714,3.0558228136350727,140.19393930002116,139.97776240017265,,,,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
3,0,3,0,9,0,9,0,,,,,,,,2.8444126469393587,both,912.0,4.245615044226192,6.774318162313296e-05,0,65,['frequency'],0.00880016665905714,None,['space'],143.0568005000241,143.0568005000241,0.20397756644524634,3.048390213384605,143.26431030011736,143.0568005000241,,[-1.9972213001456112],,,,,,,nlhglm,003,fr,1,2022-05-09_15h57.08.063,Continuous,2022.1.1,None,
