sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,7,0,7,0,,,,,,,,1.6371128021207395,none,149.0,2.0082293283202297,0.000641466338556714,0,32,[],0.021562500041909516,None,['space'],134.58960479998495,134.58960479998495,0.22585669998079538,1.862969502101535,134.8041803999804,134.58960479998495,[-1.7062992000719532],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
2,0,2,0,8,0,8,0,,,,,,,,1.2795844808321073,none,167.0,8.00761883188174,0.0009695024662418254,0,33,[],0.021988100023008883,None,['space'],136.44233889994211,136.44233889994211,0.22344530001282692,1.5030297808449342,136.65164149994962,136.44233889994211,[-1.3191912999609485],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
2,0,2,0,9,0,9,0,,,,,,,,1.165767629332542,none,397.0,1.1271700563909597,8.804901145731745e-05,0,34,[],0.014459999976679683,None,['space'],137.9354425999336,137.9354425999336,0.210268700029701,1.376036329362243,138.1525020999834,137.9354425999336,[-1.1647216000128537],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
2,0,2,0,10,0,10,0,,,,,,,,1.542492527787826,none,501.0,2.0137910426018784,8.98897623710775e-05,0,35,[],0.014837600057944655,None,['space'],139.3193116999464,139.3193116999464,0.20655370003078133,1.7490462278186074,139.53478270000778,139.3193116999464,[-0.9009504999266937],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
2,0,2,0,11,0,11,0,,,,,,,,1.7652058770765764,none,,,,1,35,[],0.02133039990440011,None,['space'],141.07656349998433,141.07656349998433,0.22727799997664988,1.9924838770532263,141.29314680001698,141.07656349998433,[-1.3935502000385895],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
2,0,2,0,12,0,12,0,,,,,,,,2.0347202853514723,none,562.0,2.2542503256280924,8.00772082589898e-05,0,36,[],0.022715300088748336,None,['space'],143.05694549996406,143.05694549996406,0.22865900001488626,2.2633792853663586,143.2696142999921,143.05694549996406,[-1.0852540000341833],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,0,0,0,0,,,,,,149.02612449997105,None,2.689935901490701,time,501.0,2.0573724888547025,9.034191759766531e-05,0,25,[],0.02426699991337955,None,None,150.03119659994263,None,0.2335012999828905,2.9234372014735914,150.24515570001677,None,,145.3038395999465,None,"[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333]",,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,1,0,1,0,,,,,,,,2.689935901490701,time,281.0,1.3429558876332863,0.00015715393405891828,0,26,[],0.015181399998255074,0.2072492999723181,None,152.93314320000354,152.93314320000354,0.2072492999723181,2.897185201463019,153.1479114999529,152.93314320000354,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,2,0,2,0,,,,,,,,2.689935901490701,time,397.0,1.7964384816707404,9.510161797196732e-05,0,27,[],0.019615500001236796,None,['space'],155.83074300002772,155.83074300002772,0.22008220001589507,2.910018101506596,156.04622859996744,155.83074300002772,[-2.4032546000089496],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,3,0,3,0,,,,,,,,2.689935901490701,time,842.0,2.4944036923908017,5.272251752573691e-05,0,28,[],0.021577500039711595,None,['space'],158.73237989994232,158.73237989994232,0.22450320003554225,2.914439101526243,158.9425386999501,158.73237989994232,[-2.5698200999759138],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,4,0,4,0,,,,,,,,2.689935901490701,time,223.0,3.5565861540682557,0.00033189687505028265,0,29,[],0.02120630000717938,None,['space'],161.63174670003355,161.63174670003355,0.22423819999676198,2.914174101487463,161.8424509000033,161.63174670003355,[-2.5566651999251917],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,5,0,5,0,,,,,,,,2.689935901490701,time,1061.0,2.567571064628641,6.263265159318543e-05,0,30,[],0.021571200108155608,None,['space'],164.53343840001617,164.53343840001617,0.23378920007962734,2.9237251015703283,164.75432209996507,164.53343840001617,[-2.6430563000030816],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,6,0,6,0,,,,,,,,2.689935901490701,time,446.0,1.8265814675196315,9.157057401758155e-05,0,31,[],0.021479800110682845,None,['space'],167.43555059994105,167.43555059994105,0.22567550011444837,2.9156114016051493,167.64781430002768,167.43555059994105,[-2.552338699926622],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,7,0,7,0,,,,,,,,2.689935901490701,time,562.0,2.3013460520628257,8.051257379031625e-05,0,32,[],0.016517699928954244,0.21198959997855127,['space'],170.3312852999661,170.3312852999661,0.21198959997855127,2.901925501469252,170.54570240003522,170.3312852999661,[-2.5848600000608712],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,8,0,8,0,,,,,,,,2.689935901490701,time,158.0,2.723819059700883,0.0005869137639051594,0,33,[],0.021323299850337207,None,"['space', 'space']",173.2319576999871,173.2319576999871,0.23185449989978224,2.921790401390483,173.44773140002508,173.2319576999871,"[-2.621174299973063, -0.7012916000094265]",,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,9,0,9,0,,,,,,,,2.689935901490701,time,,,,1,33,[],0.021645900094881654,None,['space'],176.1307523000287,176.1307523000287,0.23530400008894503,2.925239901579646,176.35348809999414,176.1307523000287,[-2.336155099910684],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
3,0,3,0,10,0,10,0,,,,,,,,2.689935901490701,time,354.0,2.0,0.00011141034968120162,0,34,[],0.022624999983236194,None,None,179.03308379999362,179.03308379999362,0.22823170002084225,2.918167601511543,179.25580599997193,179.03308379999362,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
4,0,4,0,0,0,0,0,,,,,,185.02422329992987,None,2.099537825913954,time,210.0,5.145544140976136,0.000444578020494184,0,35,[],0.023932800046168268,None,None,186.03592059994116,None,0.2604042000602931,2.359942025974247,186.272716699983,None,,181.93992639996577,None,"[0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]",,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
4,0,4,0,1,0,1,0,,,,,,,,2.099537825913954,time,561.0,3.821630075210974,9.615531472346344e-05,0,36,[],0.016781499958597124,0.21281589998397976,None,188.36698209994938,188.36698209994938,0.21281589998397976,2.3123537258979336,188.5813960999949,188.36698209994938,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
4,0,4,0,2,0,2,0,,,,,,,,2.099537825913954,time,125.0,7.0,0.0016179682846481417,0,37,[],0.02145349991042167,None,None,190.68327479995787,190.68327479995787,0.22228429990354925,2.321822125817503,190.89384309994057,190.68327479995787,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
4,0,4,0,3,0,3,0,,,,,,,,2.099537825913954,time,,,,1,37,[],0.020046700024977326,None,None,192.98640349996276,192.98640349996276,0.2183595000533387,2.3178973259672926,193.20520189998206,192.98640349996276,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
4,0,4,0,4,0,4,0,,,,,,,,2.099537825913954,time,315.0,2.41472289592576,0.00013022853323757386,0,38,[],0.022438600077293813,None,None,195.29989779996686,195.29989779996686,0.22795550001319498,2.327493325927149,195.51368109998293,195.29989779996686,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
4,0,4,0,5,0,5,0,,,,,,,,2.099537825913954,time,500.0,5.930076074154506,0.00014140794404873087,0,39,[],0.020356499939225614,None,['space'],197.60861659992952,197.60861659992952,0.21900609997101128,2.318543925884965,197.81559340003878,197.60861659992952,[-1.8602857999503613],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
4,0,4,0,6,0,6,0,,,,,,,,2.099537825913954,time,397.0,6.95181155968794,0.0001721696353282369,0,40,[],0.01453729986678809,0.20701709995046258,['space'],199.9174917000346,199.9174917000346,0.20701709995046258,2.3065549258644165,200.13144959998317,199.9174917000346,[-1.995089799980633],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
4,0,4,0,7,0,7,0,,,,,,,,2.099537825913954,time,140.0,8.877263342903323,0.001637228995583158,0,41,[],0.019955100025981665,0.21968859992921352,['space'],202.23068299994338,202.23068299994338,0.21968859992921352,2.3192264258431674,202.44077230000403,202.23068299994338,[-1.9877874999074265],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,0,0,0,0,,,,,,207.49728739995044,None,2.6422121084026964,none,,,,1,36,[],0.021859799977391958,None,None,208.52463649993297,None,0.22855130000971258,2.870763408412409,208.74594249995425,None,,204.5358009999618,None,"[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333]",,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,1,0,1,0,,,,,,,,1.2557899603343587,none,125.0,6.0,0.0014420157515633036,0,37,[],0.021404400118626654,None,None,211.37987339997198,211.37987339997198,0.2244567001471296,1.4802466604814883,211.59547399997246,211.37987339997198,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,2,0,2,0,,,,,,,,1.4327999136229286,none,397.0,5.817199699936218,0.0001510866064378416,0,38,[],0.020747300004586577,None,None,212.8537842000369,212.8537842000369,0.22554520005360246,1.658345113676531,213.06826229998842,212.8537842000369,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,3,0,3,0,,,,,,,,2.870228638900133,none,210.0,5.411188907819664,0.00045838481911170164,0,39,[],0.02068750001490116,None,['space'],214.5011383999372,214.5011383999372,0.22202870005276054,3.0922573389528933,214.71528160001617,214.5011383999372,[-1.3147125999676064],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,4,0,4,0,,,,,,,,1.0400894979464683,none,668.0,5.369424062327779,8.875497647627768e-05,0,40,[],0.02048750000540167,None,None,217.58850910002366,217.58850910002366,0.22842240007594228,1.2685118980224106,217.7962273999583,217.58850910002366,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,5,0,5,0,,,,,,,,2.870282545840041,none,315.0,1.0648991915787647,0.00011148462154949063,0,41,[],0.020619300077669322,None,['space'],218.84048190002795,218.84048190002795,0.22440270008519292,3.094685245925234,219.0590610000072,218.84048190002795,[-0.9012505999999121],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,6,0,6,0,,,,,,,,1.4319791549203498,none,595.0,4.900762988892332,9.955057592558905e-05,0,42,[],0.017796600121073425,None,None,221.91771509998944,221.91771509998944,0.2169853001832962,1.648964455103646,222.1349052999867,221.91771509998944,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,7,0,7,0,,,,,,,,1.769591709790784,none,1001.0,3.7886601361978345,6.820483639373187e-05,0,43,[],0.017769099911674857,None,['space'],223.56977359997109,223.56977359997109,0.21582189993932843,1.9854136097301125,223.78912760003004,223.56977359997109,[-1.358029399998486],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,8,0,8,0,,,,,,,,1.333333440971412,none,1261.0,3.6896467041224623,8.294133733755503e-05,0,44,[],0.018522099941037595,None,None,225.55401259998325,225.55401259998325,0.2157353999791667,1.5490688409505786,225.77089569997042,225.55401259998325,,,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
5,0,5,0,9,0,9,0,,,,,,,,1.2827249179347224,none,140.0,8.375252659359136,0.001545286082890232,0,45,[],0.02020889986306429,None,['space'],227.10045309993438,227.10045309993438,0.22317849996034056,1.505903417895063,227.31511670001782,227.10045309993438,[-1.2258121999911964],,,,,,,,tlvjds,001,fr,0,2022-05-06_11h41.50.914,Continuous,2022.1.1,34.897472970645104,
