sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,break_txt.started,break_txt.stopped,Intervals,feedback.rt,Audiogram_frequency,Audiogram_time,Audiogram_both,Audiogram_none,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
4,0,4,0,2,0,2,0,,,,,,,,1.3573964851567828,frequency,601.0,-4.746322356375804,3.2244129231909535e-05,0,28,[],0.021094340001582168,None,None,242.20850179999252,242.20850179999252,0.22542534000240266,1.5828218251591855,242.42861849999463,242.20850179999252,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,3,0,3,0,,,,,,,,2.188604837810051,frequency,535.0,-6.9806451531032865,2.9540027113525944e-05,0,29,[],0.01467123998736497,0.21063073999539483,None,243.7828739999968,243.7828739999968,0.21063073999539483,2.3992355778054457,243.99738909999724,243.7828739999968,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,4,0,4,0,,,,,,,,1.8543136155360533,frequency,477.0,-3.3160005877122236,4.957420472939048e-05,0,30,[],0.018031840008916333,0.21641104001901112,None,246.18055910000112,246.18055910000112,0.21641104001901112,2.0707246555550647,246.39655920000223,246.18055910000112,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,5,0,5,0,,,,,,,,1.9139323192830722,frequency,425.0,-5.933488369374221,3.801785594525743e-05,0,31,[],0.021247040000162087,None,None,248.24664099999063,248.24664099999063,0.2252993400034029,2.139231659286475,248.4546507999912,248.24664099999063,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,6,0,6,0,,,,,,,,1.557411867502793,frequency,379.0,-8.0,3.264724102951903e-05,0,32,[],0.02159704000223428,None,['space'],250.36703029999626,250.36703029999626,0.2268646400043508,1.7842765075071438,250.5826670999959,250.36703029999626,,,,[-0.3023981000005733],,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,7,0,7,0,,,,,,,,2.4176077361393524,frequency,338.0,-2.11287078368475,7.264445912201001e-05,0,33,[],0.01395654000225477,None,None,252.1424876999954,252.1424876999954,0.21812104000127874,2.635728776140631,252.36877780000214,252.1424876999954,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,8,0,8,0,,,,,,,,1.4142117926608795,frequency,301.0,0.056500455047813425,0.0001141932622628123,0,34,[],0.021064339991426095,None,None,254.77973460000067,254.77973460000067,0.22917783999582753,1.643389632656707,254.99553519999608,254.77973460000067,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,9,0,9,0,,,,,,,,1.3219489916723501,frequency,268.0,0.3019307236076907,0.0001536630780254005,0,35,[],0.020882440003333613,None,None,256.4061720000027,256.4061720000027,0.22750613999960478,1.549455131671955,256.6178760999901,256.4061720000027,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,10,0,10,0,,,,,,,,1.1360323149331673,frequency,,,,1,35,[],0.021308340001269244,None,['space'],257.93357310000283,257.93357310000283,0.2232350400008727,1.35926735493404,258.14495570000145,257.93357310000283,,,,[-0.7816330999921774],,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,11,0,11,0,,,,,,,,2.2042233840760073,frequency,213.0,-0.7316972343658679,0.00022058555497942434,0,36,[],0.018317540001589805,None,None,259.2785533999995,259.2785533999995,0.21672774000035133,2.4209511240763586,259.4972681999934,259.2785533999995,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,12,0,12,0,,,,,,,,2.4283444730836212,frequency,190.0,-3.421422543968459,0.00020358103352854546,0,37,[],0.01865444000577554,None,['space'],261.6955342000001,261.6955342000001,0.2186065400019288,2.64695101308555,261.91145379999944,261.6955342000001,,,,[-1.9351113999873633],,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,13,0,13,0,,,,,,,,2.3292402240037697,frequency,169.0,-3.7237029583309598,0.00024643430280993914,0,38,[],0.020854740010690875,None,['space'],264.3421124000015,264.3421124000015,0.2287049400038086,2.5579451640075783,264.55552379999426,264.3421124000015,,,,[-2.1012610999896424],,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
4,0,4,0,14,0,14,0,,,,,,,,1.926353603780845,frequency,151.0,-6.425381417203326,0.0002344393711491194,0,39,[],0.020663240007706918,None,None,266.8824215999921,266.8824215999921,0.22744964000594337,2.1538032437867884,267.09464489998936,266.8824215999921,,,,,,,,,,,quicsb,001,fr,0,2022-07-21_14h56.39.686,Continuous,2022.1.1,34.86564349927824,
