sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,Audiogram_none,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_frequency,Audiogram_time,Audiogram_both,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
2,0,2,0,1,0,1,0,,,,,,,,2.4270355939070907,both,252.0,2.6846844273033796,0.00022525525526998218,0,,45,['none'],0.0094264664221555,None,['space'],101.65719769988209,101.65719769988209,0.21836486645042896,2.6454004603575196,101.86917539988644,101.65719769988209,[-1.8800736998673528],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
2,0,2,0,2,0,2,0,,,,,,,,2.4270355939070907,both,378.0,4.099202861244414,0.00013188011405191683,0,,46,['none'],0.010037666419520974,None,['space'],104.32445880002342,104.32445880002342,0.22311656642705202,2.6501521603341427,104.54472319991328,104.32445880002342,[-2.22648339997977],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
2,0,2,0,3,0,3,0,,,,,,,,2.4270355939070907,both,567.0,3.334428589301963,8.953629025523175e-05,0,,47,['none'],0.0035040664952248335,None,['space'],106.99287449987605,106.99287449987605,0.20694046653807163,2.6339760604451623,107.21013509994373,106.99287449987605,[-2.182584600057453],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
2,0,2,0,4,0,4,0,,,,,,,,2.4270355939070907,both,850.0,4.043269961458068,6.337651331614738e-05,0,,48,['none'],0.009898466523736715,None,['space'],109.66682719998062,109.66682719998062,0.22190136648714542,2.648936960394236,109.8834367999807,109.66682719998062,[-2.232744500041008],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
2,0,2,0,5,0,5,0,,,,,,,,2.4270355939070907,both,1274.0,3.3546559988264537,7.932852628186558e-05,0,,49,['none'],0.001420566812157631,None,['space'],112.3363953998778,112.3363953998778,0.21555846673436463,2.6425940606414553,112.56718360004015,112.3363953998778,[-2.2054793999996036],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
2,0,2,0,6,0,6,0,,,,,,,,2.4270355939070907,both,1909.0,4.347350535553742,0.0001166284351723091,0,,50,['none'],0.007826766232028604,None,['space'],115.0129684000276,115.0129684000276,0.21398766641505063,2.6410232603221413,115.23407349991612,115.0129684000276,[-2.2355964998714626],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
2,0,2,0,7,0,7,0,,,,,,,,2.4270355939070907,both,,,,1,,50,['none'],0.005093466490507126,None,['space'],117.68731359997764,117.68731359997764,0.20832946663722396,2.6353650605443146,117.90334199997596,117.68731359997764,[-2.3091443001758307],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
2,0,2,0,8,0,8,0,,,,,,,,2.4270355939070907,both,4287.0,5.0,0.00018438531293358946,0,,51,['none'],0.010175866540521383,None,None,120.35737399989739,120.35737399989739,0.23432456655427814,2.661360160461369,120.58227310003713,120.35737399989739,,,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
2,0,2,0,9,0,9,0,,,,,,,,2.4270355939070907,both,6423.0,11.054307915160596,0.0004774908215094396,0,,52,['none'],0.00984436646103859,None,['space'],123.02933039981872,123.02933039981872,0.22208016645163298,2.6491157603587236,123.24721809988841,123.02933039981872,[-2.203662500018254],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
3,0,3,0,0,0,0,0,,,,,,128.49960820004344,None,1.7177146046175125,frequency,832.0,6.892328571191234,8.684825143197336e-05,0,,45,['none'],0.012520566815510392,None,None,129.53716239985079,None,0.24242356675677001,1.9601381713742825,129.7681233000476,None,,125.69890289986506,None,0.3333333333333333,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
3,0,3,0,1,0,1,0,,,,,,,,2.0106382820242743,frequency,1048.0,6.207296547340122,9.412178043121636e-05,0,,46,['none'],0.00915096653625369,None,['space'],131.5033144999761,131.5033144999761,0.2224706665147096,2.233108948538984,131.72130919992924,131.5033144999761,[-1.2376085000578314],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
3,0,3,0,2,0,2,0,,,,,,,,2.78828245577375,frequency,1320.0,6.20738619095108,0.00010783693787606362,0,,47,['none'],0.0044746664352715015,0.2008947664871812,['space'],133.7698116998654,133.7698116998654,0.2008947664871812,2.989177222260931,133.97532079997472,133.7698116998654,[-1.8323933000210673],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
3,0,3,0,3,0,3,0,,,,,,,,1.7405994620418102,frequency,1663.0,7.506386125443416,0.000141426400715133,0,,48,['none'],0.009398466674610972,None,['space'],136.79287009988911,136.79287009988911,0.22143266652710736,1.9620321285689175,137.0130785999354,136.79287009988911,[-2.63930970011279],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
3,0,3,0,4,0,4,0,,,,,,,,2.6427373955656246,frequency,2095.0,6.6564410224923325,0.00016551912902003027,0,,49,['none'],0.0024790666066110134,None,['space'],138.7778375998605,138.7778375998605,0.20690996665507555,2.8496473622207,138.99895429983735,138.7778375998605,[-1.6481967999134213],,,,,,,,,wxbjqe,002,fr,1,2022-05-16_17h57.54.371,Continuous,2022.1.1,None,
