sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_both,Audiogram_frequency,Audiogram_none,Audiogram_time,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,10,0,10,0,,,,,,,,1.3430785904859583,time,523.0,4.105139372969605,0.00010885531425976115,0,65,[],0.022126910043880343,None,['space'],64.04572749999352,64.04572749999352,0.22622210998088121,1.5693007004668396,64.26821179990657,64.04572749999352,[-1.051201399997808],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
1,0,1,0,11,0,11,0,,,,,,,,1.3430785904859583,time,1109.0,1.792762084296394,5.9755518789659255e-05,0,66,[],0.018880510120652616,None,['space'],65.59910279989708,65.59910279989708,0.2265056101605296,1.569584200646488,65.80750329990406,65.59910279989708,[-1.1177569000283256],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
1,0,1,0,12,0,12,0,,,,,,,,1.3430785904859583,time,1866.0,3.0538960768788166,9.773242447220404e-05,0,67,[],0.014281710027717054,None,['space'],67.148245499935,67.148245499935,0.2177294100401923,1.5608080005261507,67.37145959993359,67.148245499935,[-1.0500020999461412],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
1,0,1,0,13,0,13,0,,,,,,,,1.3430785904859583,time,6276.0,0.33303610066492473,0.000133914297819396,0,68,[],0.02074671001173556,None,None,68.70935549994465,68.70935549994465,0.2248040100093931,1.5678826004953514,68.9251897999784,68.70935549994465,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
1,0,1,0,14,0,14,0,,,,,,,,1.3430785904859583,time,784.0,1.5669345056257082,4.682463206444805e-05,0,69,[],0.02171731006819755,None,['space'],70.25562979991082,70.25562979991082,0.22798431001137942,1.5710629004973378,70.47176709992345,70.25562979991082,[-1.0860440999967977],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,0,0,0,0,,,,,,76.23277749994304,None,1.3377072174826978,both,179.0,4.967563214045424,0.000605769537457116,0,87,[],0.02227861003484577,None,None,77.25076339999214,None,0.2300264099612832,1.567733627443981,77.46293229993898,None,,71.80524379992858,None,0.5833333333333334,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,1,0,1,0,,,,,,,,1.3377072174826978,both,268.0,6.343501521451719,0.0003080690491843367,0,88,[],0.014146709931083024,None,['space'],78.79295029991772,78.79295029991772,0.22008810995612293,1.5577953274388208,79.01437409990467,78.79295029991772,[-0.7913803999545053],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,2,0,2,0,,,,,,,,1.3377072174826978,both,401.0,9.741201842808312,0.00023482272677953096,0,89,[],0.019478910136967897,None,['space'],80.33951269998215,80.33951269998215,0.22915941011160612,1.566866627594304,80.56158209999558,80.33951269998215,[-1.009970200015232],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,3,0,3,0,,,,,,,,1.3377072174826978,both,601.0,7.6992538467505,0.0001351230573681345,0,90,[],0.020132910110987723,None,['space'],81.8947371999966,81.8947371999966,0.2267668100539595,1.5644740275366573,82.10735239996575,81.8947371999966,[-1.2693124000215903],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,4,0,4,0,,,,,,,,1.3377072174826978,both,901.0,10.063278535149877,0.00013136167934407546,0,91,[],0.019383010105229914,None,['space'],83.44167289999314,83.44167289999314,0.21960701001808047,1.5573142275007783,83.66360219998751,83.44167289999314,[-1.2321714999852702],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,5,0,5,0,,,,,,,,1.3377072174826978,both,1350.0,6.7965376076051545,0.0001137763317964149,0,92,[],0.0208454099483788,None,"['space', 'space']",84.99405889993068,84.99405889993068,0.2530002100393176,1.5907074275220154,85.232631699997,84.99405889993068,"[-1.2645920999348164, 0.11207290005404502]",,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,6,0,6,0,,,,,,,,1.3377072174826978,both,2023.0,3.9935210281828217,0.000119287726569693,0,93,[],0.020902410033158958,None,None,86.55409170000348,86.55409170000348,0.22948311001528054,1.5671903274979784,86.7710517999949,86.55409170000348,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,7,0,7,0,,,,,,,,1.3377072174826978,both,3031.0,11.0,0.00020493171884913738,0,94,[],0.0134217101149261,None,['space'],88.10446309996769,88.10446309996769,0.2133522101212293,1.5510594276039271,88.32760650001,88.10446309996769,[-1.2390181000810117],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,8,0,8,0,,,,,,,,1.3377072174826978,both,,,,1,94,[],0.021028710063546896,None,['space'],89.64934979996178,89.64934979996178,0.2275673100957647,1.5652745275784625,89.863535799901,89.64934979996178,[-1.295519300037995],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
2,0,2,0,9,0,9,0,,,,,,,,1.3377072174826978,both,6804.0,7.015262878042286,0.0003258255770150311,0,95,[],0.017677009920589626,0.21426790987607092,None,91.18610819999594,91.18610819999594,0.21426790987607092,1.5519751273587687,91.40462359995581,91.18610819999594,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,0,0,0,0,,,,,"[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334]",95.5264681999106,None,1.0239360481865474,none,250.0,1.666314527472618,0.00020290172100066427,0,58,[],0.023747510043904185,None,None,96.55873669998255,None,0.22239371004980057,1.246329758236348,96.76840509998146,None,,92.72763370000757,None,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,1,0,1,0,,,,,,,,1.102717577041103,none,6738.0,3.224285395800149,0.0002076894307317876,0,59,[],0.020858310046605766,None,None,97.78946110000834,97.78946110000834,0.22660190996248275,1.3293194870035858,98.00244750001002,97.78946110000834,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,2,0,2,0,,,,,,,,1.3023067499746792,none,530.0,6.386708132881527,0.0001392779040244559,0,60,[],0.01947930990718305,None,['space'],99.09166839998215,99.09166839998215,0.22002330992836505,1.5223300599030443,99.31360959995072,99.09166839998215,[-0.7220617999555543],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,3,0,3,0,,,,,,,,2.061644506895882,none,842.0,0.9768720179330651,4.4271022847446744e-05,0,61,[],0.02078511007130146,None,['space'],100.59945909993257,100.59945909993257,0.22375721007119864,2.2854017169670806,100.81515049992595,100.59945909993257,[-0.9500477999681607],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,4,0,4,0,,,,,,,,1.7420080654950438,none,2674.0,4.248582937176984,0.0001224526162636764,0,62,[],0.0206470099510625,None,['space'],102.8723861000035,102.8723861000035,0.22466831002384424,1.966676375518888,103.08437199995387,102.8723861000035,[-1.9108427000464872],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,5,0,5,0,,,,,,,,1.7370131294101827,none,,,,1,62,[],0.020751910051330924,None,['space'],104.82099019992165,104.82099019992165,0.22732310998253524,1.964336239392718,105.03761839994695,104.82099019992165,[-1.4104693999979645],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,6,0,6,0,,,,,,,,1.3312264623682941,none,4006.0,1.0368223794720954,9.5047749286389e-05,0,63,[],0.0206504100933671,None,None,106.76635159994476,106.76635159994476,0.2215329100145027,1.5527593723827968,106.98736599995755,106.76635159994476,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,7,0,7,0,,,,,,,,1.3282936394546754,none,4497.0,-0.614397483243188,0.0001100689948369599,0,64,[],0.02080540987662971,None,['space'],108.31147710001096,108.31147710001096,0.22180670988745987,1.5501003493421353,108.52373029990122,108.31147710001096,[-1.0458208000054583],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,8,0,8,0,,,,,,,,1.503204529365419,none,1590.0,6.595027006001894,0.00011945594251727538,0,65,[],0.020759009988978505,None,['space'],109.85156360000838,109.85156360000838,0.2280597100034356,1.7312642393688547,110.068481199909,109.85156360000838,[-1.1941872000461444],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,9,0,9,0,,,,,,,,2.1109465187326144,none,1785.0,6.871238329198608,0.00014360471184505296,0,66,[],0.02063981001265347,None,['space'],111.56264729995746,111.56264729995746,0.22654881002381444,2.337495328756429,111.77761210000608,111.56264729995746,[-1.0640272999880835],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,10,0,10,0,,,,,,,,2.7266305605668952,none,354.0,6.294925317344227,0.00018267192407825348,0,67,[],0.020422109868377447,None,['space'],113.88393529993482,113.88393529993482,0.22488430992234498,2.95151487048924,114.0955025999574,113.88393529993482,[-1.850618099910207],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,11,0,11,0,,,,,,,,2.0924110752314564,none,668.0,6.534240726462415,0.00010149240560947195,0,68,[],0.019067109911702573,None,['space'],116.8219571999507,116.8219571999507,0.2338675099890679,2.3262785852205243,117.0454193999758,116.8219571999507,[-2.4358343000058085],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,12,0,12,0,,,,,,,,1.3417055696864988,none,177.0,7.0,0.0007817786737526911,0,69,[],0.02050081011839211,None,['space'],119.1234664999647,119.1234664999647,0.21986951015423983,1.5615750798407386,119.33495910000056,119.1234664999647,[-1.889974500052631],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,13,0,13,0,,,,,,,,2.8654974114025,none,281.0,2.5092285660304494,0.00017973758047587404,0,70,[],0.020388209959492087,None,['space'],120.67374549992383,120.67374549992383,0.22586810996290296,3.091365521365403,120.89155289996415,120.67374549992383,[-1.0077774999663234],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
3,0,3,0,14,0,14,0,,,,,,,,1.2220677006567116,none,223.0,1.129293510160342,0.0002509796626214976,0,71,[],0.01891251001507044,None,['space'],123.74808709998615,123.74808709998615,0.2243653100449592,1.4464330107016707,123.96245889994316,123.74808709998615,[-2.4662310000276193],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,0,0,0,0,,,,,"[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334]",128.37916529993527,None,2.841042135979069,time,842.0,-2.811575072887983,2.8621817062960102e-05,0,70,[],0.017366309883072972,None,None,129.38572689995635,None,0.21623790985904634,3.0572800458381155,129.59781269996893,None,,125.18078259995673,None,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,1,0,1,0,,,,,,,,2.841042135979069,time,354.0,-1.6725027854454173,7.2996224480578e-05,0,71,[],0.019504109979607165,None,None,132.44087029993534,132.44087029993534,0.2241629100171849,3.065205045996254,132.65070889994968,132.44087029993534,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,2,0,2,0,,,,,,,,2.841042135979069,time,210.0,-2.4962828313545806,0.0001844406479200185,0,72,[],0.020179010112769902,None,['space'],135.48611059994437,135.48611059994437,0.22385171009227633,3.0648938460713455,135.70604769990314,135.48611059994437,[-2.459741699974984],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,3,0,3,0,,,,,,,,2.841042135979069,time,2676.0,-2.3129384889236135,5.7434454787120025e-05,0,73,[],0.020003510056994855,None,None,138.54289479996078,138.54289479996078,0.2259344100020826,3.0669765459811518,138.75510730000678,138.54289479996078,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,4,0,4,0,,,,,,,,2.841042135979069,time,140.0,-1.9890148681213486,0.00046859269814761284,0,74,[],0.015382410143502057,0.210165910073556,None,141.58872199989855,141.58872199989855,0.210165910073556,3.051208046052625,141.80345169990323,141.58872199989855,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,5,0,5,0,,,,,,,,2.841042135979069,time,1262.0,-2.632801535751588,4.003591667721543e-05,0,75,[],0.016603110008873045,0.2148010099772364,['space'],144.64122170000337,144.64122170000337,0.2148010099772364,3.0558431459563056,144.8603185999673,144.64122170000337,[-2.5596556999953464],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,6,0,6,0,,,,,,,,2.841042135979069,time,530.0,-0.5263841814446462,6.283876004326117e-05,0,76,[],0.019601509906351566,None,None,147.6891575999325,147.6891575999325,0.22810220997780561,3.069144345956875,147.90902419993654,147.6891575999325,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,7,0,7,0,,,,,,,,2.841042135979069,time,125.0,-4.0,0.00045600541967795504,0,77,[],0.01952301012352109,None,None,150.7393907000078,150.7393907000078,0.22595831006765366,3.067000446046723,150.95246539998334,150.7393907000078,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,8,0,8,0,,,,,,,,2.841042135979069,time,1591.0,-1.8899735290129906,4.5041568508210666e-05,0,78,[],0.019828610005788505,None,None,153.79143899993505,153.79143899993505,0.2220622100867331,3.0631043460658023,154.00359330000356,153.79143899993505,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,9,0,9,0,,,,,,,,2.841042135979069,time,,,,1,78,[],0.017586909933015704,None,None,156.83997189998627,156.83997189998627,0.2206186099210754,3.0616607459001446,157.05747169989627,156.83997189998627,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,10,0,10,0,,,,,,,,2.841042135979069,time,668.0,-3.466942919560793,3.2090343371184526e-05,0,79,[],0.020468509988859296,None,None,159.88864149991423,159.88864149991423,0.22165540989954025,3.0626975458786094,160.1045354999369,159.88864149991423,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,11,0,11,0,,,,,,,,2.841042135979069,time,236.0,-3.8883888173536816,0.00012457123100454294,0,80,[],0.01983981009107083,None,['space'],162.93558509997092,162.93558509997092,0.22798011009581387,3.069022246074883,163.14990329998545,162.93558509997092,[-2.3894109999528155],,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,12,0,12,0,,,,,,,,2.841042135979069,time,1786.0,-1.5892126832239315,5.4255933722557085e-05,0,81,[],0.019218610017560422,None,None,165.98889789998066,165.98889789998066,0.2239403099520132,3.0649824459310824,166.2044946999522,165.98889789998066,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
4,0,4,0,13,0,13,0,,,,,,,,2.841042135979069,time,4009.0,-8.543384792163152,3.162226169365618e-05,0,82,[],0.012757709948346019,None,None,169.03931459994055,169.03931459994055,0.21022260992322117,3.0512647459022904,169.25790969992522,169.03931459994055,,,,,,,,,,,cmzntn,002,fr,1,2022-05-02_14h36.51.244,Continuous,2022.1.1,29.502188909249302,
