sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,Frequency,Volume,Psychopy_level,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_time,Audiogram_both,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,10,0,10,0,,,,,,,,1.7019122952917283,time,0,45,[],0.017739420291036367,None,['space'],117.1951226000674,117.1951226000674,0.22910372028127313,1.9310160155730014,117.41742650000378,117.1951226000674,2894.0,0.0,6.141106983191191e-05,[-1.310886399820447],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
1,0,1,0,11,0,11,0,,,,,,,,1.7019122952917283,time,0,46,[],0.02127081947401166,None,['space'],119.11166490009055,119.11166490009055,0.2263268195092678,1.928239114800996,119.33300600014627,119.11166490009055,171.0,0.9416649232379171,0.0004135489143946474,[-1.4114211001433432],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
1,0,1,0,12,0,12,0,,,,,,,,1.7019122952917283,time,0,47,[],0.021228219848126173,None,['space'],121.03177030012012,121.03177030012012,0.23817771952599287,1.9400900148177211,121.2483562999405,121.03177030012012,3646.0,0.0,7.772604839165949e-05,[-1.5227888999506831],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
1,0,1,0,13,0,13,0,,,,,,,,1.7019122952917283,time,0,48,[],0.022526919841766357,None,['space'],122.94098210008815,122.94098210008815,0.21683441987261176,1.91874671516434,123.15101859997958,122.94098210008815,7725.0,-1.1985385171622258,0.00015087899792343533,[-1.4331541997380555],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
1,0,1,0,14,0,14,0,,,,,,,,1.7019122952917283,time,0,49,[],0.014401520136743784,None,['space'],124.85924400016665,124.85924400016665,0.2082441197708249,1.9101564150625532,125.07420070003718,124.85924400016665,6131.0,-1.2331091144269863,0.00010589097818793508,[-1.3665091996081173],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,0,0,0,0,,,,,"[0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333]",133.96630300022662,None,2.134749689532346,time,0,50,[],0.024451919831335545,None,['space'],134.990247100126,None,0.2220471198670566,2.3567968093994027,135.19918770017102,None,794.0,1.4765452259624527,4.580093739470418e-05,[-1.9444807996042073],126.77428130013868,None,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,1,0,1,0,,,,,,,,2.134749689532346,time,0,51,[],0.014939920045435429,None,['space'],137.33730740007013,137.33730740007013,0.2265857202000916,2.3613354097324377,137.56021479982883,137.33730740007013,530.0,3.1505309850823062,9.595627162222516e-05,[-1.0849752998910844],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,2,0,2,0,,,,,,,,2.134749689532346,time,0,52,[],0.019222520291805267,None,['space'],139.69005850004032,139.69005850004032,0.21995822014287114,2.3547079096752173,139.90482870023698,139.69005850004032,1887.0,1.8333229593361775,8.609104969371797e-05,[-1.5976221999153495],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,3,0,3,0,,,,,,,,2.134749689532346,time,0,53,[],0.021729319356381893,None,['space'],142.03546170005575,142.03546170005575,0.24058011965826154,2.3753298091906077,142.25859260000288,142.03546170005575,891.0,1.7361197338174301,5.0015799641368855e-05,[-1.8551059002056718],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,4,0,4,0,,,,,,,,2.134749689532346,time,0,54,[],0.020225720014423132,None,['space'],144.3885600999929,144.3885600999929,0.23054811963811517,2.3652978091704613,144.61137000005692,144.3885600999929,354.0,2.0,0.00011141034968120162,[-1.9041778999380767],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,5,0,5,0,,,,,,,,2.134749689532346,time,0,55,[],0.018608120270073414,None,['space'],146.74286619992927,146.74286619992927,0.23134432034566998,2.366094009878016,146.96287389984354,146.74286619992927,1498.0,1.5196237786334779,5.759667391588696e-05,[-1.8339737998321652],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,6,0,6,0,,,,,,,,2.134749689532346,time,0,56,[],0.018501820042729378,None,['space'],149.0950222001411,149.0950222001411,0.23241682024672627,2.3671665097790724,149.3151795999147,149.0950222001411,281.0,2.4055395980956606,0.00017760469522763844,[-1.8345402996055782],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,7,0,7,0,,,,,,,,2.134749689532346,time,0,57,[],0.02166131976991892,None,['space'],151.44520610012114,151.44520610012114,0.22958301985636353,2.3643327093887097,151.6660458999686,151.44520610012114,1000.0,0.4701577659506609,4.6502670380178916e-05,[-1.943689700216055],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,8,0,8,0,,,,,,,,2.134749689532346,time,0,58,[],0.021666619461029768,None,['space'],153.79791400022805,153.79791400022805,0.2396704195998609,2.374420109132207,154.01814780011773,153.79791400022805,167.0,2.018631000532126,0.0004865186876765464,[-1.9536240003071725],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
2,0,2,0,9,0,9,0,,,,,,,,2.134749689532346,time,1,58,[],0.022099019959568977,0.2150590200908482,['space'],156.1462131999433,156.1462131999433,0.2150590200908482,2.3498087096231943,156.35715770022944,156.1462131999433,,,,[-2.037762800231576],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,0,0,0,0,,,,,,160.56413039984182,None,1.5999179053199044,both,0,27,[],0.02437252039089799,None,None,161.59701990010217,None,0.2226859205402434,1.8226038258601478,161.80215470027179,None,708.0,-0.7721057387112495,4.05545629717727e-05,,158.48602649988607,None,0.16666666666666666,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,1,0,1,0,,,,,,,,1.5999179053199044,both,0,28,[],0.021507219411432743,None,None,163.40037629986182,163.40037629986182,0.22725761961191893,1.8271755249318233,163.61064600013196,163.40037629986182,631.0,0.029899063703805684,5.1253079880335506e-05,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,2,0,2,0,,,,,,,,1.5999179053199044,both,0,29,[],0.0206595198251307,None,None,165.21163110015914,165.21163110015914,0.22566602006554604,1.8255839253854504,165.43177369982004,165.21163110015914,562.0,2.378131387032549,8.122747944787e-05,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,3,0,3,0,,,,,,,,1.5999179053199044,both,0,30,[],0.018020119983702898,None,None,167.03088250011206,167.03088250011206,0.239216519985348,1.8391344253052524,167.2625184999779,167.03088250011206,501.0,1.4749455554298385,8.448273362796223e-05,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,4,0,4,0,,,,,,,,1.5999179053199044,both,0,31,[],0.014360119588673115,0.2126194196753204,None,168.8548515001312,168.8548515001312,0.2126194196753204,1.8125373249952248,169.07291430002078,168.8548515001312,446.0,5.377401391858497,0.0001378151407007483,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,5,0,5,0,,,,,,,,1.5999179053199044,both,1,31,[],0.017184320371598005,0.21024212008342147,['space'],170.6697329999879,170.6697329999879,0.21024212008342147,1.8101600254033259,170.88389820000157,170.6697329999879,,,,[-1.1934978999197483],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,6,0,6,0,,,,,,,,1.5999179053199044,both,0,32,[],0.022742520552128553,None,None,172.47516389982775,172.47516389982775,0.2407693206332624,1.8406872259531668,172.6976429000497,172.47516389982775,354.0,-1.0,7.887248739356936e-05,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,7,0,7,0,,,,,,,,1.5999179053199044,both,0,33,[],0.017810719553381205,None,['space'],174.2879755999893,174.2879755999893,0.2344529195688665,1.834370824888771,174.5165889998898,174.2879755999893,315.0,2.101800895928,0.00012562036447507784,[-1.1881133997812867],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,8,0,8,0,,,,,,,,1.5999179053199044,both,0,34,[],0.018354420084506273,None,['space'],176.10616949992254,176.10616949992254,0.23199022002518177,1.8319081253450862,176.32838700013235,176.10616949992254,281.0,-0.13096351214566715,0.00013262618804260335,[-1.14237040001899],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,9,0,9,0,,,,,,,,1.5999179053199044,both,0,35,[],0.014422520063817501,None,['space'],177.9304563002661,177.9304563002661,0.2239553197287023,1.8238732250486067,178.15525559987873,177.9304563002661,250.0,1.0032043148264949,0.00018798804009255318,[-1.334576899651438],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,10,0,10,0,,,,,,,,1.5999179053199044,both,0,36,[],0.013678120449185371,None,['space'],179.7503802999854,179.7503802999854,0.21229042019695044,1.8122083255168548,179.96669609984383,179.7503802999854,223.0,0.3697975351336417,0.00022996605358519549,[-1.370277099777013],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,11,0,11,0,,,,,,,,1.5999179053199044,both,0,37,[],0.020904019474983215,0.2147124195471406,['space'],181.56954189995304,181.56954189995304,0.2147124195471406,1.814630324867045,181.775162700098,181.56954189995304,199.0,0.716426242797924,0.00029221971266429165,[-1.3403759999200702],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,12,0,12,0,,,,,,,,1.5999179053199044,both,0,38,[],0.020601320080459118,None,['space'],183.37909370008856,183.37909370008856,0.21192642021924257,1.811844325539147,183.58782509993762,183.37909370008856,177.0,0.11074316191716083,0.00035368853094137204,[-1.3266174998134375],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,13,0,13,0,,,,,,,,1.5999179053199044,both,0,39,[],0.013935919851064682,None,['space'],185.1886684000492,185.1886684000492,0.22347691981121898,1.8233948251311234,185.41212989995256,185.1886684000492,158.0,-0.5664712417197308,0.00040184611996465515,[-1.400695700198412],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
3,0,3,0,14,0,14,0,,,,,,,,1.5999179053199044,both,0,40,[],0.01412161998450756,None,['space'],187.0063423998654,187.0063423998654,0.22343771997839212,1.8233556252982965,187.23175580007955,187.0063423998654,141.0,1.628220493759541,0.0006999141233547453,[-1.3531677997671068],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,0,0,0,0,,,,,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]",191.80891489982605,None,2.002815265893961,none,0,27,[],0.024573620408773422,None,None,192.83565240027383,None,0.2513605202548206,2.2541757861487817,193.0670961001888,None,795.0,-0.33688283751513504,3.712715105368625e-05,,188.8254558001645,None,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,1,0,1,0,,,,,,,,2.6332140995775863,none,0,28,[],0.01568572036921978,0.20941122015938163,None,195.06306099984795,195.06306099984795,0.20941122015938163,2.842625319736968,195.27817940013483,195.06306099984795,446.0,4.180739621615852,0.00012007811019630274,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,2,0,2,0,,,,,,,,1.1366557409772102,none,0,29,[],0.01915042009204626,None,['space'],197.91337840026245,197.91337840026245,0.21536981966346502,1.3520255606406753,198.1232731998898,197.91337840026245,187.0,-0.8087455523916254,0.0002849789021721579,[-2.3241783999837935],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,3,0,3,0,,,,,,,,1.2168860065828315,none,0,30,[],0.020740820094943047,None,['space'],199.2644572998397,199.2644572998397,0.22226771991699934,1.4391537264998309,199.48018540022895,199.2644572998397,562.0,-0.11216469597053358,6.0980105697331166e-05,[-0.8920074999332428],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,4,0,4,0,,,,,,,,1.7728067050928178,none,0,31,[],0.020957219880074263,None,None,200.69961749995127,200.69961749995127,0.21847091987729073,1.9912776249701085,200.90828920016065,200.69961749995127,354.0,-1.0,7.887248739356936e-05,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,5,0,5,0,,,,,,,,1.1431112951452986,none,1,31,[],0.02094181999564171,None,None,202.68516049999744,202.68516049999744,0.219451820012182,1.3625631151574806,202.89573450013995,202.68516049999744,,,,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,6,0,6,0,,,,,,,,1.0103533944455114,none,0,32,[],0.016676020342856646,0.20875872019678354,None,204.03944840002805,204.03944840002805,0.20875872019678354,1.219112114642295,204.25328799989074,204.03944840002805,631.0,-0.3983662930089835,4.87872905860365e-05,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,7,0,7,0,,,,,,,,2.496171071114552,none,0,33,[],0.016626920085400343,0.20918521983549,None,205.25698669999838,205.25698669999838,0.20918521983549,2.705356290950042,205.46439989982173,205.25698669999838,125.0,1.7507886697949662,0.0008841163820757576,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,8,0,8,0,,,,,,,,2.4684128278849853,none,0,34,[],0.020269319880753756,None,['space'],207.96495199995115,207.96495199995115,0.22329252026975155,2.691705348154737,208.18421360012144,207.96495199995115,892.0,-0.600489003239609,3.8245299807906654e-05,[-2.2568955002352595],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
4,0,4,0,9,0,9,0,,,,,,,,2.849187658201645,none,0,35,[],0.017040220089256763,None,None,210.64434670004994,210.64434670004994,0.22501962026581168,3.0742072784674566,210.8640246000141,210.64434670004994,501.0,-0.4811963180482186,6.744672465246158e-05,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
5,0,5,0,0,0,0,0,,,,,,217.4106653998606,None,1.6893777875316016,both,0,41,[],0.020544120110571384,None,None,218.43569929990917,None,0.2198472199961543,1.909225007527756,218.6568883000873,None,5527.0,-4.530595594684105,7.912982848728445e-05,,213.71374850021675,None,0.5833333333333334,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
5,0,5,0,1,0,1,0,,,,,,,,1.6893777875316016,both,0,42,[],0.020176919642835855,None,None,220.34758890001103,220.34758890001103,0.22054421994835138,1.909922007479953,220.56021270016208,220.34758890001103,3689.0,0.0,7.848087482703279e-05,,,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
5,0,5,0,2,0,2,0,,,,,,,,1.6893777875316016,both,0,43,[],0.020357420202344656,None,['space'],222.24819889990613,222.24819889990613,0.22349072014912963,1.9128685076807312,222.46165780024603,222.24819889990613,2462.0,0.0,8.505306297983944e-05,[-1.2186441998928785],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
5,0,5,0,3,0,3,0,,,,,,,,1.6893777875316016,both,0,44,[],0.013036919757723808,None,['space'],224.14938009995967,224.14938009995967,0.22068601986393332,1.910063807395535,224.3758964999579,224.14938009995967,1643.0,0.4300593010233318,6.167125604396137e-05,[-1.4481632998213172],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
5,0,5,0,4,0,4,0,,,,,,,,1.6893777875316016,both,0,45,[],0.019974620081484318,None,['space'],226.05887590022758,226.05887590022758,0.2211868199519813,1.910564607483583,226.27496099984273,226.05887590022758,1097.0,0.0,4.81096746663167e-05,[-1.4865935002453625],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
5,0,5,0,5,0,5,0,,,,,,,,1.6893777875316016,both,0,46,[],0.01562091987580061,None,['space'],227.96381910005584,227.96381910005584,0.2179394201375544,1.907317207669156,228.18518400005996,227.96381910005584,732.0,1.6147177423698906,5.0845679811941486e-05,[-1.5437519997358322],,,,,,eqdcwr,001,english,0,2022-05-24_14h53.53.792,Continuous,2022.1.1,35.81197563384986,
