sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Audiogram_none,,Audiogram_both,Audiogram_frequency,Audiogram_time,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
1,0,1,0,5,0,5,0,,,,,,,,1.9465556737817193,none,210.0,2.572899829679891,0.00033060983757832743,0,123,['none'],0.020354150095954537,None,None,95.66704949992709,95.66704949992709,0.22815864998847246,2.174714323770192,95.87892839987762,95.66704949992709,,,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,6,0,6,0,,,,,,,,2.0764943949672348,none,236.0,5.4742539926563865,0.00036605799500545713,0,124,['none'],0.021225349977612495,None,None,97.84710459993221,97.84710459993221,0.23089844989590347,2.3073928448631382,98.0674661998637,97.84710459993221,,,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,7,0,7,0,,,,,,,,2.9612648129597807,none,891.0,10.207053669675442,0.00013263370865937036,0,125,['none'],0.012716949917376041,None,['space'],100.17205629986711,100.17205629986711,0.21209804993122816,3.173362862891009,100.39301009988412,100.17205629986711,[-1.906221600016579],,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,8,0,8,0,,,,,,,,1.281720144474762,none,140.0,1.7143340151382365,0.0007177330765999233,0,126,['none'],0.021123950136825442,None,None,103.3842760999687,103.3842760999687,0.22259004996158183,1.5043101944363437,103.59843200002797,103.3842760999687,,,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,9,0,9,0,,,,,,,,1.2485594337842296,none,707.0,8.901761632099808,0.00012376318069395523,0,127,['none'],0.017018849961459637,0.21423335000872612,None,104.91052819998004,104.91052819998004,0.21423335000872612,1.4627927837929557,105.13012410001829,104.91052819998004,,,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,10,0,10,0,,,,,,,,1.6415074431933518,none,1122.0,7.475459631312069,0.00011623684105768959,0,128,['none'],0.01612825016491115,None,['space'],106.39631800004281,106.39631800004281,0.21698005008511245,1.8584874932784643,106.6112804999575,106.39631800004281,[-1.1948975000996143],,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,11,0,11,0,,,,,,,,1.7376218908572472,none,,,,1,128,['none'],0.014659350039437413,None,None,108.28503919998184,108.28503919998184,0.20998994982801378,1.947611840685261,108.50115119991824,108.28503919998184,,,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,12,0,12,0,,,,,,,,2.8122788309729563,none,1259.0,1.7144498995326352,6.613153604426583e-05,0,129,['none'],0.01954325009137392,None,None,110.26542670000345,110.26542670000345,0.2189586500171572,3.0312374809901135,110.48568639997393,110.26542670000345,,,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,13,0,13,0,,,,,,,,2.2512294670823962,none,1586.0,11.4431631669352,0.0002074825262008292,0,130,['none'],0.01330394996330142,None,['space'],113.32637669984251,113.32637669984251,0.21426535001955926,2.4654948171019555,113.54026350006461,113.32637669984251,[-1.5799043998122215],,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
1,0,1,0,14,0,14,0,,,,,,,,1.9742923219839241,none,561.0,0.7249678310577963,6.731939146013418e-05,0,131,['none'],0.018315550172701478,None,None,115.82094989996403,115.82094989996403,0.21850035013630986,2.192792672120234,116.04195509990677,115.82094989996403,,,,,,,,,luctew,001,fr,1,2022-05-12_14h56.18.810,Continuous,2022.1.1,None,
