tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,26.008511899970472,None,none,,,,,,,,,,
