sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_time,Audiogram_both,Audiogram_frequency,Audiogram_none,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
6,0,6,0,1,0,1,0,,,,,,,,2.135811473915967,frequency,236.0,1.7015826623862704,0.00023709168879103428,0,27,[],0.004087066656211391,None,None,185.988262400002,185.988262400002,0.20850656664697453,2.3443180405629414,186.20865289997892,185.988262400002,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
6,0,6,0,2,0,2,0,,,,,,,,2.2782269420931134,frequency,354.0,1.0,9.929457867117957e-05,0,28,[],0.003286366641987115,None,None,188.37876379999216,188.37876379999216,0.21384966664481908,2.4920766087379325,188.59607509998023,188.37876379999216,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
6,0,6,0,3,0,3,0,,,,,,,,1.93261684700967,frequency,,,,1,28,[],0.008865066658472642,None,None,190.89629439997952,190.89629439997952,0.15190946665825322,2.084526313667923,191.1038436999952,190.89629439997952,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
6,0,6,0,4,0,4,0,,,,,,,,1.2956359517428906,frequency,794.0,6.007301052933286,7.716354260227555e-05,0,29,[],0.009863566636340693,None,None,193.07071649999125,193.07071649999125,0.21704386663623154,1.5126798183791221,193.28846959999646,193.07071649999125,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
6,0,6,0,5,0,5,0,,,,,,,,1.7777249663678059,frequency,1190.0,3.1252776542644085,7.451845844439098e-05,0,30,[],0.0045353666646406054,None,None,194.6133123000036,194.6133123000036,0.21312186666182242,1.9908468330296283,194.83633900000132,194.6133123000036,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
6,0,6,0,6,0,6,0,,,,,,,,1.0625344708470383,frequency,1783.0,4.272071356476722,0.00010631817396387939,0,31,[],0.007807966670952737,None,None,196.64181839997764,196.64181839997764,0.2159604666812811,1.2784949375283194,196.8557918999868,196.64181839997764,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
6,0,6,0,7,0,7,0,,,,,,,,2.6239336016097736,frequency,2671.0,2.4946582383780718,0.00010031106587897997,0,32,[],0.008507566642947495,None,None,197.94198329999927,197.94198329999927,0.21702016663039103,2.8409537682401647,198.15832590000355,197.94198329999927,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
6,0,6,0,8,0,8,0,,,,,,,,1.8638236374672472,frequency,4002.0,-6.301701871132575,4.070017821837464e-05,0,33,[],0.005501766660017893,None,None,200.80136349998065,200.80136349998065,0.20743256667628884,2.071256204143536,201.02239929998177,200.80136349998065,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,0,0,0,0,,,,,"[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334]",208.21090989999357,None,1.8948036241439052,time,498.0,6.624533717372752,0.00015339720803327902,0,45,[],0.013037266646279022,None,None,209.2551683000056,None,0.22686616666032933,2.1216697908042343,209.47008729999652,None,,202.92064359999495,None,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,1,0,1,0,,,,,,,,1.8948036241439052,time,1583.0,4.991572159579882,9.826902955668359e-05,0,46,[],0.007909966661827639,None,None,211.3898399999889,211.3898399999889,0.21690326667157933,2.1117068908154843,211.6022959999973,211.3898399999889,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,2,0,2,0,,,,,,,,1.8948036241439052,time,838.0,5.856129742464518,7.741633874499534e-05,0,47,[],0.007578466640552506,None,['space'],213.52489079997758,213.52489079997758,0.22263516663224436,2.1174387907761494,213.74540819998947,213.52489079997758,[-1.0932878000021446],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,3,0,3,0,,,,,,,,1.8948036241439052,time,264.0,5.072301355086175,0.0002737251513101114,0,48,[],0.008044966642046347,None,None,215.6642567999952,215.6642567999952,0.21859556663548574,2.1133991907793908,215.88601069999277,215.6642567999952,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,4,0,4,0,,,,,,,,1.8948036241439052,time,1777.0,5.106567829647771,0.00011655174996090097,0,49,[],0.004328166658524424,None,None,217.80357609997736,217.80357609997736,0.2012116666592192,2.096015290803124,218.02578939998057,217.80357609997736,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,5,0,5,0,,,,,,,,1.8948036241439052,time,2662.0,3.179096270833628,0.00010934170666170751,0,50,[],0.007843966654036194,None,['space'],219.94758869998623,219.94758869998623,0.21137356664985418,2.106177190793759,220.1656609000056,219.94758869998623,[-1.4030970999738201],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,6,0,6,0,,,,,,,,1.8948036241439052,time,444.0,5.261620399072987,0.00013617757032651962,0,51,[],0.008008566655917093,None,None,222.084704399982,222.084704399982,0.2151127666584216,2.1099163908023266,222.30676519998815,222.084704399982,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,7,0,7,0,,,,,,,,1.8948036241439052,time,176.0,3.006268660480737,0.0004987732639157038,0,52,[],0.005050966661656275,None,['space'],224.22815069998614,224.22815069998614,0.218635566678131,2.113439190822036,224.44654539998737,224.22815069998614,[-1.460903800005326],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,8,0,8,0,,,,,,,,1.8948036241439052,time,559.0,5.880093645288358,0.0001224838934916004,0,53,[],0.0038411666464526206,None,None,226.36591319998843,226.36591319998843,0.2042963666608557,2.0990999908047607,226.58156299998518,226.36591319998843,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,9,0,9,0,,,,,,,,1.8948036241439052,time,140.0,3.5545295940854906,0.0008871003284095266,0,54,[],0.00037776667159050703,None,['space'],228.5063225000049,228.5063225000049,0.19968176665133797,2.094485390795243,228.71846790000563,228.5063225000049,[-1.4973104000091553],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,10,0,10,0,,,,,,,,1.8948036241439052,time,157.0,3.1631266131982825,0.000630175655056479,0,55,[],0.007831066672224551,None,None,230.64493759998004,230.64493759998004,0.21570856668404303,2.110512190827948,230.86537039998802,230.64493759998004,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,11,0,11,0,,,,,,,,1.8948036241439052,time,125.0,5.0,0.0012851978913844323,0,56,[],0.015074633323820308,None,None,232.79515170000377,232.79515170000377,0.21967563332873397,2.114479257472639,233.01725179998903,232.79515170000377,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,12,0,12,0,,,,,,,,1.8948036241439052,time,396.0,6.552868969618744,0.00016499277349928687,0,57,[],0.005996566673275083,None,None,234.9373895000026,234.9373895000026,0.20732416666578501,2.10212779080969,235.1534013999917,234.9373895000026,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,13,0,13,0,,,,,,,,1.8948036241439052,time,941.0,7.052457437391963,9.544172244876707e-05,0,58,[],0.0066454666666686535,None,None,237.07220500000403,237.07220500000403,0.20875976668321528,2.1035633908271203,237.2940544000012,237.07220500000403,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
7,0,7,0,14,0,14,0,,,,,,,,1.8948036241439052,time,,,,1,58,[],0.0039638666494283825,None,None,239.20947939998587,239.20947939998587,0.20617366663645953,2.1009772907803645,239.42479279998224,239.20947939998587,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,0,0,0,0,,,,,,244.09024960000534,None,1.4254168634708777,frequency,1954.0,5.424317304421306,0.0001358181328645702,0,34,[],0.012811666674679145,None,['space'],245.11848919998738,None,0.21545366669306532,1.640870530163943,245.33540179999545,None,[-2.4311450000095647],241.3567695999809,None,0.16666666666666666,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,1,0,1,0,,,,,,,,2.493278675403453,frequency,2193.0,4.540741384679444,0.00013340097692098737,0,35,[],0.006043066648999229,None,None,246.7855026999896,246.7855026999896,0.2109757666476071,2.70425444205106,247.00305179998395,246.7855026999896,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,2,0,2,0,,,,,,,,2.4156479937381823,frequency,2462.0,3.706112397582914,0.00013031535101513974,0,36,[],0.007235166645841673,None,None,249.5288345000008,249.5288345000008,0.21778926663682796,2.6334372603750102,249.74767799998517,249.5288345000008,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,3,0,3,0,,,,,,,,1.2619310615987658,frequency,2764.0,2.6093856558436017,9.384032085314826e-05,0,37,[],0.007425366638926789,None,None,252.18777509999927,252.18777509999927,0.21268976663122885,1.4746208282299946,252.4066865000059,252.18777509999927,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,4,0,4,0,,,,,,,,1.4567556031173081,frequency,3103.0,-0.6709147021990622,5.9771498130992334e-05,0,38,[],0.005325266654836014,None,None,253.69384100000025,253.69384100000025,0.21416656667133793,1.670922169788646,253.9062359999807,253.69384100000025,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,5,0,5,0,,,,,,,,2.641343466537422,frequency,3483.0,-1.5297644234752932,6.277533500303052e-05,0,39,[],0.0033101666485890746,None,None,255.39375459999428,255.39375459999428,0.20237086663837545,2.8437143331757975,255.6109407999902,255.39375459999428,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,6,0,6,0,,,,,,,,2.2936474892751226,frequency,3909.0,-0.8988930628720935,7.424733314209474e-05,0,40,[],0.0045575666590593755,None,None,258.280028499983,258.280028499983,0.20642866665730253,2.500076155932425,258.49965139999404,258.280028499983,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,7,0,7,0,,,,,,,,1.0217157284945682,frequency,4388.0,2.979093982962077,0.00015590304222951978,0,41,[],0.0068499666813295335,None,None,260.8316195999796,260.8316195999796,0.22811566668679006,1.2498313951813582,261.05055829999037,260.8316195999796,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,8,0,8,0,,,,,,,,2.9651105855258586,frequency,4925.0,3.0,0.00020847022442907278,0,42,[],0.0054373666644096375,None,['space'],262.0990695999935,262.0990695999935,0.20755966665456071,3.1726702521804193,262.32450550000067,262.0990695999935,[0.012581000017235056],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,9,0,9,0,,,,,,,,1.4879166267331139,frequency,5528.0,-8.003846044117633,5.303438687983058e-05,0,43,[],0.006686366687063128,None,None,265.3156858999864,265.3156858999864,0.2152428666886408,1.7031594934217547,265.52952989999903,265.3156858999864,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,10,0,10,0,,,,,,,,2.049643143405495,frequency,6205.0,-1.1751332786459505,0.00010964627058549639,0,44,[],0.0005326666869223118,0.1954240666818805,None,267.0464097999793,267.0464097999793,0.1954240666818805,2.2450672100873756,267.2577822000021,267.0464097999793,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,11,0,11,0,,,,,,,,1.2295540158121734,frequency,6965.0,1.0054129855387273,0.0001685937339042839,0,45,[],0.004721066652564332,None,None,269.3441354999959,269.3441354999959,0.20995486667379737,1.4395088824859708,269.55891059999703,269.3441354999959,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,12,0,12,0,,,,,,,,1.7076878031272296,frequency,7818.0,2.2633820997053493,0.00022842124022315902,0,46,[],0.016439633298432454,None,None,270.8178429999971,270.8178429999971,0.21742203331086785,1.9251098364380974,271.038515799999,270.8178429999971,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
8,0,8,0,13,0,13,0,,,,,,,,1.9423175562147807,frequency,,,,1,46,[],0.007308166677830741,None,None,272.7739357999817,272.7739357999817,0.2167903666559141,2.159107922870695,272.9919093999779,272.7739357999817,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,0,0,0,0,,,,,"[0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334]",280.67295059998287,None,1.0142894865728451,time,,,,1,58,[],0.012839866656577215,0.21090506666223519,None,281.72151439997833,None,0.21090506666223519,1.2251945532350803,281.9338679999928,None,,274.95701379998354,None,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,1,0,1,0,,,,,,,,1.0142894865728451,time,637.0,5.99945807400191,0.00010085581493328362,0,59,[],0.00263226663810201,0.19719506666297093,None,282.97378780000145,282.97378780000145,0.19719506666297093,1.211484553235816,283.1933394999942,282.97378780000145,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,2,0,2,0,,,,,,,,1.0142894865728451,time,1203.0,0.2651222396092132,5.4171875152729846e-05,0,60,[],0.006268666649702936,None,None,284.23619679998956,284.23619679998956,0.21079516664030962,1.2250846532131547,284.43996369998786,284.23619679998956,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,3,0,3,0,,,,,,,,1.0142894865728451,time,2549.0,-0.37233556642477517,7.937393132364533e-05,0,61,[],4.026666283607483e-05,None,None,285.49934109998867,285.49934109998867,0.20174856667290442,1.2160380532457495,285.71510469997884,285.49934109998867,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,4,0,4,0,,,,,,,,1.0142894865728451,time,1350.0,2.6185425111533442,7.033187134143867e-05,0,62,[],0.0036170666571706533,0.2038484666554723,None,286.7598946999933,286.7598946999933,0.2038484666554723,1.2181379532283174,286.9796245000034,286.7598946999933,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,5,0,5,0,,,,,,,,1.0142894865728451,time,4287.0,-1.0,9.24115649106846e-05,0,63,[],0.00666236667893827,None,None,288.0243824000063,288.0243824000063,0.21368886667187326,1.2279783532447184,288.24090459998115,288.0243824000063,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,6,0,6,0,,,,,,,,1.0142894865728451,time,5401.0,-1.333824951138748,0.00011831987129656153,0,64,[],0.0016839666641317308,None,None,289.28217019999283,289.28217019999283,0.20037656667409465,1.2146660532469398,289.5009683999815,289.28217019999283,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,7,0,7,0,,,,,,,,1.0142894865728451,time,3819.0,-2.8916031707922434,5.789376457942623e-05,0,65,[],0.0022674666543025523,None,None,290.5471492999932,290.5471492999932,0.19695986664737575,1.2112493532202209,290.76935960000264,290.5471492999932,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,8,0,8,0,,,,,,,,1.0142894865728451,time,1701.0,2.621154405973317,8.29079450857255e-05,0,66,[],0.0066534666693769395,None,None,291.8121074999799,291.8121074999799,0.21096596668940037,1.2252554532622455,292.0260995999852,291.8121074999799,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,9,0,9,0,,,,,,,,1.0142894865728451,time,955.0,7.949572559858772,0.00010682010886493414,0,67,[],0.0023798666952643543,None,None,293.0687445999938,293.0687445999938,0.203788066690322,1.2180775532631671,293.2830468000029,293.0687445999938,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
9,0,9,0,10,0,10,0,,,,,,,,1.0142894865728451,time,506.0,4.099220786194838,0.00011303260073395161,0,68,[],0.006333566678222269,None,None,294.33219329998246,294.33219329998246,0.21198946665390395,1.226278953226749,294.5499915999826,294.33219329998246,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
10,0,10,0,0,0,0,0,,,,,,300.03948330000276,None,1.9844043591289313,both,140.0,2.75515506962262,0.0008091033769728517,0,57,[],0.012731866649119183,None,None,301.0767247999902,None,0.20952476665843278,2.1939291257873643,301.28790850000223,None,,295.5873692999885,None,0.3333333333333333,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
10,0,10,0,1,0,1,0,,,,,,,,1.9844043591289313,both,177.0,9.0,0.0009842010387860044,0,58,[],0.005637766647851095,None,None,303.30309929998475,303.30309929998475,0.21063806663732976,2.1950424257662613,303.51864500000374,303.30309929998475,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
10,0,10,0,2,0,2,0,,,,,,,,1.9844043591289313,both,223.0,4.923210974745983,0.00038844935476196977,0,59,[],0.002638266625581309,None,None,305.5286589000025,305.5286589000025,0.1998637666401919,2.1842681257691234,305.7445963000064,305.5286589000025,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
10,0,10,0,3,0,3,0,,,,,,,,1.9844043591289313,both,281.0,8.931500622624085,0.00037648917528671714,0,60,[],0.0036144666373729706,None,None,307.76360219999333,307.76360219999333,0.21180466664372943,2.196209025772661,307.98902989999624,307.76360219999333,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
10,0,10,0,4,0,4,0,,,,,,,,1.9844043591289313,both,354.0,10.63946000049604,0.0003012302188821159,0,61,[],0.006509666709462181,None,None,309.998119099997,309.998119099997,0.21245866670506075,2.1968630258339923,310.21582749998197,309.998119099997,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
10,0,10,0,5,0,5,0,,,,,,,,1.9844043591289313,both,446.0,8.99077293910483,0.00020891302144558917,0,62,[],0.0011473667109385133,None,['space'],312.2276883999875,312.2276883999875,0.201583666697843,2.1859880258267745,312.4406760999991,312.2276883999875,[0.1084852000058163],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
10,0,10,0,6,0,6,0,,,,,,,,1.9844043591289313,both,562.0,6.516193329834271,0.00013079949706309296,0,63,[],0.0020988666801713407,None,None,314.45896429999266,314.45896429999266,0.1998601667000912,2.1842645258290228,314.6743021000002,314.45896429999266,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
10,0,10,0,7,0,7,0,,,,,,,,1.9844043591289313,both,,,,1,63,[],0.004268366668839008,None,None,316.6928713999805,316.6928713999805,0.21674946666462347,2.201153825793555,316.9135333999875,316.6928713999805,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
11,0,11,0,0,0,0,0,,,,,,324.1986156999774,None,1.3523325130090555,both,140.0,12.046392940762518,0.002358120030737164,0,64,[],0.012025166681269184,None,None,325.2351074999897,None,0.2144178666640073,1.5667503796730629,325.44328320000204,None,,318.926621599996,None,0.3333333333333333,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
11,0,11,0,1,0,1,0,,,,,,,,1.3523325130090555,both,177.0,13.0,0.0015598535263850947,0,65,[],0.006036666658474132,None,None,326.8298242999881,326.8298242999881,0.21343756665010005,1.5657700796591556,327.045105600002,326.8298242999881,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
11,0,11,0,2,0,2,0,,,,,,,,1.3523325130090555,both,223.0,10.017056434692613,0.0006982752956928499,0,66,[],0.002283866662764922,None,None,328.4264111999946,328.4264111999946,0.20675506666884758,1.5590875796779031,328.64375239997753,328.4264111999946,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
11,0,11,0,3,0,3,0,,,,,,,,1.3523325130090555,both,281.0,8.781467457684881,0.00037004184338580357,0,67,[],0.014542733319103718,None,None,330.03098419998423,330.03098419998423,0.2111444333277177,1.5634769463367733,330.2501023999939,330.03098419998423,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
11,0,11,0,4,0,4,0,,,,,,,,1.3523325130090555,both,354.0,12.537382469173874,0.00037479575279968634,0,68,[],0.005819066660478711,None,None,331.63243749999674,331.63243749999674,0.21528656664304435,1.5676190796521,331.86031509999884,331.63243749999674,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
11,0,11,0,5,0,5,0,,,,,,,,1.3523325130090555,both,446.0,12.281889059512372,0.0003051555803075641,0,69,[],0.005556666641496122,None,['space'],333.2350836999831,333.2350836999831,0.21480386666371487,1.5671363796727704,333.4567854999914,333.2350836999831,[-1.187314900016645],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
11,0,11,0,6,0,6,0,,,,,,,,1.3523325130090555,both,,,,1,69,[],0.014397433347767219,None,None,334.8377841000038,334.8377841000038,0.2147360333474353,1.5670685463564908,335.0592098000052,334.8377841000038,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
11,0,11,0,7,0,7,0,,,,,,,,1.3523325130090555,both,708.0,8.312140507794291,0.00011541228459361114,0,70,[],0.0043756666709668934,None,None,336.4479224999959,336.4479224999959,0.2175078666768968,1.5698403796859524,336.6655410999956,336.4479224999959,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
12,0,12,0,0,0,0,0,,,,,"[0.5833333333333334, 0.16666666666666666, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666]",344.99558109999634,None,2.2245032146930437,time,523.0,7.937899840753572,0.00016923401550972917,0,69,[],0.012483266677008942,None,None,346.02880489997915,None,0.22567736665951088,2.4501805813525546,346.24816259997897,None,,338.0443199999863,None,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
12,0,12,0,1,0,1,0,,,,,,,,2.2245032146930437,time,,,,1,69,[],0.01570823331712745,None,None,348.50028290000046,348.50028290000046,0.21402893331833184,2.4385321480113755,348.71764590000384,348.50028290000046,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
12,0,12,0,2,0,2,0,,,,,,,,2.2245032146930437,time,208.0,7.182188133607577,0.000571014876665561,0,70,[],0.006854566658148542,None,None,350.9743113000004,350.9743113000004,0.21312246666639112,2.437625681359435,351.1961617000052,350.9743113000004,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
