sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,Intervals,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,,Audiogram_time,Audiogram_both,Audiogram_frequency,Audiogram_none,end_txt.started,end_txt.stopped,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
3,0,3,0,6,0,6,0,,,,,,,,1.0123750008148893,both,,,,1,31,[],0.010444166633533314,None,None,130.76688399998238,130.76688399998238,0.21534576662816107,1.2277207674430504,130.98335599998245,130.76688399998238,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,1.0123750008148893,both,708.0,4.771122369302657,7.677169532043804e-05,0,32,[],0.011488266667583957,None,None,132.0214535999985,132.0214535999985,0.21566636668285355,1.2280413674977428,132.24656219998724,132.0214535999985,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,1.0123750008148893,both,892.0,8.58487507661698,0.00011011494690830972,0,33,[],0.00821506665670313,None,None,133.2823950999882,133.2823950999882,0.20849626665585674,1.220871267470746,133.50023089998285,133.2823950999882,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
3,0,3,0,9,0,9,0,,,,,,,,1.0123750008148893,both,1124.0,2.9311577881745956,6.900287333160673e-05,0,34,[],0.0034802666632458568,None,['space'],134.53667069997755,134.53667069997755,0.20004076664918102,1.2124157674640703,134.75331319999532,134.53667069997755,[0.07092430000193417],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
3,0,3,0,10,0,10,0,,,,,,,,1.0123750008148893,both,1416.0,2.8295076038752436,6.979147919788454e-05,0,35,[],0.007805466681020334,None,None,135.80502859997796,135.80502859997796,0.22323776668054052,1.2356127674954298,136.0204836000048,135.80502859997796,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,,140.78201159997843,None,1.045335076155542,both,832.0,6.942081560796053,8.734714783485407e-05,0,36,[],0.012796266644727439,None,None,141.83499750000192,None,0.22223236665013246,1.2675674428056745,142.05272879998665,None,,137.05755689999205,None,0.3333333333333333,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,1.045335076155542,both,1048.0,-1.087509676441302,4.063963723519451e-05,0,37,[],0.009616166644264013,None,None,143.1254405999789,143.1254405999789,0.21893506665946916,1.2642701428150112,143.34000949998153,143.1254405999789,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,1.045335076155542,both,1320.0,-3.863615884277273,3.382341415682659e-05,0,38,[],0.0007280666613951325,None,None,144.41626959998393,144.41626959998393,0.20444336667424068,1.2497784428297827,144.64030889997957,144.41626959998393,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,1.045335076155542,both,1663.0,-4.584281579685918,3.515580958386037e-05,0,39,[],0.009190866694552824,None,None,145.71278499998152,145.71278499998152,0.2135228666884359,1.258857942843978,145.92969229997834,145.71278499998152,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,1.045335076155542,both,2095.0,-0.225402103494595,7.494730762556787e-05,0,40,[],0.009462166664889082,None,None,147.0072261999885,147.0072261999885,0.22517786666867323,1.2705129428242152,147.22712169997976,147.0072261999885,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,1.045335076155542,both,2639.0,2.3067912879250234,0.00010075820875224664,0,41,[],0.009465266688494012,None,None,148.2977103999874,148.2977103999874,0.2264519666787237,1.2717870428342657,148.51818600000115,148.2977103999874,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,1.045335076155542,both,3325.0,-3.563077582072273,4.78330708087714e-05,0,42,[],0.004210466664517298,None,None,149.5843210000021,149.5843210000021,0.21294496665359475,1.2582800428091367,149.8160597999813,149.5843210000021,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,1.045335076155542,both,4189.0,-6.234516973262429,4.729305398347296e-05,0,43,[],0.009615366667276248,None,None,150.88100029999623,150.88100029999623,0.2155599666875787,1.2608950428431207,151.09797790000448,150.88100029999623,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,1.045335076155542,both,5278.0,-5.0,8.01305109968759e-05,0,44,[],0.006245066644623876,None,None,152.17102779998095,152.17102779998095,0.20533206666004844,1.2506671428155904,152.3911884999834,152.17102779998095,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,9,0,9,0,,,,,,,,1.045335076155542,both,6650.0,-4.794795955142416,8.096531195405308e-05,0,45,[],0.009403566655237228,None,None,153.46134379997966,153.46134379997966,0.21552246663486585,1.2608575427904078,153.67771739998716,153.46134379997966,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
4,0,4,0,10,0,10,0,,,,,,,,1.045335076155542,both,,,,1,45,[],0.009670966654084623,None,None,154.75007459998596,154.75007459998596,0.21399096664390527,1.2593260427994473,154.9709850999934,154.75007459998596,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,,161.10217989998637,None,1.3473404385363748,both,776.0,7.623133012228059,9.490877538855024e-05,0,46,[],0.012757966644130647,None,None,162.1181439999782,None,0.2203230666636955,1.5676635052000703,162.33871839998756,None,,156.04597919998923,None,0.3333333333333333,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,1.3473404385363748,both,978.0,6.15928138593489,8.825219755473858e-05,0,47,[],0.009171666664769873,None,None,163.71568839999964,163.71568839999964,0.2207099666702561,1.5680504052066309,163.93166329999804,163.71568839999964,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,1.3473404385363748,both,1232.0,4.271977389467626,8.790802690352726e-05,0,48,[],0.006028266652720049,None,None,165.29883349998272,165.29883349998272,0.20961826664279215,1.556958705179167,165.51309999998193,165.29883349998272,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,1.3473404385363748,both,1552.0,4.2515647436858135,8.597096187769146e-05,0,49,[],0.009224166657077149,None,None,166.89578489999985,166.89578489999985,0.21644776666653343,1.5637882052029082,167.1137474999996,166.89578489999985,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,1.3473404385363748,both,1955.0,5.762448604604772,0.0001412972935906522,0,50,[],0.009095466666622087,None,None,168.48602909999317,168.48602909999317,0.22706686667515896,1.5744073052115337,168.70657710000523,168.48602909999317,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,1.3473404385363748,both,2463.0,4.024336302970592,0.00013521346689692544,0,51,[],0.0029514666530303657,None,None,170.0769386999891,170.0769386999891,0.20447946665808558,1.5518199051944603,170.29381439997815,170.0769386999891,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,1.3473404385363748,both,3103.0,-0.8039025572207555,5.886331932804811e-05,0,52,[],0.007341366668697447,None,None,171.6715150999953,171.6715150999953,0.20830496665439568,1.5556454051907704,171.8885667999857,171.6715150999953,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,1.3473404385363748,both,3909.0,-1.2659473312720486,7.117510977034072e-05,0,53,[],0.00579996666056104,None,None,173.25633790000575,173.25633790000575,0.2071644666721113,1.554504905208486,173.47255629999563,173.25633790000575,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,1.3473404385363748,both,4925.0,4.0,0.0002339074389818915,0,54,[],0.009081466647330672,None,None,174.86299799999688,174.86299799999688,0.22454096665023826,1.571881405186613,175.077201099979,174.86299799999688,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,1.3473404385363748,both,6205.0,-4.531338475488079,7.450468874155755e-05,0,55,[],0.004615866666426882,0.19631296666921116,"['space', 'space', 'space']",176.44438939998508,176.44438939998508,0.19631296666921116,1.543653405205586,176.66452619998017,176.44438939998508,"[-0.300423899985617, -0.09298169999965467, 0.11534960000426508]",,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,10,0,10,0,,,,,,,,1.3473404385363748,both,7818.0,1.396334678833087,0.00020672077009047392,0,56,[],0.005053566681453958,None,['space'],178.0279287000012,178.0279287000012,0.2007602666853927,1.5481007052217675,178.24440749999485,178.0279287000012,[-1.2919607000076212],,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
5,0,5,0,11,0,11,0,,,,,,,,1.3473404385363748,both,,,,1,56,[],0.008326366660185158,None,None,179.62377720000222,179.62377720000222,0.21771176665788516,1.56505220519426,179.84073629998602,179.62377720000222,,,,,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,,183.20484739998938,None,1.493752516363265,frequency,158.0,0.9626258770704113,0.0004791976011078992,0,26,[],0.012516466667875648,None,None,184.25608140000259,None,0.2099367666814942,1.7036892830447592,184.46810519997962,None,,181.20902690000366,None,0.5833333333333334,,,,,,,gtyzck,001,fr,0,2022-04-27_11h49.33.830,Continuous,2022.1.1,None,
