sweeps.thisRepN,sweeps.thisTrialN,sweeps.thisN,sweeps.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions.started,instructions.stopped,blank_text.started,blank_text.stopped,,text.started,text.stopped,Delay,Prediction,Frequency,Volume,Psychopy_level,isCatchTrial,len(y),finished_audiograms,probe.started,probe.stopped,feedback.keys,feedback.started,feedback.stopped,ISI.started,ISI.stopped,text_2.started,text_2.stopped,feedback.rt,break_txt.started,break_txt.stopped,Intervals,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,participant,session,language (english or french),Resume previous experiment,date,expName,psychopyVersion,frameRate,
3,0,3,0,4,0,4,0,,,,,,,,2.945983174987922,both,3175.0,-0.14749859501843066,6.828852867596574e-05,0,38,[],0.022577199968509376,None,None,180.67920789995696,180.67920789995696,0.22625850001350045,3.1722416750014224,180.89450860000215,180.67920789995696,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
3,0,3,0,5,0,5,0,,,,,,,,2.945983174987922,both,2520.0,0.0,8.465255897585062e-05,0,39,[],0.016582400072366,None,['space'],183.86048719997052,183.86048719997052,0.21208820003084838,3.1580713750187703,184.07976420002524,183.86048719997052,[-2.740309700020589],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
3,0,3,0,6,0,6,0,,,,,,,,2.945983174987922,both,2000.0,1.7597113259756456,9.161267633667472e-05,0,40,[],0.020949000027030706,None,"['space', 'space']",187.0548856999958,187.0548856999958,0.22320530004799366,3.1691884750359156,187.2689270999981,187.0548856999958,"[-2.6383148001041263, 0.21024749998468906]",,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
3,0,3,0,7,0,7,0,,,,,,,,2.945983174987922,both,1587.0,0.6693096572739772,6.011026045740524e-05,0,41,[],0.02122680004686117,0.22014520002994686,None,190.242062299978,190.242062299978,0.22014520002994686,3.166128375017869,190.45219420001376,190.242062299978,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
3,0,3,0,8,0,8,0,,,,,,,,2.945983174987922,both,1260.0,0.631659941196768,5.835397558508796e-05,0,42,[],0.014015900087542832,0.20591060002334416,['space'],193.4236917999806,193.4236917999806,0.20591060002334416,3.151893775011266,193.639771200018,193.4236917999806,[-2.543346200021915],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,0,0,0,0,,,,,,199.41239539999515,None,1.3416728786479297,none,315.0,4.539743403274731,0.00016632486304029407,0,25,[],0.023611900047399104,None,None,200.41898670000955,None,0.2331840000115335,1.5748568786594632,200.62994180002715,None,,196.61398000002373,None,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]",,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,1,0,1,0,,,,,,,,2.6855051282558913,none,668.0,1.9025393429317574,5.954543568254426e-05,0,26,[],0.013914400013163686,None,['space'],202.00090410001576,202.00090410001576,0.21339159994386137,2.8988967281997526,202.21676470001694,202.00090410001576,[-0.8965466999216005],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,2,0,2,0,,,,,,,,2.300528044458768,none,,,,1,26,[],0.020343499956652522,None,None,204.93045119999442,204.93045119999442,0.22076179995201528,2.5212898444107834,205.14629649999551,204.93045119999442,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,3,0,3,0,,,,,,,,1.9785822367892019,none,397.0,1.2141599369255678,8.893525987727236e-05,0,27,[],0.022091099992394447,None,None,207.47635000001173,207.47635000001173,0.22479390003718436,2.2033761368263862,207.68955719994847,207.47635000001173,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,4,0,4,0,,,,,,,,2.1298765644417275,none,595.0,2.371113755000019,7.439800931482776e-05,0,28,[],0.020652899867855012,None,['space'],209.6955520999618,209.6955520999618,0.2206327999010682,2.3505093643427957,209.90668519993778,209.6955520999618,[-1.7425940999528393],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,5,0,5,0,,,,,,,,2.21992386796328,none,1061.0,1.7698046120760607,5.713634768225815e-05,0,29,[],0.0206461000489071,None,['space'],212.06517870002426,212.06517870002426,0.2233017000835389,2.443225568046819,212.27568459999748,212.06517870002426,[-1.9214576999656856],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,6,0,6,0,,,,,,,,1.28284901008896,none,149.0,1.2011850979374479,0.0005845499932725914,0,30,[],0.01852760009933263,None,None,214.52506989997346,214.52506989997346,0.21870190009940416,1.5015509101883642,214.74137209996115,214.52506989997346,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,7,0,7,0,,,,,,,,2.42296847004587,none,945.0,1.2804362906407993,4.923804481078172e-05,0,31,[],0.015809400123544037,0.21000040008220822,['space'],216.04421409999486,216.04421409999486,0.21000040008220822,2.632968870128078,216.25780000002123,216.04421409999486,[-1.0035422999644652],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,8,0,8,0,,,,,,,,2.275620979621828,none,842.0,1.5374716558218302,4.722256118972911e-05,0,32,[],0.011029999935999513,None,['space'],218.71136279997882,218.71136279997882,0.20853239996358752,2.4841533795854156,218.93296310002916,218.71136279997882,[-0.2786056000040844],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,9,0,9,0,,,,,,,,2.349976746016153,none,133.0,1.9477439710616784,0.0008152669876752174,0,33,[],0.018895499990321696,None,None,221.23090249998495,221.23090249998495,0.2181834999937564,2.5681602460099096,221.4474258000264,221.23090249998495,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,10,0,10,0,,,,,,,,1.6066301619009937,none,354.0,1.0,9.929457867117957e-05,0,34,[],0.020521600148640573,None,['space'],223.82689689996187,223.82689689996187,0.2209675001213327,1.8275976620223264,224.04159059992526,223.82689689996187,[-2.0337589000118896],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,11,0,11,0,,,,,,,,1.1953062242830221,none,223.0,2.1336047012450368,0.0002817436202330672,0,35,[],0.020401300047524273,None,None,225.67910609999672,225.67910609999672,0.2259122000541538,1.421218424337176,225.89530700002797,225.67910609999672,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
4,0,4,0,12,0,12,0,,,,,,,,2.3753668860018964,none,250.0,2.785660820894091,0.00023080916262624933,0,36,[],0.020323600037954748,None,['space'],227.1197414000053,227.1197414000053,0.22433470003306866,2.599701586034965,227.33739200001583,227.1197414000053,[-0.9262077000457793],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,0,0,0,0,,,,,0.5833333333333334,236.73592869995628,None,2.4488110139793404,both,3482.0,-1.5430294589252072,6.266484113072191e-05,0,43,[],0.02378419996239245,None,None,237.75370360002853,None,0.2342703000176698,2.68308131399701,237.96784800000023,None,,229.73963970004115,None,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,1,0,1,0,,,,,,,,2.4488110139793404,both,2324.0,-0.17224054842281777,8.038405979962017e-05,0,44,[],0.012457899982109666,None,['space'],240.44288480002433,240.44288480002433,0.2117073000408709,2.6605183140202113,240.66028259997256,240.44288480002433,[-2.1695615000789985],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,2,0,2,0,,,,,,,,2.4488110139793404,both,1551.0,0.22403824906896075,5.398568962571315e-05,0,45,[],0.01682540006004274,None,None,243.1388319999678,243.1388319999678,0.21362060005776584,2.6624316140371063,243.3545121999923,243.1388319999678,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,3,0,3,0,,,,,,,,2.4488110139793404,both,1035.0,1.2993702431631602,5.2861118789004255e-05,0,46,[],0.01954529993236065,None,['space'],245.83414880000055,245.83414880000055,0.22314919997006655,2.671960213949407,246.04775679996237,245.83414880000055,[-2.233714499976486],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,4,0,4,0,,,,,,,,2.4488110139793404,both,691.0,0.7430246547631403,4.990713831732118e-05,0,47,[],0.02021220000460744,None,['space'],248.51961940003093,248.51961940003093,0.22032900003250688,2.6691400140118473,248.73125750001054,248.51961940003093,[-2.2792869000695646],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,5,0,5,0,,,,,,,,2.4488110139793404,both,461.0,3.3200235052304428,0.00010762641866894226,0,48,[],0.02014110004529357,None,None,251.21115650003776,251.21115650003776,0.22269590001087636,2.671506913990217,251.4290800000308,251.21115650003776,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,6,0,6,0,,,,,,,,2.4488110139793404,both,308.0,-1.0,9.450557534002297e-05,0,49,[],0.0178709999890998,None,['space'],253.89888939994853,253.89888939994853,0.21548380004242063,2.664294814021761,254.11434630001895,253.89888939994853,[-2.0898371000075713],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,7,0,7,0,,,,,,,,2.4488110139793404,both,206.0,0.8733766606278067,0.0002805221674333889,0,50,[],0.015636200085282326,None,None,256.5865057000192,256.5865057000192,0.21112660004291683,2.6599376140222573,256.8055042999331,256.5865057000192,,,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,8,0,8,0,,,,,,,,2.4488110139793404,both,137.0,-0.9863780517206373,0.0005497705794653872,0,51,[],0.020076500019058585,None,['space'],259.2806127000367,259.2806127000367,0.22345659998245537,2.672267613961796,259.49826999998186,259.2806127000367,[-2.223525399924256],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
5,0,5,0,9,0,9,0,,,,,,,,2.4488110139793404,both,,,,1,51,[],0.019989600055851042,None,['space'],261.972015599953,261.972015599953,0.22537600004579872,2.674187014025139,262.18566960003227,261.972015599953,[-1.4592662999639288],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
6,0,6,0,0,0,0,0,,,,,0.5833333333333334,267.6554634999484,None,1.0327927312064074,both,3167.0,-1.7542563026349818,5.664099959532181e-05,0,52,[],0.02311450010165572,None,None,268.6844694999745,None,0.2296216000104323,1.2624143312168397,268.89568139996845,None,,264.6592607999919,None,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
6,0,6,0,1,0,1,0,,,,,,,,1.0327927312064074,both,2114.0,-0.47169715982807325,7.325088277049131e-05,0,53,[],0.01515700004529208,0.20999640005175024,['space'],269.95166409993544,269.95166409993544,0.20999640005175024,1.2427891312581576,270.16482349997386,269.95166409993544,[-0.7990081999450922],,,,,,,,wfoooa,001,fr,0,2022-05-04_11h19.08.860,Continuous,2022.1.1,None,
